 frequency       v(Tmb_dB)       v(Tmb_arg)     
 2.78961683e+04 -2.77657288e+02  3.06847215e-02 
 2.85394464e+04 -2.77829682e+02  1.38019511e-03 
 2.91975583e+04 -2.77884405e+02 -6.20281483e-02 
 2.98708461e+04 -2.77831650e+02 -6.01891219e-02 
 3.05596598e+04 -2.77823495e+02  7.90178756e-03 
 3.12643573e+04 -2.77747220e+02 -1.02313036e-01 
 3.19853049e+04 -2.77710194e+02 -1.78445007e-01 
 3.27228774e+04 -2.77691134e+02 -1.44988218e-01 
 3.34774581e+04 -2.77835491e+02 -8.62211394e-02 
 3.42494392e+04 -2.77824461e+02  1.08279184e-01 
 3.50392221e+04 -2.77701522e+02 -1.11726907e-02 
 3.58472171e+04 -2.77803937e+02 -2.31951113e-03 
 3.66738442e+04 -2.77770928e+02 -8.86745120e-02 
 3.75195331e+04 -2.77919853e+02 -1.37846671e-01 
 3.83847234e+04 -2.77889424e+02 -8.93286711e-02 
 3.92698648e+04 -2.77960450e+02 -8.05918090e-02 
 4.01754173e+04 -2.77636083e+02 -9.27310409e-02 
 4.11018515e+04 -2.77721980e+02 -1.46171255e-01 
 4.20496491e+04 -2.77764176e+02 -9.69263386e-02 
 4.30193027e+04 -2.77726087e+02 -1.80639527e-01 
 4.40113162e+04 -2.77637824e+02 -5.75088333e-02 
 4.50262052e+04 -2.77744285e+02 -8.69645813e-02 
 4.60644974e+04 -2.77829305e+02 -1.92149595e-01 
 4.71267322e+04 -2.77928869e+02 -2.07219734e-01 
 4.82134619e+04 -2.77749183e+02 -7.92898997e-02 
 4.93252513e+04 -2.77671510e+02 -3.85518198e-02 
 5.04626783e+04 -2.77823388e+02 -1.81369375e-01 
 5.16263340e+04 -2.77817513e+02 -1.15817957e-01 
 5.28168234e+04 -2.77856931e+02 -3.65291922e-02 
 5.40347650e+04 -2.77754453e+02 -1.17170743e-01 
 5.52807921e+04 -2.77805878e+02 -9.84348315e-02 
 5.65555523e+04 -2.77752500e+02 -2.72074631e-01 
 5.78597080e+04 -2.77832458e+02 -2.20467063e-01 
 5.91939372e+04 -2.77823089e+02 -1.24174942e-01 
 6.05589334e+04 -2.77702948e+02 -2.23232530e-02 
 6.19554061e+04 -2.77688302e+02 -1.11523350e-01 
 6.33840810e+04 -2.77744277e+02 -4.37807619e-01 
 6.48457008e+04 -2.77689712e+02 -2.10016294e-01 
 6.63410251e+04 -2.77881284e+02 -2.94359209e-01 
 6.78708313e+04 -2.77896089e+02 -1.96137203e-01 
 6.94359143e+04 -2.77938595e+02 -4.22044546e-02 
 7.10370877e+04 -2.77771571e+02 -3.18352615e-03 
 7.26751838e+04 -2.77684370e+02 -4.04048985e-01 
 7.43510539e+04 -2.77758739e+02 -1.91770297e-01 
 7.60655691e+04 -2.77754985e+02 -4.15923862e-02 
 7.78196206e+04 -2.77772286e+02 -2.33607316e-01 
 7.96141200e+04 -2.77742168e+02 -2.40571405e-01 
 8.14500001e+04 -2.77807749e+02  2.29175329e-02 
 8.33282151e+04 -2.77859754e+02 -4.94314139e-02 
 8.52497412e+04 -2.77752885e+02  1.97476274e-01 
 8.72155772e+04 -2.77692871e+02 -1.28137108e-01 
 8.92267449e+04 -2.77642527e+02 -6.64458959e-02 
 9.12842895e+04 -2.77677192e+02 -1.83649984e-01 
 9.33892805e+04 -2.77728248e+02 -2.51760185e-01 
 9.55428121e+04 -2.77805977e+02 -3.24954247e-02 
 9.77460036e+04 -2.77863969e+02 -3.61438051e-02 
 1.00000000e+05 -2.77641329e+02 -3.18315430e-01 
 1.02305973e+05 -2.77750871e+02  4.84778623e-02 
 1.04665121e+05 -2.77607396e+02 -2.62521242e-01 
 1.07078670e+05 -2.77613395e+02  5.09566213e-02 
 1.09547876e+05 -2.77794097e+02 -9.14512518e-02 
 1.12074020e+05 -2.77816554e+02 -4.13009442e-02 
 1.14658417e+05 -2.78002321e+02 -2.48580133e-01 
 1.17302409e+05 -2.77717812e+02  1.03447597e-01 
 1.20007371e+05 -2.77827150e+02 -4.08692477e-03 
 1.22774708e+05 -2.77896235e+02 -3.64448097e-01 
 1.25605860e+05 -2.77716753e+02 -5.89849885e-02 
 1.28502297e+05 -2.77719749e+02 -2.46883007e-01 
 1.31465525e+05 -2.77774456e+02 -1.72590604e-01 
 1.34497085e+05 -2.77774463e+02 -1.83437509e-01 
 1.37598551e+05 -2.77859836e+02 -1.84955828e-01 
 1.40771537e+05 -2.77862032e+02 -1.56703332e-01 
 1.44017690e+05 -2.77841382e+02 -1.28073587e-01 
 1.47338699e+05 -2.77699028e+02 -2.94379679e-01 
 1.50736290e+05 -2.77805733e+02 -1.09724715e-03 
 1.54212228e+05 -2.77710772e+02 -4.61327608e-01 
 1.57768320e+05 -2.77699472e+02 -3.65738316e-01 
 1.61406415e+05 -2.77850212e+02  2.22263844e-01 
 1.65128404e+05 -2.77681503e+02 -2.76109427e-01 
 1.68936220e+05 -2.77831583e+02 -2.53696397e-01 
 1.72831844e+05 -2.77909183e+02 -4.60170128e-01 
 1.76817299e+05 -2.77704180e+02 -3.98770358e-01 
 1.80894658e+05 -2.77664503e+02 -2.19470693e-01 
 1.85066040e+05 -2.77795166e+02 -3.66535131e-01 
 1.89333613e+05 -2.77615608e+02 -5.46236346e-02 
 1.93699595e+05 -2.77737422e+02 -2.69121112e-01 
 1.98166255e+05 -2.77828693e+02 -5.14111929e-01 
 2.02735916e+05 -2.77798475e+02 -7.07383573e-01 
 2.07410951e+05 -2.77804880e+02 -4.85662299e-01 
 2.12193792e+05 -2.77718875e+02  1.84845920e-01 
 2.17086923e+05 -2.77695989e+02 -1.62093152e-01 
 2.22092889e+05 -2.77706458e+02 -8.50986581e-01 
 2.27214291e+05 -2.77757583e+02 -4.91353473e-01 
 2.32453791e+05 -2.77697426e+02 -5.46119154e-01 
 2.37814113e+05 -2.77774821e+02 -9.50524150e-01 
 2.43298042e+05 -2.77737886e+02 -7.44557558e-01 
 2.48908429e+05 -2.77811648e+02 -1.73049909e-01 
 2.54648190e+05 -2.77743304e+02 -1.29459706e-01 
 2.60520309e+05 -2.77815647e+02 -4.27704176e-01 
 2.66527837e+05 -2.77806259e+02 -1.71025926e-01 
 2.72673897e+05 -2.77724749e+02 -6.71651352e-01 
 2.78961683e+05 -2.77836281e+02 -7.55184248e-01 
 2.85394464e+05 -2.77807570e+02 -6.08597025e-02 
 2.91975583e+05 -2.77864467e+02 -3.06980016e-01 
 2.98708461e+05 -2.77733550e+02 -6.47233643e-01 
 3.05596598e+05 -2.77955200e+02 -9.97315057e-01 
 3.12643573e+05 -2.77933520e+02 -8.00800205e-01 
 3.19853049e+05 -2.77672944e+02 -1.22111162e-01 
 3.27228774e+05 -2.77802664e+02 -5.09875908e-01 
 3.34774581e+05 -2.77898545e+02 -1.09104016e+00 
 3.42494392e+05 -2.77783385e+02 -2.74810565e-01 
 3.50392221e+05 -2.77871749e+02 -7.75969741e-01 
 3.58472171e+05 -2.77749145e+02 -7.56884394e-01 
 3.66738442e+05 -2.77794206e+02 -5.72582916e-01 
 3.75195331e+05 -2.77620162e+02 -6.72844139e-01 
 3.83847234e+05 -2.77823001e+02 -1.32063486e+00 
 3.92698648e+05 -2.77770052e+02 -3.38399877e-01 
 4.01754173e+05 -2.77832223e+02 -7.37425923e-01 
 4.11018515e+05 -2.77949637e+02 -1.39829729e+00 
 4.20496491e+05 -2.77754720e+02 -6.11879397e-01 
 4.30193027e+05 -2.77799203e+02 -1.25999772e+00 
 4.40113162e+05 -2.77778396e+02 -2.95462171e-01 
 4.50262052e+05 -2.77667205e+02 -1.19594299e+00 
 4.60644974e+05 -2.77815491e+02 -9.84429222e-01 
 4.71267322e+05 -2.77797981e+02 -1.39499210e+00 
 4.82134619e+05 -2.77765735e+02 -9.77752974e-01 
 4.93252513e+05 -2.77841810e+02 -3.44356298e-01 
 5.04626783e+05 -2.77912390e+02 -1.00930726e+00 
 5.16263340e+05 -2.77821499e+02 -8.51768123e-01 
 5.28168234e+05 -2.77803663e+02 -7.49651468e-01 
 5.40347650e+05 -2.77869949e+02 -1.84186879e+00 
 5.52807921e+05 -2.77860232e+02 -1.03466194e+00 
 5.65555523e+05 -2.77811361e+02 -9.94004028e-01 
 5.78597080e+05 -2.77873676e+02 -8.70626488e-01 
 5.91939372e+05 -2.77938682e+02 -1.95792773e+00 
 6.05589334e+05 -2.77917776e+02 -2.11657796e+00 
 6.19554061e+05 -2.77856568e+02 -1.68438751e+00 
 6.33840810e+05 -2.77805578e+02 -5.26917393e-01 
 6.48457008e+05 -2.77861630e+02 -1.23417355e+00 
 6.63410251e+05 -2.77768036e+02 -8.12004004e-01 
 6.78708313e+05 -2.77794569e+02  5.08883677e-01 
 6.94359143e+05 -2.77825931e+02 -5.22764679e-01 
 7.10370877e+05 -2.77854369e+02 -1.72150271e-01 
 7.26751838e+05 -2.77763368e+02 -9.59991313e-01 
 7.43510539e+05 -2.77746233e+02  1.46410645e-01 
 7.60655691e+05 -2.77840694e+02  2.34173837e-01 
 7.78196206e+05 -2.77859426e+02  1.29459224e-01 
 7.96141200e+05 -2.77815773e+02 -5.79978621e-01 
 8.14500001e+05 -2.78020345e+02 -9.25922711e-01 
 8.33282151e+05 -2.77984337e+02  2.09999211e-01 
 8.52497412e+05 -2.78042627e+02 -1.77676825e+00 
 8.72155772e+05 -2.77957395e+02 -9.24033986e-01 
 8.92267449e+05 -2.78095940e+02 -1.39972546e+00 
 9.12842895e+05 -2.77868727e+02 -2.11741632e+00 
 9.33892805e+05 -2.77988739e+02 -1.44141814e+00 
 9.55428121e+05 -2.77876125e+02 -1.01625256e+00 
 9.77460036e+05 -2.78023257e+02 -1.47394001e+00 
 1.00000000e+06 -2.78052060e+02 -2.67200255e+00 
 1.02305973e+06 -2.78123455e+02 -1.68725090e+00 
 1.04665121e+06 -2.77892441e+02 -1.60550251e+00 
 1.07078670e+06 -2.78121969e+02 -3.58518249e+00 
 1.09547876e+06 -2.78000271e+02 -1.89672599e+00 
 1.12074020e+06 -2.77926059e+02  5.35765593e-01 
 1.14658417e+06 -2.78095879e+02 -9.57324834e-01 
 1.17302409e+06 -2.78054660e+02 -1.01486686e+00 
 1.20007371e+06 -2.78094991e+02 -1.13450531e+00 
 1.22774708e+06 -2.78116664e+02 -3.92462156e-01 
 1.25605860e+06 -2.78043062e+02 -3.47198975e+00 
 1.28502297e+06 -2.78024413e+02 -3.11978191e+00 
 1.31465525e+06 -2.78152115e+02 -1.11196012e+00 
 1.34497085e+06 -2.78272807e+02 -2.86876469e+00 
 1.37598551e+06 -2.78171143e+02 -2.51193394e+00 
 1.40771537e+06 -2.78233042e+02  1.20123645e+00 
 1.44017690e+06 -2.78173494e+02 -5.52701050e-01 
 1.47338699e+06 -2.78386414e+02 -4.05886226e+00 
 1.50736290e+06 -2.78302835e+02 -1.50904678e+00 
 1.54212228e+06 -2.78365813e+02 -7.34641772e-01 
 1.57768320e+06 -2.78405515e+02 -1.98879680e+00 
 1.61406415e+06 -2.78521223e+02 -3.85595323e+00 
 1.65128404e+06 -2.78376929e+02 -3.63277741e-01 
 1.68936220e+06 -2.78405042e+02 -4.60100018e-01 
 1.72831844e+06 -2.78541621e+02 -2.98685515e+00 
 1.76817299e+06 -2.78521229e+02 -1.69563348e+00 
 1.80894658e+06 -2.78701937e+02 -2.65475695e+00 
 1.85066040e+06 -2.78550378e+02 -1.11599375e+00 
 1.89333613e+06 -2.78510610e+02 -6.81815093e-01 
 1.93699595e+06 -2.78594160e+02  6.52658199e-01 
 1.98166255e+06 -2.78889500e+02 -4.79920020e+00 
 2.02735916e+06 -2.79003382e+02 -2.09350343e+00 
 2.07410951e+06 -2.78824258e+02 -6.56025884e-01 
 2.12193792e+06 -2.78972164e+02 -4.94696767e-01 
 2.17086923e+06 -2.78988775e+02 -1.93261528e+00 
 2.22092889e+06 -2.79076325e+02 -3.00715826e+00 
 2.27214291e+06 -2.79142827e+02  8.77307525e-01 
 2.32453791e+06 -2.79197097e+02 -4.05345460e+00 
 2.37814113e+06 -2.79374492e+02 -6.76245789e+00 
 2.43298042e+06 -2.79413206e+02  8.04681904e-01 
 2.48908429e+06 -2.79328013e+02 -4.12792441e+00 
 2.54648190e+06 -2.79672689e+02 -7.00306110e+00 
 2.60520309e+06 -2.79564777e+02 -1.57294377e+00 
 2.66527837e+06 -2.79805581e+02 -4.91010763e+00 
 2.72673897e+06 -2.79887175e+02 -6.05811415e+00 
 2.78961683e+06 -2.79987682e+02 -1.71797827e+00 
 2.85394464e+06 -2.79982238e+02  1.90464518e+00 
 2.91975583e+06 -2.80233818e+02 -1.80831637e+00 
 2.98708461e+06 -2.80213776e+02  2.97237743e+00 
 3.05596598e+06 -2.80149481e+02 -7.15697263e-01 
 3.12643573e+06 -2.80461556e+02  8.85267606e-01 
 3.19853049e+06 -2.80775587e+02 -3.69129180e+00 
 3.27228774e+06 -2.80982856e+02  6.18924267e-01 
 3.34774581e+06 -2.80974713e+02  1.95116055e+00 
 3.42494392e+06 -2.81355884e+02 -4.43580578e+00 
 3.50392221e+06 -2.81513481e+02 -6.79158289e+00 
 3.58472171e+06 -2.81864935e+02  2.38317605e-01 
 3.66738442e+06 -2.81982368e+02 -1.28946779e+01 
 3.75195331e+06 -2.81828412e+02  3.26475687e+00 
 3.83847234e+06 -2.82389747e+02 -8.33930596e+00 
 3.92698648e+06 -2.82713900e+02 -6.20891725e+00 
 4.01754173e+06 -2.82767665e+02  5.04118854e+00 
 4.11018515e+06 -2.83492816e+02 -6.60252184e+00 
 4.20496491e+06 -2.83874612e+02 -1.84188733e+01 
 4.30193027e+06 -2.84079226e+02  7.37540383e+00 
 4.40113162e+06 -2.84429141e+02  3.68110813e+00 
 4.50262052e+06 -2.84932776e+02  6.09973615e+00 
 4.60644974e+06 -2.85966599e+02 -3.80378008e+00 
 4.71267322e+06 -2.86199743e+02  3.27320572e-01 
 4.82134619e+06 -2.86653295e+02  8.66866365e+00 
 4.93252513e+06 -2.87535595e+02  8.88217278e+00 
 5.04626783e+06 -2.87862208e+02  2.20428842e+01 
 5.16263340e+06 -2.88652322e+02  1.92207375e+01 
 5.28168234e+06 -2.89464965e+02  2.70327212e+01 
 5.40347650e+06 -2.91056958e+02  2.66020171e+01 
 5.52807921e+06 -2.94798005e+02  2.32828734e+00 
 5.65555523e+06 -2.95320508e+02  3.45177718e+01 
 5.78597080e+06 -2.95349752e+02 -8.72602504e+01 
 5.91939372e+06 -3.03875418e+02 -1.05457169e+02 
 6.05589334e+06 -2.94919504e+02 -1.22358956e+02 
 6.19554061e+06 -2.89841101e+02 -1.28626436e+02 
 6.33840810e+06 -2.94557362e+02 -1.67376708e+02 
 6.48457008e+06 -2.92662515e+02 -1.75394370e+02 
 6.63410251e+06 -2.89137666e+02 -1.83078468e+02 
 6.78708313e+06 -2.86962071e+02 -2.17686241e+02 
 6.94359143e+06 -2.86347788e+02 -2.04197710e+02 
 7.10370877e+06 -2.84867838e+02 -1.79107228e+02 
 7.26751838e+06 -2.83870755e+02 -1.92822373e+02 
 7.43510539e+06 -2.81307972e+02 -2.25598287e+02 
 7.60655691e+06 -2.81575753e+02 -1.86851575e+02 
 7.78196206e+06 -2.80295717e+02 -2.10633847e+02 
 7.96141200e+06 -2.79670917e+02 -1.89147002e+02 
 8.14500001e+06 -2.78742293e+02 -2.05799920e+02 
 8.33282151e+06 -2.78009081e+02 -1.91620223e+02 
 8.52497412e+06 -2.77389833e+02 -1.96824219e+02 
 8.72155772e+06 -2.76283110e+02 -2.13701353e+02 
 8.92267449e+06 -2.75886722e+02 -2.01531404e+02 
 9.12842895e+06 -2.75265038e+02 -2.01154920e+02 
 9.33892805e+06 -2.74537559e+02 -2.02044033e+02 
 9.55428121e+06 -2.73852423e+02 -2.05853243e+02 
 9.77460036e+06 -2.73175727e+02 -1.89424393e+02 
 1.00000000e+07 -2.72619950e+02 -1.94170325e+02 
 1.02305973e+07 -2.71912230e+02 -1.87552110e+02 
 1.04665121e+07 -2.71403952e+02 -1.92867895e+02 
 1.07078670e+07 -2.70919536e+02 -1.97468904e+02 
 1.09547876e+07 -2.70319612e+02 -2.01867692e+02 
 1.12074020e+07 -2.69828396e+02 -2.03001553e+02 
 1.14658417e+07 -2.69225324e+02 -2.08455855e+02 
 1.17302409e+07 -2.68727954e+02 -2.04237322e+02 
 1.20007371e+07 -2.68231607e+02 -1.97896242e+02 
 1.22774708e+07 -2.67758282e+02 -2.05622657e+02 
 1.25605860e+07 -2.67243560e+02 -2.03763563e+02 
 1.28502297e+07 -2.66748073e+02 -2.01880906e+02 
 1.31465525e+07 -2.66213278e+02 -1.96566799e+02 
 1.34497085e+07 -2.65759486e+02 -2.03866315e+02 
 1.37598551e+07 -2.65298697e+02 -2.03106962e+02 
 1.40771537e+07 -2.64771233e+02 -1.99111357e+02 
 1.44017690e+07 -2.64357721e+02 -2.11224328e+02 
 1.47338699e+07 -2.63922504e+02 -2.02386392e+02 
 1.50736290e+07 -2.63461247e+02 -2.03965578e+02 
 1.54212228e+07 -2.63004446e+02 -2.06484962e+02 
 1.57768320e+07 -2.62595852e+02 -2.08388205e+02 
 1.61406415e+07 -2.62171298e+02 -2.09888666e+02 
 1.65128404e+07 -2.61732939e+02 -2.07081261e+02 
 1.68936220e+07 -2.61301859e+02 -2.10477815e+02 
 1.72831844e+07 -2.60864349e+02 -2.11468501e+02 
 1.76817299e+07 -2.60447789e+02 -2.09842846e+02 
 1.80894658e+07 -2.60041562e+02 -2.10959938e+02 
 1.85066040e+07 -2.59616263e+02 -2.11889549e+02 
 1.89333613e+07 -2.59216515e+02 -2.11807599e+02 
 1.93699595e+07 -2.58809618e+02 -2.13120237e+02 
 1.98166255e+07 -2.58411237e+02 -2.14408131e+02 
 2.02735916e+07 -2.58006900e+02 -2.17597054e+02 
 2.07410951e+07 -2.57605755e+02 -2.17556501e+02 
 2.12193792e+07 -2.57221830e+02 -2.15976106e+02 
 2.17086923e+07 -2.56826872e+02 -2.15439084e+02 
 2.22092889e+07 -2.56450983e+02 -2.18139067e+02 
 2.27214291e+07 -2.56065677e+02 -2.18600098e+02 
 2.32453791e+07 -2.55686545e+02 -2.18724571e+02 
 2.37814113e+07 -2.55299723e+02 -2.18513623e+02 
 2.43298042e+07 -2.54929397e+02 -2.24431279e+02 
 2.48908429e+07 -2.54564752e+02 -2.25247093e+02 
 2.54648190e+07 -2.54198031e+02 -2.25577256e+02 
 2.60520309e+07 -2.53835763e+02 -2.24581168e+02 
 2.66527837e+07 -2.53470173e+02 -2.23555960e+02 
 2.72673897e+07 -2.53106880e+02 -2.29219156e+02 
 2.78961683e+07 -2.52771304e+02 -2.26899437e+02 
 2.85394464e+07 -2.52412080e+02 -2.27437390e+02 
 2.91975583e+07 -2.52075027e+02 -2.29623320e+02 
 2.98708461e+07 -2.51722916e+02 -2.29736885e+02 
 3.05596598e+07 -2.51385532e+02 -2.31627100e+02 
 3.12643573e+07 -2.51042162e+02 -2.30138480e+02 
 3.19853049e+07 -2.50719533e+02 -2.34286045e+02 
 3.27228774e+07 -2.50388488e+02 -2.35278546e+02 
 3.34774581e+07 -2.50061746e+02 -2.35524902e+02 
 3.42494392e+07 -2.49738921e+02 -2.35688427e+02 
 3.50392221e+07 -2.49425403e+02 -2.37874183e+02 
 3.58472171e+07 -2.49108059e+02 -2.39271299e+02 
 3.66738442e+07 -2.48798982e+02 -2.40443071e+02 
 3.75195331e+07 -2.48482481e+02 -2.43126435e+02 
 3.83847234e+07 -2.48186988e+02 -2.42060582e+02 
 3.92698648e+07 -2.47890086e+02 -2.43934852e+02 
 4.01754173e+07 -2.47592721e+02 -2.43638657e+02 
 4.11018515e+07 -2.47302326e+02 -2.45971430e+02 
 4.20496491e+07 -2.47014633e+02 -2.45962743e+02 
 4.30193027e+07 -2.46731255e+02 -2.48819121e+02 
 4.40113162e+07 -2.46452844e+02 -2.49006897e+02 
 4.50262052e+07 -2.46178660e+02 -2.49906115e+02 
 4.60644974e+07 -2.45906575e+02 -2.52903061e+02 
 4.71267322e+07 -2.45637546e+02 -2.54821097e+02 
 4.82134619e+07 -2.45381434e+02 -2.54839162e+02 
 4.93252513e+07 -2.45123534e+02 -2.54294165e+02 
 5.04626783e+07 -2.44873313e+02 -2.56911093e+02 
 5.16263340e+07 -2.44625017e+02 -2.57881210e+02 
 5.28168234e+07 -2.44380621e+02 -2.59842267e+02 
 5.40347650e+07 -2.44144852e+02 -2.60728172e+02 
 5.52807921e+07 -2.43908797e+02 -2.61428881e+02 
 5.65555523e+07 -2.43679400e+02 -2.63317259e+02 
 5.78597080e+07 -2.43452825e+02 -2.64966718e+02 
 5.91939372e+07 -2.43233877e+02 -2.65036938e+02 
 6.05589334e+07 -2.43020202e+02 -2.67232933e+02 
 6.19554061e+07 -2.42806349e+02 -2.66998909e+02 
 6.33840810e+07 -2.42604134e+02 -2.69667376e+02 
 6.48457008e+07 -2.42401043e+02 -2.71919959e+02 
 6.63410251e+07 -2.42203956e+02 -2.71986356e+02 
 6.78708313e+07 -2.42012864e+02 -2.73395777e+02 
 6.94359143e+07 -2.41824642e+02 -2.74374852e+02 
 7.10370877e+07 -2.41643322e+02 -2.76010573e+02 
 7.26751838e+07 -2.41464464e+02 -2.77341842e+02 
 7.43510539e+07 -2.41290080e+02 -2.78014498e+02 
 7.60655691e+07 -2.41121484e+02 -2.79828193e+02 
 7.78196206e+07 -2.40956424e+02 -2.81248300e+02 
 7.96141200e+07 -2.40796764e+02 -2.82495671e+02 
 8.14500001e+07 -2.40641164e+02 -2.83315401e+02 
 8.33282151e+07 -2.40489545e+02 -2.84518093e+02 
 8.52497412e+07 -2.40342119e+02 -2.85662477e+02 
 8.72155772e+07 -2.40198792e+02 -2.86932135e+02 
 8.92267449e+07 -2.40059776e+02 -2.89349882e+02 
 9.12842895e+07 -2.39926006e+02 -2.90278622e+02 
 9.33892805e+07 -2.39794878e+02 -2.91986086e+02 
 9.55428121e+07 -2.39668814e+02 -2.92438342e+02 
 9.77460036e+07 -2.39547343e+02 -2.93207362e+02 
 1.00000000e+08 -2.39427050e+02 -2.94470085e+02 
 1.02305973e+08 -2.39313630e+02 -2.95696025e+02 
 1.04665121e+08 -2.39202171e+02 -2.96874071e+02 
 1.07078670e+08 -2.39093691e+02 -2.97536249e+02 
 1.09547876e+08 -2.38990615e+02 -2.99537846e+02 
 1.12074020e+08 -2.38889818e+02 -3.00512093e+02 
 1.14658417e+08 -2.38792959e+02 -3.01730162e+02 
 1.17302409e+08 -2.38699520e+02 -3.02693004e+02 
 1.20007371e+08 -2.38609270e+02 -3.04118037e+02 
 1.22774708e+08 -2.38520100e+02 -3.05454583e+02 
 1.25605860e+08 -2.38438151e+02 -3.06208150e+02 
 1.28502297e+08 -2.38354998e+02 -3.07121017e+02 
 1.31465525e+08 -2.38277764e+02 -3.08238679e+02 
 1.34497085e+08 -2.38203014e+02 -3.09278891e+02 
 1.37598551e+08 -2.38130224e+02 -3.09985563e+02 
 1.40771537e+08 -2.38059401e+02 -3.11368884e+02 
 1.44017690e+08 -2.37992067e+02 -3.11695848e+02 
 1.47338699e+08 -2.37928312e+02 -3.13162367e+02 
 1.50736290e+08 -2.37864875e+02 -3.14118903e+02 
 1.54212228e+08 -2.37805391e+02 -3.14919600e+02 
 1.57768320e+08 -2.37746788e+02 -3.15172550e+02 
 1.61406415e+08 -2.37691964e+02 -3.16734159e+02 
 1.65128404e+08 -2.37638284e+02 -3.17900742e+02 
 1.68936220e+08 -2.37587299e+02 -3.18374976e+02 
 1.72831844e+08 -2.37537676e+02 -3.19052211e+02 
 1.76817299e+08 -2.37490666e+02 -3.19928725e+02 
 1.80894658e+08 -2.37444105e+02 -3.20781010e+02 
 1.85066040e+08 -2.37401831e+02 -3.21615756e+02 
 1.89333613e+08 -2.37359085e+02 -3.22576061e+02 
 1.93699595e+08 -2.37318094e+02 -3.23023798e+02 
 1.98166255e+08 -2.37279483e+02 -3.24321243e+02 
 2.02735916e+08 -2.37242169e+02 -3.24596279e+02 
 2.07410951e+08 -2.37207543e+02 -3.25432850e+02 
 2.12193792e+08 -2.37174037e+02 -3.26248356e+02 
 2.17086923e+08 -2.37140668e+02 -3.27109832e+02 
 2.22092889e+08 -2.37109243e+02 -3.27873270e+02 
 2.27214291e+08 -2.37078271e+02 -3.28652038e+02 
 2.32453791e+08 -2.37049813e+02 -3.29029558e+02 
 2.37814113e+08 -2.37021970e+02 -3.29814285e+02 
 2.43298042e+08 -2.36994997e+02 -3.30422334e+02 
 2.48908429e+08 -2.36970129e+02 -3.31122927e+02 
 2.54648190e+08 -2.36947310e+02 -3.31649282e+02 
 2.60520309e+08 -2.36922502e+02 -3.32186705e+02 
 2.66527837e+08 -2.36901020e+02 -3.32988944e+02 
 2.72673897e+08 -2.36879880e+02 -3.33582514e+02 
 2.78961683e+08 -2.36858425e+02 -3.34256845e+02 
 2.85394464e+08 -2.36838728e+02 -3.34465348e+02 
 2.91975583e+08 -2.36821332e+02 -3.35308511e+02 
 2.98708461e+08 -2.36802359e+02 -3.35550676e+02 
 3.05596598e+08 -2.36785028e+02 -3.36124164e+02 
 3.12643573e+08 -2.36769019e+02 -3.36836201e+02 
 3.19853049e+08 -2.36751917e+02 -3.37335013e+02 
 3.27228774e+08 -2.36737800e+02 -3.38051309e+02 
 3.34774581e+08 -2.36724770e+02 -3.38302584e+02 
 3.42494392e+08 -2.36710253e+02 -3.38627262e+02 
 3.50392221e+08 -2.36696320e+02 -3.39214256e+02 
 3.58472171e+08 -2.36684178e+02 -3.39697746e+02 
 3.66738442e+08 -2.36671691e+02 -3.40156252e+02 
 3.75195331e+08 -2.36660248e+02 -3.40472629e+02 
 3.83847234e+08 -2.36648860e+02 -3.41091249e+02 
 3.92698648e+08 -2.36639190e+02 -3.41527306e+02 
 4.01754173e+08 -2.36628381e+02 -3.41908452e+02 
 4.11018515e+08 -2.36619701e+02 -3.42270074e+02 
 4.20496491e+08 -2.36609069e+02 -3.42760969e+02 
 4.30193027e+08 -2.36600947e+02 -3.43089373e+02 
 4.40113162e+08 -2.36591826e+02 -3.43496177e+02 
 4.50262052e+08 -2.36583902e+02 -3.43745336e+02 
 4.60644974e+08 -2.36576061e+02 -3.44060082e+02 
 4.71267322e+08 -2.36567947e+02 -3.44531597e+02 
 4.82134619e+08 -2.36561947e+02 -3.44745762e+02 
 4.93252513e+08 -2.36554067e+02 -3.45234435e+02 
 5.04626783e+08 -2.36547830e+02 -3.45464874e+02 
 5.16263340e+08 -2.36541465e+02 -3.45801709e+02 
 5.28168234e+08 -2.36535339e+02 -3.45972744e+02 
 5.40347650e+08 -2.36529539e+02 -3.46431873e+02 
 5.52807921e+08 -2.36524774e+02 -3.46722458e+02 
 5.65555523e+08 -2.36519703e+02 -3.47109686e+02 
 5.78597080e+08 -2.36514492e+02 -3.47417108e+02 
 5.91939372e+08 -2.36510473e+02 -3.47437654e+02 
 6.05589334e+08 -2.36505650e+02 -3.47938426e+02 
 6.19554061e+08 -2.36501290e+02 -3.48225642e+02 
 6.33840810e+08 -2.36496586e+02 -3.48436704e+02 
 6.48457008e+08 -2.36492729e+02 -3.48745380e+02 
 6.63410251e+08 -2.36489730e+02 -3.49086359e+02 
 6.78708313e+08 -2.36485485e+02 -3.49245214e+02 
 6.94359143e+08 -2.36482679e+02 -3.49408488e+02 
 7.10370877e+08 -2.36478693e+02 -3.49653011e+02 
 7.26751838e+08 -2.36475453e+02 -3.49857027e+02 
 7.43510539e+08 -2.36473388e+02 -3.50218010e+02 
 7.60655691e+08 -2.36470409e+02 -3.50385144e+02 
 7.78196206e+08 -2.36466901e+02 -3.50582786e+02 
 7.96141200e+08 -2.36464440e+02 -3.50801266e+02 
 8.14500001e+08 -2.36460960e+02 -3.51027466e+02 
