time_us,vout
2.727282000000014195e-01,1.507849179999999900e-01
2.727630000000006438e-01,1.508030880000000018e-01
2.728324000000008076e-01,1.508394289999999971e-01
2.729714000000010299e-01,1.509121059999999903e-01
2.732491999999999699e-01,1.510574470000000114e-01
2.735331000000001955e-01,1.512059129999999973e-01
2.737175000000000025e-01,1.513023300000000126e-01
2.738769000000013665e-01,1.513856739999999979e-01
2.740468000000014781e-01,1.514745090000000072e-01
2.742047000000003565e-01,1.515570410000000035e-01
2.745203999999999422e-01,1.517220840000000071e-01
2.749026000000014958e-01,1.519217949999999984e-01
2.754780000000008333e-01,1.522223890000000135e-01
2.762960000000000971e-01,1.526495589999999902e-01
2.779266000000002457e-01,1.535002510000000042e-01
2.796794000000006886e-01,1.544134430000000113e-01
2.796804000000001067e-01,1.544139629999999874e-01
2.796824000000005528e-01,1.544150049999999941e-01
2.796864000000015560e-01,1.544170870000000084e-01
2.796894000000014202e-01,1.544186489999999912e-01
2.796902000000009436e-01,1.544190649999999942e-01
2.796917999999999349e-01,1.544198979999999999e-01
2.796950000000014147e-01,1.544215640000000112e-01
2.797014000000008771e-01,1.544248960000000059e-01
2.797142000000015782e-01,1.544315589999999960e-01
2.797398000000012597e-01,1.544448860000000034e-01
2.797910000000006780e-01,1.544715379999999916e-01
2.798934000000011246e-01,1.545248379999999977e-01
2.800982000000003524e-01,1.546314229999999901e-01
2.805078000000004734e-01,1.548445300000000080e-01
2.813270000000007154e-01,1.552704910000000105e-01
2.814864000000004141e-01,1.553533340000000096e-01
2.815364000000005196e-01,1.553793169999999890e-01
2.815528000000007136e-01,1.553878310000000040e-01
2.815856000000011017e-01,1.554048590000000063e-01
2.816511000000002651e-01,1.554389120000000124e-01
2.817822000000002047e-01,1.555070120000000000e-01
2.820443000000001921e-01,1.556431849999999895e-01
2.825686000000000586e-01,1.559154209999999985e-01
2.836172000000015125e-01,1.564594529999999983e-01
2.857143000000011424e-01,1.575457289999999955e-01
2.885980000000004653e-01,1.590355099999999910e-01
2.889551000000002978e-01,1.592196720000000065e-01
2.896694000000016311e-01,1.595878330000000123e-01
2.905051000000002936e-01,1.600182599999999955e-01
2.906480000000015718e-01,1.600917980000000074e-01
2.907551000000008767e-01,1.601469460000000122e-01
2.907837000000004224e-01,1.601616519999999877e-01
2.908051000000009823e-01,1.601726810000000112e-01
2.908108000000008686e-01,1.601756219999999897e-01
2.908223000000006997e-01,1.601815040000000023e-01
2.908451000000003561e-01,1.601932670000000003e-01
2.908908000000013927e-01,1.602167939999999957e-01
2.909051000000011933e-01,1.602241460000000117e-01
2.909143000000006807e-01,1.602288510000000055e-01
2.909326000000014290e-01,1.602382609999999930e-01
2.909551000000012988e-01,1.602498760000000133e-01
2.909588000000007391e-01,1.602517579999999942e-01
2.909661000000013931e-01,1.602555220000000114e-01
2.909807000000009802e-01,1.602630499999999902e-01
2.910100000000001019e-01,1.602781050000000040e-01
2.910685000000001188e-01,1.603082140000000044e-01
2.911855000000002081e-01,1.603684270000000078e-01
2.914196000000002229e-01,1.604888309999999985e-01
2.918877000000004163e-01,1.607295559999999957e-01
2.928239000000006920e-01,1.612106779999999961e-01
2.946964000000012462e-01,1.621716649999999926e-01
2.975366000000015942e-01,1.636263639999999964e-01
2.975376000000010124e-01,1.636268750000000050e-01
2.975396000000014585e-01,1.636278979999999938e-01
2.975436000000007408e-01,1.636299449999999989e-01
2.975466000000006050e-01,1.636314789999999963e-01
2.975474000000001285e-01,1.636318880000000031e-01
2.975490000000008406e-01,1.636327069999999884e-01
2.975522000000005995e-01,1.636343439999999871e-01
2.975586000000000619e-01,1.636376180000000125e-01
2.975714000000007631e-01,1.636441660000000076e-01
2.975970000000004445e-01,1.636572609999999983e-01
2.976482000000015282e-01,1.636834510000000076e-01
2.977506000000003095e-01,1.637358279999999999e-01
2.979554000000012026e-01,1.638405689999999915e-01
2.983650000000013236e-01,1.640500029999999998e-01
2.991842000000015656e-01,1.644686820000000049e-01
2.993936000000013697e-01,1.645756630000000109e-01
2.994436000000015308e-01,1.646012050000000004e-01
2.994599000000000566e-01,1.646095750000000080e-01
2.994927000000004447e-01,1.646263129999999963e-01
2.995582000000013290e-01,1.646597890000000008e-01
2.996893000000012686e-01,1.647267370000000120e-01
2.999515000000012033e-01,1.648606149999999881e-01
3.004757000000011224e-01,1.651283000000000056e-01
3.015243000000009110e-01,1.656634039999999863e-01
3.036215000000004327e-01,1.667326650000000021e-01
3.064551000000013681e-01,1.681758250000000010e-01
3.064561000000007862e-01,1.681763340000000106e-01
3.064581000000012878e-01,1.681773520000000022e-01
3.064621000000005147e-01,1.681793880000000130e-01
3.064651000000003789e-01,1.681809149999999864e-01
3.064659000000016231e-01,1.681813219999999942e-01
3.064675000000006144e-01,1.681821360000000098e-01
3.064707000000003734e-01,1.681837650000000128e-01
3.064771000000015566e-01,1.681870219999999916e-01
3.064899000000005924e-01,1.681935370000000041e-01
3.065155000000002739e-01,1.682065660000000018e-01
3.065667000000013576e-01,1.682326239999999973e-01
3.066691000000000833e-01,1.682847389999999888e-01
3.068739000000010320e-01,1.683889630000000026e-01
3.072835000000011529e-01,1.685973910000000131e-01
3.080121000000005660e-01,1.689680849999999901e-01
3.080940000000015888e-01,1.690097590000000094e-01
3.082579000000002512e-01,1.690931049999999936e-01
3.082621000000010936e-01,1.690952619999999962e-01
3.082706000000010049e-01,1.690995750000000020e-01
3.082876000000008276e-01,1.691082030000000125e-01
3.083121000000011991e-01,1.691206959999999870e-01
3.083155000000008528e-01,1.691224219999999945e-01
3.083223000000001046e-01,1.691258730000000099e-01
3.083359000000002736e-01,1.691327740000000135e-01
3.083630000000007754e-01,1.691465779999999919e-01
3.084121000000014101e-01,1.691715639999999965e-01
3.084176000000014572e-01,1.691743249999999865e-01
3.084283999999999915e-01,1.691798459999999948e-01
3.084501000000003379e-01,1.691908890000000110e-01
3.084621000000015156e-01,1.691969979999999873e-01
3.084665000000005319e-01,1.691992059999999909e-01
3.084752000000003380e-01,1.692036229999999974e-01
3.084925000000000028e-01,1.692124570000000106e-01
3.085273000000008925e-01,1.692301250000000090e-01
3.085967000000010563e-01,1.692654610000000059e-01
3.087357000000012786e-01,1.693361300000000014e-01
3.090135000000001630e-01,1.694774619999999954e-01
3.095693000000012685e-01,1.697601049999999945e-01
3.106808000000000902e-01,1.703253200000000023e-01
3.129037000000011171e-01,1.714556399999999925e-01
3.153937000000008317e-01,1.727218540000000080e-01
3.153947000000002499e-01,1.727223619999999904e-01
3.153967000000006959e-01,1.727233800000000097e-01
3.154006999999999783e-01,1.727254139999999938e-01
3.154037000000015634e-01,1.727269389999999960e-01
3.154045000000010313e-01,1.727273460000000038e-01
3.154061000000000781e-01,1.727281599999999917e-01
3.154093000000015024e-01,1.727297869999999957e-01
3.154157000000010203e-01,1.727330420000000033e-01
3.154285000000000005e-01,1.727395519999999907e-01
3.154541000000014028e-01,1.727525709999999937e-01
3.155053000000007657e-01,1.727786089999999997e-01
3.156077000000012678e-01,1.728306870000000106e-01
3.158125000000004401e-01,1.729348450000000037e-01
3.162221000000005611e-01,1.731431750000000103e-01
3.170413000000008585e-01,1.735598949999999918e-01
3.172007000000005572e-01,1.736409899999999951e-01
3.172507000000006627e-01,1.736664280000000116e-01
3.172671000000008568e-01,1.736747640000000092e-01
3.172999000000012448e-01,1.736914360000000046e-01
3.173654000000004083e-01,1.737247789999999958e-01
3.174965000000003479e-01,1.737914680000000045e-01
3.177586000000003352e-01,1.739248529999999904e-01
3.182829000000002018e-01,1.741916569999999997e-01
3.193314999999999904e-01,1.747254139999999956e-01
3.214286000000012855e-01,1.757936710000000124e-01
3.243123000000006084e-01,1.772646160000000137e-01
3.243132999999999710e-01,1.772651269999999946e-01
3.243153000000004726e-01,1.772661480000000123e-01
3.243193000000014203e-01,1.772681899999999922e-01
3.243223000000012846e-01,1.772697209999999912e-01
3.243231000000008080e-01,1.772701299999999980e-01
3.243247000000015201e-01,1.772709460000000126e-01
3.243279000000012791e-01,1.772725800000000129e-01
3.243343000000007414e-01,1.772758469999999864e-01
3.243471000000014426e-01,1.772823819999999884e-01
3.243727000000011240e-01,1.772954509999999928e-01
3.244239000000005424e-01,1.773215910000000006e-01
3.245263000000009890e-01,1.773738719999999880e-01
3.247311000000002168e-01,1.774784470000000114e-01
3.251407000000003378e-01,1.776876420000000067e-01
3.258693000000014162e-01,1.780599180000000115e-01
3.259512000000007736e-01,1.781017890000000103e-01
3.261150000000012095e-01,1.781855370000000049e-01
3.261193000000002784e-01,1.781877050000000018e-01
3.261278000000001898e-01,1.781920399999999960e-01
3.261447000000000651e-01,1.782007090000000127e-01
3.261693000000003839e-01,1.782132640000000101e-01
3.261727000000000376e-01,1.782149980000000133e-01
3.261794000000010074e-01,1.782184669999999915e-01
3.261930000000012320e-01,1.782254030000000045e-01
3.262193000000004894e-01,1.782388249999999896e-01
3.262220000000005671e-01,1.782402130000000084e-01
3.262274000000006668e-01,1.782429869999999916e-01
3.262383000000008137e-01,1.782485360000000130e-01
3.262600000000011602e-01,1.782596349999999996e-01
3.262693000000005950e-01,1.782643869999999964e-01
3.262736000000013847e-01,1.782666069999999936e-01
3.262823000000011908e-01,1.782710459999999886e-01
3.262997000000007475e-01,1.782799250000000058e-01
3.263344000000000245e-01,1.782976840000000118e-01
3.264039000000001356e-01,1.783332019999999962e-01
3.265428000000004105e-01,1.784042439999999896e-01
3.268207000000009632e-01,1.785463529999999910e-01
3.271046000000012444e-01,1.786915709999999935e-01
3.272889000000010484e-01,1.787859089999999929e-01
3.274483000000007471e-01,1.788674739999999985e-01
3.276183000000008061e-01,1.789544329999999961e-01
3.277761000000014580e-01,1.790352410000000116e-01
3.280919000000009911e-01,1.791968909999999970e-01
3.284740000000008764e-01,1.793925990000000137e-01
3.290494000000002139e-01,1.796873870000000040e-01
3.298674000000011985e-01,1.801067839999999920e-01
3.314980000000013471e-01,1.809437939999999911e-01
3.332508000000000692e-01,1.818451620000000046e-01
3.332518000000011527e-01,1.818456760000000116e-01
3.332537999999999889e-01,1.818467059999999969e-01
3.332578000000009366e-01,1.818487639999999961e-01
3.332608000000008008e-01,1.818503079999999883e-01
3.332616000000003242e-01,1.818507199999999935e-01
3.332632000000010364e-01,1.818515440000000039e-01
3.332664000000007953e-01,1.818531909999999974e-01
3.332728000000002577e-01,1.818564850000000122e-01
3.332856000000009589e-01,1.818630729999999862e-01
3.333112000000006403e-01,1.818762489999999898e-01
3.333624000000000587e-01,1.819026039999999955e-01
3.334648000000005053e-01,1.819553160000000058e-01
3.336696000000013984e-01,1.820607589999999887e-01
3.340792000000015194e-01,1.822717120000000024e-01
3.348984000000000960e-01,1.826938919999999966e-01
3.351078000000015655e-01,1.828018650000000078e-01
3.351578000000000057e-01,1.828276510000000077e-01
3.351742000000001998e-01,1.828361010000000009e-01
3.352070000000005878e-01,1.828529999999999878e-01
3.352725000000014721e-01,1.828868009999999877e-01
3.354036000000014117e-01,1.829544100000000117e-01
3.356657000000013991e-01,1.830896539999999906e-01
3.361900000000012656e-01,1.833602520000000013e-01
3.372386000000010542e-01,1.839018739999999930e-01
3.393358000000005759e-01,1.849867189999999939e-01
3.421694000000015112e-01,1.864555230000000119e-01
3.425266000000012911e-01,1.866409029999999969e-01
3.432408000000010118e-01,1.870117619999999981e-01
3.440766000000013425e-01,1.874458539999999951e-01
3.442194000000009524e-01,1.875200800000000056e-01
3.443266000000001492e-01,1.875757520000000123e-01
3.443551000000014684e-01,1.875905979999999973e-01
3.443766000000003102e-01,1.876017329999999927e-01
3.443823000000001966e-01,1.876047030000000115e-01
3.443937000000000803e-01,1.876106409999999947e-01
3.444166000000014050e-01,1.876225189999999876e-01
3.444266000000004158e-01,1.876277150000000005e-01
3.444311000000010448e-01,1.876300899999999994e-01
3.444403000000005322e-01,1.876348409999999967e-01
3.444586000000012804e-01,1.876443439999999907e-01
3.444766000000005213e-01,1.876536970000000082e-01
3.444802000000000142e-01,1.876555980000000068e-01
3.444875000000006682e-01,1.876593990000000045e-01
3.445022000000002027e-01,1.876670010000000000e-01
3.445266000000006268e-01,1.876796799999999876e-01
3.445295000000005436e-01,1.876812009999999920e-01
3.445353000000004329e-01,1.876842420000000011e-01
3.445470000000000477e-01,1.876903229999999922e-01
3.445704000000011091e-01,1.877024870000000012e-01
3.446173000000014031e-01,1.877268139999999919e-01
3.447109000000004309e-01,1.877754699999999999e-01
3.448981000000001518e-01,1.878727880000000128e-01
3.452193000000015055e-01,1.880397199999999935e-01
3.454643000000000019e-01,1.881670769999999882e-01
3.456236000000014741e-01,1.882499410000000040e-01
3.458106000000013003e-01,1.883471790000000035e-01
3.459916000000014535e-01,1.884412679999999951e-01
3.463535000000000919e-01,1.886294659999999956e-01
3.467261000000006477e-01,1.888232529999999965e-01
3.473362000000009275e-01,1.891406069999999884e-01
3.481438000000014465e-01,1.895607749999999869e-01
3.497590000000008192e-01,1.904012529999999925e-01
3.511080000000009749e-01,1.911032239999999882e-01
3.511090000000003930e-01,1.911037439999999921e-01
3.511110000000008391e-01,1.911047849999999992e-01
3.511150000000001214e-01,1.911068670000000136e-01
3.511179999999999857e-01,1.911084279999999969e-01
3.511188000000011744e-01,1.911088439999999999e-01
3.511204000000002212e-01,1.911096770000000056e-01
3.511235999999999802e-01,1.911113419999999896e-01
3.511300000000011634e-01,1.911146730000000127e-01
3.511428000000001437e-01,1.911213340000000038e-01
3.511684000000015460e-01,1.911346560000000139e-01
3.512196000000009088e-01,1.911613010000000057e-01
3.513220000000013554e-01,1.912145909999999893e-01
3.515268000000005832e-01,1.913211690000000131e-01
3.519364000000007042e-01,1.915343200000000079e-01
3.527556000000009462e-01,1.919605990000000095e-01
3.529150000000006449e-01,1.920435400000000126e-01
3.529650000000008059e-01,1.920695570000000019e-01
3.529814000000009999e-01,1.920780820000000111e-01
3.530141000000014406e-01,1.920951320000000018e-01
3.530797000000005514e-01,1.921292310000000114e-01
3.532107000000005437e-01,1.921974300000000024e-01
3.534729000000004784e-01,1.923338229999999871e-01
3.539972000000003449e-01,1.926065929999999926e-01
3.550458000000001335e-01,1.931520549999999892e-01
3.571429000000013732e-01,1.942426210000000042e-01
3.600266000000006961e-01,1.957413189999999970e-01
3.600276000000001142e-01,1.957418380000000013e-01
3.600296000000006158e-01,1.957428780000000090e-01
3.600336000000015635e-01,1.957449559999999977e-01
3.600366000000014277e-01,1.957465140000000103e-01
3.600374000000009511e-01,1.957469300000000134e-01
3.600389999999999424e-01,1.957477609999999923e-01
3.600422000000014222e-01,1.957494240000000052e-01
3.600486000000008846e-01,1.957527490000000037e-01
3.600614000000015857e-01,1.957593990000000006e-01
3.600870000000012672e-01,1.957726989999999945e-01
3.601382000000006856e-01,1.957992990000000100e-01
3.602406000000011321e-01,1.958524980000000137e-01
3.604454000000003600e-01,1.959588909999999962e-01
3.608550000000004809e-01,1.961716609999999972e-01
3.615836000000015593e-01,1.965500840000000138e-01
3.616655000000009168e-01,1.965926269999999920e-01
3.618293000000013526e-01,1.966777110000000051e-01
3.618336000000004216e-01,1.966799130000000118e-01
3.618420000000003856e-01,1.966843169999999974e-01
3.618590000000002083e-01,1.966931239999999970e-01
3.618836000000005271e-01,1.967058780000000007e-01
3.618869000000002334e-01,1.967076389999999897e-01
3.618937000000011506e-01,1.967111619999999950e-01
3.619073000000013751e-01,1.967182080000000055e-01
3.619344000000001560e-01,1.967322999999999988e-01
3.619836000000007381e-01,1.967578070000000068e-01
3.619890000000008379e-01,1.967606249999999946e-01
3.619998000000010374e-01,1.967662619999999973e-01
3.620215000000014394e-01,1.967775350000000034e-01
3.620336000000008436e-01,1.967837709999999962e-01
3.620378999999999126e-01,1.967860260000000028e-01
3.620466000000014395e-01,1.967905349999999887e-01
3.620639000000010488e-01,1.967995529999999882e-01
3.620987000000002731e-01,1.968175899999999867e-01
3.621682000000003843e-01,1.968536620000000126e-01
3.623071000000006592e-01,1.969258050000000093e-01
3.625850000000012119e-01,1.970700840000000065e-01
3.631407000000006491e-01,1.973586129999999883e-01
3.642522000000011362e-01,1.979355630000000088e-01
3.664752000000004450e-01,1.990890949999999937e-01
3.689651000000002123e-01,2.003807240000000101e-01
3.689661000000012958e-01,2.003812429999999867e-01
3.689681000000000766e-01,2.003822799999999960e-01
3.689721000000010798e-01,2.003843549999999862e-01
3.689751000000009440e-01,2.003859109999999999e-01
3.689759000000004119e-01,2.003863250000000040e-01
3.689775000000011795e-01,2.003871550000000112e-01
3.689807000000008830e-01,2.003888149999999979e-01
3.689871000000004009e-01,2.003921339999999995e-01
3.689999000000011020e-01,2.003987730000000023e-01
3.690255000000007835e-01,2.004120500000000082e-01
3.690767000000001463e-01,2.004386039999999924e-01
3.691791000000006484e-01,2.004917119999999886e-01
3.693839000000015416e-01,2.005979260000000097e-01
3.697934999999999417e-01,2.008103499999999986e-01
3.706127000000002392e-01,2.012351830000000119e-01
3.708221000000000434e-01,2.013437740000000031e-01
3.708721000000001489e-01,2.013697030000000110e-01
3.708885000000003429e-01,2.013781990000000077e-01
3.709213000000007310e-01,2.013951920000000007e-01
3.709868000000016153e-01,2.014291779999999865e-01
3.711179000000015549e-01,2.014971489999999865e-01
3.713800000000015422e-01,2.016330899999999871e-01
3.719043000000014088e-01,2.019049719999999881e-01
3.729529000000011418e-01,2.024487460000000127e-01
3.750500000000007716e-01,2.035364299999999904e-01
3.778836999999999890e-01,2.050066979999999872e-01
3.778847000000010725e-01,2.050072169999999916e-01
3.778867000000015186e-01,2.050082550000000003e-01
3.778907000000008010e-01,2.050103309999999901e-01
3.778937000000006652e-01,2.050118870000000038e-01
3.778945000000001886e-01,2.050123030000000068e-01
3.778961000000009007e-01,2.050131329999999863e-01
3.778993000000006597e-01,2.050147940000000002e-01
3.779057000000001776e-01,2.050181150000000008e-01
3.779185000000008232e-01,2.050247580000000014e-01
3.779441000000005602e-01,2.050380440000000026e-01
3.779953000000015884e-01,2.050646160000000051e-01
3.780977000000003696e-01,2.051177610000000096e-01
3.783025000000012628e-01,2.052240559999999880e-01
3.787121000000013837e-01,2.054366639999999911e-01
3.794407000000007968e-01,2.058149169999999861e-01
3.795226000000001543e-01,2.058574519999999963e-01
3.796865000000005375e-01,2.059425239999999879e-01
3.796907000000013799e-01,2.059447249999999952e-01
3.796992000000012912e-01,2.059491280000000091e-01
3.797161000000011666e-01,2.059579350000000086e-01
3.797407000000014854e-01,2.059706880000000129e-01
3.797441000000010836e-01,2.059724490000000019e-01
3.797509000000003354e-01,2.059759720000000072e-01
3.797644000000006126e-01,2.059830169999999905e-01
3.797907000000015909e-01,2.059966510000000028e-01
3.797933999999999477e-01,2.059980600000000106e-01
3.797988000000000475e-01,2.060008779999999984e-01
3.798097000000001944e-01,2.060065150000000012e-01
3.798314000000005408e-01,2.060177880000000072e-01
3.798406999999999756e-01,2.060226149999999923e-01
3.798450000000007654e-01,2.060248689999999994e-01
3.798537000000005714e-01,2.060293790000000125e-01
3.798711000000001281e-01,2.060383970000000120e-01
3.799058000000010704e-01,2.060564340000000105e-01
3.799753000000011816e-01,2.060925080000000076e-01
3.801142000000015120e-01,2.061646599999999996e-01
3.803921000000003438e-01,2.063089730000000066e-01
3.806760000000006250e-01,2.064564259999999984e-01
3.808604000000003764e-01,2.065522029999999898e-01
3.810198000000000751e-01,2.066350080000000089e-01
3.811897000000001867e-01,2.067232810000000087e-01
3.813476000000007859e-01,2.068053039999999954e-01
3.816633000000003717e-01,2.069693659999999880e-01
3.820454000000002570e-01,2.071679620000000110e-01
3.826208000000012599e-01,2.074670319999999957e-01
3.834388000000005792e-01,2.078923759999999898e-01
3.850694000000007278e-01,2.087407490000000032e-01
3.868223000000011180e-01,2.096535840000000039e-01
3.868233000000004806e-01,2.096541050000000073e-01
3.868253000000009822e-01,2.096551469999999862e-01
3.868293000000002646e-01,2.096572309999999995e-01
3.868323000000001288e-01,2.096587940000000094e-01
3.868331000000013176e-01,2.096592110000000120e-01
3.868347000000003644e-01,2.096600439999999899e-01
3.868379000000001233e-01,2.096617120000000001e-01
3.868443000000013066e-01,2.096650459999999938e-01
3.868571000000002869e-01,2.096717150000000085e-01
3.868826999999999683e-01,2.096850530000000101e-01
3.869339000000010520e-01,2.097117300000000129e-01
3.870363000000014986e-01,2.097650849999999900e-01
3.872411000000007264e-01,2.098718059999999941e-01
3.876507000000008474e-01,2.100852820000000121e-01
3.884699000000010893e-01,2.105123770000000005e-01
3.886293000000007880e-01,2.105955019999999900e-01
3.886793000000008935e-01,2.106215790000000032e-01
3.886957000000010876e-01,2.106301240000000019e-01
3.887284000000015838e-01,2.106472129999999998e-01
3.887940000000006946e-01,2.106813939999999941e-01
3.889250000000006868e-01,2.107497580000000093e-01
3.891872000000006215e-01,2.108865010000000040e-01
3.897115000000004881e-01,2.111600399999999933e-01
3.907600000000003293e-01,2.117073280000000002e-01
3.928572000000015163e-01,2.128026319999999916e-01
3.957408000000008919e-01,2.143098420000000004e-01
3.960980000000006718e-01,2.144965990000000100e-01
3.968123000000003398e-01,2.148701299999999925e-01
3.976480000000007231e-01,2.153071820000000136e-01
3.977908000000003330e-01,2.153818939999999904e-01
3.978980000000012507e-01,2.154379280000000008e-01
3.979266000000007963e-01,2.154528699999999908e-01
3.979480000000013562e-01,2.154640770000000038e-01
3.979537000000012981e-01,2.154670660000000126e-01
3.979651000000011263e-01,2.154730420000000035e-01
3.979880000000007856e-01,2.154849960000000120e-01
3.979980000000014617e-01,2.154902260000000069e-01
3.980026000000003727e-01,2.154926169999999974e-01
3.980116999999999128e-01,2.154973980000000067e-01
3.980300000000006611e-01,2.155069609999999969e-01
3.980480000000015672e-01,2.155163750000000100e-01
3.980516000000010601e-01,2.155182880000000023e-01
3.980589999999999962e-01,2.155221129999999874e-01
3.980736000000012487e-01,2.155297630000000131e-01
3.980980000000000074e-01,2.155425240000000131e-01
3.981008999999999243e-01,2.155440540000000127e-01
3.981068000000014262e-01,2.155471140000000119e-01
3.981185000000010965e-01,2.155532350000000097e-01
3.981419000000004371e-01,2.155654760000000059e-01
3.981887000000007837e-01,2.155899569999999987e-01
3.982823000000014768e-01,2.156389200000000117e-01
3.984696000000012006e-01,2.157368450000000104e-01
3.987907000000008861e-01,2.159047940000000110e-01
3.990357000000011034e-01,2.160329089999999952e-01
3.991951000000008021e-01,2.161162570000000060e-01
3.993821000000006283e-01,2.162140529999999894e-01
3.995630000000008342e-01,2.163086750000000058e-01
3.999249000000011378e-01,2.164979089999999884e-01
4.002975000000000283e-01,2.166927270000000016e-01
4.009076000000003082e-01,2.170116860000000092e-01
4.017152000000008272e-01,2.174338239999999978e-01
4.033305000000000917e-01,2.182777079999999870e-01
4.046794000000003555e-01,2.189819789999999933e-01
4.046804000000014390e-01,2.189825009999999961e-01
4.046824000000002197e-01,2.189835450000000017e-01
4.046864000000011674e-01,2.189856330000000129e-01
4.046894000000010316e-01,2.189871979999999940e-01
4.046902000000005550e-01,2.189876159999999961e-01
4.046918000000012672e-01,2.189884510000000006e-01
4.046950000000010261e-01,2.189901210000000098e-01
4.047014000000005440e-01,2.189934619999999998e-01
4.047142000000012452e-01,2.190001420000000087e-01
4.047398000000009266e-01,2.190135029999999983e-01
4.047910000000002895e-01,2.190402250000000051e-01
4.048934000000007360e-01,2.190936659999999925e-01
4.050981999999999639e-01,2.192005380000000003e-01
4.055078000000000849e-01,2.194142440000000083e-01
4.063270000000003268e-01,2.198414939999999984e-01
4.065364000000001865e-01,2.199506709999999865e-01
4.065864000000002920e-01,2.199767380000000050e-01
4.066028000000004861e-01,2.199852790000000058e-01
4.066356000000008741e-01,2.200023620000000069e-01
4.067011000000000376e-01,2.200365250000000106e-01
4.068321999999999772e-01,2.201048489999999913e-01
4.070942999999999645e-01,2.202414779999999905e-01
4.076186000000015519e-01,2.205146629999999996e-01
4.086672000000012850e-01,2.210607340000000087e-01
4.107643000000009148e-01,2.221516299999999888e-01
4.135980000000000767e-01,2.236229289999999981e-01
4.135990000000011602e-01,2.236234480000000024e-01
4.136009999999999964e-01,2.236244850000000117e-01
4.136050000000009441e-01,2.236265600000000020e-01
4.136080000000008083e-01,2.236281159999999879e-01
4.136088000000003317e-01,2.236285309999999915e-01
4.136104000000010439e-01,2.236293609999999987e-01
4.136136000000008028e-01,2.236310200000000137e-01
4.136200000000002652e-01,2.236343399999999870e-01
4.136328000000009664e-01,2.236409779999999903e-01
4.136584000000006478e-01,2.236542559999999957e-01
4.137096000000000662e-01,2.236808100000000077e-01
4.138120000000005128e-01,2.237339150000000054e-01
4.140168000000014059e-01,2.238401120000000077e-01
4.144264000000015269e-01,2.240524560000000109e-01
4.151550000000009399e-01,2.244300110000000126e-01
4.152369000000002974e-01,2.244724469999999916e-01
4.154007000000007332e-01,2.245573130000000084e-01
4.154050000000014675e-01,2.245595089999999905e-01
4.154135000000013789e-01,2.245639010000000102e-01
4.154304000000013097e-01,2.245726849999999941e-01
4.154550000000015730e-01,2.245854059999999874e-01
4.154584000000012267e-01,2.245871630000000063e-01
4.154652000000004786e-01,2.245906759999999891e-01
4.154787000000007557e-01,2.245977040000000091e-01
4.155059000000011493e-01,2.246117579999999947e-01
4.155550000000001187e-01,2.246371970000000107e-01
4.155604000000002185e-01,2.246400080000000021e-01
4.155713000000003654e-01,2.246456290000000133e-01
4.155930000000007674e-01,2.246568720000000074e-01
4.156050000000002242e-01,2.246630910000000092e-01
4.156093000000010140e-01,2.246653399999999912e-01
4.156180000000008201e-01,2.246698370000000111e-01
4.156354000000003768e-01,2.246788299999999960e-01
4.156701000000013191e-01,2.246968179999999926e-01
4.157396000000014302e-01,2.247327909999999873e-01
4.158785000000000398e-01,2.248047310000000076e-01
4.161564000000005925e-01,2.249485890000000043e-01
4.167121000000000297e-01,2.252362159999999891e-01
4.178236000000005168e-01,2.258111180000000051e-01
4.200466000000015465e-01,2.269595919999999878e-01
4.225366000000012612e-01,2.282440390000000097e-01
4.225376000000006238e-01,2.282445539999999884e-01
4.225396000000011254e-01,2.282455850000000008e-01
4.225436000000003522e-01,2.282476469999999980e-01
4.225466000000002720e-01,2.282491929999999891e-01
4.225474000000014607e-01,2.282496049999999943e-01
4.225490000000005075e-01,2.282504300000000041e-01
4.225522000000002110e-01,2.282520789999999966e-01
4.225586000000014497e-01,2.282553780000000088e-01
4.225714000000004300e-01,2.282619750000000058e-01
4.225970000000001114e-01,2.282751699999999995e-01
4.226482000000011952e-01,2.283015589999999873e-01
4.227505999999999764e-01,2.283543339999999922e-01
4.229554000000008696e-01,2.284598750000000067e-01
4.233650000000009905e-01,2.286709190000000003e-01
4.241842000000012325e-01,2.290928660000000061e-01
4.243436000000009312e-01,2.291749469999999900e-01
4.243936000000010367e-01,2.292006920000000114e-01
4.244099000000012833e-01,2.292091280000000120e-01
4.244427000000000061e-01,2.292259990000000136e-01
4.245082000000008904e-01,2.292597419999999886e-01
4.246393000000008300e-01,2.293272249999999957e-01
4.249015000000007092e-01,2.294621759999999899e-01
4.254257000000006839e-01,2.297320250000000064e-01
4.264743000000004169e-01,2.302715250000000047e-01
4.285714999999999941e-01,2.313498270000000079e-01
4.314551000000010350e-01,2.328313559999999893e-01
4.314561000000004531e-01,2.328318699999999963e-01
4.314581000000008992e-01,2.328328970000000109e-01
4.314621000000001816e-01,2.328349510000000122e-01
4.314651000000000458e-01,2.328364920000000060e-01
4.314659000000012345e-01,2.328369020000000122e-01
4.314675000000002814e-01,2.328377239999999959e-01
4.314707000000000403e-01,2.328393669999999915e-01
4.314771000000012235e-01,2.328426540000000100e-01
4.314899000000002038e-01,2.328492269999999920e-01
4.315155000000016061e-01,2.328623730000000114e-01
4.315667000000009690e-01,2.328886649999999947e-01
4.316691000000014711e-01,2.329412479999999896e-01
4.318739000000006434e-01,2.330464100000000094e-01
4.322835000000007644e-01,2.332567229999999991e-01
