time_us,dsm
1.201962999999998394e-01,-0.000000000000000000e+00
1.230300000000007499e-01,-0.000000000000000000e+00
1.230310000000001402e-01,-0.000000000000000000e+00
1.230330000000006280e-01,-0.000000000000000000e+00
1.230369999999998826e-01,-0.000000000000000000e+00
1.230399999999997607e-01,-0.000000000000000000e+00
1.230407999999992702e-01,-0.000000000000000000e+00
1.230423999999999962e-01,-0.000000000000000000e+00
1.230455999999997413e-01,-0.000000000000000000e+00
1.230520000000009384e-01,-0.000000000000000000e+00
1.230647999999999326e-01,-0.000000000000000000e+00
1.230903999999996279e-01,-0.000000000000000000e+00
1.231416000000006977e-01,-0.000000000000000000e+00
1.232439999999994651e-01,-0.000000000000000000e+00
1.234488000000003721e-01,-0.000000000000000000e+00
1.238584000000004931e-01,-0.000000000000000000e+00
1.245869999999998923e-01,-0.000000000000000000e+00
1.246689000000009567e-01,-0.000000000000000000e+00
1.248326999999996717e-01,-0.000000000000000000e+00
1.248370000000004476e-01,-0.000000000000000000e+00
1.248455000000003590e-01,-0.000000000000000000e+00
1.248624000000002621e-01,-0.000000000000000000e+00
1.248870000000005531e-01,-0.000000000000000000e+00
1.248904000000001790e-01,-0.000000000000000000e+00
1.248970999999994974e-01,-0.000000000000000000e+00
1.249106999999997081e-01,-0.000000000000000000e+00
1.249379000000001155e-01,-0.000000000000000000e+00
1.249870000000007780e-01,-0.000000000000000000e+00
1.249924000000008778e-01,-0.000000000000000000e+00
1.250032999999993455e-01,-0.000000000000000000e+00
1.250249999999996919e-01,-0.000000000000000000e+00
1.250370000000008697e-01,-0.000000000000000000e+00
1.250412999999999664e-01,-0.000000000000000000e+00
1.250499999999997724e-01,-0.000000000000000000e+00
1.250673999999993569e-01,-0.000000000000000000e+00
1.251021000000002992e-01,-0.000000000000000000e+00
1.251716000000004103e-01,-0.000000000000000000e+00
1.253105000000007130e-01,-0.000000000000000000e+00
1.255883999999995448e-01,-0.000000000000000000e+00
1.261441000000006751e-01,-0.000000000000000000e+00
1.272555999999994969e-01,-0.000000000000000000e+00
1.294786000000004988e-01,-0.000000000000000000e+00
1.319685000000002661e-01,-0.000000000000000000e+00
1.319694999999996565e-01,-0.000000000000000000e+00
1.319715000000001304e-01,-0.000000000000000000e+00
1.319754999999993850e-01,-0.000000000000000000e+00
1.319784999999992769e-01,-0.000000000000000000e+00
1.319793000000004657e-01,-0.000000000000000000e+00
1.319808999999995125e-01,-0.000000000000000000e+00
1.319841000000009368e-01,-0.000000000000000000e+00
1.319905000000004547e-01,-0.000000000000000000e+00
1.320032999999994350e-01,-0.000000000000000000e+00
1.320289000000008373e-01,-0.000000000000000000e+00
1.320801000000002001e-01,-0.000000000000000000e+00
1.321825000000006745e-01,-0.000000000000000000e+00
1.323872999999998745e-01,-0.000000000000000000e+00
1.327968999999999955e-01,-0.000000000000000000e+00
1.336161000000002652e-01,-0.000000000000000000e+00
1.337754999999999639e-01,-0.000000000000000000e+00
1.338255000000000694e-01,-0.000000000000000000e+00
1.338419000000002634e-01,-0.000000000000000000e+00
1.338747000000006515e-01,-0.000000000000000000e+00
1.339401999999998150e-01,-0.000000000000000000e+00
1.340712999999997823e-01,-0.000000000000000000e+00
1.343333999999997419e-01,-0.000000000000000000e+00
1.348576999999996362e-01,-0.000000000000000000e+00
1.359062999999993970e-01,-0.000000000000000000e+00
1.380035000000006118e-01,-0.000000000000000000e+00
1.408871000000000151e-01,-0.000000000000000000e+00
1.408880999999994055e-01,-0.000000000000000000e+00
1.408900999999998793e-01,-0.000000000000000000e+00
1.408941000000008270e-01,-0.000000000000000000e+00
1.408971000000006912e-01,-0.000000000000000000e+00
1.408979000000002146e-01,-0.000000000000000000e+00
1.408995000000009268e-01,-0.000000000000000000e+00
1.409027000000006857e-01,-0.000000000000000000e+00
1.409091000000001759e-01,-0.000000000000000000e+00
1.409219000000008770e-01,-0.000000000000000000e+00
1.409475000000005585e-01,-0.000000000000000000e+00
1.409986999999999491e-01,-0.000000000000000000e+00
1.411011000000003957e-01,-0.000000000000000000e+00
1.413058999999996235e-01,-0.000000000000000000e+00
1.417154999999997445e-01,-0.000000000000000000e+00
1.424441000000008506e-01,-0.000000000000000000e+00
1.425260000000002081e-01,-0.000000000000000000e+00
1.426899000000005635e-01,-0.000000000000000000e+00
1.426940999999996851e-01,-0.000000000000000000e+00
1.427025999999996242e-01,-0.000000000000000000e+00
1.427195999999994469e-01,-0.000000000000000000e+00
1.427440999999998184e-01,-0.000000000000000000e+00
1.427474999999994443e-01,-0.000000000000000000e+00
1.427543000000003892e-01,-0.000000000000000000e+00
1.427679000000005860e-01,-0.000000000000000000e+00
1.427940999999999239e-01,-0.000000000000000000e+00
1.427967999999999738e-01,-0.000000000000000000e+00
1.428023000000000209e-01,-0.000000000000000000e+00
1.428131000000002204e-01,-0.000000000000000000e+00
1.428348000000005946e-01,-0.000000000000000000e+00
1.428441000000000294e-01,-0.000000000000000000e+00
1.428485000000007388e-01,6.512639970000000215e-03
1.428571000000005975e-01,1.953791989999999895e-02
1.428745000000001819e-01,4.558847979999999800e-02
1.428941000000001349e-01,7.499999999999999722e-02
1.428975999999997082e-01,8.021011200000000008e-02
1.429045000000006005e-01,9.063033589999999751e-02
1.429184000000006116e-01,1.114707840000000033e-01
1.429462000000006616e-01,1.531516800000000122e-01
1.430018000000007616e-01,2.365134710000000029e-01
1.431128999999993212e-01,4.032370550000000109e-01
1.433351999999997461e-01,7.366842209999999724e-01
1.436523000000001771e-01,1.212223950000000050e+00
