 frequency       v(inoise_spectrum) v(onoise_spectrum)
 7.78196206e+01  1.30645199e-06  4.67266048e-05 
 7.96141200e+01  1.28875880e-06  4.60937899e-05 
 8.14500001e+01  1.27130565e-06  4.54695600e-05 
 8.33282151e+01  1.25408928e-06  4.48537984e-05 
 8.52497412e+01  1.23710646e-06  4.42463903e-05 
 8.72155772e+01  1.22035403e-06  4.36472222e-05 
 8.92267449e+01  1.20382885e-06  4.30561823e-05 
 9.12842895e+01  1.18752785e-06  4.24731602e-05 
 9.33892805e+01  1.17144799e-06  4.18980472e-05 
 9.55428121e+01  1.15558625e-06  4.13307357e-05 
 9.77460036e+01  1.13993968e-06  4.07711200e-05 
 1.00000000e+02  1.12450536e-06  4.02190955e-05 
 1.02305973e+02  1.10928040e-06  3.96745592e-05 
 1.04665121e+02  1.09426197e-06  3.91374095e-05 
 1.07078670e+02  1.07944726e-06  3.86075460e-05 
 1.09547876e+02  1.06483351e-06  3.80848699e-05 
 1.12074020e+02  1.05041798e-06  3.75692836e-05 
 1.14658417e+02  1.03619799e-06  3.70606909e-05 
 1.17302409e+02  1.02217088e-06  3.65589968e-05 
 1.20007371e+02  1.00833403e-06  3.60641077e-05 
 1.22774708e+02  9.94684870e-07  3.55759313e-05 
 1.25605860e+02  9.81220840e-07  3.50943763e-05 
 1.28502297e+02  9.67939431e-07  3.46193529e-05 
 1.31465525e+02  9.54838164e-07  3.41507725e-05 
 1.34497085e+02  9.41914593e-07  3.36885477e-05 
 1.37598551e+02  9.29166308e-07  3.32325920e-05 
 1.40771537e+02  9.16590928e-07  3.27828205e-05 
 1.44017690e+02  9.04186107e-07  3.23391492e-05 
 1.47338699e+02  8.91949529e-07  3.19014953e-05 
 1.50736290e+02  8.79878911e-07  3.14697772e-05 
 1.54212228e+02  8.67972001e-07  3.10439142e-05 
 1.57768320e+02  8.56226577e-07  3.06238269e-05 
 1.61406415e+02  8.44640446e-07  3.02094369e-05 
 1.65128404e+02  8.33211447e-07  2.98006669e-05 
 1.68936220e+02  8.21937447e-07  2.93974406e-05 
 1.72831844e+02  8.10816342e-07  2.89996827e-05 
 1.76817299e+02  7.99846058e-07  2.86073191e-05 
 1.80894658e+02  7.89024546e-07  2.82202765e-05 
 1.85066040e+02  7.78349789e-07  2.78384827e-05 
 1.89333613e+02  7.67819794e-07  2.74618665e-05 
 1.93699595e+02  7.57432597e-07  2.70903576e-05 
 1.98166255e+02  7.47186260e-07  2.67238867e-05 
 2.02735916e+02  7.37078870e-07  2.63623854e-05 
 2.07410951e+02  7.27108543e-07  2.60057863e-05 
 2.12193792e+02  7.17273418e-07  2.56540228e-05 
 2.17086923e+02  7.07571660e-07  2.53070294e-05 
 2.22092889e+02  6.98001460e-07  2.49647412e-05 
 2.27214291e+02  6.88561032e-07  2.46270944e-05 
 2.32453791e+02  6.79248615e-07  2.42940261e-05 
 2.37814113e+02  6.70062472e-07  2.39654742e-05 
 2.43298042e+02  6.61000889e-07  2.36413772e-05 
 2.48908429e+02  6.52062177e-07  2.33216748e-05 
 2.54648190e+02  6.43244667e-07  2.30063074e-05 
 2.60520309e+02  6.34546715e-07  2.26952160e-05 
 2.66527837e+02  6.25966698e-07  2.23883428e-05 
 2.72673897e+02  6.17503017e-07  2.20856304e-05 
 2.78961683e+02  6.09154092e-07  2.17870224e-05 
 2.85394464e+02  6.00918367e-07  2.14924630e-05 
 2.91975583e+02  5.92794306e-07  2.12018975e-05 
 2.98708461e+02  5.84780393e-07  2.09152715e-05 
 3.05596598e+02  5.76875134e-07  2.06325316e-05 
 3.12643573e+02  5.69077054e-07  2.03536251e-05 
 3.19853049e+02  5.61384700e-07  2.00785000e-05 
 3.27228774e+02  5.53796637e-07  1.98071049e-05 
 3.34774581e+02  5.46311449e-07  1.95393893e-05 
 3.42494392e+02  5.38927742e-07  1.92753032e-05 
 3.50392221e+02  5.31644137e-07  1.90147975e-05 
 3.58472171e+02  5.24459278e-07  1.87578234e-05 
 3.66738442e+02  5.17371824e-07  1.85043332e-05 
 3.75195331e+02  5.10380455e-07  1.82542794e-05 
 3.83847234e+02  5.03483865e-07  1.80076156e-05 
 3.92698648e+02  4.96680770e-07  1.77642957e-05 
 4.01754173e+02  4.89969902e-07  1.75242744e-05 
 4.11018515e+02  4.83350008e-07  1.72875069e-05 
 4.20496491e+02  4.76819855e-07  1.70539490e-05 
 4.30193027e+02  4.70378226e-07  1.68235573e-05 
 4.40113162e+02  4.64023919e-07  1.65962888e-05 
 4.50262052e+02  4.57755751e-07  1.63721011e-05 
 4.60644974e+02  4.51572552e-07  1.61509524e-05 
 4.71267322e+02  4.45473170e-07  1.59328015e-05 
 4.82134619e+02  4.39456469e-07  1.57176077e-05 
 4.93252513e+02  4.33521326e-07  1.55053309e-05 
 5.04626783e+02  4.27666636e-07  1.52959317e-05 
 5.16263340e+02  4.21891306e-07  1.50893708e-05 
 5.28168234e+02  4.16194262e-07  1.48856099e-05 
 5.40347650e+02  4.10574441e-07  1.46846109e-05 
 5.52807921e+02  4.05030795e-07  1.44863364e-05 
 5.65555523e+02  3.99562292e-07  1.42907495e-05 
 5.78597080e+02  3.94167912e-07  1.40978136e-05 
 5.91939372e+02  3.88846651e-07  1.39074929e-05 
 6.05589334e+02  3.83597516e-07  1.37197519e-05 
 6.19554061e+02  3.78419529e-07  1.35345555e-05 
 6.33840810e+02  3.73311727e-07  1.33518693e-05 
 6.48457008e+02  3.68273156e-07  1.31716593e-05 
 6.63410251e+02  3.63302878e-07  1.29938918e-05 
 6.78708313e+02  3.58399967e-07  1.28185338e-05 
 6.94359143e+02  3.53563510e-07  1.26455525e-05 
 7.10370877e+02  3.48792605e-07  1.24749158e-05 
 7.26751838e+02  3.44086364e-07  1.23065918e-05 
 7.43510539e+02  3.39443909e-07  1.21405492e-05 
 7.60655691e+02  3.34864377e-07  1.19767571e-05 
 7.78196206e+02  3.30346914e-07  1.18151849e-05 
 7.96141200e+02  3.25890678e-07  1.16558026e-05 
 8.14500001e+02  3.21494840e-07  1.14985804e-05 
 8.33282151e+02  3.17158580e-07  1.13434891e-05 
 8.52497412e+02  3.12881091e-07  1.11904998e-05 
 8.72155772e+02  3.08661576e-07  1.10395840e-05 
 8.92267449e+02  3.04499250e-07  1.08907136e-05 
 9.12842895e+02  3.00393337e-07  1.07438608e-05 
 9.33892805e+02  2.96343072e-07  1.05989984e-05 
 9.55428121e+02  2.92347702e-07  1.04560992e-05 
 9.77460036e+02  2.88406482e-07  1.03151368e-05 
 1.00000000e+03  2.84518678e-07  1.01760849e-05 
 1.02305973e+03  2.80683566e-07  1.00389175e-05 
 1.04665121e+03  2.76900433e-07  9.90360917e-06 
 1.07078670e+03  2.73168573e-07  9.77013467e-06 
 1.09547876e+03  2.69487293e-07  9.63846917e-06 
 1.12074020e+03  2.65855906e-07  9.50858813e-06 
 1.14658417e+03  2.62273736e-07  9.38046739e-06 
 1.17302409e+03  2.58740118e-07  9.25408309e-06 
 1.20007371e+03  2.55254392e-07  9.12941170e-06 
 1.22774708e+03  2.51815910e-07  9.00643001e-06 
 1.25605860e+03  2.48424032e-07  8.88511513e-06 
 1.28502297e+03  2.45078126e-07  8.76544447e-06 
 1.31465525e+03  2.41777570e-07  8.64739576e-06 
