 frequency       v(inoise_spectrum) v(onoise_spectrum)
 1.50736290e+01  1.27609169e-06  3.00625881e-05 
 1.54212228e+01  1.26162841e-06  2.97218573e-05 
 1.57768320e+01  1.24732906e-06  2.93849886e-05 
 1.61406415e+01  1.23319179e-06  2.90519380e-05 
 1.65128404e+01  1.21921475e-06  2.87226623e-05 
 1.68936220e+01  1.20539614e-06  2.83971189e-05 
 1.72831844e+01  1.19173415e-06  2.80752652e-05 
 1.76817299e+01  1.17822701e-06  2.77570596e-05 
 1.80894658e+01  1.16487296e-06  2.74424606e-05 
 1.85066040e+01  1.15167028e-06  2.71314274e-05 
 1.89333613e+01  1.13861724e-06  2.68239196e-05 
 1.93699595e+01  1.12571215e-06  2.65198973e-05 
 1.98166255e+01  1.11295333e-06  2.62193208e-05 
 2.02735916e+01  1.10033913e-06  2.59221512e-05 
 2.07410951e+01  1.08786790e-06  2.56283499e-05 
 2.12193792e+01  1.07553802e-06  2.53378787e-05 
 2.17086923e+01  1.06334790e-06  2.50506997e-05 
 2.22092889e+01  1.05129594e-06  2.47667758e-05 
 2.27214291e+01  1.03938059e-06  2.44860700e-05 
 2.32453791e+01  1.02760029e-06  2.42085459e-05 
 2.37814113e+01  1.01595352e-06  2.39341674e-05 
 2.43298042e+01  1.00443876e-06  2.36628988e-05 
 2.48908429e+01  9.93054505e-07  2.33947048e-05 
 2.54648190e+01  9.81799290e-07  2.31295508e-05 
 2.60520309e+01  9.70671646e-07  2.28674021e-05 
 2.66527837e+01  9.59670129e-07  2.26082247e-05 
 2.72673897e+01  9.48793309e-07  2.23519850e-05 
 2.78961683e+01  9.38039772e-07  2.20986497e-05 
 2.85394464e+01  9.27408121e-07  2.18481857e-05 
 2.91975583e+01  9.16896975e-07  2.16005607e-05 
 2.98708461e+01  9.06504968e-07  2.13557424e-05 
 3.05596598e+01  8.96230750e-07  2.11136990e-05 
 3.12643573e+01  8.86072986e-07  2.08743990e-05 
 3.19853049e+01  8.76030355e-07  2.06378114e-05 
 3.27228774e+01  8.66101553e-07  2.04039054e-05 
 3.34774581e+01  8.56285290e-07  2.01726507e-05 
 3.42494392e+01  8.46580290e-07  1.99440171e-05 
 3.50392221e+01  8.36985292e-07  1.97179750e-05 
 3.58472171e+01  8.27499050e-07  1.94944950e-05 
 3.66738442e+01  8.18120331e-07  1.92735480e-05 
 3.75195331e+01  8.08847916e-07  1.90551054e-05 
 3.83847234e+01  7.99680600e-07  1.88391388e-05 
 3.92698648e+01  7.90617193e-07  1.86256200e-05 
 4.01754173e+01  7.81656516e-07  1.84145215e-05 
 4.11018515e+01  7.72797406e-07  1.82058156e-05 
 4.20496491e+01  7.64038710e-07  1.79994754e-05 
 4.30193027e+01  7.55379292e-07  1.77954739e-05 
 4.40113162e+01  7.46818025e-07  1.75937848e-05 
 4.50262052e+01  7.38353798e-07  1.73943818e-05 
 4.60644974e+01  7.29985510e-07  1.71972389e-05 
 4.71267322e+01  7.21712074e-07  1.70023306e-05 
 4.82134619e+01  7.13532416e-07  1.68096315e-05 
 4.93252513e+01  7.05445472e-07  1.66191166e-05 
 5.04626783e+01  6.97450192e-07  1.64307612e-05 
 5.16263340e+01  6.89545536e-07  1.62445407e-05 
 5.28168234e+01  6.81730478e-07  1.60604310e-05 
 5.40347650e+01  6.74004002e-07  1.58784081e-05 
 5.52807921e+01  6.66365105e-07  1.56984484e-05 
