 time            v(vin_tg)       v(vout_tg_on)   v(vout_tg_off) 
 3.57280000e-03  4.18776653e-01  4.18777019e-01  7.50250064e-01 
 3.58280000e-03  3.77178661e-01  3.77178990e-01  7.49465665e-01 
 3.59280000e-03  3.37052024e-01  3.37052322e-01  7.48701295e-01 
 3.60280000e-03  2.98555104e-01  2.98555376e-01  7.47958700e-01 
 3.61280000e-03  2.61839831e-01  2.61840080e-01  7.47239418e-01 
 3.62280000e-03  2.27051103e-01  2.27051332e-01  7.46544549e-01 
 3.63280000e-03  1.94326216e-01  1.94326426e-01  7.45874184e-01 
 3.64280000e-03  1.63794319e-01  1.63794512e-01  7.45226128e-01 
 3.65280000e-03  1.35575908e-01  1.35576086e-01  7.44593415e-01 
 3.66280000e-03  1.09782348e-01  1.09782512e-01  7.43960072e-01 
 3.67280000e-03  8.65154352e-02  8.65155852e-02  7.43295234e-01 
 3.68280000e-03  6.58669925e-02  6.58671294e-02  7.42547147e-01 
 3.69280000e-03  4.79185103e-02  4.79186342e-02  7.41640895e-01 
 3.70280000e-03  3.27408229e-02  3.27409340e-02  7.40485293e-01 
 3.71280000e-03  2.03938299e-02  2.03939280e-02  7.38993184e-01 
 3.72280000e-03  1.09262590e-02  1.09263440e-02  7.37113381e-01 
 3.73280000e-03  4.37547462e-03  4.37554593e-03  7.34863569e-01 
 3.74280000e-03  7.67329559e-04  7.67386715e-04  7.32356949e-01 
 3.75280000e-03  1.16063554e-04  1.16106084e-04  7.29754825e-01 
 3.76280000e-03  2.42424686e-03  2.42427415e-03  7.27274753e-01 
 3.77280000e-03  7.68277012e-03  7.68278149e-03  7.25096782e-01 
 3.78280000e-03  1.58708804e-02  1.58708752e-02  7.23342858e-01 
 3.79280000e-03  2.69562628e-02  2.69562406e-02  7.22049159e-01 
 3.80280000e-03  4.08951686e-02  4.08951287e-02  7.21179247e-01 
 3.81280000e-03  5.76325872e-02  5.76325290e-02  7.20653874e-01 
 3.82280000e-03  7.71024637e-02  7.71023866e-02  7.20382283e-01 
 3.83280000e-03  9.92279593e-02  9.92278629e-02  7.20284213e-01 
 3.84280000e-03  1.23921755e-01  1.23921638e-01  7.20299580e-01 
 3.85280000e-03  1.51086395e-01  1.51086258e-01  7.20388680e-01 
 3.86280000e-03  1.80614674e-01  1.80614515e-01  7.20527668e-01 
 3.87280000e-03  2.12390056e-01  2.12389875e-01  7.20703106e-01 
 3.88280000e-03  2.46287140e-01  2.46286934e-01  7.20907562e-01 
 3.89280000e-03  2.82172148e-01  2.82171916e-01  7.21136696e-01 
 3.90280000e-03  3.19903458e-01  3.19903197e-01  7.21387614e-01 
 3.91280000e-03  3.59332164e-01  3.59331870e-01  7.21658021e-01 
 3.92280000e-03  4.00302656e-01  4.00302326e-01  7.21945834e-01 
 3.93280000e-03  4.42653245e-01  4.42652870e-01  7.22249018e-01 
 3.94280000e-03  4.86216790e-01  4.86216365e-01  7.22565521e-01 
 3.95280000e-03  5.30821368e-01  5.30820886e-01  7.22893260e-01 
 3.96280000e-03  5.76290943e-01  5.76290407e-01  7.23230114e-01 
 3.97280000e-03  6.22446069e-01  6.22445486e-01  7.23573931e-01 
 3.98280000e-03  6.69104591e-01  6.69103975e-01  7.23922537e-01 
 3.99280000e-03  7.16082371e-01  7.16081730e-01  7.24273740e-01 
 4.00280000e-03  7.63194009e-01  7.63193362e-01  7.24625342e-01 
 4.01280000e-03  8.10253575e-01  8.10252945e-01  7.24975143e-01 
 4.02280000e-03  8.57075348e-01  8.57074742e-01  7.25320957e-01 
 4.03280000e-03  9.03474544e-01  9.03473974e-01  7.25660614e-01 
 4.04280000e-03  9.49268046e-01  9.49267520e-01  7.25991972e-01 
 4.05280000e-03  9.94275128e-01  9.94274651e-01  7.26312926e-01 
 4.06280000e-03  1.03831817e+00  1.03831774e+00  7.26621412e-01 
 4.07280000e-03  1.08122335e+00  1.08122296e+00  7.26915423e-01 
 4.08280000e-03  1.12282134e+00  1.12282099e+00  7.27193020e-01 
 4.09280000e-03  1.16294798e+00  1.16294765e+00  7.27452362e-01 
 4.10280000e-03  1.20144490e+00  1.20144460e+00  7.27691788e-01 
 4.11280000e-03  1.23816017e+00  1.23815990e+00  7.27910039e-01 
 4.12280000e-03  1.27294890e+00  1.27294865e+00  7.28106863e-01 
 4.13280000e-03  1.30567378e+00  1.30567356e+00  7.28284511e-01 
 4.14280000e-03  1.33620568e+00  1.33620547e+00  7.28451079e-01 
 4.15280000e-03  1.36442409e+00  1.36442390e+00  7.28627120e-01 
 4.16280000e-03  1.39021765e+00  1.39021748e+00  7.28856909e-01 
 4.17280000e-03  1.41348456e+00  1.41348441e+00  7.29224213e-01 
 4.18280000e-03  1.43413301e+00  1.43413287e+00  7.29868386e-01 
 4.19280000e-03  1.45208149e+00  1.45208137e+00  7.30990500e-01 
 4.20280000e-03  1.46725918e+00  1.46725907e+00  7.32834596e-01 
 4.21280000e-03  1.47960617e+00  1.47960608e+00  7.35632635e-01 
 4.22280000e-03  1.48907374e+00  1.48907366e+00  7.39518188e-01 
 4.23280000e-03  1.49562453e+00  1.49562447e+00  7.44438719e-01 
 4.24280000e-03  1.49923267e+00  1.49923263e+00  7.50112438e-01 
 4.25280000e-03  1.49988394e+00  1.49988391e+00  7.56065039e-01 
 4.26280000e-03  1.49757575e+00  1.49757574e+00  7.61743304e-01 
 4.27280000e-03  1.49231723e+00  1.49231724e+00  7.66660070e-01 
 4.28280000e-03  1.48412912e+00  1.48412914e+00  7.70508339e-01 
 4.29280000e-03  1.47304374e+00  1.47304378e+00  7.73202190e-01 
 4.30280000e-03  1.45910483e+00  1.45910489e+00  7.74842506e-01 
 4.31280000e-03  1.44236741e+00  1.44236749e+00  7.75638919e-01 
 4.32280000e-03  1.42289754e+00  1.42289763e+00  7.75828569e-01 
 4.33280000e-03  1.40077204e+00  1.40077215e+00  7.75619574e-01 
 4.34280000e-03  1.37607825e+00  1.37607838e+00  7.75166543e-01 
 4.35280000e-03  1.34891360e+00  1.34891376e+00  7.74570560e-01 
 4.36280000e-03  1.31938533e+00  1.31938550e+00  7.73891233e-01 
 4.37280000e-03  1.28760994e+00  1.28761014e+00  7.73160971e-01 
 4.38280000e-03  1.25371286e+00  1.25371308e+00  7.72396482e-01 
 4.39280000e-03  1.21782785e+00  1.21782810e+00  7.71606323e-01 
 4.40280000e-03  1.18009654e+00  1.18009681e+00  7.70795188e-01 
 4.41280000e-03  1.14066784e+00  1.14066814e+00  7.69966099e-01 
 4.42280000e-03  1.09969734e+00  1.09969768e+00  7.69121413e-01 
 4.43280000e-03  1.05734676e+00  1.05734714e+00  7.68263264e-01 
 4.44280000e-03  1.01378321e+00  1.01378363e+00  7.67393734e-01 
 4.45280000e-03  9.69178632e-01  9.69179111e-01  7.66514909e-01 
 4.46280000e-03  9.23709057e-01  9.23709586e-01  7.65628906e-01 
 4.47280000e-03  8.77553931e-01  8.77554504e-01  7.64737869e-01 
 4.48280000e-03  8.30895409e-01  8.30896015e-01  7.63843964e-01 
 4.49280000e-03  7.83917629e-01  7.83918255e-01  7.62949374e-01 
 4.50280000e-03  7.36805991e-01  7.36806630e-01  7.62056290e-01 
 4.51280000e-03  6.89746425e-01  6.89747055e-01  7.61166900e-01 
 4.52280000e-03  6.42924652e-01  6.42925252e-01  7.60283376e-01 
 4.53280000e-03  5.96525456e-01  5.96526019e-01  7.59407881e-01 
 4.54280000e-03  5.50731954e-01  5.50732469e-01  7.58542548e-01 
 4.55280000e-03  5.05724872e-01  5.05725334e-01  7.57689474e-01 
 4.56280000e-03  4.61681832e-01  4.61682243e-01  7.56850712e-01 
 4.57280000e-03  4.18776653e-01  4.18777019e-01  7.56028263e-01 
 4.58280000e-03  3.77178661e-01  3.77178990e-01  7.55224064e-01 
 4.59280000e-03  3.37052024e-01  3.37052322e-01  7.54439973e-01 
 4.60280000e-03  2.98555104e-01  2.98555376e-01  7.53677732e-01 
 4.61280000e-03  2.61839831e-01  2.61840080e-01  7.52938880e-01 
 4.62280000e-03  2.27051103e-01  2.27051332e-01  7.52224512e-01 
 4.63280000e-03  1.94326216e-01  1.94326426e-01  7.51534705e-01 
 4.64280000e-03  1.63794319e-01  1.63794512e-01  7.50867244e-01 
 4.65280000e-03  1.35575908e-01  1.35576086e-01  7.50215109e-01 
 4.66280000e-03  1.09782348e-01  1.09782512e-01  7.49562227e-01 
 4.67280000e-03  8.65154352e-02  8.65155852e-02  7.48877550e-01 
 4.68280000e-03  6.58669925e-02  6.58671294e-02  7.48109036e-01 
 4.69280000e-03  4.79185103e-02  4.79186342e-02  7.47181368e-01 
 4.70280000e-03  3.27408229e-02  3.27409340e-02  7.46002893e-01 
 4.71280000e-03  2.03938299e-02  2.03939280e-02  7.44486021e-01 
 4.72280000e-03  1.09262590e-02  1.09263440e-02  7.42579338e-01 
 4.73280000e-03  4.37547462e-03  4.37554593e-03  7.40300653e-01 
 4.74280000e-03  7.67329559e-04  7.67386715e-04  7.37763769e-01 
 4.75280000e-03  1.16063554e-04  1.16106084e-04  7.35130832e-01 
 4.76280000e-03  2.42424686e-03  2.42427415e-03  7.32620504e-01 
 4.77280000e-03  7.68277012e-03  7.68278149e-03  7.30413744e-01 
 4.78280000e-03  1.58708804e-02  1.58708752e-02  7.28633117e-01 
 4.79280000e-03  2.69562628e-02  2.69562406e-02  7.27314991e-01 
 4.80280000e-03  4.08951686e-02  4.08951287e-02  7.26422757e-01 
 4.81280000e-03  5.76325872e-02  5.76325290e-02  7.25876768e-01 
 4.82280000e-03  7.71024637e-02  7.71023866e-02  7.25585809e-01 
 4.83280000e-03  9.92279593e-02  9.92278629e-02  7.25469207e-01 
 4.84280000e-03  1.23921755e-01  1.23921638e-01  7.25466562e-01 
 4.85280000e-03  1.51086395e-01  1.51086258e-01  7.25537965e-01 
 4.86280000e-03  1.80614674e-01  1.80614515e-01  7.25659441e-01 
 4.87280000e-03  2.12390056e-01  2.12389875e-01  7.25817487e-01 
 4.88280000e-03  2.46287140e-01  2.46286934e-01  7.26004635e-01 
 4.89280000e-03  2.82172148e-01  2.82171916e-01  7.26216529e-01 
 4.90280000e-03  3.19903458e-01  3.19903197e-01  7.26450269e-01 
 4.91280000e-03  3.59332164e-01  3.59331870e-01  7.26703554e-01 
 4.92280000e-03  4.00302656e-01  4.00302326e-01  7.26974302e-01 
 4.93280000e-03  4.42653245e-01  4.42652870e-01  7.27260476e-01 
 4.94280000e-03  4.86216790e-01  4.86216365e-01  7.27560025e-01 
 4.95280000e-03  5.30821368e-01  5.30820886e-01  7.27870864e-01 
 4.96280000e-03  5.76290943e-01  5.76290407e-01  7.28190873e-01 
 4.97280000e-03  6.22446069e-01  6.22445486e-01  7.28517901e-01 
 4.98280000e-03  6.69104591e-01  6.69103975e-01  7.28849771e-01 
 4.99280000e-03  7.16082371e-01  7.16081730e-01  7.29184293e-01 
 5.00280000e-03  7.63194009e-01  7.63193362e-01  7.29519267e-01 
 5.01280000e-03  8.10253575e-01  8.10252945e-01  7.29852496e-01 
 5.02280000e-03  8.57075348e-01  8.57074742e-01  7.30181791e-01 
 5.03280000e-03  9.03474544e-01  9.03473974e-01  7.30504983e-01 
 5.04280000e-03  9.49268046e-01  9.49267520e-01  7.30819931e-01 
 5.05280000e-03  9.94275128e-01  9.94274651e-01  7.31124528e-01 
 5.06280000e-03  1.03831817e+00  1.03831774e+00  7.31416711e-01 
 5.07280000e-03  1.08122335e+00  1.08122296e+00  7.31694473e-01 
 5.08280000e-03  1.12282134e+00  1.12282099e+00  7.31955875e-01 
 5.09280000e-03  1.16294798e+00  1.16294765e+00  7.32199075e-01 
 5.10280000e-03  1.20144490e+00  1.20144460e+00  7.32422412e-01 
 5.11280000e-03  1.23816017e+00  1.23815990e+00  7.32624625e-01 
 5.12280000e-03  1.27294890e+00  1.27294865e+00  7.32805454e-01 
 5.13280000e-03  1.30567378e+00  1.30567356e+00  7.32967130e-01 
 5.14280000e-03  1.33620568e+00  1.33620547e+00  7.33117704e-01 
 5.15280000e-03  1.36442409e+00  1.36442390e+00  7.33277623e-01 
 5.16280000e-03  1.39021765e+00  1.39021748e+00  7.33490947e-01 
 5.17280000e-03  1.41348456e+00  1.41348441e+00  7.33841048e-01 
 5.18280000e-03  1.43413301e+00  1.43413287e+00  7.34466643e-01 
 5.19280000e-03  1.45208149e+00  1.45208137e+00  7.35567903e-01 
 5.20280000e-03  1.46725918e+00  1.46725907e+00  7.37387806e-01 
 5.21280000e-03  1.47960617e+00  1.47960608e+00  7.40157342e-01 
 5.22280000e-03  1.48907374e+00  1.48907366e+00  7.44009582e-01 
 5.23280000e-03  1.49562453e+00  1.49562447e+00  7.48892320e-01 
 5.24280000e-03  1.49923267e+00  1.49923263e+00  7.54525071e-01 
 5.25280000e-03  1.49988394e+00  1.49988391e+00  7.60435609e-01 
 5.26280000e-03  1.49757575e+00  1.49757574e+00  7.66073056e-01 
 5.27280000e-03  1.49231723e+00  1.49231724e+00  7.70952252e-01 
 5.28280000e-03  1.48412912e+00  1.48412914e+00  7.74767425e-01 
 5.29280000e-03  1.47304374e+00  1.47304378e+00  7.77432960e-01 
 5.30280000e-03  1.45910483e+00  1.45910489e+00  7.79049293e-01 
 5.31280000e-03  1.44236741e+00  1.44236749e+00  7.79825176e-01 
 5.32280000e-03  1.42289754e+00  1.42289763e+00  7.79996768e-01 
 5.33280000e-03  1.40077204e+00  1.40077215e+00  7.79771326e-01 
 5.34280000e-03  1.37607825e+00  1.37607838e+00  7.79302820e-01 
 5.35280000e-03  1.34891360e+00  1.34891376e+00  7.78691916e-01 
 5.36280000e-03  1.31938533e+00  1.31938550e+00  7.77997977e-01 
 5.37280000e-03  1.28760994e+00  1.28761014e+00  7.77253281e-01 
 5.38280000e-03  1.25371286e+00  1.25371308e+00  7.76474470e-01 
 5.39280000e-03  1.21782785e+00  1.21782810e+00  7.75670072e-01 
 5.40280000e-03  1.18009654e+00  1.18009681e+00  7.74844767e-01 
 5.41280000e-03  1.14066784e+00  1.14066814e+00  7.74001571e-01 
 5.42280000e-03  1.09969734e+00  1.09969768e+00  7.73142841e-01 
 5.43280000e-03  1.05734676e+00  1.05734714e+00  7.72270708e-01 
 5.44280000e-03  1.01378321e+00  1.01378363e+00  7.71387254e-01 
 5.45280000e-03  9.69178632e-01  9.69179111e-01  7.70494566e-01 
 5.46280000e-03  9.23709057e-01  9.23709586e-01  7.69594758e-01 
 5.47280000e-03  8.77553931e-01  8.77554504e-01  7.68689975e-01 
 5.48280000e-03  8.30895409e-01  8.30896015e-01  7.67782383e-01 
 5.49280000e-03  7.83917629e-01  7.83918255e-01  7.66874164e-01 
 5.50280000e-03  7.36805991e-01  7.36806630e-01  7.65967509e-01 
 5.51280000e-03  6.89746425e-01  6.89747055e-01  7.65064604e-01 
 5.52280000e-03  6.42924652e-01  6.42925252e-01  7.64167623e-01 
 5.53280000e-03  5.96525456e-01  5.96526019e-01  7.63278727e-01 
 5.54280000e-03  5.50731954e-01  5.50732469e-01  7.62400048e-01 
 5.55280000e-03  5.05724872e-01  5.05725334e-01  7.61533683e-01 
 5.56280000e-03  4.61681832e-01  4.61682243e-01  7.60681686e-01 
 5.57280000e-03  4.18776653e-01  4.18777019e-01  7.59846054e-01 
 5.58280000e-03  3.77178661e-01  3.77178990e-01  7.59028726e-01 
 5.59280000e-03  3.37052024e-01  3.37052322e-01  7.58231559e-01 
 5.60280000e-03  2.98555104e-01  2.98555376e-01  7.57456295e-01 
 5.61280000e-03  2.61839831e-01  2.61840080e-01  7.56704468e-01 
 5.62280000e-03  2.27051103e-01  2.27051332e-01  7.55977173e-01 
 5.63280000e-03  1.94326216e-01  1.94326426e-01  7.55274480e-01 
 5.64280000e-03  1.63794319e-01  1.63794512e-01  7.54594157e-01 
 5.65280000e-03  1.35575908e-01  1.35576086e-01  7.53929150e-01 
 5.66280000e-03  1.09782348e-01  1.09782512e-01  7.53263319e-01 
 5.67280000e-03  8.65154352e-02  8.65155852e-02  7.52565496e-01 
 5.68280000e-03  6.58669925e-02  6.58671294e-02  7.51783450e-01 
 5.69280000e-03  4.79185103e-02  4.79186342e-02  7.50841598e-01 
 5.70280000e-03  3.27408229e-02  3.27409340e-02  7.49647976e-01 
 5.71280000e-03  2.03938299e-02  2.03939280e-02  7.48114713e-01 
 5.72280000e-03  1.09262590e-02  1.09263440e-02  7.46190241e-01 
 5.73280000e-03  4.37547462e-03  4.37554593e-03  7.43892455e-01 
 5.74280000e-03  7.67329559e-04  7.67386715e-04  7.41335553e-01 
 5.75280000e-03  1.16063554e-04  1.16106084e-04  7.38682238e-01 
 5.76280000e-03  2.42424686e-03  2.42427415e-03  7.36151901e-01 
 5.77280000e-03  7.68277012e-03  7.68278149e-03  7.33926103e-01 
 5.78280000e-03  1.58708804e-02  1.58708752e-02  7.32127817e-01 
 5.79280000e-03  2.69562628e-02  2.69562406e-02  7.30793537e-01 
 5.80280000e-03  4.08951686e-02  4.08951287e-02  7.29886537e-01 
 5.81280000e-03  5.76325872e-02  5.76325290e-02  7.29326912e-01 
 5.82280000e-03  7.71024637e-02  7.71023866e-02  7.29023142e-01 
 5.83280000e-03  9.92279593e-02  9.92278629e-02  7.28894279e-01 
 5.84280000e-03  1.23921755e-01  1.23921638e-01  7.28879720e-01 
 5.85280000e-03  1.51086395e-01  1.51086258e-01  7.28939413e-01 
 5.86280000e-03  1.80614674e-01  1.80614515e-01  7.29049304e-01 
 5.87280000e-03  2.12390056e-01  2.12389875e-01  7.29195844e-01 
 5.88280000e-03  2.46287140e-01  2.46286934e-01  7.29371542e-01 
 5.89280000e-03  2.82172148e-01  2.82171916e-01  7.29572031e-01 
 5.90280000e-03  3.19903458e-01  3.19903197e-01  7.29794405e-01 
 5.91280000e-03  3.59332164e-01  3.59331870e-01  7.30036364e-01 
 5.92280000e-03  4.00302656e-01  4.00302326e-01  7.30295822e-01 
 5.93280000e-03  4.42653245e-01  4.42652870e-01  7.30570742e-01 
 5.94280000e-03  4.86216790e-01  4.86216365e-01  7.30859074e-01 
 5.95280000e-03  5.30821368e-01  5.30820886e-01  7.31158733e-01 
 5.96280000e-03  5.76290943e-01  5.76290407e-01  7.31467598e-01 
 5.97280000e-03  6.22446069e-01  6.22445486e-01  7.31783518e-01 
 5.98280000e-03  6.69104591e-01  6.69103975e-01  7.32104316e-01 
 5.99280000e-03  7.16082371e-01  7.16081730e-01  7.32427802e-01 
 6.00280000e-03  7.63194009e-01  7.63193362e-01  7.32751776e-01 
 6.01280000e-03  8.10253575e-01  8.10252945e-01  7.33074040e-01 
 6.02280000e-03  8.57075348e-01  8.57074742e-01  7.33392406e-01 
 6.03280000e-03  9.03474544e-01  9.03473974e-01  7.33704706e-01 
 6.04280000e-03  9.49268046e-01  9.49267520e-01  7.34008796e-01 
 6.05280000e-03  9.94275128e-01  9.94274651e-01  7.34302571e-01 
 6.06280000e-03  1.03831817e+00  1.03831774e+00  7.34583968e-01 
 6.07280000e-03  1.08122335e+00  1.08122296e+00  7.34850979e-01 
 6.08280000e-03  1.12282134e+00  1.12282099e+00  7.35101666e-01 
 6.09280000e-03  1.16294798e+00  1.16294765e+00  7.35334186e-01 
 6.10280000e-03  1.20144490e+00  1.20144460e+00  7.35546878e-01 
 6.11280000e-03  1.23816017e+00  1.23815990e+00  7.35738479e-01 
 6.12280000e-03  1.27294890e+00  1.27294865e+00  7.35908725e-01 
 6.13280000e-03  1.30567378e+00  1.30567356e+00  7.36059835e-01 
 6.14280000e-03  1.33620568e+00  1.33620547e+00  7.36199827e-01 
 6.15280000e-03  1.36442409e+00  1.36442390e+00  7.36349081e-01 
 6.16280000e-03  1.39021765e+00  1.39021748e+00  7.36551513e-01 
 6.17280000e-03  1.41348456e+00  1.41348441e+00  7.36890239e-01 
 6.18280000e-03  1.43413301e+00  1.43413287e+00  7.37503553e-01 
 6.19280000e-03  1.45208149e+00  1.45208137e+00  7.38591035e-01 
 6.20280000e-03  1.46725918e+00  1.46725907e+00  7.40394964e-01 
 6.21280000e-03  1.47960617e+00  1.47960608e+00  7.43145689e-01 
 6.22280000e-03  1.48907374e+00  1.48907366e+00  7.46975952e-01 
 6.23280000e-03  1.49562453e+00  1.49562447e+00  7.51833763e-01 
 6.24280000e-03  1.49923267e+00  1.49923263e+00  7.57439496e-01 
 6.25280000e-03  1.49988394e+00  1.49988391e+00  7.63322291e-01 
 6.26280000e-03  1.49757575e+00  1.49757574e+00  7.68932812e-01 
 6.27280000e-03  1.49231723e+00  1.49231724e+00  7.73787219e-01 
 6.28280000e-03  1.48412912e+00  1.48412914e+00  7.77580544e-01 
 6.29280000e-03  1.47304374e+00  1.47304378e+00  7.80227375e-01 
 6.30280000e-03  1.45910483e+00  1.45910489e+00  7.81827856e-01 
 6.31280000e-03  1.44236741e+00  1.44236749e+00  7.82590159e-01 
 6.32280000e-03  1.42289754e+00  1.42289763e+00  7.82749798e-01 
 6.33280000e-03  1.40077204e+00  1.40077215e+00  7.82513465e-01 
 6.34280000e-03  1.37607825e+00  1.37607838e+00  7.82034707e-01 
 6.35280000e-03  1.34891360e+00  1.34891376e+00  7.81413917e-01 
 6.36280000e-03  1.31938533e+00  1.31938550e+00  7.80710296e-01 
 6.37280000e-03  1.28760994e+00  1.28761014e+00  7.79956035e-01 
 6.38280000e-03  1.25371286e+00  1.25371308e+00  7.79167734e-01 
 6.39280000e-03  1.21782785e+00  1.21782810e+00  7.78353900e-01 
 6.40280000e-03  1.18009654e+00  1.18009681e+00  7.77519207e-01 
 6.41280000e-03  1.14066784e+00  1.14066814e+00  7.76666665e-01 
 6.42280000e-03  1.09969734e+00  1.09969768e+00  7.75798630e-01 
 6.43280000e-03  1.05734676e+00  1.05734714e+00  7.74917234e-01 
 6.44280000e-03  1.01378321e+00  1.01378363e+00  7.74024557e-01 
 6.45280000e-03  9.69178632e-01  9.69179111e-01  7.73122684e-01 
 6.46280000e-03  9.23709057e-01  9.23709586e-01  7.72213733e-01 
 6.47280000e-03  8.77553931e-01  8.77554504e-01  7.71299846e-01 
 6.48280000e-03  8.30895409e-01  8.30896015e-01  7.70383189e-01 
 6.49280000e-03  7.83917629e-01  7.83918255e-01  7.69465944e-01 
 6.50280000e-03  7.36805991e-01  7.36806630e-01  7.68550302e-01 
 6.51280000e-03  6.89746425e-01  6.89747055e-01  7.67638448e-01 
 6.52280000e-03  6.42924652e-01  6.42925252e-01  7.66732556e-01 
 6.53280000e-03  5.96525456e-01  5.96526019e-01  7.65834786e-01 
 6.54280000e-03  5.50731954e-01  5.50732469e-01  7.64947272e-01 
 6.55280000e-03  5.05724872e-01  5.05725334e-01  7.64072108e-01 
 6.56280000e-03  4.61681832e-01  4.61682243e-01  7.63211347e-01 
 6.57280000e-03  4.18776653e-01  4.18777019e-01  7.62366989e-01 
 6.58280000e-03  3.77178661e-01  3.77178990e-01  7.61540971e-01 
 6.59280000e-03  3.37052024e-01  3.37052322e-01  7.60735148e-01 
 6.60280000e-03  2.98555104e-01  2.98555376e-01  7.59951263e-01 
 6.61280000e-03  2.61839831e-01  2.61840080e-01  7.59190849e-01 
 6.62280000e-03  2.27051103e-01  2.27051332e-01  7.58454999e-01 
 6.63280000e-03  1.94326216e-01  1.94326426e-01  7.57743777e-01 
 6.64280000e-03  1.63794319e-01  1.63794512e-01  7.57054942e-01 
 6.65280000e-03  1.35575908e-01  1.35576086e-01  7.56381417e-01 
 6.66280000e-03  1.09782348e-01  1.09782512e-01  7.55707018e-01 
 6.67280000e-03  8.65154352e-02  8.65155852e-02  7.55000498e-01 
 6.68280000e-03  6.58669925e-02  6.58671294e-02  7.54209499e-01 
 6.69280000e-03  4.79185103e-02  4.79186342e-02  7.53258264e-01 
 6.70280000e-03  3.27408229e-02  3.27409340e-02  7.52054626e-01 
 6.71280000e-03  2.03938299e-02  2.03939280e-02  7.50510525e-01 
 6.72280000e-03  1.09262590e-02  1.09263440e-02  7.48574294e-01 
 6.73280000e-03  4.37547462e-03  4.37554593e-03  7.46263882e-01 
 6.74280000e-03  7.67329559e-04  7.67386715e-04  7.43693752e-01 
 6.75280000e-03  1.16063554e-04  1.16106084e-04  7.41026971e-01 
 6.76280000e-03  2.42424686e-03  2.42427415e-03  7.38483414e-01 
 6.77280000e-03  7.68277012e-03  7.68278149e-03  7.36245037e-01 
 6.78280000e-03  1.58708804e-02  1.58708752e-02  7.34435082e-01 
 6.79280000e-03  2.69562628e-02  2.69562406e-02  7.33090128e-01 
 6.80280000e-03  4.08951686e-02  4.08951287e-02  7.32173371e-01 
 6.81280000e-03  5.76325872e-02  5.76325290e-02  7.31604735e-01 
 6.82280000e-03  7.71024637e-02  7.71023866e-02  7.31292497e-01 
 6.83280000e-03  9.92279593e-02  9.92278629e-02  7.31155531e-01 
 6.84280000e-03  1.23921755e-01  1.23921638e-01  7.31133096e-01 
 6.85280000e-03  1.51086395e-01  1.51086258e-01  7.31185051e-01 
 6.86280000e-03  1.80614674e-01  1.80614515e-01  7.31287285e-01 
 6.87280000e-03  2.12390056e-01  2.12389875e-01  7.31426220e-01 
 6.88280000e-03  2.46287140e-01  2.46286934e-01  7.31594349e-01 
 6.89280000e-03  2.82172148e-01  2.82171916e-01  7.31787300e-01 
 6.90280000e-03  3.19903458e-01  3.19903197e-01  7.32002163e-01 
 6.91280000e-03  3.59332164e-01  3.59331870e-01  7.32236635e-01 
 6.92280000e-03  4.00302656e-01  4.00302326e-01  7.32488631e-01 
 6.93280000e-03  4.42653245e-01  4.42652870e-01  7.32756114e-01 
 6.94280000e-03  4.86216790e-01  4.86216365e-01  7.33037032e-01 
 6.95280000e-03  5.30821368e-01  5.30820886e-01  7.33329302e-01 
 6.96280000e-03  5.76290943e-01  5.76290407e-01  7.33630801e-01 
 6.97280000e-03  6.22446069e-01  6.22445486e-01  7.33939379e-01 
 6.98280000e-03  6.69104591e-01  6.69103975e-01  7.34252859e-01 
 6.99280000e-03  7.16082371e-01  7.16081730e-01  7.34569050e-01 
 7.00280000e-03  7.63194009e-01  7.63193362e-01  7.34885754e-01 
 7.01280000e-03  8.10253575e-01  8.10252945e-01  7.35200770e-01 
 7.02280000e-03  8.57075348e-01  8.57074742e-01  7.35511913e-01 
 7.03280000e-03  9.03474544e-01  9.03473974e-01  7.35817013e-01 
 7.04280000e-03  9.49268046e-01  9.49267520e-01  7.36113927e-01 
 7.05280000e-03  9.94275128e-01  9.94274651e-01  7.36400549e-01 
 7.06280000e-03  1.03831817e+00  1.03831774e+00  7.36674817e-01 
 7.07280000e-03  1.08122335e+00  1.08122296e+00  7.36934722e-01 
 7.08280000e-03  1.12282134e+00  1.12282099e+00  7.37178326e-01 
 7.09280000e-03  1.16294798e+00  1.16294765e+00  7.37403788e-01 
 7.10280000e-03  1.20144490e+00  1.20144460e+00  7.37609444e-01 
 7.11280000e-03  1.23816017e+00  1.23815990e+00  7.37794031e-01 
 7.12280000e-03  1.27294890e+00  1.27294865e+00  7.37957282e-01 
 7.13280000e-03  1.30567378e+00  1.30567356e+00  7.38101408e-01 
 7.14280000e-03  1.33620568e+00  1.33620547e+00  7.38234406e-01 
 7.15280000e-03  1.36442409e+00  1.36442390e+00  7.38376611e-01 
 7.16280000e-03  1.39021765e+00  1.39021748e+00  7.38571846e-01 
 7.17280000e-03  1.41348456e+00  1.41348441e+00  7.38903055e-01 
 7.18280000e-03  1.43413301e+00  1.43413287e+00  7.39508257e-01 
 7.19280000e-03  1.45208149e+00  1.45208137e+00  7.40586642e-01 
 7.20280000e-03  1.46725918e+00  1.46725907e+00  7.42380027e-01 
 7.21280000e-03  1.47960617e+00  1.47960608e+00  7.45118340e-01 
 7.22280000e-03  1.48907374e+00  1.48907366e+00  7.48934105e-01 
 7.23280000e-03  1.49562453e+00  1.49562447e+00  7.53775475e-01 
