 time            v(vin)          v(vinp)         v(vinn)         v(voutp)        v(voutn)        v(vout)        
 1.54701856e-05 -3.03157724e-01 -0.00000000e+00  1.50000000e+00  1.05302242e+00  4.76617715e-01  5.76404704e-01 
 1.54714832e-05 -3.02458439e-01 -0.00000000e+00  1.50000000e+00  1.05287352e+00  4.76729666e-01  5.76143850e-01 
 1.54740155e-05 -3.01092852e-01 -0.00000000e+00  1.50000000e+00  1.05258136e+00  4.76949346e-01  5.75632013e-01 
 1.54782366e-05 -2.98813926e-01  9.10729825e-12  1.50000000e+00  1.05208977e+00  4.77319086e-01  5.74770681e-01 
 1.54782924e-05 -2.98783776e-01  1.50000000e-01  1.35000000e+00  1.05208323e+00  4.77324005e-01  5.74759224e-01 
 1.54784040e-05 -2.98723475e-01  4.50000000e-01  1.05000000e+00  1.05207015e+00  4.77333845e-01  5.74736304e-01 
 1.54786272e-05 -2.98602866e-01  1.05000000e+00  4.50000000e-01  1.05204398e+00  4.77353535e-01  5.74690443e-01 
 1.54787946e-05 -2.98512403e-01  1.50000000e+00  2.22044605e-16  1.05202434e+00  4.77368310e-01  5.74656030e-01 
 1.54788393e-05 -2.98488279e-01  1.50000000e+00  2.22044605e-16  1.05201910e+00  4.77372252e-01  5.74646849e-01 
 1.54789286e-05 -2.98440029e-01  1.50000000e+00  2.22044605e-16  1.05200862e+00  4.77380137e-01  5.74628486e-01 
 1.54791071e-05 -2.98343525e-01  1.50000000e+00  2.22044605e-16  1.05198766e+00  4.77395914e-01  5.74591747e-01 
 1.54794643e-05 -2.98150500e-01  1.50000000e+00  2.22044605e-16  1.05194571e+00  4.77427494e-01  5.74518214e-01 
 1.54800478e-05 -2.97835094e-01  1.50000000e+00  2.22044605e-16  1.05187708e+00  4.77479159e-01  5.74397925e-01 
 1.54807882e-05 -2.97434743e-01  1.50000000e+00  2.22044605e-16  1.05178984e+00  4.77544842e-01  5.74245003e-01 
 1.54820858e-05 -2.96732922e-01  1.50000000e+00  2.22044605e-16  1.05163655e+00  4.77660245e-01  5.73976300e-01 
 1.54846181e-05 -2.95362400e-01  1.50000000e+00  2.22044605e-16  1.05133589e+00  4.77886551e-01  5.73449335e-01 
 1.54854911e-05 -2.94889672e-01  1.50000000e+00  9.10760356e-12  1.05123179e+00  4.77964911e-01  5.73266880e-01 
 1.54855469e-05 -2.94859449e-01  1.35000000e+00  1.50000000e-01  1.05122513e+00  4.77969927e-01  5.73255202e-01 
 1.54856585e-05 -2.94798999e-01  1.05000000e+00  4.50000000e-01  1.05121180e+00  4.77979960e-01  5.73231842e-01 
 1.54858817e-05 -2.94678094e-01  4.50000000e-01  1.05000000e+00  1.05118514e+00  4.78000035e-01  5.73185102e-01 
 1.54860491e-05 -2.94587409e-01 -0.00000000e+00  1.50000000e+00  1.05116513e+00  4.78015100e-01  5.73150030e-01 
 1.54860937e-05 -2.94563225e-01 -0.00000000e+00  1.50000000e+00  1.05115979e+00  4.78019119e-01  5.73140674e-01 
 1.54861830e-05 -2.94514857e-01 -0.00000000e+00  1.50000000e+00  1.05114912e+00  4.78027157e-01  5.73121960e-01 
 1.54863616e-05 -2.94418116e-01 -0.00000000e+00  1.50000000e+00  1.05112776e+00  4.78043240e-01  5.73084520e-01 
 1.54867187e-05 -2.94224617e-01 -0.00000000e+00  1.50000000e+00  1.05108502e+00  4.78075429e-01  5.73009590e-01 
 1.54873022e-05 -2.93908435e-01 -0.00000000e+00  1.50000000e+00  1.05101511e+00  4.78128085e-01  5.72887021e-01 
 1.54880427e-05 -2.93507103e-01 -0.00000000e+00  1.50000000e+00  1.05092624e+00  4.78195028e-01  5.72731209e-01 
 1.54893403e-05 -2.92803559e-01 -0.00000000e+00  1.50000000e+00  1.05077008e+00  4.78312662e-01  5.72457418e-01 
 1.54918726e-05 -2.91429688e-01 -0.00000000e+00  1.50000000e+00  1.05046376e+00  4.78543442e-01  5.71920315e-01 
 1.54960938e-05 -2.89137040e-01  9.10729825e-12  1.50000000e+00  1.04994854e+00  4.78931712e-01  5.71016830e-01 
 1.54961496e-05 -2.89106710e-01  1.50000000e-01  1.35000000e+00  1.04994169e+00  4.78936876e-01  5.71004814e-01 
 1.54962612e-05 -2.89046048e-01  4.50000000e-01  1.05000000e+00  1.04992799e+00  4.78947207e-01  5.70980779e-01 
 1.54964844e-05 -2.88924716e-01  1.05000000e+00  4.50000000e-01  1.04990057e+00  4.78967877e-01  5.70932688e-01 
 1.54966518e-05 -2.88833711e-01  1.50000000e+00  2.22044605e-16  1.04987999e+00  4.78983389e-01  5.70896601e-01 
 1.54966964e-05 -2.88809443e-01  1.50000000e+00  2.22044605e-16  1.04987450e+00  4.78987527e-01  5.70886974e-01 
 1.54967857e-05 -2.88760904e-01  1.50000000e+00  2.22044605e-16  1.04986352e+00  4.78995805e-01  5.70867719e-01 
 1.54969643e-05 -2.88663823e-01  1.50000000e+00  2.22044605e-16  1.04984156e+00  4.79012367e-01  5.70829194e-01 
 1.54973214e-05 -2.88469643e-01  1.50000000e+00  2.22044605e-16  1.04979761e+00  4.79045518e-01  5.70752091e-01 
 1.54979049e-05 -2.88152353e-01  1.50000000e+00  2.22044605e-16  1.04972572e+00  4.79099751e-01  5.70625970e-01 
 1.54986454e-05 -2.87749615e-01  1.50000000e+00  2.22044605e-16  1.04963434e+00  4.79168693e-01  5.70465644e-01 
 1.54999430e-05 -2.87043616e-01  1.50000000e+00  2.22044605e-16  1.04947378e+00  4.79289808e-01  5.70183967e-01 
 1.55024753e-05 -2.85664971e-01  1.50000000e+00  2.22044605e-16  1.04915894e+00  4.79527260e-01  5.69631681e-01 
 1.55033482e-05 -2.85189452e-01  1.50000000e+00  2.22044605e-16  1.04904996e+00  4.79609464e-01  5.69440495e-01 
 1.55034040e-05 -2.85159050e-01  1.35000000e+00  1.50000000e-01  1.04904298e+00  4.79614726e-01  5.69428259e-01 
 1.55035156e-05 -2.85098244e-01  1.05000000e+00  4.50000000e-01  1.04902903e+00  4.79625251e-01  5.69403783e-01 
 1.55037388e-05 -2.84976626e-01  4.50000000e-01  1.05000000e+00  1.04900112e+00  4.79646309e-01  5.69354810e-01 
 1.55039062e-05 -2.84885407e-01 -0.00000000e+00  1.50000000e+00  1.04898017e+00  4.79662111e-01  5.69318064e-01 
 1.55039509e-05 -2.84861081e-01 -0.00000000e+00  1.50000000e+00  1.04897459e+00  4.79666326e-01  5.69308262e-01 
 1.55040402e-05 -2.84812428e-01 -0.00000000e+00  1.50000000e+00  1.04896341e+00  4.79674758e-01  5.69288656e-01 
 1.55042187e-05 -2.84715117e-01 -0.00000000e+00  1.50000000e+00  1.04894106e+00  4.79691627e-01  5.69249430e-01 
 1.55045759e-05 -2.84520480e-01 -0.00000000e+00  1.50000000e+00  1.04889632e+00  4.79725390e-01  5.69170928e-01 
 1.55051594e-05 -2.84202439e-01 -0.00000000e+00  1.50000000e+00  1.04882314e+00  4.79780617e-01  5.69042525e-01 
 1.55058998e-05 -2.83798750e-01 -0.00000000e+00  1.50000000e+00  1.04873013e+00  4.79850823e-01  5.68879308e-01 
 1.55071974e-05 -2.83091086e-01 -0.00000000e+00  1.50000000e+00  1.04856672e+00  4.79974176e-01  5.68592544e-01 
 1.55097298e-05 -2.81709202e-01 -0.00000000e+00  1.50000000e+00  1.04824624e+00  4.80216113e-01  5.68030131e-01 
 1.55139509e-05 -2.79403283e-01 -0.00000000e+00  1.50000000e+00  1.04770747e+00  4.80622975e-01  5.67084496e-01 
 1.55140067e-05 -2.79372778e-01  1.50000000e-01  1.35000000e+00  1.04770031e+00  4.80628385e-01  5.67071924e-01 
 1.55141183e-05 -2.79311766e-01  4.50000000e-01  1.05000000e+00  1.04768598e+00  4.80639207e-01  5.67046775e-01 
 1.55143415e-05 -2.79189735e-01  1.05000000e+00  4.50000000e-01  1.04765732e+00  4.80660861e-01  5.66996456e-01 
 1.55145089e-05 -2.79098207e-01  1.50000000e+00  9.10738152e-12  1.04763581e+00  4.80677110e-01  5.66958698e-01 
 1.55145536e-05 -2.79073799e-01  1.50000000e+00  2.22044605e-16  1.04763007e+00  4.80681445e-01  5.66948626e-01 
 1.55146429e-05 -2.79024981e-01  1.50000000e+00  2.22044605e-16  1.04761860e+00  4.80690116e-01  5.66928479e-01 
 1.55148214e-05 -2.78927341e-01  1.50000000e+00  2.22044605e-16  1.04759564e+00  4.80707465e-01  5.66888173e-01 
 1.55151786e-05 -2.78732046e-01  1.50000000e+00  2.22044605e-16  1.04754970e+00  4.80742190e-01  5.66807506e-01 
 1.55157621e-05 -2.78412934e-01  1.50000000e+00  2.22044605e-16  1.04747456e+00  4.80798995e-01  5.66675564e-01 
 1.55165025e-05 -2.78007886e-01  1.50000000e+00  2.22044605e-16  1.04737905e+00  4.80871200e-01  5.66507853e-01 
 1.55178001e-05 -2.77297850e-01  1.50000000e+00  2.22044605e-16  1.04721127e+00  4.80998030e-01  5.66213241e-01 
 1.55203324e-05 -2.75911353e-01  1.50000000e+00  2.22044605e-16  1.04688236e+00  4.81246626e-01  5.65635732e-01 
 1.55212054e-05 -2.75433137e-01  1.50000000e+00  9.10760356e-12  1.04676853e+00  4.81332670e-01  5.65435858e-01 
 1.55212612e-05 -2.75402562e-01  1.35000000e+00  1.50000000e-01  1.04676124e+00  4.81338176e-01  5.65423067e-01 
 1.55213728e-05 -2.75341412e-01  1.05000000e+00  4.50000000e-01  1.04674667e+00  4.81349192e-01  5.65397480e-01 
 1.55215960e-05 -2.75219105e-01  4.50000000e-01  1.05000000e+00  1.04671752e+00  4.81371232e-01  5.65346287e-01 
 1.55217634e-05 -2.75127369e-01 -0.00000000e+00  1.50000000e+00  1.04669565e+00  4.81387770e-01  5.65307876e-01 
 1.55218080e-05 -2.75102905e-01 -0.00000000e+00  1.50000000e+00  1.04668981e+00  4.81392182e-01  5.65297629e-01 
 1.55218973e-05 -2.75053977e-01 -0.00000000e+00  1.50000000e+00  1.04667814e+00  4.81401006e-01  5.65277135e-01 
 1.55220759e-05 -2.74956116e-01 -0.00000000e+00  1.50000000e+00  1.04665479e+00  4.81418661e-01  5.65236133e-01 
 1.55224330e-05 -2.74760378e-01 -0.00000000e+00  1.50000000e+00  1.04660807e+00  4.81453994e-01  5.65154079e-01 
 1.55230165e-05 -2.74440540e-01 -0.00000000e+00  1.50000000e+00  1.04653166e+00  4.81511787e-01  5.65019875e-01 
 1.55237570e-05 -2.74034575e-01 -0.00000000e+00  1.50000000e+00  1.04643455e+00  4.81585248e-01  5.64849300e-01 
 1.55250546e-05 -2.73322929e-01 -0.00000000e+00  1.50000000e+00  1.04626395e+00  4.81714303e-01  5.64549648e-01 
 1.55275869e-05 -2.71933304e-01 -0.00000000e+00  1.50000000e+00  1.04592947e+00  4.81967356e-01  5.63962117e-01 
 1.55318080e-05 -2.69614567e-01 -0.00000000e+00  1.50000000e+00  1.04536743e+00  4.82392711e-01  5.62974722e-01 
 1.55318638e-05 -2.69583893e-01  1.50000000e-01  1.35000000e+00  1.04535996e+00  4.82398366e-01  5.62961598e-01 
 1.55319754e-05 -2.69522544e-01  4.50000000e-01  1.05000000e+00  1.04534502e+00  4.82409676e-01  5.62935346e-01 
 1.55321987e-05 -2.69399839e-01  1.05000000e+00  4.50000000e-01  1.04531513e+00  4.82432307e-01  5.62882823e-01 
 1.55323661e-05 -2.69307805e-01  1.50000000e+00  9.10738152e-12  1.04529270e+00  4.82449289e-01  5.62843412e-01 
 1.55324107e-05 -2.69283262e-01  1.50000000e+00  2.22044605e-16  1.04528672e+00  4.82453819e-01  5.62832899e-01 
 1.55325000e-05 -2.69234175e-01  1.50000000e+00  2.22044605e-16  1.04527475e+00  4.82462881e-01  5.62811871e-01 
 1.55326786e-05 -2.69135996e-01  1.50000000e+00  2.22044605e-16  1.04525081e+00  4.82481012e-01  5.62769801e-01 
 1.55330357e-05 -2.68939623e-01  1.50000000e+00  2.22044605e-16  1.04520291e+00  4.82517300e-01  5.62685609e-01 
 1.55336192e-05 -2.68618752e-01  1.50000000e+00  2.22044605e-16  1.04512457e+00  4.82576659e-01  5.62547910e-01 
 1.55343597e-05 -2.68211475e-01  1.50000000e+00  2.22044605e-16  1.04502500e+00  4.82652104e-01  5.62372897e-01 
 1.55356572e-05 -2.67497540e-01  1.50000000e+00  2.22044605e-16  1.04485011e+00  4.82784605e-01  5.62065500e-01 
 1.55381895e-05 -2.66103464e-01  1.50000000e+00  2.22044605e-16  1.04450734e+00  4.83044249e-01  5.61463087e-01 
 1.55390625e-05 -2.65622644e-01  1.50000000e+00  2.22044605e-16  1.04438874e+00  4.83134097e-01  5.61254642e-01 
 1.55391183e-05 -2.65591903e-01  1.35000000e+00  1.50000000e-01  1.04438115e+00  4.83139846e-01  5.61241303e-01 
 1.55392299e-05 -2.65530420e-01  1.05000000e+00  4.50000000e-01  1.04436597e+00  4.83151348e-01  5.61214621e-01 
 1.55394531e-05 -2.65407449e-01  4.50000000e-01  1.05000000e+00  1.04433560e+00  4.83174360e-01  5.61161238e-01 
 1.55396205e-05 -2.65315214e-01  9.10715947e-12  1.50000000e+00  1.04431281e+00  4.83191628e-01  5.61121184e-01 
 1.55396652e-05 -2.65290618e-01 -0.00000000e+00  1.50000000e+00  1.04430673e+00  4.83196234e-01  5.61110500e-01 
 1.55397545e-05 -2.65241423e-01 -0.00000000e+00  1.50000000e+00  1.04429458e+00  4.83205447e-01  5.61089129e-01 
 1.55399330e-05 -2.65143031e-01 -0.00000000e+00  1.50000000e+00  1.04427026e+00  4.83223879e-01  5.61046376e-01 
 1.55402902e-05 -2.64946231e-01 -0.00000000e+00  1.50000000e+00  1.04422159e+00  4.83260767e-01  5.60960821e-01 
 1.55408737e-05 -2.64624660e-01 -0.00000000e+00  1.50000000e+00  1.04414200e+00  4.83321101e-01  5.60820899e-01 
 1.55416141e-05 -2.64216498e-01 -0.00000000e+00  1.50000000e+00  1.04404086e+00  4.83397783e-01  5.60643072e-01 
 1.55429117e-05 -2.63501011e-01 -0.00000000e+00  1.50000000e+00  1.04386320e+00  4.83532478e-01  5.60330726e-01 
 1.55454441e-05 -2.62103918e-01 -0.00000000e+00  1.50000000e+00  1.04351499e+00  4.83796517e-01  5.59718476e-01 
 1.55496652e-05 -2.59772820e-01  9.10729825e-12  1.50000000e+00  1.04293017e+00  4.84240125e-01  5.58690044e-01 
 1.55497210e-05 -2.59741983e-01  1.50000000e-01  1.35000000e+00  1.04292240e+00  4.84246020e-01  5.58676380e-01 
 1.55498326e-05 -2.59680308e-01  4.50000000e-01  1.05000000e+00  1.04290686e+00  4.84257812e-01  5.58649046e-01 
 1.55500558e-05 -2.59556953e-01  1.05000000e+00  4.50000000e-01  1.04287576e+00  4.84281406e-01  5.58594358e-01 
 1.55502232e-05 -2.59464432e-01  1.50000000e+00  2.22044605e-16  1.04285243e+00  4.84299111e-01  5.58553324e-01 
 1.55502679e-05 -2.59439758e-01  1.50000000e+00  2.22044605e-16  1.04284621e+00  4.84303834e-01  5.58542378e-01 
 1.55503571e-05 -2.59390411e-01  1.50000000e+00  2.22044605e-16  1.04283377e+00  4.84313281e-01  5.58520485e-01 
 1.55505357e-05 -2.59291713e-01  1.50000000e+00  2.22044605e-16  1.04280887e+00  4.84332182e-01  5.58476685e-01 
 1.55508929e-05 -2.59094300e-01  1.50000000e+00  2.22044605e-16  1.04275905e+00  4.84370011e-01  5.58389034e-01 
 1.55514763e-05 -2.58771733e-01  1.50000000e+00  2.22044605e-16  1.04267757e+00  4.84431887e-01  5.58245686e-01 
 1.55522168e-05 -2.58362307e-01  1.50000000e+00  2.22044605e-16  1.04257404e+00  4.84510524e-01  5.58063513e-01 
 1.55535144e-05 -2.57644614e-01  1.50000000e+00  2.22044605e-16  1.04239219e+00  4.84648610e-01  5.57743582e-01 
 1.55560467e-05 -2.56243234e-01  1.50000000e+00  2.22044605e-16  1.04203590e+00  4.84919126e-01  5.57116774e-01 
 1.55569196e-05 -2.55759904e-01  1.50000000e+00  2.22044605e-16  1.04191265e+00  4.85012713e-01  5.56899940e-01 
 1.55569754e-05 -2.55729004e-01  1.35000000e+00  1.50000000e-01  1.04190477e+00  4.85018702e-01  5.56886065e-01 
 1.55570871e-05 -2.55667200e-01  1.05000000e+00  4.50000000e-01  1.04188899e+00  4.85030682e-01  5.56858311e-01 
 1.55573103e-05 -2.55543588e-01  4.50000000e-01  1.05000000e+00  1.04185743e+00  4.85054650e-01  5.56802785e-01 
 1.55574777e-05 -2.55450873e-01 -0.00000000e+00  1.50000000e+00  1.04183376e+00  4.85072634e-01  5.56761124e-01 
 1.55575223e-05 -2.55426149e-01 -0.00000000e+00  1.50000000e+00  1.04182744e+00  4.85077431e-01  5.56750011e-01 
 1.55576116e-05 -2.55376698e-01 -0.00000000e+00  1.50000000e+00  1.04181481e+00  4.85087026e-01  5.56727784e-01 
 1.55577902e-05 -2.55277794e-01 -0.00000000e+00  1.50000000e+00  1.04178954e+00  4.85106223e-01  5.56683318e-01 
 1.55581473e-05 -2.55079971e-01 -0.00000000e+00  1.50000000e+00  1.04173898e+00  4.85144639e-01  5.56594337e-01 
 1.55587308e-05 -2.54756730e-01 -0.00000000e+00  1.50000000e+00  1.04165629e+00  4.85207469e-01  5.56448823e-01 
 1.55594713e-05 -2.54346451e-01 -0.00000000e+00  1.50000000e+00  1.04155122e+00  4.85287316e-01  5.56263907e-01 
 1.55607689e-05 -2.53627263e-01 -0.00000000e+00  1.50000000e+00  1.04136670e+00  4.85427548e-01  5.55939156e-01 
 1.55633012e-05 -2.52222977e-01 -0.00000000e+00  1.50000000e+00  1.04100513e+00  4.85702366e-01  5.55302768e-01 
 1.55675223e-05 -2.49879976e-01 -0.00000000e+00  1.50000000e+00  1.04039818e+00  4.86163859e-01  5.54234320e-01 
 1.55675781e-05 -2.49848982e-01  1.50000000e-01  1.35000000e+00  1.04039012e+00  4.86169990e-01  5.54220128e-01 
 1.55676897e-05 -2.49786995e-01  4.50000000e-01  1.05000000e+00  1.04037399e+00  4.86182254e-01  5.54191740e-01 
 1.55679129e-05 -2.49663013e-01  1.05000000e+00  4.50000000e-01  1.04034173e+00  4.86206791e-01  5.54134944e-01 
 1.55680804e-05 -2.49570022e-01  1.50000000e+00  2.22044605e-16  1.04031753e+00  4.86225202e-01  5.54092330e-01 
 1.55681250e-05 -2.49545224e-01  1.50000000e+00  2.22044605e-16  1.04031108e+00  4.86230114e-01  5.54080963e-01 
 1.55682143e-05 -2.49495626e-01  1.50000000e+00  2.22044605e-16  1.04029816e+00  4.86239938e-01  5.54058226e-01 
 1.55683929e-05 -2.49396427e-01  1.50000000e+00  2.22044605e-16  1.04027234e+00  4.86259594e-01  5.54012742e-01 
 1.55687500e-05 -2.49198015e-01  1.50000000e+00  2.22044605e-16  1.04022065e+00  4.86298931e-01  5.53921722e-01 
 1.55693335e-05 -2.48873815e-01  1.50000000e+00  2.22044605e-16  1.04013614e+00  4.86363269e-01  5.53772875e-01 
 1.55700739e-05 -2.48462321e-01  1.50000000e+00  2.22044605e-16  1.04002876e+00  4.86445029e-01  5.53583731e-01 
 1.55713715e-05 -2.47741011e-01  1.50000000e+00  2.22044605e-16  1.03984018e+00  4.86588577e-01  5.53251606e-01 
 1.55739038e-05 -2.46332601e-01  1.50000000e+00  2.22044605e-16  1.03947080e+00  4.86869715e-01  5.52601083e-01 
 1.55747768e-05 -2.45846858e-01  1.50000000e+00  2.22044605e-16  1.03934305e+00  4.86966955e-01  5.52376097e-01 
 1.55748326e-05 -2.45815803e-01  1.35000000e+00  1.50000000e-01  1.03933488e+00  4.86973177e-01  5.52361702e-01 
 1.55749442e-05 -2.45753691e-01  1.05000000e+00  4.50000000e-01  1.03931853e+00  4.86985623e-01  5.52332907e-01 
 1.55751674e-05 -2.45629462e-01  4.50000000e-01  1.05000000e+00  1.03928582e+00  4.87010524e-01  5.52275299e-01 
 1.55753348e-05 -2.45536286e-01  9.10715947e-12  1.50000000e+00  1.03926129e+00  4.87029208e-01  5.52232078e-01 
 1.55753795e-05 -2.45511438e-01 -0.00000000e+00  1.50000000e+00  1.03925474e+00  4.87034191e-01  5.52220549e-01 
 1.55754687e-05 -2.45461741e-01 -0.00000000e+00  1.50000000e+00  1.03924165e+00  4.87044160e-01  5.52197490e-01 
 1.55756473e-05 -2.45362345e-01 -0.00000000e+00  1.50000000e+00  1.03921546e+00  4.87064102e-01  5.52151360e-01 
 1.55760045e-05 -2.45163537e-01 -0.00000000e+00  1.50000000e+00  1.03916306e+00  4.87104010e-01  5.52059054e-01 
 1.55765880e-05 -2.44838689e-01 -0.00000000e+00  1.50000000e+00  1.03907739e+00  4.87169275e-01  5.51908111e-01 
 1.55773284e-05 -2.44426375e-01 -0.00000000e+00  1.50000000e+00  1.03896852e+00  4.87252209e-01  5.51716315e-01 
 1.55786260e-05 -2.43703627e-01 -0.00000000e+00  1.50000000e+00  1.03877737e+00  4.87397841e-01  5.51379530e-01 
 1.55811584e-05 -2.42292425e-01 -0.00000000e+00  1.50000000e+00  1.03840291e+00  4.87683163e-01  5.50719745e-01 
 1.55853795e-05 -2.39937981e-01  9.10729825e-12  1.50000000e+00  1.03777463e+00  4.88162061e-01  5.49612564e-01 
 1.55854353e-05 -2.39906837e-01  1.50000000e-01  1.35000000e+00  1.03776628e+00  4.88168422e-01  5.49597862e-01 
 1.55855469e-05 -2.39844549e-01  4.50000000e-01  1.05000000e+00  1.03774960e+00  4.88181144e-01  5.49568454e-01 
 1.55857701e-05 -2.39719965e-01  1.05000000e+00  4.50000000e-01  1.03771622e+00  4.88206598e-01  5.49509619e-01 
 1.55859375e-05 -2.39626523e-01  1.50000000e+00  9.10738152e-12  1.03769117e+00  4.88225697e-01  5.49465476e-01 
 1.55859821e-05 -2.39601604e-01  1.50000000e+00  2.22044605e-16  1.03768449e+00  4.88230792e-01  5.49453702e-01 
 1.55860714e-05 -2.39551766e-01  1.50000000e+00  2.22044605e-16  1.03767113e+00  4.88240983e-01  5.49430151e-01 
 1.55862500e-05 -2.39452087e-01  1.50000000e+00  2.22044605e-16  1.03764441e+00  4.88261371e-01  5.49383037e-01 
 1.55866071e-05 -2.39252713e-01  1.50000000e+00  2.22044605e-16  1.03759094e+00  4.88302175e-01  5.49288761e-01 
 1.55871906e-05 -2.38926945e-01  1.50000000e+00  2.22044605e-16  1.03750351e+00  4.88368907e-01  5.49134599e-01 
 1.55879311e-05 -2.38513463e-01  1.50000000e+00  2.22044605e-16  1.03739242e+00  4.88453700e-01  5.48938719e-01 
 1.55892287e-05 -2.37788677e-01  1.50000000e+00  2.22044605e-16  1.03719737e+00  4.88602553e-01  5.48594816e-01 
 1.55917610e-05 -2.36373516e-01  1.50000000e+00  2.22044605e-16  1.03681540e+00  4.88894001e-01  5.47921403e-01 
 1.55926339e-05 -2.35885454e-01  1.50000000e+00  2.22044605e-16  1.03668334e+00  4.88994784e-01  5.47688557e-01 
 1.55926897e-05 -2.35854251e-01  1.35000000e+00  1.50000000e-01  1.03667489e+00  4.89001232e-01  5.47673659e-01 
 1.55928013e-05 -2.35791843e-01  1.05000000e+00  4.50000000e-01  1.03665799e+00  4.89014131e-01  5.47643860e-01 
 1.55930246e-05 -2.35667023e-01  4.50000000e-01  1.05000000e+00  1.03662418e+00  4.89039936e-01  5.47584246e-01 
 1.55931920e-05 -2.35573402e-01 -0.00000000e+00  1.50000000e+00  1.03659882e+00  4.89059298e-01  5.47539520e-01 
 1.55932366e-05 -2.35548436e-01 -0.00000000e+00  1.50000000e+00  1.03659205e+00  4.89064463e-01  5.47527590e-01 
 1.55933259e-05 -2.35498503e-01 -0.00000000e+00  1.50000000e+00  1.03657852e+00  4.89074793e-01  5.47503729e-01 
 1.55935045e-05 -2.35398634e-01 -0.00000000e+00  1.50000000e+00  1.03655145e+00  4.89095459e-01  5.47455996e-01 
 1.55938616e-05 -2.35198880e-01 -0.00000000e+00  1.50000000e+00  1.03649730e+00  4.89136812e-01  5.47360484e-01 
 1.55944451e-05 -2.34872490e-01 -0.00000000e+00  1.50000000e+00  1.03640875e+00  4.89204437e-01  5.47204310e-01 
 1.55951856e-05 -2.34458221e-01 -0.00000000e+00  1.50000000e+00  1.03629625e+00  4.89290363e-01  5.47005884e-01 
 1.55964832e-05 -2.33732056e-01 -0.00000000e+00  1.50000000e+00  1.03609874e+00  4.89441226e-01  5.46657510e-01 
 1.55990155e-05 -2.32314214e-01 -0.00000000e+00  1.50000000e+00  1.03571193e+00  4.89736715e-01  5.45975210e-01 
 1.56032366e-05 -2.29948792e-01  9.10729825e-12  1.50000000e+00  1.03506324e+00  4.90232441e-01  5.44830804e-01 
 1.56032924e-05 -2.29917503e-01  1.50000000e-01  1.35000000e+00  1.03505463e+00  4.90239023e-01  5.44815612e-01 
 1.56034040e-05 -2.29854926e-01  4.50000000e-01  1.05000000e+00  1.03503741e+00  4.90252188e-01  5.44785225e-01 
 1.56036272e-05 -2.29729765e-01  1.05000000e+00  4.50000000e-01  1.03500296e+00  4.90278527e-01  5.44724433e-01 
 1.56037946e-05 -2.29635890e-01  1.50000000e+00  2.22044605e-16  1.03497711e+00  4.90298291e-01  5.44678823e-01 
 1.56038393e-05 -2.29610856e-01  1.50000000e+00  2.22044605e-16  1.03497022e+00  4.90303562e-01  5.44666658e-01 
 1.56039286e-05 -2.29560788e-01  1.50000000e+00  2.22044605e-16  1.03495643e+00  4.90314107e-01  5.44642325e-01 
 1.56041071e-05 -2.29460646e-01  1.50000000e+00  2.22044605e-16  1.03492885e+00  4.90335204e-01  5.44593647e-01 
 1.56044643e-05 -2.29260351e-01  1.50000000e+00  2.22044605e-16  1.03487367e+00  4.90377423e-01  5.44496245e-01 
 1.56050478e-05 -2.28933078e-01  1.50000000e+00  2.22044605e-16  1.03478345e+00  4.90446466e-01  5.44336982e-01 
 1.56057882e-05 -2.28517690e-01  1.50000000e+00  2.22044605e-16  1.03466883e+00  4.90534188e-01  5.44134640e-01 
 1.56070858e-05 -2.27789572e-01  1.50000000e+00  2.22044605e-16  1.03446760e+00  4.90688159e-01  5.43779443e-01 
 1.56096181e-05 -2.26367937e-01  1.50000000e+00  2.22044605e-16  1.03407364e+00  4.90989548e-01  5.43084097e-01 
 1.56104911e-05 -2.25877652e-01  1.50000000e+00  9.10760356e-12  1.03393747e+00  4.91093745e-01  5.42843723e-01 
 1.56105469e-05 -2.25846307e-01  1.35000000e+00  1.50000000e-01  1.03392876e+00  4.91100411e-01  5.42828344e-01 
 1.56106585e-05 -2.25783616e-01  1.05000000e+00  4.50000000e-01  1.03391133e+00  4.91113746e-01  5.42797584e-01 
 1.56108817e-05 -2.25658228e-01  4.50000000e-01  1.05000000e+00  1.03387647e+00  4.91140423e-01  5.42736049e-01 
 1.56110491e-05 -2.25564182e-01 -0.00000000e+00  1.50000000e+00  1.03385032e+00  4.91160438e-01  5.42689882e-01 
 1.56110938e-05 -2.25539103e-01 -0.00000000e+00  1.50000000e+00  1.03384335e+00  4.91165777e-01  5.42677569e-01 
 1.56111830e-05 -2.25488943e-01 -0.00000000e+00  1.50000000e+00  1.03382940e+00  4.91176455e-01  5.42652940e-01 
 1.56113616e-05 -2.25388620e-01 -0.00000000e+00  1.50000000e+00  1.03380149e+00  4.91197818e-01  5.42603672e-01 
 1.56117188e-05 -2.25187961e-01 -0.00000000e+00  1.50000000e+00  1.03374566e+00  4.91240564e-01  5.42505092e-01 
 1.56123022e-05 -2.24860092e-01 -0.00000000e+00  1.50000000e+00  1.03365437e+00  4.91310462e-01  5.42343912e-01 
 1.56130427e-05 -2.24443950e-01 -0.00000000e+00  1.50000000e+00  1.03353841e+00  4.91399267e-01  5.42139146e-01 
 1.56143403e-05 -2.23714511e-01 -0.00000000e+00  1.50000000e+00  1.03333486e+00  4.91555165e-01  5.41779690e-01 
