 time            v(vin)          v(vinp)         v(vinn)         v(voutp)        v(voutn)        v(vout)        
 1.69164621e-05  4.94418738e-01  1.05000000e+00  4.50000000e-01  6.94388065e-01  7.97374847e-01 -1.02986782e-01 
 1.69166853e-05  4.94517599e-01  4.50000000e-01  1.05000000e+00  6.94325882e-01  7.97439898e-01 -1.03114015e-01 
 1.69168527e-05  4.94591735e-01 -0.00000000e+00  1.50000000e+00  6.94279259e-01  7.97488696e-01 -1.03209438e-01 
 1.69168973e-05  4.94611503e-01 -0.00000000e+00  1.50000000e+00  6.94266828e-01  7.97501711e-01 -1.03234883e-01 
 1.69169866e-05  4.94651038e-01 -0.00000000e+00  1.50000000e+00  6.94241970e-01  7.97527743e-01 -1.03285773e-01 
 1.69171652e-05  4.94730099e-01 -0.00000000e+00  1.50000000e+00  6.94192261e-01  7.97579812e-01 -1.03387552e-01 
 1.69175223e-05  4.94888194e-01 -0.00000000e+00  1.50000000e+00  6.94092871e-01  7.97683970e-01 -1.03591099e-01 
 1.69181058e-05  4.95146395e-01 -0.00000000e+00  1.50000000e+00  6.93930527e-01  7.97854146e-01 -1.03923619e-01 
 1.69188463e-05  4.95473911e-01 -0.00000000e+00  1.50000000e+00  6.93724494e-01  7.98070052e-01 -1.04345558e-01 
 1.69201438e-05  4.96047447e-01 -0.00000000e+00  1.50000000e+00  6.93363320e-01  7.98448184e-01 -1.05084864e-01 
 1.69224330e-05  4.97058034e-01 -0.00000000e+00  1.50000000e+00  6.92726124e-01  7.99115001e-01 -1.06388877e-01 
 1.69224888e-05  4.97082649e-01  1.50000000e-01  1.35000000e+00  6.92710592e-01  7.99131252e-01 -1.06420660e-01 
 1.69226004e-05  4.97131876e-01  4.50000000e-01  1.05000000e+00  6.92679528e-01  7.99163754e-01 -1.06484226e-01 
 1.69228237e-05  4.97230318e-01  1.05000000e+00  4.50000000e-01  6.92617408e-01  7.99228762e-01 -1.06611354e-01 
 1.69229911e-05  4.97304140e-01  1.50000000e+00  9.10738152e-12  6.92570824e-01  7.99277522e-01 -1.06706698e-01 
 1.69230357e-05  4.97323824e-01  1.50000000e+00  2.22044605e-16  6.92558403e-01  7.99290526e-01 -1.06732123e-01 
 1.69231250e-05  4.97363191e-01  1.50000000e+00  2.22044605e-16  6.92533562e-01  7.99316534e-01 -1.06782972e-01 
 1.69233036e-05  4.97441917e-01  1.50000000e+00  2.22044605e-16  6.92483886e-01  7.99368555e-01 -1.06884668e-01 
 1.69236607e-05  4.97599340e-01  1.50000000e+00  2.22044605e-16  6.92384558e-01  7.99472612e-01 -1.07088054e-01 
 1.69242442e-05  4.97856464e-01  1.50000000e+00  2.22044605e-16  6.92222322e-01  7.99642660e-01 -1.07420338e-01 
 1.69249847e-05  4.98182604e-01  1.50000000e+00  2.22044605e-16  6.92016508e-01  7.99858472e-01 -1.07841965e-01 
 1.69262824e-05  4.98753752e-01  1.50000000e+00  2.22044605e-16  6.91655895e-01  8.00236624e-01 -1.08580729e-01 
 1.69288149e-05  4.99866877e-01  1.50000000e+00  2.22044605e-16  6.90952400e-01  8.00974289e-01 -1.10021889e-01 
 1.69338800e-05  5.02087190e-01  1.50000000e+00  2.22044605e-16  6.89547043e-01  8.02448838e-01 -1.12901795e-01 
 1.69341518e-05  5.02206127e-01  1.50000000e+00  2.22044605e-16  6.89471701e-01  8.02527962e-01 -1.13056261e-01 
 1.69342076e-05  5.02230541e-01  1.35000000e+00  1.50000000e-01  6.89456236e-01  8.02544205e-01 -1.13087969e-01 
 1.69343192e-05  5.02279364e-01  1.05000000e+00  4.50000000e-01  6.89425308e-01  8.02576693e-01 -1.13151384e-01 
 1.69345424e-05  5.02377000e-01  4.50000000e-01  1.05000000e+00  6.89363468e-01  8.02641678e-01 -1.13278211e-01 
 1.69347098e-05  5.02450217e-01  9.10715947e-12  1.50000000e+00  6.89317102e-01  8.02690428e-01 -1.13373326e-01 
 1.69347545e-05  5.02469740e-01 -0.00000000e+00  1.50000000e+00  6.89304740e-01  8.02703429e-01 -1.13398690e-01 
 1.69348437e-05  5.02508784e-01 -0.00000000e+00  1.50000000e+00  6.89280019e-01  8.02729434e-01 -1.13449416e-01 
 1.69350223e-05  5.02586865e-01 -0.00000000e+00  1.50000000e+00  6.89230585e-01  8.02781450e-01 -1.13550865e-01 
 1.69353795e-05  5.02742997e-01 -0.00000000e+00  1.50000000e+00  6.89131746e-01  8.02885499e-01 -1.13753753e-01 
 1.69359629e-05  5.02997991e-01 -0.00000000e+00  1.50000000e+00  6.88970307e-01  8.03055493e-01 -1.14085186e-01 
 1.69367034e-05  5.03321436e-01 -0.00000000e+00  1.50000000e+00  6.88765431e-01  8.03271160e-01 -1.14505729e-01 
 1.69380010e-05  5.03887830e-01 -0.00000000e+00  1.50000000e+00  6.88406304e-01  8.03648854e-01 -1.15242551e-01 
 1.69402902e-05  5.04885797e-01  9.10729825e-12  1.50000000e+00  6.87772780e-01  8.04314832e-01 -1.16542053e-01 
 1.69403460e-05  5.04910104e-01  1.50000000e-01  1.35000000e+00  6.87757338e-01  8.04331062e-01 -1.16573724e-01 
 1.69404576e-05  5.04958714e-01  4.50000000e-01  1.05000000e+00  6.87726456e-01  8.04363521e-01 -1.16637065e-01 
 1.69406808e-05  5.05055925e-01  1.05000000e+00  4.50000000e-01  6.87664698e-01  8.04428442e-01 -1.16763743e-01 
 1.69408482e-05  5.05128822e-01  1.50000000e+00  2.22044605e-16  6.87618387e-01  8.04477136e-01 -1.16858749e-01 
 1.69408929e-05  5.05148260e-01  1.50000000e+00  2.22044605e-16  6.87606039e-01  8.04490122e-01 -1.16884083e-01 
 1.69409821e-05  5.05187134e-01  1.50000000e+00  2.22044605e-16  6.87581344e-01  8.04516095e-01 -1.16934751e-01 
 1.69411607e-05  5.05264874e-01  1.50000000e+00  2.22044605e-16  6.87531960e-01  8.04568045e-01 -1.17036085e-01 
 1.69415179e-05  5.05420324e-01  1.50000000e+00  2.22044605e-16  6.87433216e-01  8.04671959e-01 -1.17238743e-01 
 1.69421014e-05  5.05674224e-01  1.50000000e+00  2.22044605e-16  6.87271939e-01  8.04841767e-01 -1.17569829e-01 
 1.69428419e-05  5.05996269e-01  1.50000000e+00  2.22044605e-16  6.87067348e-01  8.05057268e-01 -1.17989919e-01 
 1.69441396e-05  5.06560236e-01  1.50000000e+00  2.22044605e-16  6.86708901e-01  8.05434852e-01 -1.18725951e-01 
 1.69466721e-05  5.07659323e-01  1.50000000e+00  2.22044605e-16  6.86009706e-01  8.06171332e-01 -1.20161625e-01 
 1.69517371e-05  5.09851468e-01  1.50000000e+00  2.22044605e-16  6.84613239e-01  8.07643193e-01 -1.23029954e-01 
 1.69520089e-05  5.09968890e-01  1.50000000e+00  9.10760356e-12  6.84538385e-01  8.07722160e-01 -1.23183776e-01 
 1.69520647e-05  5.09992993e-01  1.35000000e+00  1.50000000e-01  6.84523020e-01  8.07738371e-01 -1.23215351e-01 
 1.69521763e-05  5.10041194e-01  1.05000000e+00  4.50000000e-01  6.84492293e-01  8.07770794e-01 -1.23278501e-01 
 1.69523996e-05  5.10137585e-01  4.50000000e-01  1.05000000e+00  6.84430855e-01  8.07835650e-01 -1.23404795e-01 
 1.69525670e-05  5.10209868e-01 -0.00000000e+00  1.50000000e+00  6.84384791e-01  8.07884301e-01 -1.23499510e-01 
 1.69526116e-05  5.10229142e-01 -0.00000000e+00  1.50000000e+00  6.84372510e-01  8.07897277e-01 -1.23524767e-01 
 1.69527009e-05  5.10267689e-01 -0.00000000e+00  1.50000000e+00  6.84347950e-01  8.07923229e-01 -1.23575279e-01 
 1.69528795e-05  5.10344773e-01 -0.00000000e+00  1.50000000e+00  6.84298839e-01  8.07975139e-01 -1.23676300e-01 
 1.69532366e-05  5.10498913e-01 -0.00000000e+00  1.50000000e+00  6.84200648e-01  8.08078975e-01 -1.23878327e-01 
 1.69538201e-05  5.10750650e-01 -0.00000000e+00  1.50000000e+00  6.84040270e-01  8.08248616e-01 -1.24208345e-01 
 1.69545605e-05  5.11069959e-01 -0.00000000e+00  1.50000000e+00  6.83836749e-01  8.08463827e-01 -1.24627078e-01 
 1.69558581e-05  5.11629099e-01 -0.00000000e+00  1.50000000e+00  6.83480017e-01  8.08840702e-01 -1.25360684e-01 
 1.69581473e-05  5.12614250e-01 -0.00000000e+00  1.50000000e+00  6.82850785e-01  8.09505167e-01 -1.26654381e-01 
 1.69582031e-05  5.12638244e-01  1.50000000e-01  1.35000000e+00  6.82835449e-01  8.09521358e-01 -1.26685909e-01 
 1.69583147e-05  5.12686229e-01  4.50000000e-01  1.05000000e+00  6.82804779e-01  8.09553741e-01 -1.26748962e-01 
 1.69585379e-05  5.12782188e-01  1.05000000e+00  4.50000000e-01  6.82743444e-01  8.09618509e-01 -1.26875064e-01 
 1.69587054e-05  5.12854147e-01  1.50000000e+00  2.22044605e-16  6.82697451e-01  8.09667088e-01 -1.26969637e-01 
 1.69587500e-05  5.12873335e-01  1.50000000e+00  2.22044605e-16  6.82685188e-01  8.09680043e-01 -1.26994855e-01 
 1.69588393e-05  5.12911708e-01  1.50000000e+00  2.22044605e-16  6.82660662e-01  8.09705954e-01 -1.27045292e-01 
 1.69590179e-05  5.12988447e-01  1.50000000e+00  2.22044605e-16  6.82611618e-01  8.09757780e-01 -1.27146162e-01 
 1.69593750e-05  5.13141894e-01  1.50000000e+00  2.22044605e-16  6.82513556e-01  8.09861444e-01 -1.27347889e-01 
 1.69599585e-05  5.13392519e-01  1.50000000e+00  2.22044605e-16  6.82353396e-01  8.10030840e-01 -1.27677444e-01 
 1.69606990e-05  5.13710407e-01  1.50000000e+00  2.22044605e-16  6.82150231e-01  8.10245808e-01 -1.28095578e-01 
 1.69619967e-05  5.14267082e-01  1.50000000e+00  2.22044605e-16  6.81794302e-01  8.10622438e-01 -1.28828136e-01 
 1.69645292e-05  5.15351915e-01  1.50000000e+00  2.22044605e-16  6.81100099e-01  8.11356973e-01 -1.30256875e-01 
 1.69695942e-05  5.17515460e-01  1.50000000e+00  2.22044605e-16  6.79713911e-01  8.12824618e-01 -1.33110707e-01 
 1.69698661e-05  5.17631345e-01  1.50000000e+00  2.22044605e-16  6.79639620e-01  8.12903347e-01 -1.33263726e-01 
 1.69699219e-05  5.17655131e-01  1.35000000e+00  1.50000000e-01  6.79624371e-01  8.12919508e-01 -1.33295137e-01 
 1.69700335e-05  5.17702701e-01  1.05000000e+00  4.50000000e-01  6.79593876e-01  8.12951833e-01 -1.33357956e-01 
 1.69702567e-05  5.17797828e-01  4.50000000e-01  1.05000000e+00  6.79532901e-01  8.13016490e-01 -1.33483589e-01 
 1.69704241e-05  5.17869163e-01 -0.00000000e+00  1.50000000e+00  6.79487186e-01  8.13064992e-01 -1.33577807e-01 
 1.69704687e-05  5.17888185e-01 -0.00000000e+00  1.50000000e+00  6.79474997e-01  8.13077928e-01 -1.33602930e-01 
 1.69705580e-05  5.17926225e-01 -0.00000000e+00  1.50000000e+00  6.79450623e-01  8.13103800e-01 -1.33653177e-01 
 1.69707366e-05  5.18002299e-01 -0.00000000e+00  1.50000000e+00  6.79401885e-01  8.13155550e-01 -1.33753666e-01 
 1.69710938e-05  5.18154415e-01 -0.00000000e+00  1.50000000e+00  6.79304438e-01  8.13259064e-01 -1.33954625e-01 
 1.69716772e-05  5.18402846e-01 -0.00000000e+00  1.50000000e+00  6.79145283e-01  8.13428174e-01 -1.34282890e-01 
 1.69724177e-05  5.18717956e-01 -0.00000000e+00  1.50000000e+00  6.78943321e-01  8.13642703e-01 -1.34699382e-01 
 1.69737153e-05  5.19269733e-01 -0.00000000e+00  1.50000000e+00  6.78589344e-01  8.14018362e-01 -1.35429018e-01 
 1.69760045e-05  5.20241874e-01 -0.00000000e+00  1.50000000e+00  6.77965036e-01  8.14680612e-01 -1.36715575e-01 
 1.69760603e-05  5.20265550e-01  1.50000000e-01  1.35000000e+00  6.77949822e-01  8.14696748e-01 -1.36746926e-01 
 1.69761719e-05  5.20312901e-01  4.50000000e-01  1.05000000e+00  6.77919393e-01  8.14729020e-01 -1.36809627e-01 
 1.69763951e-05  5.20407590e-01  1.05000000e+00  4.50000000e-01  6.77858544e-01  8.14793567e-01 -1.36935022e-01 
 1.69765625e-05  5.20478596e-01  1.50000000e+00  2.22044605e-16  6.77812916e-01  8.14841979e-01 -1.37029064e-01 
 1.69766071e-05  5.20497529e-01  1.50000000e+00  2.22044605e-16  6.77800749e-01  8.14854890e-01 -1.37054140e-01 
 1.69766964e-05  5.20535394e-01  1.50000000e+00  2.22044605e-16  6.77776419e-01  8.14880712e-01 -1.37104293e-01 
 1.69768750e-05  5.20611116e-01  1.50000000e+00  2.22044605e-16  6.77727764e-01  8.14932359e-01 -1.37204595e-01 
 1.69772321e-05  5.20762530e-01  1.50000000e+00  2.22044605e-16  6.77630481e-01  8.15035663e-01 -1.37405182e-01 
 1.69778157e-05  5.21009832e-01  1.50000000e+00  2.22044605e-16  6.77471601e-01  8.15204467e-01 -1.37732866e-01 
 1.69785562e-05  5.21323500e-01  1.50000000e+00  2.22044605e-16  6.77270066e-01  8.15418674e-01 -1.38148608e-01 
 1.69798539e-05  5.21872773e-01  1.50000000e+00  2.22044605e-16  6.76917016e-01  8.15793949e-01 -1.38876933e-01 
 1.69823864e-05  5.22943139e-01  1.50000000e+00  2.22044605e-16  6.76228507e-01  8.16525755e-01 -1.40297248e-01 
 1.69874514e-05  5.25077659e-01  1.50000000e+00  2.22044605e-16  6.74854009e-01  8.17987608e-01 -1.43133599e-01 
 1.69877232e-05  5.25191982e-01  1.50000000e+00  2.22044605e-16  6.74780357e-01  8.18066013e-01 -1.43285656e-01 
 1.69877790e-05  5.25215448e-01  1.35000000e+00  1.50000000e-01  6.74765240e-01  8.18082108e-01 -1.43316868e-01 
 1.69878906e-05  5.25262377e-01  1.05000000e+00  4.50000000e-01  6.74735007e-01  8.18114299e-01 -1.43379292e-01 
 1.69881138e-05  5.25356222e-01  4.50000000e-01  1.05000000e+00  6.74674558e-01  8.18178688e-01 -1.43504130e-01 
 1.69882812e-05  5.25426595e-01 -0.00000000e+00  1.50000000e+00  6.74629237e-01  8.18226989e-01 -1.43597752e-01 
 1.69883259e-05  5.25445360e-01 -0.00000000e+00  1.50000000e+00  6.74617154e-01  8.18239871e-01 -1.43622717e-01 
 1.69884152e-05  5.25482888e-01 -0.00000000e+00  1.50000000e+00  6.74592990e-01  8.18265635e-01 -1.43672645e-01 
 1.69885937e-05  5.25557935e-01 -0.00000000e+00  1.50000000e+00  6.74544674e-01  8.18317169e-01 -1.43772496e-01 
 1.69889509e-05  5.25707998e-01 -0.00000000e+00  1.50000000e+00  6.74448072e-01  8.18420249e-01 -1.43972177e-01 
 1.69895344e-05  5.25953073e-01 -0.00000000e+00  1.50000000e+00  6.74290301e-01  8.18588645e-01 -1.44298344e-01 
 1.69902748e-05  5.26263923e-01 -0.00000000e+00  1.50000000e+00  6.74090104e-01  8.18802260e-01 -1.44712157e-01 
 1.69915724e-05  5.26808229e-01 -0.00000000e+00  1.50000000e+00  6.73739242e-01  8.19176296e-01 -1.45437054e-01 
 1.69938616e-05  5.27767168e-01 -0.00000000e+00  1.50000000e+00  6.73120498e-01  8.19835613e-01 -1.46715114e-01 
 1.69939174e-05  5.27790522e-01  1.50000000e-01  1.35000000e+00  6.73105420e-01  8.19851676e-01 -1.46746256e-01 
 1.69940290e-05  5.27837228e-01  4.50000000e-01  1.05000000e+00  6.73075265e-01  8.19883803e-01 -1.46808538e-01 
 1.69942522e-05  5.27930628e-01  1.05000000e+00  4.50000000e-01  6.73014964e-01  8.19948058e-01 -1.46933094e-01 
 1.69944196e-05  5.28000668e-01  1.50000000e+00  9.10760356e-12  6.72969746e-01  8.19996251e-01 -1.47026505e-01 
 1.69944643e-05  5.28019344e-01  1.50000000e+00  2.22044605e-16  6.72957690e-01  8.20009103e-01 -1.47051413e-01 
 1.69945536e-05  5.28056693e-01  1.50000000e+00  2.22044605e-16  6.72933578e-01  8.20034808e-01 -1.47101229e-01 
 1.69947321e-05  5.28131384e-01  1.50000000e+00  2.22044605e-16  6.72885363e-01  8.20086220e-01 -1.47200857e-01 
 1.69950893e-05  5.28280734e-01  1.50000000e+00  2.22044605e-16  6.72788960e-01  8.20189052e-01 -1.47400092e-01 
 1.69956728e-05  5.28524664e-01  1.50000000e+00  2.22044605e-16  6.72631521e-01  8.20357079e-01 -1.47725559e-01 
 1.69964133e-05  5.28834050e-01  1.50000000e+00  2.22044605e-16  6.72431823e-01  8.20570293e-01 -1.48138470e-01 
 1.69977110e-05  5.29375814e-01  1.50000000e+00  2.22044605e-16  6.72082013e-01  8.20943803e-01 -1.48861790e-01 
 1.70002435e-05  5.30431501e-01  1.50000000e+00  2.22044605e-16  6.71399904e-01  8.21672082e-01 -1.50272178e-01 
 1.70053085e-05  5.32536577e-01  1.50000000e+00  2.22044605e-16  6.70038506e-01  8.23126541e-01 -1.53088035e-01 
 1.70055804e-05  5.32649317e-01  1.50000000e+00  2.22044605e-16  6.69965568e-01  8.23204536e-01 -1.53238968e-01 
 1.70056362e-05  5.32672458e-01  1.35000000e+00  1.50000000e-01  6.69950597e-01  8.23220546e-01 -1.53269949e-01 
 1.70057478e-05  5.32718736e-01  1.05000000e+00  4.50000000e-01  6.69920658e-01  8.23252568e-01 -1.53331910e-01 
 1.70059710e-05  5.32811280e-01  4.50000000e-01  1.05000000e+00  6.69860797e-01  8.23316620e-01 -1.53455823e-01 
 1.70061384e-05  5.32880678e-01 -0.00000000e+00  1.50000000e+00  6.69815917e-01  8.23364666e-01 -1.53548749e-01 
 1.70061830e-05  5.32899182e-01 -0.00000000e+00  1.50000000e+00  6.69803952e-01  8.23377479e-01 -1.53573528e-01 
 1.70062723e-05  5.32936189e-01 -0.00000000e+00  1.50000000e+00  6.69780024e-01  8.23403108e-01 -1.53623084e-01 
 1.70064509e-05  5.33010195e-01 -0.00000000e+00  1.50000000e+00  6.69732178e-01  8.23454369e-01 -1.53722191e-01 
 1.70068080e-05  5.33158176e-01 -0.00000000e+00  1.50000000e+00  6.69636520e-01  8.23556901e-01 -1.53920381e-01 
 1.70073915e-05  5.33399848e-01 -0.00000000e+00  1.50000000e+00  6.69480296e-01  8.23724398e-01 -1.54244102e-01 
 1.70081320e-05  5.33706377e-01 -0.00000000e+00  1.50000000e+00  6.69282068e-01  8.23936864e-01 -1.54654796e-01 
 1.70094295e-05  5.34243103e-01 -0.00000000e+00  1.50000000e+00  6.68934682e-01  8.24308865e-01 -1.55374183e-01 
 1.70117187e-05  5.35188652e-01 -0.00000000e+00  1.50000000e+00  6.68322136e-01  8.24964522e-01 -1.56642386e-01 
 1.70117746e-05  5.35211679e-01  1.50000000e-01  1.35000000e+00  6.68307210e-01  8.24980495e-01 -1.56673285e-01 
 1.70118862e-05  5.35257732e-01  4.50000000e-01  1.05000000e+00  6.68277360e-01  8.25012441e-01 -1.56735081e-01 
 1.70121094e-05  5.35349825e-01  1.05000000e+00  4.50000000e-01  6.68217668e-01  8.25076333e-01 -1.56858666e-01 
 1.70122768e-05  5.35418884e-01  1.50000000e+00  9.10760356e-12  6.68172908e-01  8.25124254e-01 -1.56951347e-01 
 1.70123214e-05  5.35437298e-01  1.50000000e+00  2.22044605e-16  6.68160973e-01  8.25137034e-01 -1.56976060e-01 
 1.70124107e-05  5.35474125e-01  1.50000000e+00  2.22044605e-16  6.68137106e-01  8.25162593e-01 -1.57025486e-01 
 1.70125893e-05  5.35547770e-01  1.50000000e+00  2.22044605e-16  6.68089379e-01  8.25213713e-01 -1.57124333e-01 
 1.70129464e-05  5.35695028e-01  1.50000000e+00  2.22044605e-16  6.67993955e-01  8.25315960e-01 -1.57322005e-01 
 1.70135300e-05  5.35935537e-01  1.50000000e+00  2.22044605e-16  6.67838119e-01  8.25483025e-01 -1.57644907e-01 
 1.70142704e-05  5.36240580e-01  1.50000000e+00  2.22044605e-16  6.67640462e-01  8.25695009e-01 -1.58054548e-01 
 1.70155681e-05  5.36774728e-01  1.50000000e+00  2.22044605e-16  6.67294250e-01  8.26066342e-01 -1.58772092e-01 
 1.70181006e-05  5.37815530e-01  1.50000000e+00  2.22044605e-16  6.66619240e-01  8.26790289e-01 -1.60171049e-01 
 1.70231657e-05  5.39890747e-01  1.50000000e+00  2.22044605e-16  6.65272333e-01  8.28235744e-01 -1.62963411e-01 
 1.70234375e-05  5.40001881e-01  1.50000000e+00  2.22044605e-16  6.65200184e-01  8.28313243e-01 -1.63113059e-01 
 1.70234933e-05  5.40024692e-01  1.35000000e+00  1.50000000e-01  6.65185375e-01  8.28329151e-01 -1.63143776e-01 
 1.70236049e-05  5.40070311e-01  1.05000000e+00  4.50000000e-01  6.65155761e-01  8.28360969e-01 -1.63205208e-01 
 1.70238281e-05  5.40161536e-01  4.50000000e-01  1.05000000e+00  6.65096548e-01  8.28424611e-01 -1.63328063e-01 
 1.70239955e-05  5.40229945e-01 -0.00000000e+00  1.50000000e+00  6.65052155e-01  8.28472349e-01 -1.63420194e-01 
 1.70240402e-05  5.40248185e-01 -0.00000000e+00  1.50000000e+00  6.65040320e-01  8.28485080e-01 -1.63444760e-01 
 1.70241295e-05  5.40284664e-01 -0.00000000e+00  1.50000000e+00  6.65016652e-01  8.28510544e-01 -1.63493892e-01 
 1.70243080e-05  5.40357615e-01 -0.00000000e+00  1.50000000e+00  6.64969326e-01  8.28561476e-01 -1.63592150e-01 
 1.70246652e-05  5.40503484e-01 -0.00000000e+00  1.50000000e+00  6.64874710e-01  8.28663347e-01 -1.63788637e-01 
 1.70252487e-05  5.40741705e-01 -0.00000000e+00  1.50000000e+00  6.64720190e-01  8.28829759e-01 -1.64109569e-01 
 1.70259891e-05  5.41043851e-01 -0.00000000e+00  1.50000000e+00  6.64524135e-01  8.29040840e-01 -1.64516706e-01 
 1.70272867e-05  5.41572893e-01 -0.00000000e+00  1.50000000e+00  6.64180579e-01  8.29410394e-01 -1.65229815e-01 
 1.70295759e-05  5.42504866e-01 -0.00000000e+00  1.50000000e+00  6.63574855e-01  8.30061664e-01 -1.66486810e-01 
 1.70296317e-05  5.42527563e-01  1.50000000e-01  1.35000000e+00  6.63560096e-01  8.30077530e-01 -1.66517434e-01 
 1.70297433e-05  5.42572953e-01  4.50000000e-01  1.05000000e+00  6.63530580e-01  8.30109259e-01 -1.66578679e-01 
 1.70299665e-05  5.42663721e-01  1.05000000e+00  4.50000000e-01  6.63471558e-01  8.30172718e-01 -1.66701160e-01 
 1.70301339e-05  5.42731786e-01  1.50000000e+00  2.22044605e-16  6.63427301e-01  8.30220314e-01 -1.66793012e-01 
 1.70301786e-05  5.42749935e-01  1.50000000e+00  2.22044605e-16  6.63415501e-01  8.30233006e-01 -1.66817505e-01 
 1.70302679e-05  5.42786231e-01  1.50000000e+00  2.22044605e-16  6.63391902e-01  8.30258391e-01 -1.66866488e-01 
 1.70304464e-05  5.42858815e-01  1.50000000e+00  2.22044605e-16  6.63344713e-01  8.30309162e-01 -1.66964450e-01 
 1.70308036e-05  5.43003952e-01  1.50000000e+00  2.22044605e-16  6.63250364e-01  8.30410711e-01 -1.67160347e-01 
 1.70313871e-05  5.43240993e-01  1.50000000e+00  2.22044605e-16  6.63096289e-01  8.30576630e-01 -1.67480341e-01 
 1.70321276e-05  5.43541634e-01  1.50000000e+00  2.22044605e-16  6.62900874e-01  8.30787149e-01 -1.67886275e-01 
 1.70334253e-05  5.44068060e-01  1.50000000e+00  2.22044605e-16  6.62558611e-01  8.31155893e-01 -1.68597281e-01 
 1.70359578e-05  5.45093772e-01  1.50000000e+00  2.22044605e-16  6.61891385e-01  8.31874705e-01 -1.69983320e-01 
 1.70410228e-05  5.47138723e-01  1.50000000e+00  2.22044605e-16  6.60560330e-01  8.33309555e-01 -1.72749225e-01 
 1.70412946e-05  5.47248229e-01  1.50000000e+00  2.22044605e-16  6.60489042e-01  8.33386471e-01 -1.72897429e-01 
 1.70413504e-05  5.47270706e-01  1.35000000e+00  1.50000000e-01  6.60474410e-01  8.33402260e-01 -1.72927850e-01 
 1.70414621e-05  5.47315656e-01  1.05000000e+00  4.50000000e-01  6.60445149e-01  8.33433838e-01 -1.72988688e-01 
 1.70416853e-05  5.47405545e-01  4.50000000e-01  1.05000000e+00  6.60386646e-01  8.33497000e-01 -1.73110354e-01 
 1.70418527e-05  5.47472950e-01  9.10715947e-12  1.50000000e+00  6.60342784e-01  8.33544377e-01 -1.73201593e-01 
 1.70418973e-05  5.47490923e-01 -0.00000000e+00  1.50000000e+00  6.60331091e-01  8.33557012e-01 -1.73225921e-01 
 1.70419866e-05  5.47526867e-01 -0.00000000e+00  1.50000000e+00  6.60307706e-01  8.33582283e-01 -1.73274577e-01 
 1.70421652e-05  5.47598748e-01 -0.00000000e+00  1.50000000e+00  6.60260948e-01  8.33632829e-01 -1.73371881e-01 
 1.70425223e-05  5.47742477e-01 -0.00000000e+00  1.50000000e+00  6.60167468e-01  8.33733926e-01 -1.73566458e-01 
 1.70431058e-05  5.47977199e-01 -0.00000000e+00  1.50000000e+00  6.60014809e-01  8.33899069e-01 -1.73884259e-01 
 1.70438463e-05  5.48274905e-01 -0.00000000e+00  1.50000000e+00  6.59821123e-01  8.34108531e-01 -1.74287408e-01 
 1.70451438e-05  5.48796158e-01 -0.00000000e+00  1.50000000e+00  6.59481742e-01  8.34475229e-01 -1.74993487e-01 
 1.70474330e-05  5.49714371e-01 -0.00000000e+00  1.50000000e+00  6.58883446e-01  8.35121392e-01 -1.76237946e-01 
 1.70474888e-05  5.49736732e-01  1.50000000e-01  1.35000000e+00  6.58868870e-01  8.35137132e-01 -1.76268262e-01 
 1.70476004e-05  5.49781451e-01  4.50000000e-01  1.05000000e+00  6.58839718e-01  8.35168610e-01 -1.76328892e-01 
 1.70478237e-05  5.49870876e-01  1.05000000e+00  4.50000000e-01  6.58781425e-01  8.35231566e-01 -1.76450140e-01 
 1.70479911e-05  5.49937934e-01  1.50000000e+00  2.22044605e-16  6.58737715e-01  8.35278783e-01 -1.76541067e-01 
 1.70480357e-05  5.49955814e-01  1.50000000e+00  2.22044605e-16  6.58726061e-01  8.35291374e-01 -1.76565313e-01 
 1.70481250e-05  5.49991573e-01  1.50000000e+00  2.22044605e-16  6.58702755e-01  8.35316557e-01 -1.76613802e-01 
 1.70483036e-05  5.50063082e-01  1.50000000e+00  2.22044605e-16  6.58656149e-01  8.35366924e-01 -1.76710775e-01 
 1.70486607e-05  5.50206069e-01  1.50000000e+00  2.22044605e-16  6.58562971e-01  8.35467662e-01 -1.76904691e-01 
 1.70492442e-05  5.50439596e-01  1.50000000e+00  2.22044605e-16  6.58410810e-01  8.35632250e-01 -1.77221440e-01 
 1.70499847e-05  5.50735775e-01  1.50000000e+00  2.22044605e-16  6.58217832e-01  8.35841072e-01 -1.77623240e-01 
 1.70512824e-05  5.51254377e-01  1.50000000e+00  2.22044605e-16  6.57879860e-01  8.36206820e-01 -1.78326960e-01 
 1.70538149e-05  5.52264796e-01  1.50000000e+00  2.22044605e-16  6.57221079e-01  8.36919704e-01 -1.79698625e-01 
 1.70588800e-05  5.54279078e-01  1.50000000e+00  2.22044605e-16  6.55907192e-01  8.38342369e-01 -1.82435176e-01 
 1.70591518e-05  5.54386935e-01  1.50000000e+00  9.10760356e-12  6.55836836e-01  8.38418618e-01 -1.82581782e-01 
 1.70592076e-05  5.54409073e-01  1.35000000e+00  1.50000000e-01  6.55822396e-01  8.38434270e-01 -1.82611874e-01 
 1.70593192e-05  5.54453346e-01  1.05000000e+00  4.50000000e-01  6.55793518e-01  8.38465574e-01 -1.82672056e-01 
 1.70595424e-05  5.54541880e-01  4.50000000e-01  1.05000000e+00  6.55735780e-01  8.38528186e-01 -1.82792406e-01 
