 time            v(vinp1_IF)     v(vinn1_IF)     v(vinp2_IF)     v(vinn2_IF)     v(LO_I)         v(LO_IX)        v(LO_Q)         v(LO_QX)        v(vout_RF)      v(vout_RF_filt)
 8.68751000e-06  1.40155826e+00  9.84417355e-02  1.12144559e+00  3.78554408e-01  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.39971689e+00 -2.75441491e-01 
 8.68751080e-06  1.40155803e+00  9.84419681e-02  1.12144600e+00  3.78554000e-01  1.38000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.39971625e+00 -2.75459367e-01 
 8.68751240e-06  1.40155757e+00  9.84424334e-02  1.12144682e+00  3.78553184e-01  1.14000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.39971506e+00 -2.75495106e-01 
 8.68751526e-06  1.40155673e+00  9.84432658e-02  1.12144828e+00  3.78551724e-01  7.10638401e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.39971317e+00 -2.75558987e-01 
 8.68752000e-06  1.40155536e+00  9.84446435e-02  1.12145069e+00  3.78549307e-01  8.41602343e-11  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.39971046e+00 -2.75664560e-01 
 8.68752054e-06  1.40155520e+00  9.84448004e-02  1.12145097e+00  3.78549032e-01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.39971020e+00 -2.75676568e-01 
 8.68752162e-06  1.40155489e+00  9.84451141e-02  1.12145152e+00  3.78548481e-01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.39970963e+00 -2.75700579e-01 
 8.68752378e-06  1.40155426e+00  9.84457417e-02  1.12145262e+00  3.78547381e-01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.39970831e+00 -2.75748571e-01 
 8.68752809e-06  1.40155300e+00  9.84469968e-02  1.12145482e+00  3.78545179e-01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.39970528e+00 -2.75844433e-01 
 8.68753581e-06  1.40155076e+00  9.84492423e-02  1.12145876e+00  3.78541240e-01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.39969978e+00 -2.76015530e-01 
 8.68754648e-06  1.40154766e+00  9.84523431e-02  1.12146420e+00  3.78535802e-01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.39969265e+00 -2.76250924e-01 
 8.68756259e-06  1.40154297e+00  9.84570290e-02  1.12147242e+00  3.78527582e-01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.39968214e+00 -2.76604742e-01 
 8.68757966e-06  1.40153801e+00  9.84619932e-02  1.12148112e+00  3.78518876e-01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.39967103e+00 -2.76977051e-01 
 8.68759223e-06  1.40153435e+00  9.84656479e-02  1.12148753e+00  3.78512466e-01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.39966325e+00 -2.77249485e-01 
 8.68760671e-06  1.40153014e+00  9.84698604e-02  1.12149492e+00  3.78505078e-01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.39965369e+00 -2.77561767e-01 
 8.68761758e-06  1.40152698e+00  9.84730229e-02  1.12150047e+00  3.78499531e-01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.39965614e+00 -2.77794955e-01 
 8.68762889e-06  1.40152369e+00  9.84763109e-02  1.12150623e+00  3.78493765e-01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.39966779e+00 -2.78036249e-01 
 8.68764139e-06  1.40152005e+00  9.84799462e-02  1.12151261e+00  3.78487390e-01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.39966190e+00 -2.78301756e-01 
 8.68765156e-06  1.40151710e+00  9.84829045e-02  1.12151780e+00  3.78482202e-01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.39962391e+00 -2.78516867e-01 
 8.68766336e-06  1.40151366e+00  9.84863378e-02  1.12152382e+00  3.78476181e-01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.39957533e+00 -2.78765372e-01 
 8.68767453e-06  1.40151041e+00  9.84895870e-02  1.12152952e+00  3.78470483e-01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.39967354e+00 -2.78999036e-01 
 8.68768263e-06  1.40150806e+00  9.84919408e-02  1.12153364e+00  3.78466356e-01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.40017554e+00 -2.79166513e-01 
 8.68768993e-06  1.40150594e+00  9.84940647e-02  1.12153737e+00  3.78462631e-01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.40124031e+00 -2.79315576e-01 
 8.68769786e-06  1.40150363e+00  9.84963712e-02  1.12154141e+00  3.78458587e-01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.40322680e+00 -2.79474816e-01 
 8.68770551e-06  1.40150140e+00  9.84985966e-02  1.12154532e+00  3.78454685e-01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.40570017e+00 -2.79626531e-01 
 8.68771646e-06  1.40149822e+00  9.85017813e-02  1.12155090e+00  3.78449100e-01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.40829381e+00 -2.79845206e-01 
 8.68772451e-06  1.40149588e+00  9.85041226e-02  1.12155501e+00  3.78444995e-01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.40497424e+00 -2.80018609e-01 
 8.68773293e-06  1.40149343e+00  9.85065739e-02  1.12155930e+00  3.78440697e-01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.39305246e+00 -2.80220980e-01 
 8.68774141e-06  1.40149096e+00  9.85090396e-02  1.12156363e+00  3.78436373e-01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.37547040e+00 -2.80437938e-01 
 8.68774959e-06  1.40148858e+00  9.85114199e-02  1.12156780e+00  3.78432200e-01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.35676121e+00 -2.80650917e-01 
 8.68775711e-06  1.40148639e+00  9.85136074e-02  1.12157164e+00  3.78428365e-01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.33988036e+00 -2.80845055e-01 
 8.68776561e-06  1.40148392e+00  9.85160790e-02  1.12157597e+00  3.78424031e-01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.32203195e+00 -2.81060377e-01 
 8.68777530e-06  1.40148110e+00  9.85188990e-02  1.12158091e+00  3.78419087e-01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.30344311e+00 -2.81300383e-01 
 8.68778546e-06  1.40147814e+00  9.85218551e-02  1.12158610e+00  3.78413904e-01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.28587116e+00 -2.81545810e-01 
 8.68779957e-06  1.40147404e+00  9.85259590e-02  1.12159329e+00  3.78406709e-01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.26434490e+00 -2.81877133e-01 
 8.68781899e-06  1.40146839e+00  9.85316072e-02  1.12160319e+00  3.78396807e-01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.23934015e+00 -2.82317546e-01 
 8.68785346e-06  1.40145836e+00  9.85416361e-02  1.12162077e+00  3.78379225e-01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.20507960e+00 -2.83063404e-01 
 8.68790300e-06  1.40144395e+00  9.85560500e-02  1.12164604e+00  3.78353959e-01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.17175471e+00 -2.84073097e-01 
 8.68800208e-06  1.40141512e+00  9.85848809e-02  1.12169657e+00  3.78303427e-01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.13600451e+00 -2.85942079e-01 
 8.68809975e-06  1.40138670e+00  9.86133026e-02  1.12174638e+00  3.78253621e-01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.12230938e+00 -2.87639588e-01 
 8.68825132e-06  1.40134258e+00  9.86574218e-02  1.12182368e+00  3.78176324e-01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.11633000e+00 -2.90063282e-01 
 8.68841548e-06  1.40129479e+00  9.87052111e-02  1.12190738e+00  3.78092622e-01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.11641205e+00 -2.92436296e-01 
 8.68866953e-06  1.40122081e+00  9.87791944e-02  1.12203691e+00  3.77963090e-01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.11786127e+00 -2.95619510e-01 
 8.68899729e-06  1.40112532e+00  9.88746786e-02  1.12220400e+00  3.77796002e-01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.11878214e+00 -2.98843432e-01 
 8.68965190e-06  1.40093449e+00  9.90655137e-02  1.12253764e+00  3.77462358e-01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.11914640e+00 -3.02244275e-01 
 8.69096113e-06  1.40055230e+00  9.94476968e-02  1.12320464e+00  3.76795363e-01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.11942809e+00 -2.96828228e-01 
 8.69324609e-06  1.39988365e+00  1.00116350e-01  1.12436779e+00  3.75632211e-01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.12050793e+00 -2.51076312e-01 
 8.69561334e-06  1.39918872e+00  1.00811275e-01  1.12557156e+00  3.74428436e-01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.12227433e+00 -1.63944306e-01 
 8.69642857e-06  1.39894889e+00  1.01051109e-01  1.12598582e+00  3.74014179e-01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.12301499e+00 -1.25982474e-01 
 8.69642957e-06  1.39894860e+00  1.01051404e-01  1.12598633e+00  3.74013671e-01  0.00000000e+00  1.50000000e-01  1.50000000e+00  0.00000000e+00  1.12301598e+00 -1.25933404e-01 
 8.69643157e-06  1.39894801e+00  1.01051992e-01  1.12598734e+00  3.74012655e-01  0.00000000e+00  4.50000000e-01  1.50000000e+00  0.00000000e+00  1.12301793e+00 -1.25835255e-01 
 8.69643557e-06  1.39894683e+00  1.01053170e-01  1.12598938e+00  3.74010623e-01  0.00000000e+00  1.05000000e+00  1.50000000e+00  0.00000000e+00  1.12302167e+00 -1.25638911e-01 
 8.69643857e-06  1.39894595e+00  1.01054053e-01  1.12599090e+00  3.74009099e-01  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.12302436e+00 -1.25491611e-01 
 8.69643937e-06  1.39894571e+00  1.01054288e-01  1.12599131e+00  3.74008692e-01  0.00000000e+00  1.50000000e+00  1.38000000e+00  0.00000000e+00  1.12302502e+00 -1.25452323e-01 
 8.69644097e-06  1.39894524e+00  1.01054759e-01  1.12599212e+00  3.74007879e-01  0.00000000e+00  1.50000000e+00  1.14000000e+00  0.00000000e+00  1.12302640e+00 -1.25373742e-01 
 8.69644383e-06  1.39894440e+00  1.01055602e-01  1.12599357e+00  3.74006425e-01  0.00000000e+00  1.50000000e+00  7.10638401e-01  0.00000000e+00  1.12302913e+00 -1.25233135e-01 
 8.69644857e-06  1.39894300e+00  1.01056997e-01  1.12599598e+00  3.74004018e-01  0.00000000e+00  1.50000000e+00  8.41602343e-11  0.00000000e+00  1.12303407e+00 -1.25000342e-01 
 8.69644911e-06  1.39894284e+00  1.01057155e-01  1.12599626e+00  3.74003744e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.12303467e+00 -1.24973826e-01 
 8.69645019e-06  1.39894253e+00  1.01057473e-01  1.12599680e+00  3.74003196e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.12303585e+00 -1.24920792e-01 
 8.69645235e-06  1.39894189e+00  1.01058108e-01  1.12599790e+00  3.74002100e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.12303801e+00 -1.24814711e-01 
 8.69645666e-06  1.39894062e+00  1.01059379e-01  1.12600009e+00  3.73999907e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.12304195e+00 -1.24602493e-01 
 8.69646439e-06  1.39893835e+00  1.01061652e-01  1.12600402e+00  3.73995984e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.12304891e+00 -1.24222628e-01 
 8.69647505e-06  1.39893521e+00  1.01064790e-01  1.12600943e+00  3.73990567e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.12305897e+00 -1.23697692e-01 
 8.69649116e-06  1.39893047e+00  1.01069534e-01  1.12601762e+00  3.73982381e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.12307446e+00 -1.22903546e-01 
 8.69650823e-06  1.39892544e+00  1.01074559e-01  1.12602629e+00  3.73973709e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.12309091e+00 -1.22061142e-01 
 8.69652080e-06  1.39892174e+00  1.01078258e-01  1.12603268e+00  3.73967325e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.12310341e+00 -1.21440243e-01 
 8.69653528e-06  1.39891748e+00  1.01082522e-01  1.12604003e+00  3.73959966e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.12311734e+00 -1.20723796e-01 
 8.69654615e-06  1.39891428e+00  1.01085723e-01  1.12604556e+00  3.73954442e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.12313797e+00 -1.20185378e-01 
 8.69655746e-06  1.39891095e+00  1.01089051e-01  1.12605130e+00  3.73948699e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.12316909e+00 -1.19625105e-01 
 8.69656996e-06  1.39890727e+00  1.01092731e-01  1.12605765e+00  3.73942349e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.12318343e+00 -1.19005119e-01 
 8.69658013e-06  1.39890427e+00  1.01095726e-01  1.12606282e+00  3.73937183e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.12315839e+00 -1.18500273e-01 
 8.69659193e-06  1.39890080e+00  1.01099201e-01  1.12606881e+00  3.73931186e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.12312022e+00 -1.17913883e-01 
 8.69660310e-06  1.39889751e+00  1.01102490e-01  1.12607449e+00  3.73925511e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.12323142e+00 -1.17358042e-01 
 8.69661119e-06  1.39889513e+00  1.01104871e-01  1.12607860e+00  3.73921402e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.12375870e+00 -1.16954203e-01 
 8.69661850e-06  1.39889298e+00  1.01107022e-01  1.12608231e+00  3.73917690e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.12487376e+00 -1.16587557e-01 
 8.69662644e-06  1.39889064e+00  1.01109360e-01  1.12608634e+00  3.73913656e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.12694978e+00 -1.16186656e-01 
 8.69663413e-06  1.39888838e+00  1.01111624e-01  1.12609025e+00  3.73909750e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.12953426e+00 -1.15796818e-01 
 8.69664229e-06  1.39888597e+00  1.01114026e-01  1.12609439e+00  3.73905606e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.13123291e+00 -1.15385625e-01 
 8.69665054e-06  1.39888354e+00  1.01116455e-01  1.12609858e+00  3.73901416e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.12319598e+00 -1.14994483e-01 
 8.69666015e-06  1.39888071e+00  1.01119286e-01  1.12610347e+00  3.73896531e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.09490332e+00 -1.14586174e-01 
 8.69666937e-06  1.39887800e+00  1.01122001e-01  1.12610815e+00  3.73891847e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.05207555e+00 -1.14233746e-01 
 8.69667945e-06  1.39887503e+00  1.01124969e-01  1.12611327e+00  3.73886727e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  9.96995784e-01 -1.13868387e-01 
 8.69668855e-06  1.39887235e+00  1.01127648e-01  1.12611789e+00  3.73882106e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  9.45867564e-01 -1.13540928e-01 
 8.69669700e-06  1.39886986e+00  1.01130136e-01  1.12612219e+00  3.73877814e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  8.99844968e-01 -1.13231986e-01 
 8.69670685e-06  1.39886696e+00  1.01133038e-01  1.12612719e+00  3.73872807e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  8.49071156e-01 -1.12862937e-01 
 8.69671809e-06  1.39886365e+00  1.01136346e-01  1.12613290e+00  3.73867101e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  7.94963279e-01 -1.12431126e-01 
 8.69673533e-06  1.39885858e+00  1.01141424e-01  1.12614166e+00  3.73858340e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  7.18351510e-01 -1.11748629e-01 
 8.69676208e-06  1.39885070e+00  1.01149302e-01  1.12615525e+00  3.73844751e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  6.10941352e-01 -1.10654159e-01 
 8.69680080e-06  1.39883930e+00  1.01160703e-01  1.12617492e+00  3.73825085e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  4.73207950e-01 -1.09011959e-01 
 8.69687299e-06  1.39881803e+00  1.01181966e-01  1.12621159e+00  3.73788413e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  2.79914776e-01 -1.05753724e-01 
 8.69696779e-06  1.39879011e+00  1.01209888e-01  1.12625974e+00  3.73740262e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.48755615e-01 -1.01115363e-01 
 8.69703267e-06  1.39877100e+00  1.01229000e-01  1.12629269e+00  3.73707309e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.13918637e-01 -9.77783049e-02 
 8.69708774e-06  1.39875478e+00  1.01245224e-01  1.12632066e+00  3.73679339e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.02907189e-01 -9.48883657e-02 
 8.69715695e-06  1.39873438e+00  1.01265616e-01  1.12635581e+00  3.73644186e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  9.85736327e-02 -9.12221814e-02 
 8.69722403e-06  1.39871462e+00  1.01285382e-01  1.12638988e+00  3.73610116e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  9.81167953e-02 -8.76501742e-02 
 8.69733031e-06  1.39868330e+00  1.01316702e-01  1.12644386e+00  3.73556142e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  9.87234320e-02 -8.19716531e-02 
 8.69746641e-06  1.39864319e+00  1.01356814e-01  1.12651297e+00  3.73487029e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  9.94352877e-02 -7.46732740e-02 
 8.69773860e-06  1.39856294e+00  1.01437061e-01  1.12665118e+00  3.73348816e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  9.99917483e-02 -5.99997743e-02 
 8.69828298e-06  1.39840236e+00  1.01597644e-01  1.12692756e+00  3.73072442e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.00376914e-01 -3.04368368e-02 
 8.69916367e-06  1.39814232e+00  1.01857682e-01  1.12737453e+00  3.72625470e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.00950612e-01  1.74706732e-02 
 8.70092505e-06  1.39762132e+00  1.02378683e-01  1.12826793e+00  3.71732065e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.02247023e-01  1.09333336e-01 
 8.70339005e-06  1.39689013e+00  1.03109873e-01  1.12951701e+00  3.70482986e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.04054539e-01  2.15832450e-01 
 8.70535714e-06  1.39630490e+00  1.03695099e-01  1.13051278e+00  3.69487221e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.05378105e-01  2.73229148e-01 
 8.70535814e-06  1.39630460e+00  1.03695397e-01  1.13051329e+00  3.69486715e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e-01  1.05378791e-01  2.73252092e-01 
 8.70536014e-06  1.39630401e+00  1.03695993e-01  1.13051430e+00  3.69485703e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  4.50000000e-01  1.05380135e-01  2.73297960e-01 
 8.70536414e-06  1.39630282e+00  1.03697185e-01  1.13051632e+00  3.69483679e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.05000000e+00  1.05382680e-01  2.73389595e-01 
 8.70536714e-06  1.39630192e+00  1.03698078e-01  1.13051784e+00  3.69482161e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.05384477e-01  2.73458231e-01 
 8.70536794e-06  1.39630168e+00  1.03698317e-01  1.13051824e+00  3.69481756e-01  0.00000000e+00  1.38000000e+00  0.00000000e+00  1.50000000e+00  1.05384898e-01  2.73476517e-01 
 8.70536954e-06  1.39630121e+00  1.03698793e-01  1.13051905e+00  3.69480946e-01  0.00000000e+00  1.14000000e+00  0.00000000e+00  1.50000000e+00  1.05385797e-01  2.73513077e-01 
 8.70537241e-06  1.39630035e+00  1.03699646e-01  1.13052050e+00  3.69479498e-01  0.00000000e+00  7.10638401e-01  0.00000000e+00  1.50000000e+00  1.05387644e-01  2.73578431e-01 
 8.70537714e-06  1.39629894e+00  1.03701057e-01  1.13052290e+00  3.69477101e-01  0.00000000e+00  8.41602343e-11  0.00000000e+00  1.50000000e+00  1.05391100e-01  2.73686442e-01 
 8.70537768e-06  1.39629878e+00  1.03701218e-01  1.13052317e+00  3.69476828e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.05391537e-01  2.73698728e-01 
 8.70537876e-06  1.39629846e+00  1.03701539e-01  1.13052372e+00  3.69476282e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.05392371e-01  2.73723294e-01 
 8.70538092e-06  1.39629782e+00  1.03702182e-01  1.13052481e+00  3.69475190e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.05393856e-01  2.73772397e-01 
 8.70538524e-06  1.39629653e+00  1.03703468e-01  1.13052699e+00  3.69473006e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.05396480e-01  2.73870480e-01 
 8.70539296e-06  1.39629423e+00  1.03705768e-01  1.13053090e+00  3.69469099e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.05401119e-01  2.74045552e-01 
 8.70540362e-06  1.39629106e+00  1.03708945e-01  1.13053630e+00  3.69463705e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.05407947e-01  2.74286444e-01 
 8.70541973e-06  1.39628625e+00  1.03713745e-01  1.13054445e+00  3.69455552e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.05418465e-01  2.74648583e-01 
 8.70543680e-06  1.39628117e+00  1.03718831e-01  1.13055308e+00  3.69446915e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.05429706e-01  2.75029722e-01 
 8.70544937e-06  1.39627743e+00  1.03722575e-01  1.13055944e+00  3.69440557e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.05438537e-01  2.75308671e-01 
 8.70546385e-06  1.39627311e+00  1.03726890e-01  1.13056677e+00  3.69433229e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.05446629e-01  2.75628466e-01 
 8.70547473e-06  1.39626987e+00  1.03730130e-01  1.13057227e+00  3.69427727e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.05455583e-01  2.75867335e-01 
 8.70548605e-06  1.39626650e+00  1.03733503e-01  1.13057800e+00  3.69421998e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.05470827e-01  2.76114978e-01 
 8.70549856e-06  1.39626277e+00  1.03737231e-01  1.13058433e+00  3.69415669e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.05493305e-01  2.76387252e-01 
 8.70550874e-06  1.39625974e+00  1.03740263e-01  1.13058948e+00  3.69410520e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.05529999e-01  2.76607791e-01 
 8.70552054e-06  1.39625622e+00  1.03743780e-01  1.13059545e+00  3.69404547e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.05626807e-01  2.76862603e-01 
 8.70553172e-06  1.39625289e+00  1.03747112e-01  1.13060111e+00  3.69398890e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.05839106e-01  2.77103109e-01 
 8.70553985e-06  1.39625046e+00  1.03749535e-01  1.13060522e+00  3.69394776e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.06250138e-01  2.77277988e-01 
 8.70554687e-06  1.39624837e+00  1.03751626e-01  1.13060877e+00  3.69391226e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.06896632e-01  2.77429142e-01 
 8.70555448e-06  1.39624611e+00  1.03753894e-01  1.13061263e+00  3.69387374e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.07899488e-01  2.77593401e-01 
 8.70556165e-06  1.39624397e+00  1.03756029e-01  1.13061625e+00  3.69383750e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.08726802e-01  2.77747198e-01 
 8.70557232e-06  1.39624079e+00  1.03759211e-01  1.13062165e+00  3.69378348e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.11927220e-01  2.77980541e-01 
 8.70558458e-06  1.39623714e+00  1.03762863e-01  1.13062785e+00  3.69372147e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.24828782e-01  2.78270498e-01 
 8.70559208e-06  1.39623490e+00  1.03765097e-01  1.13063165e+00  3.69368354e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.36782573e-01  2.78457396e-01 
 8.70559999e-06  1.39623255e+00  1.03767454e-01  1.13063565e+00  3.69364352e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.51491665e-01  2.78659215e-01 
 8.70560782e-06  1.39623021e+00  1.03769788e-01  1.13063961e+00  3.69360390e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.66960790e-01  2.78860577e-01 
