 freq            v(vout_RF_filt_spec_db)
 8.52336108e+07 -1.09605020e+02 
 8.53582213e+07 -9.97943657e+01 
 8.54828319e+07 -9.53320610e+01 
 8.56074424e+07 -8.87795977e+01 
 8.57320529e+07 -8.87867537e+01 
 8.58566635e+07 -9.61922829e+01 
 8.59812740e+07 -9.66997287e+01 
 8.61058846e+07 -9.27285544e+01 
 8.62304951e+07 -9.76018579e+01 
 8.63551056e+07 -1.02850115e+02 
 8.64797162e+07 -1.02859605e+02 
 8.66043267e+07 -1.05384211e+02 
 8.67289373e+07 -1.03877279e+02 
 8.68535478e+07 -1.06253371e+02 
 8.69781584e+07 -1.00167865e+02 
 8.71027689e+07 -1.02212081e+02 
 8.72273794e+07 -1.02199057e+02 
 8.73519900e+07 -1.05511519e+02 
 8.74766005e+07 -1.03158162e+02 
 8.76012111e+07 -1.00415969e+02 
 8.77258216e+07 -1.01608144e+02 
 8.78504321e+07 -1.02009176e+02 
 8.79750427e+07 -9.95493863e+01 
 8.80996532e+07 -1.00268905e+02 
 8.82242638e+07 -9.99256097e+01 
 8.83488743e+07 -9.86602128e+01 
 8.84734849e+07 -9.83554225e+01 
 8.85980954e+07 -9.60886730e+01 
 8.87227059e+07 -9.72169157e+01 
 8.88473165e+07 -1.00352030e+02 
 8.89719270e+07 -9.94038631e+01 
 8.90965376e+07 -9.73846484e+01 
 8.92211481e+07 -9.42645568e+01 
 8.93457587e+07 -9.31190173e+01 
 8.94703692e+07 -9.34367200e+01 
 8.95949797e+07 -9.39997061e+01 
 8.97195903e+07 -9.40426465e+01 
 8.98442008e+07 -9.37986734e+01 
 8.99688114e+07 -9.36168797e+01 
 9.00934219e+07 -9.44018441e+01 
 9.02180324e+07 -9.51392417e+01 
 9.03426430e+07 -9.72778242e+01 
 9.04672535e+07 -1.03496113e+02 
 9.05918641e+07 -1.05183559e+02 
 9.07164746e+07 -1.02237278e+02 
 9.08410852e+07 -1.05535695e+02 
 9.09656957e+07 -1.03898818e+02 
 9.10903062e+07 -9.93137297e+01 
 9.12149168e+07 -9.84038655e+01 
 9.13395273e+07 -9.57720489e+01 
 9.14641379e+07 -9.42127863e+01 
 9.15887484e+07 -9.66099189e+01 
 9.17133590e+07 -9.72542986e+01 
 9.18379695e+07 -9.38143334e+01 
 9.19625800e+07 -9.38827352e+01 
 9.20871906e+07 -9.59790193e+01 
 9.22118011e+07 -9.51527436e+01 
 9.23364117e+07 -9.42488777e+01 
 9.24610222e+07 -9.51393393e+01 
 9.25856327e+07 -9.50830921e+01 
 9.27102433e+07 -9.41547996e+01 
 9.28348538e+07 -9.54763863e+01 
 9.29594644e+07 -9.65050883e+01 
 9.30840749e+07 -9.58849368e+01 
 9.32086855e+07 -9.47131668e+01 
 9.33332960e+07 -9.29033823e+01 
 9.34579065e+07 -9.34935863e+01 
 9.35825171e+07 -9.76398821e+01 
 9.37071276e+07 -9.78649291e+01 
 9.38317382e+07 -9.45439191e+01 
 9.39563487e+07 -9.49033064e+01 
 9.40809593e+07 -9.65066020e+01 
 9.42055698e+07 -9.67255359e+01 
 9.43301803e+07 -9.73007730e+01 
 9.44547909e+07 -1.01157139e+02 
 9.45794014e+07 -1.04667426e+02 
 9.47040120e+07 -1.00080954e+02 
 9.48286225e+07 -9.72099095e+01 
 9.49532330e+07 -9.99357498e+01 
 9.50778436e+07 -1.04028647e+02 
 9.52024541e+07 -1.01346375e+02 
 9.53270647e+07 -1.00080335e+02 
 9.54516752e+07 -1.03770790e+02 
 9.55762858e+07 -1.09698620e+02 
 9.57008963e+07 -1.26561020e+02 
 9.58255068e+07 -1.05595137e+02 
 9.59501174e+07 -1.06031284e+02 
 9.60747279e+07 -1.10209042e+02 
 9.61993385e+07 -1.04327464e+02 
 9.63239490e+07 -1.03771219e+02 
 9.64485596e+07 -1.03096684e+02 
 9.65731701e+07 -1.00842057e+02 
 9.66977806e+07 -1.01023241e+02 
 9.68223912e+07 -9.94764693e+01 
 9.69470017e+07 -9.98750359e+01 
 9.70716123e+07 -1.00109374e+02 
 9.71962228e+07 -9.97297981e+01 
 9.73208333e+07 -9.87446169e+01 
 9.74454439e+07 -9.74281305e+01 
 9.75700544e+07 -9.89705459e+01 
 9.76946650e+07 -9.92039811e+01 
 9.78192755e+07 -9.88139789e+01 
 9.79438861e+07 -1.00875446e+02 
 9.80684966e+07 -1.00033840e+02 
 9.81931071e+07 -9.61530369e+01 
 9.83177177e+07 -9.61103529e+01 
 9.84423282e+07 -9.90612052e+01 
 9.85669388e+07 -9.84815092e+01 
 9.86915493e+07 -9.59594476e+01 
 9.88161599e+07 -9.74157611e+01 
 9.89407704e+07 -9.93341685e+01 
 9.90653809e+07 -9.67855573e+01 
 9.91899915e+07 -9.53723381e+01 
 9.93146020e+07 -9.73092981e+01 
 9.94392126e+07 -1.00510467e+02 
 9.95638231e+07 -9.96002819e+01 
 9.96884336e+07 -1.02385818e+02 
 9.98130442e+07 -1.03983549e+02 
 9.99376547e+07 -1.00451224e+02 
 1.00062265e+08 -1.01862006e+02 
 1.00186876e+08 -1.07129344e+02 
 1.00311486e+08 -1.03764435e+02 
 1.00436097e+08 -1.06184345e+02 
 1.00560707e+08 -1.04386979e+02 
 1.00685318e+08 -1.21663828e+02 
 1.00809929e+08 -1.12859021e+02 
 1.00934539e+08 -1.05828504e+02 
 1.01059150e+08 -1.03653650e+02 
 1.01183760e+08 -1.04847494e+02 
 1.01308371e+08 -1.07329473e+02 
 1.01432981e+08 -1.06121100e+02 
 1.01557592e+08 -1.06179526e+02 
 1.01682202e+08 -1.09410816e+02 
 1.01806813e+08 -1.13145317e+02 
 1.01931423e+08 -1.13307561e+02 
 1.02056034e+08 -1.03368053e+02 
 1.02180644e+08 -1.05555116e+02 
 1.02305255e+08 -1.15593298e+02 
 1.02429866e+08 -1.06668611e+02 
 1.02554476e+08 -9.89241342e+01 
 1.02679087e+08 -9.80540294e+01 
 1.02803697e+08 -9.92197681e+01 
 1.02928308e+08 -1.00382810e+02 
 1.03052918e+08 -1.01605751e+02 
 1.03177529e+08 -1.02151807e+02 
 1.03302139e+08 -1.04500074e+02 
 1.03426750e+08 -1.00636022e+02 
 1.03551360e+08 -9.73630327e+01 
 1.03675971e+08 -9.90674708e+01 
 1.03800582e+08 -1.00747112e+02 
 1.03925192e+08 -1.01015031e+02 
 1.04049803e+08 -9.83640656e+01 
 1.04174413e+08 -9.73550653e+01 
 1.04299024e+08 -1.00050199e+02 
 1.04423634e+08 -1.00978698e+02 
 1.04548245e+08 -9.89517714e+01 
 1.04672855e+08 -9.95018442e+01 
 1.04797466e+08 -1.01692513e+02 
 1.04922076e+08 -1.01111044e+02 
 1.05046687e+08 -9.80119511e+01 
 1.05171297e+08 -1.00744521e+02 
 1.05295908e+08 -1.05997046e+02 
 1.05420519e+08 -1.06231212e+02 
 1.05545129e+08 -1.01843966e+02 
 1.05669740e+08 -1.06103491e+02 
 1.05794350e+08 -1.06717938e+02 
 1.05918961e+08 -1.18748666e+02 
 1.06043571e+08 -1.09890850e+02 
 1.06168182e+08 -1.07962402e+02 
 1.06292792e+08 -1.05558414e+02 
 1.06417403e+08 -1.04299009e+02 
 1.06542013e+08 -1.00909645e+02 
 1.06666624e+08 -1.00237160e+02 
 1.06791235e+08 -1.02771111e+02 
 1.06915845e+08 -1.03889526e+02 
 1.07040456e+08 -9.83670215e+01 
 1.07165066e+08 -9.96136496e+01 
 1.07289677e+08 -1.04402902e+02 
 1.07414287e+08 -1.00657514e+02 
 1.07538898e+08 -9.81544001e+01 
 1.07663508e+08 -1.01723989e+02 
 1.07788119e+08 -1.01085599e+02 
 1.07912729e+08 -9.63737448e+01 
 1.08037340e+08 -9.74527997e+01 
 1.08161951e+08 -1.06647234e+02 
 1.08286561e+08 -1.02638786e+02 
 1.08411172e+08 -9.84175087e+01 
 1.08535782e+08 -1.00206942e+02 
 1.08660393e+08 -1.03272350e+02 
 1.08785003e+08 -9.72105717e+01 
 1.08909614e+08 -9.53687237e+01 
 1.09034224e+08 -9.70773793e+01 
 1.09158835e+08 -9.66772563e+01 
 1.09283445e+08 -9.85805717e+01 
 1.09408056e+08 -1.03640469e+02 
 1.09532666e+08 -1.03711401e+02 
 1.09657277e+08 -1.00294920e+02 
 1.09781888e+08 -9.95520787e+01 
 1.09906498e+08 -1.03770815e+02 
 1.10031109e+08 -1.06465798e+02 
 1.10155719e+08 -1.06966614e+02 
 1.10280330e+08 -1.00753758e+02 
 1.10404940e+08 -1.07037707e+02 
 1.10529551e+08 -9.69857250e+01 
 1.10654161e+08 -9.15643581e+01 
 1.10778772e+08 -9.25393618e+01 
 1.10903382e+08 -9.40987860e+01 
 1.11027993e+08 -9.00947425e+01 
 1.11152604e+08 -8.72163170e+01 
 1.11277214e+08 -8.81086129e+01 
 1.11401825e+08 -8.87204648e+01 
 1.11526435e+08 -8.59083224e+01 
 1.11651046e+08 -8.61330841e+01 
 1.11775656e+08 -8.87595288e+01 
 1.11900267e+08 -8.65376065e+01 
 1.12024877e+08 -8.29270045e+01 
 1.12149488e+08 -8.38517674e+01 
 1.12274098e+08 -8.58612434e+01 
 1.12398709e+08 -8.66821648e+01 
 1.12523319e+08 -8.78570862e+01 
 1.12647930e+08 -9.10834073e+01 
 1.12772541e+08 -9.29925100e+01 
 1.12897151e+08 -9.16137233e+01 
 1.13021762e+08 -9.31074774e+01 
 1.13146372e+08 -9.31062648e+01 
 1.13270983e+08 -9.31720105e+01 
 1.13395593e+08 -9.54378815e+01 
 1.13520204e+08 -1.03617153e+02 
 1.13644814e+08 -1.04665625e+02 
 1.13769425e+08 -9.77325471e+01 
 1.13894035e+08 -1.05318164e+02 
 1.14018646e+08 -1.13083605e+02 
 1.14143257e+08 -1.12384031e+02 
 1.14267867e+08 -1.16218645e+02 
 1.14392478e+08 -1.12476614e+02 
 1.14517088e+08 -1.04509187e+02 
 1.14641699e+08 -1.02913735e+02 
 1.14766309e+08 -1.04804908e+02 
 1.14890920e+08 -1.00867774e+02 
 1.15015530e+08 -1.00626656e+02 
 1.15140141e+08 -9.92603551e+01 
 1.15264751e+08 -1.00267830e+02 
 1.15389362e+08 -1.02873641e+02 
 1.15513972e+08 -9.96683038e+01 
 1.15638583e+08 -9.99278693e+01 
 1.15763194e+08 -1.03073459e+02 
 1.15887804e+08 -1.01367627e+02 
 1.16012415e+08 -9.94460890e+01 
 1.16137025e+08 -9.93140935e+01 
 1.16261636e+08 -9.88286815e+01 
 1.16386246e+08 -9.84583496e+01 
 1.16510857e+08 -9.93984701e+01 
 1.16635467e+08 -1.02467606e+02 
 1.16760078e+08 -1.03365922e+02 
 1.16884688e+08 -1.05582837e+02 
 1.17009299e+08 -1.24281340e+02 
 1.17133910e+08 -1.10536467e+02 
 1.17258520e+08 -1.09351563e+02 
 1.17383131e+08 -1.13122811e+02 
 1.17507741e+08 -1.09224381e+02 
 1.17632352e+08 -1.02914003e+02 
 1.17756962e+08 -1.03891988e+02 
 1.17881573e+08 -1.08081690e+02 
 1.18006183e+08 -1.03164629e+02 
 1.18130794e+08 -1.01684030e+02 
 1.18255404e+08 -1.04469491e+02 
 1.18380015e+08 -1.05323677e+02 
 1.18504625e+08 -1.03739413e+02 
 1.18629236e+08 -1.09177103e+02 
 1.18753847e+08 -1.10783857e+02 
 1.18878457e+08 -1.06091920e+02 
 1.19003068e+08 -1.00040727e+02 
 1.19127678e+08 -1.01133823e+02 
 1.19252289e+08 -9.99207491e+01 
 1.19376899e+08 -1.02187428e+02 
 1.19501510e+08 -1.04944973e+02 
 1.19626120e+08 -9.89057485e+01 
 1.19750731e+08 -9.65744922e+01 
 1.19875341e+08 -9.82195600e+01 
 1.19999952e+08 -9.97892947e+01 
 1.20124563e+08 -9.88524448e+01 
 1.20249173e+08 -9.80055934e+01 
 1.20373784e+08 -9.92634166e+01 
 1.20498394e+08 -9.89994897e+01 
 1.20623005e+08 -9.57821298e+01 
 1.20747615e+08 -9.49932506e+01 
 1.20872226e+08 -9.72550907e+01 
 1.20996836e+08 -9.96501077e+01 
 1.21121447e+08 -9.87934178e+01 
 1.21246057e+08 -9.90434024e+01 
 1.21370668e+08 -1.01661465e+02 
 1.21495279e+08 -1.00441822e+02 
 1.21619889e+08 -9.96821547e+01 
 1.21744500e+08 -1.00879081e+02 
 1.21869110e+08 -1.03507393e+02 
 1.21993721e+08 -1.03824344e+02 
 1.22118331e+08 -1.05594318e+02 
 1.22242942e+08 -1.07294733e+02 
 1.22367552e+08 -1.12780447e+02 
 1.22492163e+08 -1.17504399e+02 
 1.22616773e+08 -1.18376136e+02 
 1.22741384e+08 -1.21662413e+02 
 1.22865994e+08 -1.15363101e+02 
 1.22990605e+08 -1.11607049e+02 
 1.23115216e+08 -1.12763504e+02 
 1.23239826e+08 -1.04896711e+02 
 1.23364437e+08 -1.05579600e+02 
 1.23489047e+08 -1.08781956e+02 
 1.23613658e+08 -1.06405809e+02 
 1.23738268e+08 -1.04118477e+02 
 1.23862879e+08 -1.04224273e+02 
 1.23987489e+08 -1.03638032e+02 
 1.24112100e+08 -1.04858974e+02 
 1.24236710e+08 -1.01962239e+02 
 1.24361321e+08 -1.02456669e+02 
 1.24485932e+08 -1.05756556e+02 
 1.24610542e+08 -1.03797024e+02 
 1.24735153e+08 -9.79921202e+01 
 1.24859763e+08 -9.85743019e+01 
 1.24984374e+08 -9.83160161e+01 
 1.25108984e+08 -9.46249616e+01 
 1.25233595e+08 -9.36581268e+01 
 1.25358205e+08 -9.58803706e+01 
 1.25482816e+08 -9.63652056e+01 
 1.25607426e+08 -9.55173321e+01 
 1.25732037e+08 -9.61793012e+01 
 1.25856647e+08 -9.68744904e+01 
 1.25981258e+08 -9.70140323e+01 
 1.26105869e+08 -9.57398606e+01 
 1.26230479e+08 -9.56668766e+01 
 1.26355090e+08 -9.70280004e+01 
 1.26479700e+08 -9.68782549e+01 
 1.26604311e+08 -9.53870208e+01 
 1.26728921e+08 -9.61358425e+01 
 1.26853532e+08 -9.60551545e+01 
 1.26978142e+08 -9.52355647e+01 
 1.27102753e+08 -9.61855881e+01 
 1.27227363e+08 -9.87516341e+01 
 1.27351974e+08 -1.01891845e+02 
 1.27476585e+08 -1.00400985e+02 
 1.27601195e+08 -9.93903634e+01 
 1.27725806e+08 -1.00628915e+02 
 1.27850416e+08 -1.02225051e+02 
 1.27975027e+08 -1.02506367e+02 
 1.28099637e+08 -1.06474315e+02 
 1.28224248e+08 -1.12381544e+02 
 1.28348858e+08 -1.05241114e+02 
 1.28473469e+08 -1.01406014e+02 
 1.28598079e+08 -1.04683827e+02 
 1.28722690e+08 -1.04873292e+02 
 1.28847300e+08 -1.07078553e+02 
 1.28971911e+08 -1.14326656e+02 
 1.29096522e+08 -1.07615308e+02 
 1.29221132e+08 -1.03274700e+02 
 1.29345743e+08 -1.03292678e+02 
 1.29470353e+08 -9.85496575e+01 
 1.29594964e+08 -9.88479912e+01 
 1.29719574e+08 -1.05754056e+02 
 1.29844185e+08 -1.07486318e+02 
 1.29968795e+08 -1.00027591e+02 
 1.30093406e+08 -9.68001372e+01 
 1.30218016e+08 -9.72855322e+01 
 1.30342627e+08 -9.63764908e+01 
 1.30467238e+08 -9.42498342e+01 
 1.30591848e+08 -9.48459792e+01 
 1.30716459e+08 -9.60585572e+01 
 1.30841069e+08 -9.39670604e+01 
 1.30965680e+08 -9.22858100e+01 
 1.31090290e+08 -9.39365928e+01 
 1.31214901e+08 -9.50815432e+01 
 1.31339511e+08 -9.47270724e+01 
 1.31464122e+08 -9.36210753e+01 
 1.31588732e+08 -9.25077037e+01 
 1.31713343e+08 -9.29811307e+01 
 1.31837953e+08 -9.45982643e+01 
 1.31962564e+08 -9.44108115e+01 
 1.32087175e+08 -9.32409907e+01 
 1.32211785e+08 -9.45127848e+01 
 1.32336396e+08 -9.55780250e+01 
 1.32461006e+08 -9.35521524e+01 
 1.32585617e+08 -9.46059743e+01 
 1.32710227e+08 -9.77420214e+01 
 1.32834838e+08 -9.56608828e+01 
 1.32959448e+08 -9.43941732e+01 
 1.33084059e+08 -9.53277490e+01 
 1.33208669e+08 -9.84389387e+01 
 1.33333280e+08 -1.03244787e+02 
 1.33457891e+08 -1.02990366e+02 
 1.33582501e+08 -9.94749107e+01 
 1.33707112e+08 -9.81894481e+01 
 1.33831722e+08 -9.70375021e+01 
 1.33956333e+08 -9.71018900e+01 
 1.34080943e+08 -9.81938200e+01 
 1.34205554e+08 -9.54158553e+01 
 1.34330164e+08 -9.20528317e+01 
 1.34454775e+08 -9.17135406e+01 
 1.34579385e+08 -9.38021342e+01 
 1.34703996e+08 -9.44700834e+01 
 1.34828607e+08 -9.44646132e+01 
 1.34953217e+08 -9.64179581e+01 
 1.35077828e+08 -9.74389420e+01 
 1.35202438e+08 -9.63379808e+01 
 1.35327049e+08 -9.68659192e+01 
 1.35451659e+08 -1.01315512e+02 
 1.35576270e+08 -1.07250740e+02 
 1.35700880e+08 -1.01716143e+02 
 1.35825491e+08 -1.03367229e+02 
 1.35950101e+08 -1.06391320e+02 
 1.36074712e+08 -1.02390053e+02 
 1.36199322e+08 -1.03304375e+02 
 1.36323933e+08 -1.03540887e+02 
 1.36448544e+08 -9.84136795e+01 
 1.36573154e+08 -9.63780114e+01 
 1.36697765e+08 -9.73856014e+01 
 1.36822375e+08 -9.60673387e+01 
 1.36946986e+08 -9.47659464e+01 
 1.37071596e+08 -9.73943897e+01 
 1.37196207e+08 -9.99644480e+01 
 1.37320817e+08 -9.88622336e+01 
 1.37445428e+08 -9.82372679e+01 
 1.37570038e+08 -9.91019416e+01 
 1.37694649e+08 -9.57072668e+01 
 1.37819260e+08 -9.18686220e+01 
 1.37943870e+08 -9.20451668e+01 
 1.38068481e+08 -9.65079053e+01 
 1.38193091e+08 -9.38425877e+01 
 1.38317702e+08 -9.29630935e+01 
 1.38442312e+08 -9.55334770e+01 
 1.38566923e+08 -9.94175894e+01 
 1.38691533e+08 -1.04317062e+02 
 1.38816144e+08 -9.05550010e+01 
 1.38940754e+08 -8.56108748e+01 
 1.39065365e+08 -8.44426119e+01 
 1.39189975e+08 -8.49712204e+01 
 1.39314586e+08 -8.11214382e+01 
 1.39439197e+08 -7.72651886e+01 
 1.39563807e+08 -7.81217016e+01 
 1.39688418e+08 -7.91400310e+01 
 1.39813028e+08 -8.26523234e+01 
 1.39937639e+08 -8.33346245e+01 
 1.40062249e+08 -8.86738941e+01 
