 time            v(vinp_Q)       v(vinn_Q)       v(vinp_I)       v(vinn_I)       v(LO_I)         v(LO_IX)        v(LO_Q)         v(LO_QX)        v(vout_RF)      v(vout_RF_filt)
 1.06966759e-05  1.50000000e+00  2.22044605e-16  1.50000000e+00  2.22044605e-16  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.09990390e+00  2.10476961e-01 
 1.06966825e-05  1.50000000e+00  2.22044605e-16  1.50000000e+00  2.22044605e-16  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.09732854e+00  2.10837230e-01 
 1.06966898e-05  1.50000000e+00  2.22044605e-16  1.50000000e+00  2.22044605e-16  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.09537572e+00  2.11236691e-01 
 1.06966995e-05  1.50000000e+00  2.22044605e-16  1.50000000e+00  2.22044605e-16  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.09354804e+00  2.11767924e-01 
 1.06967118e-05  1.50000000e+00  2.22044605e-16  1.50000000e+00  2.22044605e-16  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.09181521e+00  2.12441429e-01 
 1.06967292e-05  1.50000000e+00  2.22044605e-16  1.50000000e+00  2.22044605e-16  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.08976128e+00  2.13400375e-01 
 1.06967544e-05  1.50000000e+00  2.22044605e-16  1.50000000e+00  2.22044605e-16  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.08706414e+00  2.14781463e-01 
 1.06967967e-05  1.50000000e+00  2.22044605e-16  1.50000000e+00  2.22044605e-16  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.08278547e+00  2.17092849e-01 
 1.06968748e-05  1.50000000e+00  2.22044605e-16  1.50000000e+00  2.22044605e-16  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.07535739e+00  2.21326264e-01 
 1.06969653e-05  1.50000000e+00  2.22044605e-16  1.50000000e+00  2.22044605e-16  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.06701801e+00  2.26183239e-01 
 1.06970629e-05  1.50000000e+00  2.22044605e-16  1.50000000e+00  2.22044605e-16  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.05776170e+00  2.31358855e-01 
 1.06971727e-05  1.50000000e+00  2.22044605e-16  1.50000000e+00  2.22044605e-16  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.04658599e+00  2.37099003e-01 
 1.06973403e-05  1.50000000e+00  2.22044605e-16  1.50000000e+00  2.22044605e-16  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.02784739e+00  2.45684403e-01 
 1.06975905e-05  1.50000000e+00  2.22044605e-16  1.50000000e+00  2.22044605e-16  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  9.97222835e-01  2.58093302e-01 
 1.06978000e-05  1.50000000e+00  2.22044605e-16  1.50000000e+00  2.22044605e-16  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  9.70290767e-01  2.68104669e-01 
 1.06980433e-05  1.50000000e+00  2.22044605e-16  1.50000000e+00  2.22044605e-16  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  9.39095483e-01  2.79278178e-01 
 1.06982759e-05  1.50000000e+00  2.22044605e-16  1.50000000e+00  2.22044605e-16  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  9.11130535e-01  2.89488729e-01 
 1.06985183e-05  1.50000000e+00  2.22044605e-16  1.50000000e+00  2.22044605e-16  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  8.86175943e-01  2.99629166e-01 
 1.06986607e-05  1.50000000e+00  2.22044605e-16  1.50000000e+00  2.22044605e-16  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  8.74116329e-01  3.05341862e-01 
 1.06986875e-05  1.50000000e+00  2.22044605e-16  1.42812720e+00  7.18728015e-02  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  8.72119987e-01  3.06390939e-01 
 1.06987409e-05  1.50000000e+00  2.22044605e-16  1.28438160e+00  2.15618404e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  8.68337756e-01  3.08473239e-01 
 1.06988479e-05  1.50000000e+00  2.22044605e-16  9.96890390e-01  5.03109610e-01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  8.61769926e-01  3.12560978e-01 
 1.06990618e-05  1.50000000e+00  2.22044605e-16  4.21907978e-01  1.07809202e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  8.52388074e-01  3.20411687e-01 
 1.06992187e-05  1.50000000e+00  2.22044605e-16  4.55369076e-12  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  8.48259330e-01  3.25889801e-01 
 1.06992453e-05  1.50000000e+00  2.22044605e-16 -0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  8.47807564e-01  3.26789394e-01 
 1.06992984e-05  1.50000000e+00  2.22044605e-16 -0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  8.47013194e-01  3.28571512e-01 
 1.06994047e-05  1.50000000e+00  2.22044605e-16 -0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  8.45860942e-01  3.32053061e-01 
 1.06996171e-05  1.50000000e+00  2.22044605e-16 -0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  8.44479655e-01  3.38667779e-01 
 1.06998199e-05  1.50000000e+00  2.22044605e-16 -0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  8.42955595e-01  3.44535214e-01 
 1.07000524e-05  1.50000000e+00  2.22044605e-16 -0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  8.38939651e-01  3.50717796e-01 
 1.07003021e-05  1.50000000e+00  2.22044605e-16 -0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  8.30231139e-01  3.56689496e-01 
 1.07005591e-05  1.50000000e+00  2.22044605e-16 -0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  8.16105204e-01  3.62105840e-01 
 1.07008436e-05  1.50000000e+00  2.22044605e-16 -0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  7.95479289e-01  3.67230396e-01 
 1.07011164e-05  1.50000000e+00  2.22044605e-16 -0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  7.72764087e-01  3.71278947e-01 
 1.07013567e-05  1.50000000e+00  2.22044605e-16 -0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  7.52344859e-01  3.74144073e-01 
 1.07015961e-05  1.50000000e+00  2.22044605e-16 -0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  7.33769978e-01  3.76341840e-01 
 1.07018533e-05  1.50000000e+00  2.22044605e-16 -0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  7.17890310e-01  3.77973216e-01 
 1.07020780e-05  1.50000000e+00  2.22044605e-16 -0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  7.08472304e-01  3.78778293e-01 
 1.07023035e-05  1.50000000e+00  2.22044605e-16 -0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  7.03345045e-01  3.79001565e-01 
 1.07026098e-05  1.50000000e+00  2.22044605e-16 -0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  7.01783715e-01  3.78361107e-01 
 1.07029111e-05  1.50000000e+00  2.22044605e-16 -0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  7.03421869e-01  3.76663948e-01 
 1.07031503e-05  1.50000000e+00  2.22044605e-16 -0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  7.04688056e-01  3.74560925e-01 
 1.07033759e-05  1.50000000e+00  2.22044605e-16 -0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  7.04054430e-01  3.71964285e-01 
 1.07036013e-05  1.50000000e+00  2.22044605e-16 -0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  7.00517749e-01  3.68777637e-01 
 1.07038728e-05  1.50000000e+00  2.22044605e-16 -0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  6.92015775e-01  3.64163155e-01 
 1.07041914e-05  1.50000000e+00  2.22044605e-16 -0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  6.77387178e-01  3.57686193e-01 
 1.07042411e-05  1.50000000e+00  2.22044605e-16 -0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  6.74700460e-01  3.56573784e-01 
 1.07042736e-05  1.41260722e+00  8.73927828e-02 -0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  6.72882810e-01  3.55824882e-01 
 1.07043386e-05  1.23782165e+00  2.62178348e-01 -0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  6.69204687e-01  3.54299317e-01 
 1.07044168e-05  1.02764738e+00  4.72352624e-01 -0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  6.64727672e-01  3.52407481e-01 
 1.07045732e-05  6.07298825e-01  8.92701175e-01 -0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  6.55846336e-01  3.48428518e-01 
 1.07047991e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  6.44092254e-01  3.42223532e-01 
 1.07048304e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  6.42603312e-01  3.41317071e-01 
 1.07048929e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  6.39755963e-01  3.39479874e-01 
 1.07050180e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  6.34768907e-01  3.35689843e-01 
 1.07052682e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  6.28104074e-01  3.27639212e-01 
 1.07053571e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  6.26830177e-01  3.24628535e-01 
 1.07053581e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e-01  6.26819159e-01  3.24594215e-01 
 1.07053601e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  4.50000000e-01  6.26797288e-01  3.24525550e-01 
 1.07053641e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.05000000e+00  6.26754374e-01  3.24388108e-01 
 1.07053671e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  6.26722950e-01  3.24284924e-01 
 1.07053679e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  1.38900161e+00  0.00000000e+00  1.50000000e+00  6.26715312e-01  3.24259456e-01 
 1.07053694e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  1.16700484e+00  0.00000000e+00  1.50000000e+00  6.26700154e-01  3.24208507e-01 
 1.07053715e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  8.46503455e-01  0.00000000e+00  1.50000000e+00  6.26678591e-01  3.24134916e-01 
 1.07053752e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  2.86070549e-01  0.00000000e+00  1.50000000e+00  6.26641733e-01  3.24006126e-01 
 1.07053771e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  8.41602343e-11  0.00000000e+00  1.50000000e+00  6.26623315e-01  3.23940333e-01 
 1.07053776e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  6.26618920e-01  3.23924451e-01 
 1.07053785e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  6.26610161e-01  3.23892683e-01 
 1.07053801e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  6.26595369e-01  3.23838612e-01 
 1.07053832e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  6.26566292e-01  3.23730399e-01 
 1.07053895e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  6.26510362e-01  3.23513684e-01 
 1.07054009e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  6.26416260e-01  3.23118945e-01 
 1.07054119e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  6.26334366e-01  3.22736168e-01 
 1.07054195e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  6.26282886e-01  3.22470498e-01 
 1.07054274e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  6.26233796e-01  3.22192961e-01 
 1.07054366e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  6.26182678e-01  3.21870705e-01 
 1.07054453e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  6.26140795e-01  3.21564537e-01 
 1.07054519e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  6.26112881e-01  3.21333136e-01 
 1.07054571e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  6.26091720e-01  3.21149040e-01 
 1.07054629e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  6.26069214e-01  3.20944101e-01 
 1.07054685e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  6.26051613e-01  3.20748469e-01 
 1.07054743e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  6.26044747e-01  3.20540612e-01 
 1.07054795e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  6.26047568e-01  3.20355470e-01 
 1.07054850e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  6.26053540e-01  3.20159799e-01 
 1.07054907e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  6.26054967e-01  3.19958804e-01 
 1.07054966e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  6.26050410e-01  3.19748536e-01 
 1.07055032e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  6.26034744e-01  3.19513237e-01 
 1.07055094e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  6.26023636e-01  3.19290275e-01 
 1.07055169e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  6.26161821e-01  3.19023252e-01 
 1.07055241e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  6.26930507e-01  3.18766557e-01 
 1.07055298e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  6.28268205e-01  3.18565622e-01 
 1.07055363e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  6.30102270e-01  3.18332615e-01 
 1.07055408e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  6.31212626e-01  3.18173768e-01 
 1.07055463e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  6.31216509e-01  3.17976027e-01 
 1.07055507e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  6.28670152e-01  3.17811883e-01 
 1.07055549e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  6.23687299e-01  3.17646511e-01 
 1.07055597e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  6.16404031e-01  3.17453380e-01 
 1.07055640e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  6.10079910e-01  3.17280947e-01 
 1.07055683e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  6.04647221e-01  3.17110667e-01 
 1.07055732e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  5.99695664e-01  3.16918136e-01 
 1.07055783e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  5.95829983e-01  3.16723378e-01 
 1.07055832e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  5.93003955e-01  3.16539523e-01 
 1.07055901e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  5.89966673e-01  3.16278149e-01 
 1.07055985e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  5.87412035e-01  3.15966194e-01 
 1.07056109e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  5.84974280e-01  3.15503320e-01 
 1.07056250e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  5.83375408e-01  3.14981507e-01 
 1.07056481e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  5.81938223e-01  3.14122344e-01 
 1.07056740e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  5.81067084e-01  3.13158272e-01 
 1.07057137e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  5.80161032e-01  3.11664499e-01 
 1.07057670e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  5.79173947e-01  3.09637773e-01 
 1.07058736e-05 -0.00000000e+00  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  5.77289847e-01  3.05502867e-01 
 1.07059152e-05  4.55364912e-12  1.50000000e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  5.76524978e-01  3.03861529e-01 
 1.07059340e-05  5.05703642e-02  1.44942964e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  5.76156219e-01  3.03111347e-01 
 1.07059716e-05  1.51711093e-01  1.34828891e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  5.75368671e-01  3.01602885e-01 
 1.07060446e-05  3.47942941e-01  1.15205706e+00 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  5.73590612e-01  2.98639457e-01 
 1.07061906e-05  7.40406638e-01  7.59593362e-01 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  5.68978640e-01  2.92564289e-01 
 1.07064258e-05  1.37257956e+00  1.27420443e-01 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  5.58903531e-01  2.82371557e-01 
 1.07064732e-05  1.50000000e+00  2.22044605e-16 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  5.56499077e-01  2.80256865e-01 
 1.07064951e-05  1.50000000e+00  2.22044605e-16 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  5.55337459e-01  2.79270474e-01 
 1.07065390e-05  1.50000000e+00  2.22044605e-16 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  5.52965948e-01  2.77287703e-01 
 1.07066165e-05  1.50000000e+00  2.22044605e-16 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  5.48602044e-01  2.73741897e-01 
 1.07067715e-05  1.50000000e+00  2.22044605e-16 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  5.39359167e-01  2.66499933e-01 
 1.07069887e-05  1.50000000e+00  2.22044605e-16 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  5.25764577e-01  2.56028357e-01 
 1.07072179e-05  1.50000000e+00  2.22044605e-16 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  5.11329731e-01  2.44573404e-01 
 1.07074620e-05  1.50000000e+00  2.22044605e-16 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  4.96735415e-01  2.31943809e-01 
 1.07076452e-05  1.50000000e+00  2.22044605e-16 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  4.86741619e-01  2.22188352e-01 
 1.07078190e-05  1.50000000e+00  2.22044605e-16 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  4.78291241e-01  2.12720318e-01 
 1.07079993e-05  1.50000000e+00  2.22044605e-16 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  4.70745591e-01  2.02695197e-01 
 1.07082651e-05  1.50000000e+00  2.22044605e-16 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  4.61866075e-01  1.87554319e-01 
 1.07084581e-05  1.50000000e+00  2.22044605e-16 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  4.56907944e-01  1.76301186e-01 
 1.07086365e-05  1.50000000e+00  2.22044605e-16 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  4.53201259e-01  1.65725657e-01 
 1.07088184e-05  1.50000000e+00  2.22044605e-16 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  4.49991987e-01  1.54767373e-01 
 1.07090182e-05  1.50000000e+00  2.22044605e-16 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  4.46778745e-01  1.42556452e-01 
 1.07091604e-05  1.50000000e+00  2.22044605e-16 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  4.44530671e-01  1.33754021e-01 
 1.07093312e-05  1.50000000e+00  2.22044605e-16 -0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  4.41714029e-01  1.23071354e-01 
