 time            v(vinp)         v(vinn)         v(voutp)        v(voutn)        v(vout)        
 2.09660927e-05 -0.00000000e+00  1.50000000e+00  8.31509400e-01  6.62235445e-01  1.69273955e-01 
 2.09661012e-05 -0.00000000e+00  1.50000000e+00  8.31511800e-01  6.62233219e-01  1.69278580e-01 
 2.09661182e-05 -0.00000000e+00  1.50000000e+00  8.31516600e-01  6.62228768e-01  1.69287832e-01 
 2.09661427e-05 -0.00000000e+00  1.50000000e+00  8.31523551e-01  6.62222323e-01  1.69301228e-01 
 2.09661461e-05 -0.00000000e+00  1.50000000e+00  8.31524511e-01  6.62221432e-01  1.69303079e-01 
 2.09661529e-05 -0.00000000e+00  1.50000000e+00  8.31526431e-01  6.62219652e-01  1.69306779e-01 
 2.09661665e-05 -0.00000000e+00  1.50000000e+00  8.31530271e-01  6.62216091e-01  1.69314180e-01 
 2.09661936e-05 -0.00000000e+00  1.50000000e+00  8.31537951e-01  6.62208970e-01  1.69328981e-01 
 2.09662427e-05 -0.00000000e+00  1.50000000e+00  8.31551852e-01  6.62196079e-01  1.69355773e-01 
 2.09662481e-05 -0.00000000e+00  1.50000000e+00  8.31553388e-01  6.62194655e-01  1.69358733e-01 
 2.09662590e-05 -0.00000000e+00  1.50000000e+00  8.31556460e-01  6.62191806e-01  1.69364653e-01 
 2.09662807e-05 -0.00000000e+00  1.50000000e+00  8.31562603e-01  6.62186110e-01  1.69376494e-01 
 2.09662927e-05 -0.00000000e+00  1.50000000e+00  8.31566002e-01  6.62182958e-01  1.69383044e-01 
 2.09662971e-05 -0.00000000e+00  1.50000000e+00  8.31567231e-01  6.62181819e-01  1.69385412e-01 
 2.09663057e-05 -0.00000000e+00  1.50000000e+00  8.31569688e-01  6.62179540e-01  1.69390148e-01 
 2.09663231e-05 -0.00000000e+00  1.50000000e+00  8.31574603e-01  6.62174983e-01  1.69399620e-01 
 2.09663578e-05 -0.00000000e+00  1.50000000e+00  8.31584432e-01  6.62165869e-01  1.69418563e-01 
 2.09664273e-05 -0.00000000e+00  1.50000000e+00  8.31604089e-01  6.62147640e-01  1.69456449e-01 
 2.09665662e-05 -0.00000000e+00  1.50000000e+00  8.31643400e-01  6.62111187e-01  1.69532213e-01 
 2.09668441e-05 -0.00000000e+00  1.50000000e+00  8.31722008e-01  6.62038289e-01  1.69683719e-01 
 2.09673999e-05 -0.00000000e+00  1.50000000e+00  8.31879163e-01  6.61892528e-01  1.69986635e-01 
 2.09685114e-05 -0.00000000e+00  1.50000000e+00  8.32193250e-01  6.61601155e-01  1.70592095e-01 
 2.09707343e-05 -0.00000000e+00  1.50000000e+00  8.32820736e-01  6.61019124e-01  1.71801612e-01 
 2.09732243e-05 -0.00000000e+00  1.50000000e+00  8.33522758e-01  6.60368410e-01  1.73154349e-01 
 2.09732253e-05 -0.00000000e+00  1.50000000e+00  8.33523040e-01  6.60368149e-01  1.73154892e-01 
 2.09732273e-05 -0.00000000e+00  1.50000000e+00  8.33523604e-01  6.60367627e-01  1.73155977e-01 
 2.09732313e-05 -0.00000000e+00  1.50000000e+00  8.33524731e-01  6.60366582e-01  1.73158149e-01 
 2.09732343e-05 -0.00000000e+00  1.50000000e+00  8.33525576e-01  6.60365799e-01  1.73159777e-01 
 2.09732351e-05 -0.00000000e+00  1.50000000e+00  8.33525802e-01  6.60365590e-01  1.73160211e-01 
 2.09732367e-05 -0.00000000e+00  1.50000000e+00  8.33526253e-01  6.60365173e-01  1.73161080e-01 
 2.09732399e-05 -0.00000000e+00  1.50000000e+00  8.33527154e-01  6.60364337e-01  1.73162817e-01 
 2.09732463e-05 -0.00000000e+00  1.50000000e+00  8.33528958e-01  6.60362666e-01  1.73166291e-01 
 2.09732591e-05 -0.00000000e+00  1.50000000e+00  8.33532564e-01  6.60359325e-01  1.73173239e-01 
 2.09732847e-05 -0.00000000e+00  1.50000000e+00  8.33539778e-01  6.60352642e-01  1.73187136e-01 
 2.09733359e-05 -0.00000000e+00  1.50000000e+00  8.33554204e-01  6.60339276e-01  1.73214928e-01 
 2.09734383e-05 -0.00000000e+00  1.50000000e+00  8.33583056e-01  6.60312546e-01  1.73270510e-01 
 2.09736431e-05 -0.00000000e+00  1.50000000e+00  8.33640758e-01  6.60259094e-01  1.73381663e-01 
 2.09740527e-05 -0.00000000e+00  1.50000000e+00  8.33756158e-01  6.60152225e-01  1.73603933e-01 
 2.09748719e-05 -0.00000000e+00  1.50000000e+00  8.33986927e-01  6.59938601e-01  1.74048326e-01 
 2.09750313e-05 -0.00000000e+00  1.50000000e+00  8.34031825e-01  6.59897051e-01  1.74134774e-01 
 2.09750813e-05 -0.00000000e+00  1.50000000e+00  8.34045907e-01  6.59884019e-01  1.74161889e-01 
 2.09750977e-05 -0.00000000e+00  1.50000000e+00  8.34050522e-01  6.59879748e-01  1.74170774e-01 
 2.09751304e-05 -0.00000000e+00  1.50000000e+00  8.34059751e-01  6.59871208e-01  1.74188543e-01 
 2.09751960e-05 -0.00000000e+00  1.50000000e+00  8.34078208e-01  6.59854127e-01  1.74224082e-01 
 2.09753270e-05 -0.00000000e+00  1.50000000e+00  8.34115122e-01  6.59819967e-01  1.74295155e-01 
 2.09755892e-05 -0.00000000e+00  1.50000000e+00  8.34188941e-01  6.59751653e-01  1.74437287e-01 
 2.09761135e-05 -0.00000000e+00  1.50000000e+00  8.34336545e-01  6.59615046e-01  1.74721499e-01 
 2.09771621e-05 -0.00000000e+00  1.50000000e+00  8.34631628e-01  6.59341907e-01  1.75289722e-01 
 2.09792592e-05 -0.00000000e+00  1.50000000e+00  8.35221456e-01  6.58795983e-01  1.76425473e-01 
 2.09821429e-05 -0.00000000e+00  1.50000000e+00  8.36032141e-01  6.58046109e-01  1.77986031e-01 
 2.09821439e-05 -0.00000000e+00  1.50000000e+00  8.36032422e-01  6.58045850e-01  1.77986572e-01 
 2.09821459e-05 -0.00000000e+00  1.50000000e+00  8.36032984e-01  6.58045330e-01  1.77987654e-01 
 2.09821499e-05 -0.00000000e+00  1.50000000e+00  8.36034108e-01  6.58044290e-01  1.77989818e-01 
 2.09821529e-05 -0.00000000e+00  1.50000000e+00  8.36034951e-01  6.58043511e-01  1.77991441e-01 
 2.09821537e-05 -0.00000000e+00  1.50000000e+00  8.36035176e-01  6.58043303e-01  1.77991873e-01 
 2.09821553e-05 -0.00000000e+00  1.50000000e+00  8.36035626e-01  6.58042887e-01  1.77992739e-01 
 2.09821585e-05 -0.00000000e+00  1.50000000e+00  8.36036525e-01  6.58042056e-01  1.77994470e-01 
 2.09821649e-05 -0.00000000e+00  1.50000000e+00  8.36038324e-01  6.58040392e-01  1.77997932e-01 
 2.09821777e-05 -0.00000000e+00  1.50000000e+00  8.36041922e-01  6.58037066e-01  1.78004856e-01 
 2.09822033e-05 -0.00000000e+00  1.50000000e+00  8.36049117e-01  6.58030414e-01  1.78018704e-01 
 2.09822545e-05 -0.00000000e+00  1.50000000e+00  8.36063508e-01  6.58017109e-01  1.78046399e-01 
 2.09823569e-05 -0.00000000e+00  1.50000000e+00  8.36092289e-01  6.57990499e-01  1.78101790e-01 
 2.09825617e-05 -0.00000000e+00  1.50000000e+00  8.36149853e-01  6.57937286e-01  1.78212568e-01 
 2.09829713e-05 -0.00000000e+00  1.50000000e+00  8.36264995e-01  6.57830883e-01  1.78434112e-01 
 2.09836999e-05 -0.00000000e+00  1.50000000e+00  8.36469841e-01  6.57641676e-01  1.78828165e-01 
 2.09837818e-05 -0.00000000e+00  1.50000000e+00  8.36492875e-01  6.57620408e-01  1.78872467e-01 
 2.09839456e-05 -0.00000000e+00  1.50000000e+00  8.36538944e-01  6.57577873e-01  1.78961071e-01 
 2.09839499e-05 -0.00000000e+00  1.50000000e+00  8.36540136e-01  6.57576772e-01  1.78963364e-01 
 2.09839583e-05 -0.00000000e+00  1.50000000e+00  8.36542521e-01  6.57574570e-01  1.78967950e-01 
 2.09839753e-05 -0.00000000e+00  1.50000000e+00  8.36547289e-01  6.57570167e-01  1.78977122e-01 
 2.09839999e-05 -0.00000000e+00  1.50000000e+00  8.36554195e-01  6.57563791e-01  1.78990404e-01 
 2.09840032e-05 -0.00000000e+00  1.50000000e+00  8.36555149e-01  6.57562911e-01  1.78992238e-01 
 2.09840100e-05 -0.00000000e+00  1.50000000e+00  8.36557056e-01  6.57561150e-01  1.78995907e-01 
 2.09840236e-05 -0.00000000e+00  1.50000000e+00  8.36560872e-01  6.57557627e-01  1.79003244e-01 
 2.09840499e-05 -0.00000000e+00  1.50000000e+00  8.36568254e-01  6.57550811e-01  1.79017443e-01 
 2.09840526e-05 -0.00000000e+00  1.49592960e+00  8.36569016e-01  6.57550105e-01  1.79018911e-01 
 2.09840580e-05 -0.00000000e+00  1.48778880e+00  8.36570542e-01  6.57548696e-01  1.79021846e-01 
 2.09840689e-05 -0.00000000e+00  1.47150720e+00  8.36573595e-01  6.57545879e-01  1.79027716e-01 
 2.09840906e-05 -0.00000000e+00  1.43894400e+00  8.36579699e-01  6.57540244e-01  1.79039455e-01 
 2.09840999e-05 -0.00000000e+00  1.42500000e+00  8.36582313e-01  6.57537831e-01  1.79044483e-01 
 2.09841042e-05  6.51263998e-03  1.41848736e+00  8.36583535e-01  6.57536705e-01  1.79046830e-01 
 2.09841129e-05  1.95379199e-02  1.40546208e+00  8.36585977e-01  6.57534451e-01  1.79051526e-01 
 2.09841302e-05  4.55884798e-02  1.37941152e+00  8.36590860e-01  6.57529942e-01  1.79060918e-01 
 2.09841650e-05  9.76895996e-02  1.32731040e+00  8.36600627e-01  6.57520925e-01  1.79079702e-01 
 2.09842345e-05  2.01891839e-01  1.22310816e+00  8.36620160e-01  6.57502891e-01  1.79117269e-01 
 2.09843734e-05  4.10296318e-01  1.01470368e+00  8.36659225e-01  6.57466824e-01  1.79192402e-01 
 2.09846513e-05  8.27105277e-01  5.97894723e-01  8.36737353e-01  6.57394687e-01  1.79342665e-01 
 2.09849351e-05  1.25293505e+00  1.72064948e-01  8.36817166e-01  6.57320988e-01  1.79496178e-01 
 2.09851195e-05  1.50000000e+00 -0.00000000e+00  8.36869000e-01  6.57273118e-01  1.79595882e-01 
 2.09852789e-05  1.50000000e+00 -0.00000000e+00  8.36913808e-01  6.57231733e-01  1.79682075e-01 
 2.09854488e-05  1.50000000e+00 -0.00000000e+00  8.36961570e-01  6.57187618e-01  1.79773953e-01 
 2.09856067e-05  1.50000000e+00 -0.00000000e+00  8.37005947e-01  6.57146627e-01  1.79859320e-01 
 2.09859225e-05  1.50000000e+00 -0.00000000e+00  8.37094697e-01  6.57064644e-01  1.80030052e-01 
 2.09863046e-05  1.50000000e+00 -0.00000000e+00  8.37202116e-01  6.56965424e-01  1.80236692e-01 
 2.09868800e-05  1.50000000e+00 -0.00000000e+00  8.37363876e-01  6.56816065e-01  1.80547810e-01 
 2.09876980e-05  1.50000000e+00 -0.00000000e+00  8.37593946e-01  6.56603787e-01  1.80990158e-01 
 2.09893286e-05  1.50000000e+00 -0.00000000e+00  8.38052696e-01  6.56180710e-01  1.81871986e-01 
 2.09910814e-05  1.50000000e+00 -0.00000000e+00  8.38545876e-01  6.55725729e-01  1.82820148e-01 
 2.09910824e-05  1.50000000e+00 -0.00000000e+00  8.38546158e-01  6.55725469e-01  1.82820689e-01 
 2.09910844e-05  1.50000000e+00 -0.00000000e+00  8.38546721e-01  6.55724950e-01  1.82821771e-01 
 2.09910884e-05  1.50000000e+00 -0.00000000e+00  8.38547846e-01  6.55723911e-01  1.82823935e-01 
 2.09910914e-05  1.50000000e+00 -0.00000000e+00  8.38548690e-01  6.55723133e-01  1.82825558e-01 
 2.09910922e-05  1.50000000e+00 -0.00000000e+00  8.38548915e-01  6.55722925e-01  1.82825990e-01 
 2.09910938e-05  1.50000000e+00 -0.00000000e+00  8.38549365e-01  6.55722510e-01  1.82826856e-01 
 2.09910970e-05  1.50000000e+00 -0.00000000e+00  8.38550266e-01  6.55721679e-01  1.82828587e-01 
 2.09911034e-05  1.50000000e+00 -0.00000000e+00  8.38552067e-01  6.55720017e-01  1.82832049e-01 
 2.09911162e-05  1.50000000e+00 -0.00000000e+00  8.38555668e-01  6.55716694e-01  1.82838974e-01 
 2.09911418e-05  1.50000000e+00 -0.00000000e+00  8.38562871e-01  6.55710048e-01  1.82852823e-01 
 2.09911930e-05  1.50000000e+00 -0.00000000e+00  8.38577276e-01  6.55696756e-01  1.82880521e-01 
 2.09912954e-05  1.50000000e+00 -0.00000000e+00  8.38606086e-01  6.55670169e-01  1.82935917e-01 
 2.09915002e-05  1.50000000e+00 -0.00000000e+00  8.38663706e-01  6.55616993e-01  1.83046713e-01 
 2.09919098e-05  1.50000000e+00 -0.00000000e+00  8.38778945e-01  6.55510632e-01  1.83268313e-01 
 2.09927290e-05  1.50000000e+00 -0.00000000e+00  8.39009447e-01  6.55297896e-01  1.83711552e-01 
 2.09929384e-05  1.50000000e+00 -0.00000000e+00  8.39068374e-01  6.55243516e-01  1.83824858e-01 
 2.09929884e-05  1.50000000e+00 -0.00000000e+00  8.39082445e-01  6.55230532e-01  1.83851914e-01 
 2.09930048e-05  1.50000000e+00 -0.00000000e+00  8.39087056e-01  6.55226277e-01  1.83860779e-01 
 2.09930376e-05  1.50000000e+00 -0.00000000e+00  8.39096278e-01  6.55217768e-01  1.83878510e-01 
 2.09931031e-05  1.50000000e+00 -0.00000000e+00  8.39114722e-01  6.55200749e-01  1.83913973e-01 
 2.09932342e-05  1.50000000e+00 -0.00000000e+00  8.39151611e-01  6.55166712e-01  1.83984899e-01 
 2.09934963e-05  1.50000000e+00 -0.00000000e+00  8.39225395e-01  6.55098641e-01  1.84126754e-01 
 2.09940206e-05  1.50000000e+00 -0.00000000e+00  8.39372990e-01  6.54962513e-01  1.84410478e-01 
 2.09950692e-05  1.50000000e+00 -0.00000000e+00  8.39668269e-01  6.54690303e-01  1.84977966e-01 
 2.09971663e-05  1.50000000e+00 -0.00000000e+00  8.40259011e-01  6.54145998e-01  1.86113013e-01 
 2.10000000e-05  1.50000000e+00 -0.00000000e+00  8.41057297e-01  6.53410870e-01  1.87646427e-01 
 2.10000010e-05  1.50000000e+00 -0.00000000e+00  8.41057578e-01  6.53410610e-01  1.87646968e-01 
 2.10000030e-05  1.50000000e+00 -0.00000000e+00  8.41058142e-01  6.53410092e-01  1.87648050e-01 
 2.10000070e-05  1.50000000e+00 -0.00000000e+00  8.41059269e-01  6.53409054e-01  1.87650214e-01 
 2.10000100e-05  1.50000000e+00 -0.00000000e+00  8.41060114e-01  6.53408276e-01  1.87651838e-01 
 2.10000108e-05  1.50000000e+00 -0.00000000e+00  8.41060339e-01  6.53408069e-01  1.87652270e-01 
 2.10000124e-05  1.50000000e+00 -0.00000000e+00  8.41060790e-01  6.53407654e-01  1.87653136e-01 
 2.10000156e-05  1.50000000e+00 -0.00000000e+00  8.41061692e-01  6.53406824e-01  1.87654868e-01 
 2.10000220e-05  1.50000000e+00 -0.00000000e+00  8.41063495e-01  6.53405164e-01  1.87658331e-01 
 2.10000348e-05  1.50000000e+00 -0.00000000e+00  8.41067101e-01  6.53401845e-01  1.87665256e-01 
 2.10000604e-05  1.50000000e+00 -0.00000000e+00  8.41074314e-01  6.53395206e-01  1.87679108e-01 
 2.10001116e-05  1.50000000e+00 -0.00000000e+00  8.41088739e-01  6.53381927e-01  1.87706811e-01 
 2.10002140e-05  1.50000000e+00 -0.00000000e+00  8.41117588e-01  6.53355371e-01  1.87762217e-01 
 2.10004188e-05  1.50000000e+00 -0.00000000e+00  8.41175287e-01  6.53302263e-01  1.87873024e-01 
 2.10008284e-05  1.50000000e+00 -0.00000000e+00  8.41290693e-01  6.53196069e-01  1.88094624e-01 
 2.10015570e-05  1.50000000e+00 -0.00000000e+00  8.41495993e-01  6.53007243e-01  1.88488750e-01 
 2.10016389e-05  1.50000000e+00 -0.00000000e+00  8.41519077e-01  6.52986019e-01  1.88533059e-01 
 2.10018028e-05  1.50000000e+00 -0.00000000e+00  8.41565244e-01  6.52943572e-01  1.88621673e-01 
 2.10018070e-05  1.50000000e+00 -0.00000000e+00  8.41566439e-01  6.52942473e-01  1.88623966e-01 
 2.10018155e-05  1.50000000e+00 -0.00000000e+00  8.41568829e-01  6.52940277e-01  1.88628552e-01 
 2.10018324e-05  1.50000000e+00 -0.00000000e+00  8.41573608e-01  6.52935883e-01  1.88637725e-01 
 2.10018570e-05  1.50000000e+00 -0.00000000e+00  8.41580528e-01  6.52929520e-01  1.88651008e-01 
 2.10018604e-05  1.50000000e+00 -0.00000000e+00  8.41581484e-01  6.52928642e-01  1.88652842e-01 
 2.10018672e-05  1.50000000e+00 -0.00000000e+00  8.41583395e-01  6.52926884e-01  1.88656511e-01 
 2.10018807e-05  1.50000000e+00 -0.00000000e+00  8.41587219e-01  6.52923369e-01  1.88663849e-01 
 2.10019070e-05  1.50000000e+00 -0.00000000e+00  8.41594617e-01  6.52916568e-01  1.88678049e-01 
 2.10019097e-05  1.50000000e+00  4.07039998e-03  8.41595383e-01  6.52915866e-01  1.88679517e-01 
 2.10019151e-05  1.50000000e+00  1.22112000e-02  8.41596912e-01  6.52914460e-01  1.88682452e-01 
 2.10019260e-05  1.50000000e+00  2.84927999e-02  8.41599970e-01  6.52911648e-01  1.88688322e-01 
 2.10019477e-05  1.50000000e+00  6.10559998e-02  8.41606086e-01  6.52906023e-01  1.88700063e-01 
 2.10019570e-05  1.50000000e+00  7.50000000e-02  8.41608705e-01  6.52903615e-01  1.88705090e-01 
 2.10019613e-05  1.49348736e+00  8.15126400e-02  8.41609928e-01  6.52902489e-01  1.88707439e-01 
 2.10019700e-05  1.48046208e+00  9.45379199e-02  8.41612374e-01  6.52900240e-01  1.88712135e-01 
 2.10019874e-05  1.45441152e+00  1.20588480e-01  8.41617268e-01  6.52895741e-01  1.88721527e-01 
 2.10020070e-05  1.42500000e+00  1.50000000e-01  8.41622793e-01  6.52890661e-01  1.88732131e-01 
 2.10020105e-05  1.41978989e+00  1.55210112e-01  8.41623771e-01  6.52889762e-01  1.88734010e-01 
 2.10020174e-05  1.40936966e+00  1.65630336e-01  8.41625729e-01  6.52887962e-01  1.88737766e-01 
 2.10020313e-05  1.38852922e+00  1.86470784e-01  8.41629643e-01  6.52884363e-01  1.88745280e-01 
 2.10020591e-05  1.34684832e+00  2.28151680e-01  8.41637473e-01  6.52877165e-01  1.88760308e-01 
 2.10021147e-05  1.26348653e+00  3.11513471e-01  8.41653131e-01  6.52862769e-01  1.88790362e-01 
 2.10022258e-05  1.09676295e+00  4.78237055e-01  8.41684448e-01  6.52833979e-01  1.88850469e-01 
 2.10024481e-05  7.63315779e-01  8.11684221e-01  8.41747078e-01  6.52776401e-01  1.88970677e-01 
 2.10027652e-05  2.87774923e-01  1.28722508e+00  8.41836387e-01  6.52694295e-01  1.89142091e-01 
 2.10029660e-05 -0.00000000e+00  1.50000000e+00  8.41892973e-01  6.52642275e-01  1.89250698e-01 
 2.10031216e-05 -0.00000000e+00  1.50000000e+00  8.41936793e-01  6.52601989e-01  1.89334804e-01 
 2.10032930e-05 -0.00000000e+00  1.50000000e+00  8.41985073e-01  6.52557602e-01  1.89427471e-01 
 2.10034510e-05 -0.00000000e+00  1.50000000e+00  8.42029571e-01  6.52516692e-01  1.89512879e-01 
 2.10037671e-05 -0.00000000e+00  1.50000000e+00  8.42118555e-01  6.52434878e-01  1.89683678e-01 
 2.10041457e-05 -0.00000000e+00  1.50000000e+00  8.42225146e-01  6.52336863e-01  1.89888283e-01 
 2.10047126e-05 -0.00000000e+00  1.50000000e+00  8.42384669e-01  6.52190133e-01  1.90194536e-01 
 2.10055133e-05 -0.00000000e+00  1.50000000e+00  8.42609872e-01  6.51982912e-01  1.90626960e-01 
 2.10070980e-05 -0.00000000e+00  1.50000000e+00  8.43055277e-01  6.51573189e-01  1.91482088e-01 
 2.10089386e-05 -0.00000000e+00  1.50000000e+00  8.43572297e-01  6.51098239e-01  1.92474058e-01 
 2.10089396e-05 -0.00000000e+00  1.50000000e+00  8.43572578e-01  6.51097981e-01  1.92474597e-01 
 2.10089416e-05 -0.00000000e+00  1.50000000e+00  8.43573139e-01  6.51097465e-01  1.92475674e-01 
 2.10089456e-05 -0.00000000e+00  1.50000000e+00  8.43574263e-01  6.51096434e-01  1.92477828e-01 
 2.10089486e-05 -0.00000000e+00  1.50000000e+00  8.43575105e-01  6.51095661e-01  1.92479444e-01 
 2.10089494e-05 -0.00000000e+00  1.50000000e+00  8.43575330e-01  6.51095455e-01  1.92479875e-01 
 2.10089510e-05 -0.00000000e+00  1.50000000e+00  8.43575779e-01  6.51095043e-01  1.92480737e-01 
 2.10089542e-05 -0.00000000e+00  1.50000000e+00  8.43576678e-01  6.51094218e-01  1.92482460e-01 
 2.10089606e-05 -0.00000000e+00  1.50000000e+00  8.43578475e-01  6.51092568e-01  1.92485907e-01 
 2.10089734e-05 -0.00000000e+00  1.50000000e+00  8.43582069e-01  6.51089269e-01  1.92492800e-01 
 2.10089990e-05 -0.00000000e+00  1.50000000e+00  8.43589258e-01  6.51082671e-01  1.92506587e-01 
 2.10090502e-05 -0.00000000e+00  1.50000000e+00  8.43603635e-01  6.51069475e-01  1.92534160e-01 
 2.10091526e-05 -0.00000000e+00  1.50000000e+00  8.43632390e-01  6.51043086e-01  1.92589303e-01 
 2.10093574e-05 -0.00000000e+00  1.50000000e+00  8.43689896e-01  6.50990322e-01  1.92699574e-01 
 2.10097670e-05 -0.00000000e+00  1.50000000e+00  8.43804901e-01  6.50884843e-01  1.92920059e-01 
 2.10105862e-05 -0.00000000e+00  1.50000000e+00  8.44034836e-01  6.50674046e-01  1.93360790e-01 
 2.10107456e-05 -0.00000000e+00  1.50000000e+00  8.44079562e-01  6.50633052e-01  1.93446510e-01 
 2.10107956e-05 -0.00000000e+00  1.50000000e+00  8.44093591e-01  6.50620195e-01  1.93473395e-01 
 2.10108120e-05 -0.00000000e+00  1.50000000e+00  8.44098187e-01  6.50615982e-01  1.93482205e-01 
 2.10108447e-05 -0.00000000e+00  1.50000000e+00  8.44107381e-01  6.50607556e-01  1.93499824e-01 
 2.10109103e-05 -0.00000000e+00  1.50000000e+00  8.44125766e-01  6.50590706e-01  1.93535061e-01 
 2.10110413e-05 -0.00000000e+00  1.50000000e+00  8.44162534e-01  6.50557006e-01  1.93605527e-01 
 2.10113035e-05 -0.00000000e+00  1.50000000e+00  8.44236053e-01  6.50489617e-01  1.93746435e-01 
 2.10118278e-05 -0.00000000e+00  1.50000000e+00  8.44383021e-01  6.50354873e-01  1.94028148e-01 
 2.10128763e-05 -0.00000000e+00  1.50000000e+00  8.44676688e-01  6.50085532e-01  1.94591156e-01 
 2.10149735e-05 -0.00000000e+00  1.50000000e+00  8.45263105e-01  6.49547636e-01  1.95715470e-01 
 2.10178571e-05 -0.00000000e+00  1.50000000e+00  8.46067735e-01  6.48810031e-01  1.97257703e-01 
 2.10178581e-05 -0.00000000e+00  1.50000000e+00  8.46068013e-01  6.48809776e-01  1.97258237e-01 
 2.10178601e-05 -0.00000000e+00  1.50000000e+00  8.46068571e-01  6.48809265e-01  1.97259306e-01 
 2.10178641e-05 -0.00000000e+00  1.50000000e+00  8.46069686e-01  6.48808244e-01  1.97261442e-01 
 2.10178671e-05 -0.00000000e+00  1.50000000e+00  8.46070522e-01  6.48807478e-01  1.97263044e-01 
 2.10178679e-05 -0.00000000e+00  1.50000000e+00  8.46070745e-01  6.48807273e-01  1.97263471e-01 
 2.10178695e-05 -0.00000000e+00  1.50000000e+00  8.46071191e-01  6.48806865e-01  1.97264326e-01 
 2.10178727e-05 -0.00000000e+00  1.50000000e+00  8.46072082e-01  6.48806048e-01  1.97266035e-01 
 2.10178791e-05 -0.00000000e+00  1.50000000e+00  8.46073866e-01  6.48804413e-01  1.97269453e-01 
 2.10178919e-05 -0.00000000e+00  1.50000000e+00  8.46077433e-01  6.48801145e-01  1.97276288e-01 
 2.10179175e-05 -0.00000000e+00  1.50000000e+00  8.46084568e-01  6.48794608e-01  1.97289960e-01 
 2.10179687e-05 -0.00000000e+00  1.50000000e+00  8.46098836e-01  6.48781534e-01  1.97317302e-01 
 2.10180711e-05 -0.00000000e+00  1.50000000e+00  8.46127370e-01  6.48755390e-01  1.97371981e-01 
 2.10182759e-05 -0.00000000e+00  1.50000000e+00  8.46184435e-01  6.48703112e-01  1.97481323e-01 
 2.10186855e-05 -0.00000000e+00  1.50000000e+00  8.46298549e-01  6.48598607e-01  1.97699942e-01 
 2.10194141e-05 -0.00000000e+00  1.50000000e+00  8.46501471e-01  6.48412863e-01  1.98088608e-01 
 2.10194961e-05 -0.00000000e+00  1.50000000e+00  8.46524281e-01  6.48391992e-01  1.98132289e-01 
 2.10196599e-05 -0.00000000e+00  1.50000000e+00  8.46569896e-01  6.48350254e-01  1.98219642e-01 
 2.10196641e-05 -0.00000000e+00  1.50000000e+00  8.46571076e-01  6.48349174e-01  1.98221903e-01 
 2.10196726e-05 -0.00000000e+00  1.50000000e+00  8.46573437e-01  6.48347014e-01  1.98226423e-01 
 2.10196896e-05 -0.00000000e+00  1.50000000e+00  8.46578159e-01  6.48342693e-01  1.98235465e-01 
 2.10197141e-05 -0.00000000e+00  1.50000000e+00  8.46584996e-01  6.48336437e-01  1.98248558e-01 
 2.10197175e-05 -0.00000000e+00  1.50000000e+00  8.46585940e-01  6.48335573e-01  1.98250367e-01 
 2.10197243e-05 -0.00000000e+00  1.50000000e+00  8.46587829e-01  6.48333845e-01  1.98253983e-01 
 2.10197379e-05 -0.00000000e+00  1.50000000e+00  8.46591606e-01  6.48330390e-01  1.98261216e-01 
 2.10197650e-05 -0.00000000e+00  1.50000000e+00  8.46599160e-01  6.48323478e-01  1.98275682e-01 
 2.10198141e-05 -0.00000000e+00  1.50000000e+00  8.46612833e-01  6.48310967e-01  1.98301866e-01 
 2.10198196e-05 -0.00000000e+00  1.50000000e+00  8.46614344e-01  6.48309585e-01  1.98304759e-01 
 2.10198304e-05 -0.00000000e+00  1.50000000e+00  8.46617365e-01  6.48306820e-01  1.98310545e-01 
 2.10198521e-05 -0.00000000e+00  1.50000000e+00  8.46623408e-01  6.48301291e-01  1.98322116e-01 
 2.10198641e-05 -0.00000000e+00  1.50000000e+00  8.46626750e-01  6.48298233e-01  1.98328518e-01 
 2.10198685e-05 -0.00000000e+00  1.50000000e+00  8.46627959e-01  6.48297127e-01  1.98330832e-01 
 2.10198772e-05 -0.00000000e+00  1.50000000e+00  8.46630376e-01  6.48294916e-01  1.98335460e-01 
 2.10198945e-05 -0.00000000e+00  1.50000000e+00  8.46635210e-01  6.48290493e-01  1.98344717e-01 
 2.10199293e-05 -0.00000000e+00  1.50000000e+00  8.46644877e-01  6.48281647e-01  1.98363230e-01 
 2.10199987e-05 -0.00000000e+00  1.50000000e+00  8.46664212e-01  6.48263956e-01  1.98400255e-01 
 2.10201377e-05 -0.00000000e+00  1.50000000e+00  8.46702876e-01  6.48228579e-01  1.98474297e-01 
 2.10204155e-05 -0.00000000e+00  1.50000000e+00  8.46780187e-01  6.48157835e-01  1.98622352e-01 
 2.10209713e-05 -0.00000000e+00  1.50000000e+00  8.46934737e-01  6.48016392e-01  1.98918345e-01 
 2.10220828e-05 -0.00000000e+00  1.50000000e+00  8.47243567e-01  6.47733694e-01  1.99509873e-01 
 2.10243058e-05 -0.00000000e+00  1.50000000e+00  8.47860350e-01  6.47169165e-01  2.00691185e-01 
 2.10267957e-05 -0.00000000e+00  1.50000000e+00  8.48550088e-01  6.46538300e-01  2.02011789e-01 
 2.10267967e-05 -0.00000000e+00  1.50000000e+00  8.48550365e-01  6.46538047e-01  2.02012318e-01 
 2.10267987e-05 -0.00000000e+00  1.50000000e+00  8.48550919e-01  6.46537541e-01  2.02013378e-01 
