 time            v(vinp)         v(vinn)         v(voutp)        v(voutn)        v(vout)        
 1.01160914e-05  1.50000000e+00 -0.00000000e+00  4.59414486e-01  1.07610273e+00 -6.16688240e-01 
 1.01160922e-05  1.50000000e+00 -0.00000000e+00  4.59414430e-01  1.07610280e+00 -6.16688371e-01 
 1.01160938e-05  1.50000000e+00 -0.00000000e+00  4.59414319e-01  1.07610295e+00 -6.16688634e-01 
 1.01160970e-05  1.50000000e+00 -0.00000000e+00  4.59414096e-01  1.07610326e+00 -6.16689161e-01 
 1.01161034e-05  1.50000000e+00 -0.00000000e+00  4.59413650e-01  1.07610386e+00 -6.16690214e-01 
 1.01161162e-05  1.50000000e+00 -0.00000000e+00  4.59412758e-01  1.07610508e+00 -6.16692319e-01 
 1.01161418e-05  1.50000000e+00 -0.00000000e+00  4.59410974e-01  1.07610750e+00 -6.16696530e-01 
 1.01161930e-05  1.50000000e+00 -0.00000000e+00  4.59407406e-01  1.07611236e+00 -6.16704951e-01 
 1.01162954e-05  1.50000000e+00 -0.00000000e+00  4.59400273e-01  1.07612206e+00 -6.16721790e-01 
 1.01165002e-05  1.50000000e+00 -0.00000000e+00  4.59386010e-01  1.07614147e+00 -6.16755456e-01 
 1.01169098e-05  1.50000000e+00 -0.00000000e+00  4.59357507e-01  1.07618025e+00 -6.16822741e-01 
 1.01177290e-05  1.50000000e+00 -0.00000000e+00  4.59300581e-01  1.07625771e+00 -6.16957129e-01 
 1.01178884e-05  1.50000000e+00 -0.00000000e+00  4.59289516e-01  1.07627277e+00 -6.16983251e-01 
 1.01179384e-05  1.50000000e+00 -0.00000000e+00  4.59286047e-01  1.07627749e+00 -6.16991442e-01 
 1.01179548e-05  1.50000000e+00 -0.00000000e+00  4.59284910e-01  1.07627904e+00 -6.16994126e-01 
 1.01179876e-05  1.50000000e+00 -0.00000000e+00  4.59282636e-01  1.07628213e+00 -6.16999494e-01 
 1.01180531e-05  1.50000000e+00 -0.00000000e+00  4.59278089e-01  1.07628832e+00 -6.17010229e-01 
 1.01181842e-05  1.50000000e+00 -0.00000000e+00  4.59268997e-01  1.07630069e+00 -6.17031694e-01 
 1.01184463e-05  1.50000000e+00 -0.00000000e+00  4.59250821e-01  1.07632543e+00 -6.17074606e-01 
 1.01189706e-05  1.50000000e+00 -0.00000000e+00  4.59214496e-01  1.07637486e+00 -6.17160363e-01 
 1.01200192e-05  1.50000000e+00 -0.00000000e+00  4.59141955e-01  1.07647357e+00 -6.17331618e-01 
 1.01221163e-05  1.50000000e+00 -0.00000000e+00  4.58997266e-01  1.07667046e+00 -6.17673192e-01 
 1.01250000e-05  1.50000000e+00 -0.00000000e+00  4.58799047e-01  1.07694020e+00 -6.18141154e-01 
 1.01250010e-05  1.50000000e+00 -0.00000000e+00  4.58798979e-01  1.07694029e+00 -6.18141316e-01 
 1.01250030e-05  1.50000000e+00 -0.00000000e+00  4.58798842e-01  1.07694048e+00 -6.18141640e-01 
 1.01250070e-05  1.50000000e+00 -0.00000000e+00  4.58798567e-01  1.07694085e+00 -6.18142287e-01 
 1.01250100e-05  1.50000000e+00 -0.00000000e+00  4.58798362e-01  1.07694113e+00 -6.18142773e-01 
 1.01250108e-05  1.50000000e+00 -0.00000000e+00  4.58798307e-01  1.07694121e+00 -6.18142903e-01 
 1.01250124e-05  1.50000000e+00 -0.00000000e+00  4.58798197e-01  1.07694136e+00 -6.18143162e-01 
 1.01250156e-05  1.50000000e+00 -0.00000000e+00  4.58797978e-01  1.07694166e+00 -6.18143680e-01 
 1.01250220e-05  1.50000000e+00 -0.00000000e+00  4.58797539e-01  1.07694225e+00 -6.18144716e-01 
 1.01250348e-05  1.50000000e+00 -0.00000000e+00  4.58796661e-01  1.07694345e+00 -6.18146789e-01 
 1.01250604e-05  1.50000000e+00 -0.00000000e+00  4.58794905e-01  1.07694584e+00 -6.18150934e-01 
 1.01251116e-05  1.50000000e+00 -0.00000000e+00  4.58791394e-01  1.07695062e+00 -6.18159223e-01 
 1.01252140e-05  1.50000000e+00 -0.00000000e+00  4.58784372e-01  1.07696017e+00 -6.18175801e-01 
 1.01254188e-05  1.50000000e+00 -0.00000000e+00  4.58770331e-01  1.07697928e+00 -6.18208951e-01 
 1.01258284e-05  1.50000000e+00 -0.00000000e+00  4.58742260e-01  1.07701749e+00 -6.18275228e-01 
 1.01265570e-05  1.50000000e+00 -0.00000000e+00  4.58692362e-01  1.07708541e+00 -6.18393049e-01 
 1.01266389e-05  1.50000000e+00 -0.00000000e+00  4.58686754e-01  1.07709304e+00 -6.18406290e-01 
 1.01268028e-05  1.50000000e+00 -0.00000000e+00  4.58675541e-01  1.07710831e+00 -6.18432769e-01 
 1.01268070e-05  1.50000000e+00 -0.00000000e+00  4.58675251e-01  1.07710871e+00 -6.18433455e-01 
 1.01268155e-05  1.50000000e+00 -0.00000000e+00  4.58674670e-01  1.07710950e+00 -6.18434825e-01 
 1.01268324e-05  1.50000000e+00 -0.00000000e+00  4.58673510e-01  1.07711108e+00 -6.18437566e-01 
 1.01268570e-05  1.50000000e+00 -0.00000000e+00  4.58671829e-01  1.07711336e+00 -6.18441535e-01 
 1.01268604e-05  1.50000000e+00 -0.00000000e+00  4.58671597e-01  1.07711368e+00 -6.18442083e-01 
 1.01268672e-05  1.50000000e+00 -0.00000000e+00  4.58671132e-01  1.07711431e+00 -6.18443179e-01 
 1.01268807e-05  1.50000000e+00 -0.00000000e+00  4.58670204e-01  1.07711558e+00 -6.18445372e-01 
 1.01269070e-05  1.50000000e+00 -0.00000000e+00  4.58668407e-01  1.07711802e+00 -6.18449615e-01 
 1.01269097e-05  1.50000000e+00  4.07039998e-03  4.58668223e-01  1.07711828e+00 -6.18450053e-01 
 1.01269151e-05  1.50000000e+00  1.22112000e-02  4.58667851e-01  1.07711878e+00 -6.18450930e-01 
 1.01269260e-05  1.50000000e+00  2.84927999e-02  4.58667108e-01  1.07711979e+00 -6.18452684e-01 
 1.01269477e-05  1.50000000e+00  6.10559998e-02  4.58665622e-01  1.07712181e+00 -6.18456192e-01 
 1.01269570e-05  1.50000000e+00  7.50000000e-02  4.58664986e-01  1.07712268e+00 -6.18457694e-01 
 1.01269613e-05  1.49348736e+00  8.15126400e-02  4.58664688e-01  1.07712308e+00 -6.18458395e-01 
 1.01269700e-05  1.48046208e+00  9.45379199e-02  4.58664093e-01  1.07712389e+00 -6.18459798e-01 
 1.01269874e-05  1.45441152e+00  1.20588480e-01  4.58662905e-01  1.07712551e+00 -6.18462605e-01 
 1.01270070e-05  1.42500000e+00  1.50000000e-01  4.58661563e-01  1.07712734e+00 -6.18465773e-01 
 1.01270105e-05  1.41978989e+00  1.55210112e-01  4.58661325e-01  1.07712766e+00 -6.18466334e-01 
 1.01270174e-05  1.40936966e+00  1.65630336e-01  4.58660850e-01  1.07712831e+00 -6.18467456e-01 
 1.01270313e-05  1.38852922e+00  1.86470784e-01  4.58659899e-01  1.07712960e+00 -6.18469701e-01 
 1.01270591e-05  1.34684832e+00  2.28151680e-01  4.58657998e-01  1.07713219e+00 -6.18474191e-01 
 1.01271147e-05  1.26348653e+00  3.11513471e-01  4.58654196e-01  1.07713736e+00 -6.18483169e-01 
 1.01272258e-05  1.09676295e+00  4.78237055e-01  4.58646591e-01  1.07714772e+00 -6.18501126e-01 
 1.01274481e-05  7.63315779e-01  8.11684221e-01  4.58631385e-01  1.07716842e+00 -6.18537032e-01 
 1.01277652e-05  2.87774952e-01  1.28722505e+00  4.58609705e-01  1.07719793e+00 -6.18588228e-01 
 1.01279660e-05 -0.00000000e+00  1.50000000e+00  4.58595972e-01  1.07721663e+00 -6.18620661e-01 
 1.01281216e-05 -0.00000000e+00  1.50000000e+00  4.58585338e-01  1.07723111e+00 -6.18645776e-01 
 1.01282930e-05 -0.00000000e+00  1.50000000e+00  4.58573622e-01  1.07724707e+00 -6.18673445e-01 
 1.01284510e-05 -0.00000000e+00  1.50000000e+00  4.58562825e-01  1.07726177e+00 -6.18698945e-01 
 1.01287671e-05 -0.00000000e+00  1.50000000e+00  4.58541234e-01  1.07729117e+00 -6.18749936e-01 
 1.01291457e-05 -0.00000000e+00  1.50000000e+00  4.58515367e-01  1.07732638e+00 -6.18811015e-01 
 1.01297126e-05 -0.00000000e+00  1.50000000e+00  4.58476627e-01  1.07737906e+00 -6.18902429e-01 
 1.01305133e-05 -0.00000000e+00  1.50000000e+00  4.58421872e-01  1.07745337e+00 -6.19031498e-01 
 1.01320980e-05 -0.00000000e+00  1.50000000e+00  4.58313541e-01  1.07760030e+00 -6.19286764e-01 
 1.01339386e-05 -0.00000000e+00  1.50000000e+00  4.58188011e-01  1.07777102e+00 -6.19583006e-01 
 1.01339396e-05 -0.00000000e+00  1.50000000e+00  4.58187943e-01  1.07777111e+00 -6.19583167e-01 
 1.01339416e-05 -0.00000000e+00  1.50000000e+00  4.58187807e-01  1.07777129e+00 -6.19583488e-01 
 1.01339456e-05 -0.00000000e+00  1.50000000e+00  4.58187534e-01  1.07777167e+00 -6.19584132e-01 
 1.01339486e-05 -0.00000000e+00  1.50000000e+00  4.58187330e-01  1.07777194e+00 -6.19584614e-01 
 1.01339494e-05 -0.00000000e+00  1.50000000e+00  4.58187275e-01  1.07777202e+00 -6.19584743e-01 
 1.01339510e-05 -0.00000000e+00  1.50000000e+00  4.58187166e-01  1.07777217e+00 -6.19585000e-01 
 1.01339542e-05 -0.00000000e+00  1.50000000e+00  4.58186948e-01  1.07777246e+00 -6.19585515e-01 
 1.01339606e-05 -0.00000000e+00  1.50000000e+00  4.58186513e-01  1.07777306e+00 -6.19586545e-01 
 1.01339734e-05 -0.00000000e+00  1.50000000e+00  4.58185641e-01  1.07777424e+00 -6.19588604e-01 
 1.01339990e-05 -0.00000000e+00  1.50000000e+00  4.58183897e-01  1.07777662e+00 -6.19592722e-01 
 1.01340502e-05 -0.00000000e+00  1.50000000e+00  4.58180411e-01  1.07778137e+00 -6.19600959e-01 
 1.01341526e-05 -0.00000000e+00  1.50000000e+00  4.58173439e-01  1.07779087e+00 -6.19617431e-01 
 1.01343574e-05 -0.00000000e+00  1.50000000e+00  4.58159501e-01  1.07780987e+00 -6.19650373e-01 
 1.01347670e-05 -0.00000000e+00  1.50000000e+00  4.58131644e-01  1.07784789e+00 -6.19716247e-01 
 1.01355862e-05 -0.00000000e+00  1.50000000e+00  4.58075981e-01  1.07792394e+00 -6.19847954e-01 
 1.01357956e-05 -0.00000000e+00  1.50000000e+00  4.58061762e-01  1.07794337e+00 -6.19881612e-01 
 1.01358456e-05 -0.00000000e+00  1.50000000e+00  4.58058367e-01  1.07794801e+00 -6.19889648e-01 
 1.01358620e-05 -0.00000000e+00  1.50000000e+00  4.58057254e-01  1.07794954e+00 -6.19892281e-01 
 1.01358947e-05 -0.00000000e+00  1.50000000e+00  4.58055030e-01  1.07795258e+00 -6.19897547e-01 
 1.01359603e-05 -0.00000000e+00  1.50000000e+00  4.58050580e-01  1.07795866e+00 -6.19908079e-01 
 1.01360913e-05 -0.00000000e+00  1.50000000e+00  4.58041682e-01  1.07797082e+00 -6.19929143e-01 
 1.01363535e-05 -0.00000000e+00  1.50000000e+00  4.58023884e-01  1.07799515e+00 -6.19971264e-01 
 1.01368778e-05 -0.00000000e+00  1.50000000e+00  4.57988288e-01  1.07804377e+00 -6.20055485e-01 
 1.01379263e-05 -0.00000000e+00  1.50000000e+00  4.57917091e-01  1.07814092e+00 -6.20223828e-01 
 1.01400235e-05 -0.00000000e+00  1.50000000e+00  4.57774815e-01  1.07833483e+00 -6.20560012e-01 
 1.01428571e-05 -0.00000000e+00  1.50000000e+00  4.57583207e-01  1.07859597e+00 -6.21012759e-01 
 1.01432143e-05 -0.00000000e+00  1.50000000e+00  4.57559125e-01  1.07862880e+00 -6.21069671e-01 
 1.01439286e-05 -0.00000000e+00  1.50000000e+00  4.57511009e-01  1.07869441e+00 -6.21183398e-01 
 1.01447643e-05 -0.00000000e+00  1.50000000e+00  4.57454811e-01  1.07877106e+00 -6.21316253e-01 
 1.01449071e-05 -0.00000000e+00  1.50000000e+00  4.57445217e-01  1.07878415e+00 -6.21338936e-01 
 1.01450143e-05 -0.00000000e+00  1.50000000e+00  4.57438023e-01  1.07879397e+00 -6.21355946e-01 
 1.01450429e-05 -0.00000000e+00  1.50000000e+00  4.57436105e-01  1.07879659e+00 -6.21360482e-01 
 1.01450643e-05 -0.00000000e+00  1.50000000e+00  4.57434666e-01  1.07879855e+00 -6.21363883e-01 
 1.01450700e-05 -0.00000000e+00  1.50000000e+00  4.57434283e-01  1.07879907e+00 -6.21364790e-01 
 1.01450814e-05 -0.00000000e+00  1.50000000e+00  4.57433515e-01  1.07880012e+00 -6.21366604e-01 
 1.01451043e-05 -0.00000000e+00  1.50000000e+00  4.57431981e-01  1.07880221e+00 -6.21370232e-01 
 1.01451143e-05 -0.00000000e+00  1.50000000e+00  4.57431310e-01  1.07880313e+00 -6.21371819e-01 
 1.01451189e-05 -0.00000000e+00  1.49314285e+00  4.57431002e-01  1.07880355e+00 -6.21372545e-01 
 1.01451280e-05 -0.00000000e+00  1.47942856e+00  4.57430388e-01  1.07880438e+00 -6.21373996e-01 
 1.01451463e-05 -0.00000000e+00  1.45199998e+00  4.57429161e-01  1.07880606e+00 -6.21376898e-01 
 1.01451643e-05 -0.00000000e+00  1.42500000e+00  4.57427954e-01  1.07880771e+00 -6.21379754e-01 
 1.01451679e-05  5.48571648e-03  1.41951428e+00  4.57427709e-01  1.07880804e+00 -6.21380334e-01 
 1.01451753e-05  1.64571494e-02  1.40854285e+00  4.57427219e-01  1.07880871e+00 -6.21381495e-01 
 1.01451899e-05  3.84000154e-02  1.38659998e+00  4.57426237e-01  1.07881005e+00 -6.21383816e-01 
 1.01452143e-05  7.50000000e-02  1.35000000e+00  4.57424600e-01  1.07881229e+00 -6.21387688e-01 
 1.01452172e-05  7.93885732e-02  1.34561143e+00  4.57424403e-01  1.07881256e+00 -6.21388152e-01 
 1.01452231e-05  8.81657196e-02  1.33683428e+00  4.57424011e-01  1.07881309e+00 -6.21389081e-01 
 1.01452348e-05  1.05720012e-01  1.31927999e+00  4.57423225e-01  1.07881416e+00 -6.21390938e-01 
 1.01452582e-05  1.40828598e-01  1.28417140e+00  4.57421655e-01  1.07881631e+00 -6.21394651e-01 
 1.01453050e-05  2.11045769e-01  1.21395423e+00  4.57418514e-01  1.07882059e+00 -6.21402077e-01 
 1.01453986e-05  3.51480111e-01  1.07351989e+00  4.57412233e-01  1.07882916e+00 -6.21416928e-01 
 1.01455859e-05  6.32348794e-01  7.92651206e-01  4.57399676e-01  1.07884629e+00 -6.21446618e-01 
 1.01459070e-05  1.11406823e+00  3.10931774e-01  4.57378152e-01  1.07887566e+00 -6.21497507e-01 
 1.01461520e-05  1.48154264e+00 -0.00000000e+00  4.57361743e-01  1.07889804e+00 -6.21536299e-01 
 1.01463114e-05  1.50000000e+00 -0.00000000e+00  4.57351073e-01  1.07891260e+00 -6.21561523e-01 
 1.01464984e-05  1.50000000e+00 -0.00000000e+00  4.57338558e-01  1.07892966e+00 -6.21591106e-01 
 1.01466793e-05  1.50000000e+00 -0.00000000e+00  4.57326455e-01  1.07894617e+00 -6.21619715e-01 
 1.01470412e-05  1.50000000e+00 -0.00000000e+00  4.57302268e-01  1.07897916e+00 -6.21676890e-01 
 1.01474138e-05  1.50000000e+00 -0.00000000e+00  4.57277398e-01  1.07901309e+00 -6.21735692e-01 
 1.01480239e-05  1.50000000e+00 -0.00000000e+00  4.57236765e-01  1.07906860e+00 -6.21831833e-01 
 1.01488315e-05  1.50000000e+00 -0.00000000e+00  4.57183163e-01  1.07914198e+00 -6.21958813e-01 
 1.01504468e-05  1.50000000e+00 -0.00000000e+00  4.57076450e-01  1.07928816e+00 -6.22211705e-01 
 1.01517957e-05  1.50000000e+00 -0.00000000e+00  4.56987720e-01  1.07940945e+00 -6.22421732e-01 
 1.01517967e-05  1.50000000e+00 -0.00000000e+00  4.56987655e-01  1.07940954e+00 -6.22421887e-01 
 1.01517987e-05  1.50000000e+00 -0.00000000e+00  4.56987523e-01  1.07940972e+00 -6.22422198e-01 
 1.01518027e-05  1.50000000e+00 -0.00000000e+00  4.56987261e-01  1.07941008e+00 -6.22422819e-01 
 1.01518057e-05  1.50000000e+00 -0.00000000e+00  4.56987064e-01  1.07941035e+00 -6.22423285e-01 
 1.01518065e-05  1.50000000e+00 -0.00000000e+00  4.56987011e-01  1.07941042e+00 -6.22423409e-01 
 1.01518081e-05  1.50000000e+00 -0.00000000e+00  4.56986906e-01  1.07941056e+00 -6.22423658e-01 
 1.01518113e-05  1.50000000e+00 -0.00000000e+00  4.56986696e-01  1.07941085e+00 -6.22424155e-01 
 1.01518177e-05  1.50000000e+00 -0.00000000e+00  4.56986276e-01  1.07941142e+00 -6.22425149e-01 
 1.01518305e-05  1.50000000e+00 -0.00000000e+00  4.56985436e-01  1.07941257e+00 -6.22427136e-01 
 1.01518561e-05  1.50000000e+00 -0.00000000e+00  4.56983756e-01  1.07941487e+00 -6.22431111e-01 
 1.01519073e-05  1.50000000e+00 -0.00000000e+00  4.56980395e-01  1.07941945e+00 -6.22439060e-01 
 1.01520097e-05  1.50000000e+00 -0.00000000e+00  4.56973675e-01  1.07942863e+00 -6.22454952e-01 
 1.01522145e-05  1.50000000e+00 -0.00000000e+00  4.56960240e-01  1.07944696e+00 -6.22486716e-01 
 1.01526241e-05  1.50000000e+00 -0.00000000e+00  4.56933388e-01  1.07948355e+00 -6.22550164e-01 
 1.01534433e-05  1.50000000e+00 -0.00000000e+00  4.56879790e-01  1.07955652e+00 -6.22676728e-01 
 1.01536027e-05  1.50000000e+00 -0.00000000e+00  4.56869379e-01  1.07957068e+00 -6.22701304e-01 
 1.01536527e-05  1.50000000e+00 -0.00000000e+00  4.56866115e-01  1.07957512e+00 -6.22709008e-01 
 1.01536691e-05  1.50000000e+00 -0.00000000e+00  4.56865045e-01  1.07957658e+00 -6.22711533e-01 
 1.01537019e-05  1.50000000e+00 -0.00000000e+00  4.56862906e-01  1.07957949e+00 -6.22716581e-01 
 1.01537674e-05  1.50000000e+00 -0.00000000e+00  4.56858629e-01  1.07958531e+00 -6.22726676e-01 
 1.01538985e-05  1.50000000e+00 -0.00000000e+00  4.56850080e-01  1.07959694e+00 -6.22746856e-01 
 1.01541606e-05  1.50000000e+00 -0.00000000e+00  4.56832996e-01  1.07962018e+00 -6.22787183e-01 
 1.01546849e-05  1.50000000e+00 -0.00000000e+00  4.56798899e-01  1.07966660e+00 -6.22867697e-01 
 1.01557335e-05  1.50000000e+00 -0.00000000e+00  4.56730992e-01  1.07975915e+00 -6.23028158e-01 
 1.01578306e-05  1.50000000e+00 -0.00000000e+00  4.56596276e-01  1.07994306e+00 -6.23346783e-01 
 1.01607143e-05  1.50000000e+00 -0.00000000e+00  4.56413243e-01  1.08019311e+00 -6.23779863e-01 
 1.01607153e-05  1.50000000e+00 -0.00000000e+00  4.56413180e-01  1.08019319e+00 -6.23780013e-01 
 1.01607173e-05  1.50000000e+00 -0.00000000e+00  4.56413054e-01  1.08019336e+00 -6.23780311e-01 
 1.01607213e-05  1.50000000e+00 -0.00000000e+00  4.56412802e-01  1.08019371e+00 -6.23780908e-01 
 1.01607243e-05  1.50000000e+00 -0.00000000e+00  4.56412613e-01  1.08019397e+00 -6.23781355e-01 
 1.01607251e-05  1.50000000e+00 -0.00000000e+00  4.56412562e-01  1.08019404e+00 -6.23781474e-01 
 1.01607267e-05  1.50000000e+00 -0.00000000e+00  4.56412461e-01  1.08019417e+00 -6.23781713e-01 
 1.01607299e-05  1.50000000e+00 -0.00000000e+00  4.56412260e-01  1.08019445e+00 -6.23782190e-01 
 1.01607363e-05  1.50000000e+00 -0.00000000e+00  4.56411856e-01  1.08019500e+00 -6.23783145e-01 
 1.01607491e-05  1.50000000e+00 -0.00000000e+00  4.56411050e-01  1.08019610e+00 -6.23785054e-01 
 1.01607747e-05  1.50000000e+00 -0.00000000e+00  4.56409437e-01  1.08019831e+00 -6.23788872e-01 
 1.01608259e-05  1.50000000e+00 -0.00000000e+00  4.56406211e-01  1.08020272e+00 -6.23796506e-01 
 1.01609283e-05  1.50000000e+00 -0.00000000e+00  4.56399762e-01  1.08021153e+00 -6.23811768e-01 
 1.01611331e-05  1.50000000e+00 -0.00000000e+00  4.56386873e-01  1.08022914e+00 -6.23842271e-01 
 1.01615427e-05  1.50000000e+00 -0.00000000e+00  4.56361130e-01  1.08026432e+00 -6.23903187e-01 
 1.01622713e-05  1.50000000e+00 -0.00000000e+00  4.56315461e-01  1.08032672e+00 -6.24011255e-01 
 1.01623532e-05  1.50000000e+00 -0.00000000e+00  4.56310337e-01  1.08033372e+00 -6.24023380e-01 
 1.01625170e-05  1.50000000e+00 -0.00000000e+00  4.56300094e-01  1.08034771e+00 -6.24047619e-01 
 1.01625213e-05  1.50000000e+00 -0.00000000e+00  4.56299829e-01  1.08034808e+00 -6.24048246e-01 
 1.01625298e-05  1.50000000e+00 -0.00000000e+00  4.56299299e-01  1.08034880e+00 -6.24049500e-01 
 1.01625467e-05  1.50000000e+00 -0.00000000e+00  4.56298239e-01  1.08035025e+00 -6.24052008e-01 
 1.01625713e-05  1.50000000e+00 -0.00000000e+00  4.56296705e-01  1.08035234e+00 -6.24055640e-01 
 1.01625747e-05  1.50000000e+00 -0.00000000e+00  4.56296493e-01  1.08035263e+00 -6.24056141e-01 
 1.01625815e-05  1.50000000e+00 -0.00000000e+00  4.56296069e-01  1.08035321e+00 -6.24057144e-01 
 1.01625950e-05  1.50000000e+00 -0.00000000e+00  4.56295221e-01  1.08035437e+00 -6.24059150e-01 
 1.01626222e-05  1.50000000e+00 -0.00000000e+00  4.56293526e-01  1.08035669e+00 -6.24063162e-01 
 1.01626713e-05  1.50000000e+00 -0.00000000e+00  4.56290458e-01  1.08036088e+00 -6.24070422e-01 
 1.01626767e-05  1.50000000e+00 -0.00000000e+00  4.56290119e-01  1.08036134e+00 -6.24071224e-01 
 1.01626876e-05  1.50000000e+00 -0.00000000e+00  4.56289441e-01  1.08036227e+00 -6.24072828e-01 
 1.01627093e-05  1.50000000e+00 -0.00000000e+00  4.56288085e-01  1.08036412e+00 -6.24076036e-01 
 1.01627213e-05  1.50000000e+00 -0.00000000e+00  4.56287335e-01  1.08036515e+00 -6.24077811e-01 
 1.01627256e-05  1.50000000e+00 -0.00000000e+00  4.56287064e-01  1.08036552e+00 -6.24078452e-01 
 1.01627343e-05  1.50000000e+00 -0.00000000e+00  4.56286522e-01  1.08036626e+00 -6.24079735e-01 
 1.01627517e-05  1.50000000e+00 -0.00000000e+00  4.56285438e-01  1.08036774e+00 -6.24082301e-01 
 1.01627864e-05  1.50000000e+00 -0.00000000e+00  4.56283269e-01  1.08037070e+00 -6.24087432e-01 
 1.01628559e-05  1.50000000e+00 -0.00000000e+00  4.56278934e-01  1.08037662e+00 -6.24097691e-01 
 1.01629948e-05  1.50000000e+00 -0.00000000e+00  4.56270267e-01  1.08038847e+00 -6.24118200e-01 
 1.01632727e-05  1.50000000e+00 -0.00000000e+00  4.56252950e-01  1.08041213e+00 -6.24159177e-01 
 1.01638284e-05  1.50000000e+00 -0.00000000e+00  4.56218385e-01  1.08045936e+00 -6.24240972e-01 
 1.01649399e-05  1.50000000e+00 -0.00000000e+00  4.56149525e-01  1.08055346e+00 -6.24403934e-01 
 1.01671629e-05  1.50000000e+00 -0.00000000e+00  4.56012850e-01  1.08074026e+00 -6.24727414e-01 
 1.01696529e-05  1.50000000e+00 -0.00000000e+00  4.55861343e-01  1.08094737e+00 -6.25086025e-01 
 1.01696539e-05  1.50000000e+00 -0.00000000e+00  4.55861282e-01  1.08094745e+00 -6.25086168e-01 
 1.01696559e-05  1.50000000e+00 -0.00000000e+00  4.55861161e-01  1.08094762e+00 -6.25086455e-01 
 1.01696599e-05  1.50000000e+00 -0.00000000e+00  4.55860919e-01  1.08094795e+00 -6.25087028e-01 
 1.01696629e-05  1.50000000e+00 -0.00000000e+00  4.55860738e-01  1.08094820e+00 -6.25087457e-01 
 1.01696637e-05  1.50000000e+00 -0.00000000e+00  4.55860689e-01  1.08094826e+00 -6.25087572e-01 
 1.01696653e-05  1.50000000e+00 -0.00000000e+00  4.55860593e-01  1.08094839e+00 -6.25087801e-01 
 1.01696685e-05  1.50000000e+00 -0.00000000e+00  4.55860399e-01  1.08094866e+00 -6.25088259e-01 
 1.01696749e-05  1.50000000e+00 -0.00000000e+00  4.55860012e-01  1.08094919e+00 -6.25089176e-01 
 1.01696877e-05  1.50000000e+00 -0.00000000e+00  4.55859237e-01  1.08095025e+00 -6.25091009e-01 
 1.01697133e-05  1.50000000e+00 -0.00000000e+00  4.55857689e-01  1.08095236e+00 -6.25094675e-01 
 1.01697645e-05  1.50000000e+00 -0.00000000e+00  4.55854592e-01  1.08095660e+00 -6.25102006e-01 
 1.01698669e-05  1.50000000e+00 -0.00000000e+00  4.55848400e-01  1.08096506e+00 -6.25116662e-01 
 1.01700717e-05  1.50000000e+00 -0.00000000e+00  4.55836024e-01  1.08098198e+00 -6.25145956e-01 
 1.01704813e-05  1.50000000e+00 -0.00000000e+00  4.55811306e-01  1.08101577e+00 -6.25204469e-01 
 1.01713005e-05  1.50000000e+00 -0.00000000e+00  4.55761995e-01  1.08108319e+00 -6.25321199e-01 
 1.01715099e-05  1.50000000e+00 -0.00000000e+00  4.55749417e-01  1.08110039e+00 -6.25350974e-01 
 1.01715599e-05  1.50000000e+00 -0.00000000e+00  4.55746416e-01  1.08110450e+00 -6.25358079e-01 
 1.01715762e-05  1.50000000e+00 -0.00000000e+00  4.55745433e-01  1.08110584e+00 -6.25360407e-01 
 1.01716090e-05  1.50000000e+00 -0.00000000e+00  4.55743466e-01  1.08110853e+00 -6.25365063e-01 
 1.01716745e-05  1.50000000e+00 -0.00000000e+00  4.55739533e-01  1.08111391e+00 -6.25374373e-01 
 1.01718056e-05  1.50000000e+00 -0.00000000e+00  4.55731671e-01  1.08112466e+00 -6.25392985e-01 
 1.01720678e-05  1.50000000e+00 -0.00000000e+00  4.55715959e-01  1.08114614e+00 -6.25430181e-01 
 1.01725920e-05  1.50000000e+00 -0.00000000e+00  4.55684584e-01  1.08118904e+00 -6.25504456e-01 
 1.01736406e-05  1.50000000e+00 -0.00000000e+00  4.55622024e-01  1.08127458e+00 -6.25652554e-01 
 1.01757378e-05  1.50000000e+00 -0.00000000e+00  4.55497626e-01  1.08144466e+00 -6.25947038e-01 
 1.01785714e-05  1.50000000e+00 -0.00000000e+00  4.55330960e-01  1.08167255e+00 -6.26341592e-01 
 1.01785724e-05  1.50000000e+00 -0.00000000e+00  4.55330902e-01  1.08167263e+00 -6.26341730e-01 
 1.01785744e-05  1.50000000e+00 -0.00000000e+00  4.55330785e-01  1.08167279e+00 -6.26342007e-01 
 1.01785784e-05  1.50000000e+00 -0.00000000e+00  4.55330551e-01  1.08167311e+00 -6.26342561e-01 
 1.01785814e-05  1.50000000e+00 -0.00000000e+00  4.55330375e-01  1.08167335e+00 -6.26342977e-01 
 1.01785822e-05  1.50000000e+00 -0.00000000e+00  4.55330328e-01  1.08167342e+00 -6.26343088e-01 
 1.01785838e-05  1.50000000e+00 -0.00000000e+00  4.55330235e-01  1.08167354e+00 -6.26343310e-01 
 1.01785870e-05  1.50000000e+00 -0.00000000e+00  4.55330047e-01  1.08167380e+00 -6.26343753e-01 
 1.01785934e-05  1.50000000e+00 -0.00000000e+00  4.55329673e-01  1.08167431e+00 -6.26344640e-01 
 1.01786062e-05  1.50000000e+00 -0.00000000e+00  4.55328924e-01  1.08167534e+00 -6.26346413e-01 
 1.01786318e-05  1.50000000e+00 -0.00000000e+00  4.55327426e-01  1.08167739e+00 -6.26349959e-01 
