 frequency       v(inoise_spectrum) v(onoise_spectrum)
 9.77460036e+02  4.57319923e-07  4.29308026e-07 
 1.00000000e+03  4.54847812e-07  4.26987331e-07 
 1.02305973e+03  4.52418386e-07  4.24706708e-07 
 1.04665121e+03  4.50031065e-07  4.22465610e-07 
 1.07078670e+03  4.47685272e-07  4.20263495e-07 
 1.09547876e+03  4.45380434e-07  4.18099827e-07 
 1.12074020e+03  4.43115983e-07  4.15974072e-07 
 1.14658417e+03  4.40891355e-07  4.13885701e-07 
 1.17302409e+03  4.38705992e-07  4.11834189e-07 
 1.20007371e+03  4.36559339e-07  4.09819016e-07 
 1.22774708e+03  4.34450845e-07  4.07839665e-07 
 1.25605860e+03  4.32379967e-07  4.05895624e-07 
 1.28502297e+03  4.30346162e-07  4.03986385e-07 
 1.31465525e+03  4.28348894e-07  4.02111446e-07 
 1.34497085e+03  4.26387632e-07  4.00270307e-07 
 1.37598551e+03  4.24461849e-07  3.98462472e-07 
 1.40771537e+03  4.22571022e-07  3.96687453e-07 
 1.44017690e+03  4.20714632e-07  3.94944761e-07 
 1.47338699e+03  4.18892168e-07  3.93233916e-07 
 1.50736290e+03  4.17103121e-07  3.91554441e-07 
 1.54212228e+03  4.15346986e-07  3.89905862e-07 
 1.57768320e+03  4.13623265e-07  3.88287710e-07 
 1.61406415e+03  4.11931463e-07  3.86699523e-07 
 1.65128404e+03  4.10271092e-07  3.85140839e-07 
 1.68936220e+03  4.08641665e-07  3.83611205e-07 
 1.72831844e+03  4.07042703e-07  3.82110168e-07 
 1.76817299e+03  4.05473731e-07  3.80637284e-07 
 1.80894658e+03  4.03934278e-07  3.79192111e-07 
 1.85066040e+03  4.02423878e-07  3.77774210e-07 
 1.89333613e+03  4.00942072e-07  3.76383151e-07 
 1.93699595e+03  3.99488402e-07  3.75018505e-07 
 1.98166255e+03  3.98062419e-07  3.73679848e-07 
 2.02735916e+03  3.96663676e-07  3.72366761e-07 
 2.07410951e+03  3.95291731e-07  3.71078831e-07 
 2.12193792e+03  3.93946148e-07  3.69815648e-07 
 2.17086923e+03  3.92626497e-07  3.68576806e-07 
 2.22092889e+03  3.91332349e-07  3.67361905e-07 
 2.27214291e+03  3.90063285e-07  3.66170550e-07 
 2.32453791e+03  3.88818886e-07  3.65002349e-07 
 2.37814113e+03  3.87598742e-07  3.63856915e-07 
 2.43298042e+03  3.86402445e-07  3.62733867e-07 
 2.48908429e+03  3.85229594e-07  3.61632827e-07 
 2.54648190e+03  3.84079792e-07  3.60553424e-07 
 2.60520309e+03  3.82952646e-07  3.59495287e-07 
 2.66527837e+03  3.81847770e-07  3.58458055e-07 
 2.72673897e+03  3.80764782e-07  3.57441368e-07 
 2.78961683e+03  3.79703303e-07  3.56444873e-07 
 2.85394464e+03  3.78662963e-07  3.55468219e-07 
 2.91975583e+03  3.77643393e-07  3.54511062e-07 
 2.98708461e+03  3.76644232e-07  3.53573061e-07 
 3.05596598e+03  3.75665120e-07  3.52653881e-07 
 3.12643573e+03  3.74705707e-07  3.51753190e-07 
 3.19853049e+03  3.73765644e-07  3.50870662e-07 
 3.27228774e+03  3.72844587e-07  3.50005975e-07 
 3.34774581e+03  3.71942200e-07  3.49158811e-07 
 3.42494392e+03  3.71058148e-07  3.48328857e-07 
 3.50392221e+03  3.70192103e-07  3.47515805e-07 
 3.58472171e+03  3.69343741e-07  3.46719351e-07 
 3.66738442e+03  3.68512744e-07  3.45939194e-07 
 3.75195331e+03  3.67698797e-07  3.45175041e-07 
 3.83847234e+03  3.66901590e-07  3.44426601e-07 
 3.92698648e+03  3.66120820e-07  3.43693586e-07 
 4.01754173e+03  3.65356185e-07  3.42975717e-07 
 4.11018515e+03  3.64607391e-07  3.42272714e-07 
 4.20496491e+03  3.63874147e-07  3.41584305e-07 
 4.30193027e+03  3.63156167e-07  3.40910222e-07 
 4.40113162e+03  3.62453169e-07  3.40250199e-07 
 4.50262052e+03  3.61764876e-07  3.39603977e-07 
 4.60644974e+03  3.61091015e-07  3.38971299e-07 
 4.71267322e+03  3.60431320e-07  3.38351915e-07 
 4.82134619e+03  3.59785526e-07  3.37745576e-07 
 4.93252513e+03  3.59153374e-07  3.37152039e-07 
 5.04626783e+03  3.58534610e-07  3.36571065e-07 
 5.16263340e+03  3.57928983e-07  3.36002419e-07 
 5.28168234e+03  3.57336249e-07  3.35445870e-07 
 5.40347650e+03  3.56756165e-07  3.34901190e-07 
 5.52807921e+03  3.56188493e-07  3.34368158e-07 
 5.65555523e+03  3.55633003e-07  3.33846554e-07 
 5.78597080e+03  3.55089463e-07  3.33336163e-07 
 5.91939372e+03  3.54557651e-07  3.32836774e-07 
 6.05589334e+03  3.54037346e-07  3.32348181e-07 
 6.19554061e+03  3.53528332e-07  3.31870179e-07 
 6.33840810e+03  3.53030396e-07  3.31402570e-07 
 6.48457008e+03  3.52543332e-07  3.30945158e-07 
 6.63410251e+03  3.52066935e-07  3.30497752e-07 
 6.78708313e+03  3.51601005e-07  3.30060163e-07 
 6.94359143e+03  3.51145347e-07  3.29632208e-07 
 7.10370877e+03  3.50699768e-07  3.29213705e-07 
 7.26751838e+03  3.50264082e-07  3.28804479e-07 
 7.43510539e+03  3.49838104e-07  3.28404355e-07 
 7.60655691e+03  3.49421653e-07  3.28013165e-07 
 7.78196206e+03  3.49014555e-07  3.27630743e-07 
 7.96141200e+03  3.48616637e-07  3.27256926e-07 
 8.14500001e+03  3.48227729e-07  3.26891556e-07 
 8.33282151e+03  3.47847669e-07  3.26534477e-07 
 8.52497412e+03  3.47476293e-07  3.26185538e-07 
 8.72155772e+03  3.47113447e-07  3.25844591e-07 
 8.92267449e+03  3.46758975e-07  3.25511491e-07 
 9.12842895e+03  3.46412729e-07  3.25186096e-07 
 9.33892805e+03  3.46074563e-07  3.24868270e-07 
 9.55428121e+03  3.45744334e-07  3.24557877e-07 
 9.77460036e+03  3.45421903e-07  3.24254787e-07 
 1.00000000e+04  3.45107136e-07  3.23958873e-07 
 1.02305973e+04  3.44799902e-07  3.23670010e-07 
 1.04665121e+04  3.44500072e-07  3.23388076e-07 
 1.07078670e+04  3.44207523e-07  3.23112956e-07 
 1.09547876e+04  3.43922135e-07  3.22844535e-07 
 1.12074020e+04  3.43643790e-07  3.22582702e-07 
 1.14658417e+04  3.43372375e-07  3.22327350e-07 
 1.17302409e+04  3.43107782e-07  3.22078374e-07 
 1.20007371e+04  3.42849903e-07  3.21835675e-07 
 1.22774708e+04  3.42598637e-07  3.21599154e-07 
 1.25605860e+04  3.42353885e-07  3.21368719e-07 
 1.28502297e+04  3.42115553e-07  3.21144277e-07 
 1.31465525e+04  3.41883548e-07  3.20925743e-07 
 1.34497085e+04  3.41657784e-07  3.20713031e-07 
 1.37598551e+04  3.41438175e-07  3.20506063e-07 
 1.40771537e+04  3.41224643e-07  3.20304760e-07 
 1.44017690e+04  3.41017110e-07  3.20109049e-07 
 1.47338699e+04  3.40815504e-07  3.19918859e-07 
 1.50736290e+04  3.40619756e-07  3.19734125e-07 
 1.54212228e+04  3.40429800e-07  3.19554782e-07 
 1.57768320e+04  3.40245576e-07  3.19380771e-07 
 1.61406415e+04  3.40067027e-07  3.19212037e-07 
 1.65128404e+04  3.39894098e-07  3.19048525e-07 
 1.68936220e+04  3.39726741e-07  3.18890189e-07 
 1.72831844e+04  3.39564910e-07  3.18736981e-07 
 1.76817299e+04  3.39408565e-07  3.18588862e-07 
 1.80894658e+04  3.39257668e-07  3.18445793e-07 
 1.85066040e+04  3.39112188e-07  3.18307740e-07 
 1.89333613e+04  3.38972094e-07  3.18174674e-07 
 1.93699595e+04  3.38837365e-07  3.18046568e-07 
 1.98166255e+04  3.38707979e-07  3.17923402e-07 
 2.02735916e+04  3.38583924e-07  3.17805156e-07 
 2.07410951e+04  3.38465188e-07  3.17691818e-07 
 2.12193792e+04  3.38351766e-07  3.17583379e-07 
 2.17086923e+04  3.38243659e-07  3.17479833e-07 
 2.22092889e+04  3.38140870e-07  3.17381180e-07 
 2.27214291e+04  3.38043411e-07  3.17287425e-07 
 2.32453791e+04  3.37951295e-07  3.17198576e-07 
 2.37814113e+04  3.37864544e-07  3.17114648e-07 
 2.43298042e+04  3.37783184e-07  3.17035658e-07 
 2.48908429e+04  3.37707246e-07  3.16961632e-07 
 2.54648190e+04  3.37636770e-07  3.16892596e-07 
 2.60520309e+04  3.37571798e-07  3.16828588e-07 
 2.66527837e+04  3.37512381e-07  3.16769644e-07 
 2.72673897e+04  3.37458576e-07  3.16715813e-07 
 2.78961683e+04  3.37410446e-07  3.16667144e-07 
 2.85394464e+04  3.37368061e-07  3.16623695e-07 
 2.91975583e+04  3.37331499e-07  3.16585529e-07 
 2.98708461e+04  3.37300845e-07  3.16552717e-07 
 3.05596598e+04  3.37276191e-07  3.16525335e-07 
 3.12643573e+04  3.37257637e-07  3.16503466e-07 
 3.19853049e+04  3.37245291e-07  3.16487200e-07 
 3.27228774e+04  3.37239271e-07  3.16476635e-07 
 3.34774581e+04  3.37239702e-07  3.16471875e-07 
 3.42494392e+04  3.37246718e-07  3.16473034e-07 
 3.50392221e+04  3.37260464e-07  3.16480232e-07 
 3.58472171e+04  3.37281093e-07  3.16493597e-07 
 3.66738442e+04  3.37308770e-07  3.16513269e-07 
 3.75195331e+04  3.37343669e-07  3.16539391e-07 
 3.83847234e+04  3.37385974e-07  3.16572121e-07 
 3.92698648e+04  3.37435883e-07  3.16611622e-07 
 4.01754173e+04  3.37493604e-07  3.16658070e-07 
 4.11018515e+04  3.37559358e-07  3.16711649e-07 
 4.20496491e+04  3.37633378e-07  3.16772554e-07 
 4.30193027e+04  3.37715911e-07  3.16840992e-07 
 4.40113162e+04  3.37807216e-07  3.16917179e-07 
 4.50262052e+04  3.37907568e-07  3.17001345e-07 
 4.60644974e+04  3.38017258e-07  3.17093730e-07 
 4.71267322e+04  3.38136589e-07  3.17194588e-07 
 4.82134619e+04  3.38265883e-07  3.17304184e-07 
 4.93252513e+04  3.38405478e-07  3.17422798e-07 
 5.04626783e+04  3.38555728e-07  3.17550724e-07 
 5.16263340e+04  3.38717007e-07  3.17688267e-07 
 5.28168234e+04  3.38889707e-07  3.17835750e-07 
