time,vinp,vinn,voutp,voutn,vout
1.390179669999999992e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.044549610000000017e+00,4.829231239999999814e-01,5.616264850000000086e-01
1.390179870000000040e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.044549900000000031e+00,4.829229050000000134e-01,5.616269940000000460e-01
1.390180269999999967e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.044550480000000059e+00,4.829224659999999947e-01,5.616280120000000098e-01
1.390180569999999954e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.044550910000000110e+00,4.829221369999999736e-01,5.616287749999999690e-01
1.390180650000000074e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.044551030000000047e+00,4.829220499999999916e-01,5.616289789999999726e-01
1.390180809999999977e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.044551259999999981e+00,4.829218739999999732e-01,5.616293860000000082e-01
1.390181129999999952e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.044551720000000072e+00,4.829215230000000192e-01,5.616301999999999683e-01
1.390181770000000071e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.044552649999999971e+00,4.829208220000000273e-01,5.616318289999999713e-01
1.390183049999999971e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.044554500000000052e+00,4.829194179999999892e-01,5.616350869999999773e-01
1.390185609999999940e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.044558209999999931e+00,4.829166109999999956e-01,5.616416010000000458e-01
1.390190730000000048e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.044565629999999912e+00,4.829109970000000085e-01,5.616546300000000436e-01
1.390200969999999924e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.044580459999999933e+00,4.828997700000000060e-01,5.616806869999999563e-01
1.390221450000000015e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.044610110000000036e+00,4.828773179999999998e-01,5.617327930000000080e-01
1.390262410000000027e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.044669410000000020e+00,4.828324290000000074e-01,5.618369840000000393e-01
1.390344330000000053e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.044787979999999949e+00,4.827426969999999984e-01,5.620452809999999522e-01
1.390360270000000022e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.044811039999999913e+00,4.827252450000000250e-01,5.620857989999999971e-01
1.390365270000000033e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.044818280000000099e+00,4.827197710000000197e-01,5.620985069999999695e-01
1.390366910000000053e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.044820649999999906e+00,4.827179770000000203e-01,5.621026709999999982e-01
1.390370189999999924e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.044825389999999965e+00,4.827143899999999932e-01,5.621109989999999446e-01
1.390376740000000009e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.044834870000000082e+00,4.827072150000000228e-01,5.621276549999999483e-01
1.390389850000000005e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.044853830000000094e+00,4.826928670000000254e-01,5.621609659999999842e-01
1.390416060000000002e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.044891749999999897e+00,4.826641740000000014e-01,5.622275789999999773e-01
1.390468489999999990e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.044967580000000007e+00,4.826068000000000024e-01,5.623607760000000066e-01
1.390573349999999967e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.045119160000000047e+00,4.824920950000000097e-01,5.626270660000000090e-01
1.390783059999999926e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.045422150000000050e+00,4.822628210000000082e-01,5.631593320000000125e-01
1.391071430000000027e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.045838599999999952e+00,4.819477710000000248e-01,5.638908329999999802e-01
1.391071529999999967e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.045838749999999928e+00,4.819476619999999989e-01,5.638910870000000131e-01
1.391071730000000014e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.045839039999999942e+00,4.819474429999999754e-01,5.638915939999999960e-01
1.391072129999999941e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.045839610000000031e+00,4.819470069999999828e-01,5.638926079999999619e-01
1.391072429999999928e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.045840050000000021e+00,4.819466789999999889e-01,5.638933689999999777e-01
1.391072510000000049e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.045840160000000019e+00,4.819465920000000070e-01,5.638935720000000096e-01
1.391072669999999951e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.045840389999999953e+00,4.819464170000000158e-01,5.638939779999999624e-01
1.391072989999999926e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.045840859999999983e+00,4.819460669999999780e-01,5.638947890000000074e-01
1.391073630000000046e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.045841779999999943e+00,4.819453690000000123e-01,5.638964119999999580e-01
1.391074909999999945e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.045843630000000024e+00,4.819439710000000265e-01,5.638996579999999703e-01
1.391077470000000084e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.045847320000000025e+00,4.819411749999999994e-01,5.639061490000000232e-01
1.391082590000000022e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.045854719999999904e+00,4.819355839999999724e-01,5.639191319999999896e-01
1.391092830000000067e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.045869500000000007e+00,4.819244019999999740e-01,5.639450980000000335e-01
1.391113309999999989e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.045899069999999931e+00,4.819020390000000043e-01,5.639970300000000103e-01
1.391154270000000002e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.045958209999999999e+00,4.818573170000000072e-01,5.641008939999999638e-01
1.391227129999999942e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.046063420000000077e+00,4.817777739999999920e-01,5.642856499999999720e-01
1.391235320000000047e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.046075249999999901e+00,4.817688319999999802e-01,5.643064230000000014e-01
1.391251699999999919e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.046098919999999932e+00,4.817509469999999849e-01,5.643479700000000321e-01
1.391252129999999997e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.046099530000000000e+00,4.817504839999999788e-01,5.643490450000000491e-01
1.391252979999999988e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.046100749999999913e+00,4.817495580000000222e-01,5.643511960000000549e-01
1.391254669999999978e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.046103199999999900e+00,4.817477070000000250e-01,5.643554960000000120e-01
1.391257130000000008e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.046106750000000085e+00,4.817450260000000206e-01,5.643617239999999535e-01
1.391257469999999970e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.046107239999999994e+00,4.817446559999999933e-01,5.643625850000000277e-01
1.391258150000000065e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.046108220000000033e+00,4.817439150000000225e-01,5.643643050000000105e-01
1.391259499999999923e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.046110179999999890e+00,4.817424339999999972e-01,5.643677459999999479e-01
1.391262130000000019e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.046113969999999949e+00,4.817395680000000069e-01,5.643744040000000517e-01
1.391262400000000024e-05,-0.000000000000000000e+00,1.495929599999999970e+00,1.046114360000000021e+00,4.817392699999999972e-01,5.643750920000000226e-01
1.391262940000000035e-05,-0.000000000000000000e+00,1.487788799999999911e+00,1.046115150000000105e+00,4.817386779999999757e-01,5.643764679999999645e-01
1.391264030000000050e-05,-0.000000000000000000e+00,1.471507200000000015e+00,1.046116709999999950e+00,4.817374930000000166e-01,5.643792210000000420e-01
1.391266199999999917e-05,-0.000000000000000000e+00,1.438944000000000001e+00,1.046119849999999962e+00,4.817351240000000145e-01,5.643847260000000032e-01
1.391267130000000030e-05,-0.000000000000000000e+00,1.425000000000000044e+00,1.046121190000000034e+00,4.817341099999999932e-01,5.643870829999999561e-01
1.391267559999999938e-05,6.512639970000000215e-03,1.418487360000000086e+00,1.046121819999999980e+00,4.817336369999999923e-01,5.643881840000000150e-01
1.391268429999999917e-05,1.953791989999999895e-02,1.405462079999999947e+00,1.046123080000000094e+00,4.817326889999999917e-01,5.643903860000000217e-01
1.391270170000000046e-05,4.558847979999999800e-02,1.379411519999999891e+00,1.046125579999999999e+00,4.817307929999999905e-01,5.643947900000000351e-01
1.391272130000000040e-05,7.499999999999999722e-02,1.350000000000000089e+00,1.046128420000000059e+00,4.817286530000000067e-01,5.643997630000000543e-01
1.391272479999999997e-05,8.021011200000000008e-02,1.344789889999999932e+00,1.046128919999999907e+00,4.817282740000000119e-01,5.644006430000000352e-01
1.391273169999999917e-05,9.063033589999999751e-02,1.334369659999999902e+00,1.046129920000000046e+00,4.817275160000000223e-01,5.644024050000000514e-01
1.391274559999999919e-05,1.114707840000000033e-01,1.313529219999999942e+00,1.046131930000000043e+00,4.817259990000000158e-01,5.644059280000000012e-01
1.391277339999999924e-05,1.531516800000000122e-01,1.271848319999999921e+00,1.046135940000000097e+00,4.817229659999999747e-01,5.644129749999999834e-01
1.391282899999999933e-05,2.365134710000000029e-01,1.188486530000000041e+00,1.046143969999999923e+00,4.817168989999999762e-01,5.644270679999999762e-01
1.391294009999999958e-05,4.032370550000000109e-01,1.021762950000000059e+00,1.046160020000000079e+00,4.817047660000000064e-01,5.644552550000000446e-01
1.391316240000000002e-05,7.366842209999999724e-01,6.883157789999999610e-01,1.046192130000000109e+00,4.816804989999999842e-01,5.645116289999999593e-01
1.391347940000000052e-05,1.212223950000000050e+00,2.127760539999999923e-01,1.046237920000000043e+00,4.816458880000000220e-01,5.645920290000000508e-01
1.391368030000000041e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.046266930000000039e+00,4.816239540000000208e-01,5.646429769999999904e-01
1.391383590000000072e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.046289400000000036e+00,4.816069660000000252e-01,5.646824350000000381e-01
1.391400729999999990e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.046314160000000104e+00,4.815882470000000248e-01,5.647259140000000510e-01
1.391416530000000045e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.046336979999999972e+00,4.815709919999999755e-01,5.647659919999999945e-01
1.391448139999999980e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.046382630000000091e+00,4.815364790000000172e-01,5.648461510000000185e-01
1.391486000000000013e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.046437330000000054e+00,4.814951299999999934e-01,5.649421999999999500e-01
1.391542689999999953e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.046519259999999951e+00,4.814332390000000128e-01,5.650860210000000494e-01
1.391622759999999917e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.046635079999999940e+00,4.813458569999999881e-01,5.652892200000000367e-01
1.391781230000000012e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.046864440000000007e+00,4.811728980000000155e-01,5.656915409999999644e-01
1.391965289999999972e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.047130859999999997e+00,4.809717119999999957e-01,5.661591480000000010e-01
1.391965390000000081e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.047131000000000034e+00,4.809716019999999981e-01,5.661594020000000338e-01
1.391965589999999959e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.047131290000000048e+00,4.809713829999999746e-01,5.661599109999999602e-01
1.391965990000000055e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.047131870000000076e+00,4.809709460000000103e-01,5.661609269999999805e-01
1.391966290000000042e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.047132310000000066e+00,4.809706180000000164e-01,5.661616900000000507e-01
1.391966369999999993e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.047132420000000064e+00,4.809705300000000072e-01,5.661618929999999716e-01
1.391966530000000066e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.047132649999999998e+00,4.809703550000000161e-01,5.661622990000000355e-01
1.391966850000000041e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.047133120000000028e+00,4.809700049999999782e-01,5.661631129999999956e-01
1.391967489999999990e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.047134039999999988e+00,4.809693050000000136e-01,5.661647389999999724e-01
1.391968770000000060e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.047135900000000008e+00,4.809679049999999734e-01,5.661679920000000088e-01
1.391971330000000029e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.047139599999999948e+00,4.809651039999999766e-01,5.661744979999999705e-01
1.391976449999999967e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.047147009999999989e+00,4.809595030000000104e-01,5.661875100000000050e-01
1.391986690000000012e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.047161830000000071e+00,4.809482990000000235e-01,5.662135350000000455e-01
1.392007169999999934e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.047191470000000013e+00,4.809258860000000246e-01,5.662655890000000136e-01
1.392048129999999946e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.047250749999999897e+00,4.808810419999999808e-01,5.663697060000000283e-01
1.392130049999999971e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.047369299999999948e+00,4.807913160000000241e-01,5.665779850000000062e-01
1.392150989999999952e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.047399610000000036e+00,4.807683750000000256e-01,5.666312329999999564e-01
1.392155989999999963e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.047406840000000061e+00,4.807628959999999951e-01,5.666439479999999529e-01
1.392157619999999989e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.047409220000000030e+00,4.807611010000000240e-01,5.666481150000000078e-01
1.392160900000000029e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.047413960000000088e+00,4.807575110000000262e-01,5.666564480000000348e-01
1.392167449999999945e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.047423449999999923e+00,4.807503309999999752e-01,5.666731139999999778e-01
1.392180559999999941e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.047442420000000096e+00,4.807359700000000124e-01,5.667064480000000293e-01
1.392206779999999932e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.047480369999999938e+00,4.807072510000000021e-01,5.667731179999999647e-01
1.392259199999999926e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.047556289999999946e+00,4.806498200000000054e-01,5.669064719999999946e-01
1.392364060000000072e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.047708220000000079e+00,4.805349999999999899e-01,5.671732200000000335e-01
1.392573780000000025e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.048012219999999939e+00,4.803054729999999828e-01,5.677067489999999550e-01
1.392857139999999952e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.048422849999999906e+00,4.799956189999999845e-01,5.684272280000000066e-01
1.392892859999999930e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.048474579999999934e+00,4.799565989999999838e-01,5.685179780000000349e-01
1.392964290000000062e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.048578009999999949e+00,4.798785859999999959e-01,5.686994250000000362e-01
1.393047859999999931e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.048698970000000008e+00,4.797873719999999897e-01,5.689115980000000183e-01
1.393062140000000063e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.048719640000000064e+00,4.797717879999999768e-01,5.689478510000000044e-01
1.393072859999999986e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.048735140000000010e+00,4.797601009999999944e-01,5.689750390000000158e-01
1.393075709999999948e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.048739270000000001e+00,4.797569850000000247e-01,5.689822890000000299e-01
1.393077859999999997e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.048742370000000035e+00,4.797546469999999785e-01,5.689877260000000270e-01
1.393078429999999990e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.048743200000000098e+00,4.797540240000000011e-01,5.689891759999999854e-01
1.393079569999999975e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.048744850000000062e+00,4.797527779999999908e-01,5.689920760000000133e-01
1.393081859999999938e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.048748159999999929e+00,4.797502849999999985e-01,5.689978749999999863e-01
1.393082860000000008e-05,1.500000000000000000e+00,-0.000000000000000000e+00,1.048749609999999999e+00,4.797491939999999899e-01,5.690004130000000382e-01
1.393083310000000074e-05,1.500000000000000000e+00,6.857145599999999591e-03,1.048750269999999984e+00,4.797486959999999745e-01,5.690015720000000110e-01
1.393084230000000023e-05,1.500000000000000000e+00,2.057143679999999877e-02,1.048751589999999956e+00,4.797476990000000274e-01,5.690038920000000111e-01
1.393086059999999927e-05,1.500000000000000000e+00,4.800001920000000061e-02,1.048754240000000060e+00,4.797457039999999950e-01,5.690085310000000396e-01
1.393087860000000019e-05,1.500000000000000000e+00,7.499999999999999722e-02,1.048756840000000023e+00,4.797437410000000013e-01,5.690130979999999949e-01
1.393088219999999970e-05,1.494514279999999973e+00,8.048571649999999855e-02,1.048757369999999911e+00,4.797433409999999898e-01,5.690140259999999506e-01
1.393088950000000034e-05,1.483542850000000080e+00,9.145714940000000681e-02,1.048758429999999908e+00,4.797425430000000213e-01,5.690158819999999729e-01
1.393090419999999988e-05,1.461599979999999910e+00,1.134000150000000068e-01,1.048760539999999963e+00,4.797409480000000004e-01,5.690195930000000457e-01
1.393092860000000030e-05,1.425000000000000044e+00,1.499999999999999944e-01,1.048764070000000048e+00,4.797382869999999855e-01,5.690257840000000344e-01
1.393093150000000023e-05,1.420611429999999897e+00,1.543885730000000012e-01,1.048764489999999938e+00,4.797379680000000146e-01,5.690265260000000325e-01
1.393093730000000010e-05,1.411834280000000108e+00,1.631657199999999863e-01,1.048765340000000101e+00,4.797373289999999901e-01,5.690280100000000285e-01
1.393094909999999970e-05,1.394279990000000025e+00,1.807200120000000132e-01,1.048767030000000045e+00,4.797360529999999956e-01,5.690309789999999923e-01
1.393097250000000073e-05,1.359171399999999919e+00,2.158285980000000104e-01,1.048770420000000092e+00,4.797335010000000066e-01,5.690369170000000310e-01
1.393101929999999940e-05,1.288954230000000090e+00,2.860457690000000053e-01,1.048777190000000026e+00,4.797283960000000014e-01,5.690487920000000255e-01
1.393111290000000012e-05,1.148519889999999988e+00,4.264801109999999951e-01,1.048790729999999893e+00,4.797181870000000181e-01,5.690725410000000428e-01
1.393130009999999986e-05,8.676512060000000082e-01,7.073487939999999474e-01,1.048817810000000073e+00,4.796977740000000212e-01,5.691200320000000534e-01
1.393162129999999950e-05,3.859305699999999728e-01,1.189069429999999983e+00,1.048864239999999892e+00,4.796627729999999867e-01,5.692014629999999631e-01
1.393186629999999969e-05,1.845697790000000102e-02,1.500000000000000000e+00,1.048899650000000072e+00,4.796360829999999909e-01,5.692635619999999452e-01
1.393202559999999945e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.048922679999999996e+00,4.796187239999999963e-01,5.693039540000000009e-01
1.393221269999999926e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.048949700000000096e+00,4.795983600000000013e-01,5.693513390000000118e-01
1.393239359999999945e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.048975839999999993e+00,4.795786619999999889e-01,5.693971759999999493e-01
1.393275549999999976e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.049028099999999908e+00,4.795392780000000132e-01,5.694888200000000067e-01
1.393312810000000035e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.049081869999999972e+00,4.794987450000000040e-01,5.695831289999999658e-01
1.393373820000000061e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.049169840000000020e+00,4.794323959999999829e-01,5.697374429999999546e-01
1.393454579999999944e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.049286099999999999e+00,4.793446089999999771e-01,5.699414940000000485e-01
1.393616110000000042e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.049518149999999928e+00,4.791694049999999927e-01,5.703487480000000165e-01
1.393751000000000066e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.049711550000000049e+00,4.790236449999999979e-01,5.706879080000000215e-01
1.393751100000000006e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.049711700000000025e+00,4.790235369999999993e-01,5.706881590000000282e-01
1.393751300000000054e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.049711980000000100e+00,4.790233210000000019e-01,5.706886620000000132e-01
1.393751699999999980e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.049712559999999906e+00,4.790228899999999790e-01,5.706896660000000399e-01
1.393751999999999967e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.049712989999999957e+00,4.790225659999999830e-01,5.706904189999999488e-01
1.393752079999999918e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.049713099999999955e+00,4.790224799999999727e-01,5.706906200000000373e-01
1.393752239999999991e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.049713329999999889e+00,4.790223069999999805e-01,5.706910219999999923e-01
1.393752559999999966e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.049713789999999980e+00,4.790219620000000234e-01,5.706918250000000414e-01
1.393753199999999915e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.049714700000000001e+00,4.790212719999999980e-01,5.706934320000000005e-01
1.393754479999999985e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.049716539999999920e+00,4.790198920000000027e-01,5.706966460000000296e-01
1.393757039999999954e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.049720200000000103e+00,4.790171309999999849e-01,5.707030739999999769e-01
1.393762160000000061e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.049727539999999903e+00,4.790116099999999766e-01,5.707159280000000390e-01
1.393772399999999937e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.049742200000000070e+00,4.790005709999999861e-01,5.707416330000000260e-01
1.393792880000000028e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.049771529999999897e+00,4.789785049999999988e-01,5.707930249999999539e-01
1.393833840000000041e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.049830159999999957e+00,4.789344200000000273e-01,5.708957409999999566e-01
1.393915760000000066e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.049947310000000078e+00,4.788464110000000273e-01,5.711008969999999962e-01
1.393931700000000036e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.049970080000000028e+00,4.788293100000000080e-01,5.711407729999999905e-01
1.393936700000000047e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.049977219999999933e+00,4.788239479999999992e-01,5.711532769999999593e-01
1.393938340000000067e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.049979570000000084e+00,4.788221910000000081e-01,5.711573739999999955e-01
1.393941619999999937e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.049984250000000063e+00,4.788186770000000259e-01,5.711655690000000396e-01
1.393948170000000022e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.049993600000000082e+00,4.788116499999999776e-01,5.711819550000000190e-01
1.393961280000000018e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.050012319999999999e+00,4.787975979999999909e-01,5.712147210000000364e-01
1.393987490000000015e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.050049730000000014e+00,4.787695069999999831e-01,5.712802240000000031e-01
1.394039920000000003e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.050124470000000088e+00,4.787133659999999735e-01,5.714111079999999454e-01
1.394144779999999980e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.050273629999999958e+00,4.786012479999999791e-01,5.716723849999999496e-01
1.394354489999999939e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.050570720000000069e+00,4.783777759999999768e-01,5.721929399999999832e-01
1.394642860000000041e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.050976689999999936e+00,4.780724020000000074e-01,5.729042930000000089e-01
1.394642959999999980e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.050976839999999912e+00,4.780722969999999794e-01,5.729045379999999632e-01
1.394643160000000028e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.050977119999999987e+00,4.780720860000000072e-01,5.729050300000000373e-01
1.394643559999999954e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.050977679999999914e+00,4.780716640000000073e-01,5.729060129999999917e-01
1.394643859999999941e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.050978100000000026e+00,4.780713469999999798e-01,5.729067500000000202e-01
1.394643940000000062e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.050978210000000024e+00,4.780712630000000241e-01,5.729069469999999997e-01
1.394644099999999965e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.050978430000000019e+00,4.780710939999999742e-01,5.729073399999999872e-01
1.394644419999999940e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.050978879999999949e+00,4.780707559999999856e-01,5.729081270000000448e-01
1.394645060000000059e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.050979780000000030e+00,4.780700809999999801e-01,5.729096999999999662e-01
1.394646339999999959e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.050981579999999971e+00,4.780687310000000245e-01,5.729128449999999484e-01
1.394648899999999928e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.050985169999999913e+00,4.780660299999999752e-01,5.729191359999999955e-01
1.394654020000000035e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.050992350000000020e+00,4.780606299999999864e-01,5.729317170000000070e-01
1.394664260000000081e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.051006710000000011e+00,4.780498309999999806e-01,5.729568739999999494e-01
1.394684740000000002e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.051035409999999892e+00,4.780282439999999911e-01,5.730071690000000384e-01
1.394725700000000015e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.051092789999999999e+00,4.779851079999999919e-01,5.731076779999999538e-01
1.394798559999999955e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.051194710000000088e+00,4.779085049999999835e-01,5.732862039999999659e-01
1.394806750000000061e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.051206160000000001e+00,4.778999039999999865e-01,5.733062540000000151e-01
1.394823129999999932e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.051229050000000109e+00,4.778827050000000187e-01,5.733463429999999805e-01
1.394823560000000010e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.051229640000000076e+00,4.778822600000000032e-01,5.733473799999999621e-01
1.394824410000000002e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.051230820000000010e+00,4.778813700000000275e-01,5.733494550000000078e-01
1.394826099999999991e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.051233190000000040e+00,4.778795900000000207e-01,5.733536040000000167e-01
1.394828560000000021e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.051236620000000066e+00,4.778770119999999899e-01,5.733596119999999630e-01
1.394828899999999984e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.051237100000000035e+00,4.778766560000000108e-01,5.733604410000000540e-01
1.394829569999999915e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.051238050000000035e+00,4.778759439999999969e-01,5.733621009999999574e-01
1.394830929999999936e-05,-0.000000000000000000e+00,1.500000000000000000e+00,1.051239940000000095e+00,4.778745209999999966e-01,5.733654200000000145e-01
