frequency,mag_dB,phase_deg
1.967886289706842945e+03,-5.000000000000621725e-01,-5.637601690373825747e-01
2.009092812608727854e+03,-5.000000000000693889e-01,-5.755651141696458417e-01
2.051162178825564752e+03,-5.000000000000796030e-01,-5.876172550609810585e-01
2.094112455850891365e+03,-5.000000000000888178e-01,-5.999217682672686180e-01
2.137962089502230356e+03,-5.000000000001020295e-01,-6.124839387647318389e-01
2.182729911843001446e+03,-5.000000000001163514e-01,-6.253091622218689416e-01
2.228435149270303100e+03,-5.000000000001285638e-01,-6.384029473190613313e-01
2.275097430772069401e+03,-5.000000000001479927e-01,-6.517709181168703791e-01
2.322736796357105050e+03,-5.000000000001664224e-01,-6.654188164740431066e-01
2.371373705661652821e+03,-5.000000000001868505e-01,-6.793525045162794873e-01
2.421029046736177406e+03,-5.000000000002133849e-01,-6.935779671568313987e-01
2.471724145016129114e+03,-5.000000000002430278e-01,-7.081013146700256833e-01
2.523480772480572796e+03,-5.000000000002736700e-01,-7.229287853188351987e-01
2.576321157002572818e+03,-5.000000000003104184e-01,-7.380667480376293943e-01
2.630267991895381329e+03,-5.000000000003512746e-01,-7.535217051712800318e-01
2.685344445658506174e+03,-5.000000000003972378e-01,-7.693002952718038800e-01
2.741574171927880798e+03,-5.000000000004503065e-01,-7.854092959537728458e-01
2.798981319634360261e+03,-5.000000000005085932e-01,-8.018556268097202233e-01
2.857590543374943081e+03,-5.000000000005779821e-01,-8.186463523868188208e-01
2.917427014001165844e+03,-5.000000000006536993e-01,-8.357886852261364741e-01
2.978516429429188065e+03,-5.000000000007394085e-01,-8.532899889657734604e-01
3.040885025676276655e+03,-5.000000000008395507e-01,-8.711577815092672594e-01
3.104559588128352516e+03,-5.000000000009509060e-01,-8.893997382606150248e-01
3.169567463043490079e+03,-5.000000000010744738e-01,-9.080236954273533945e-01
3.235936569296280595e+03,-5.000000000012164714e-01,-9.270376533931230512e-01
3.303695410368145076e+03,-5.000000000013788970e-01,-9.464497801612088423e-01
3.372873086588685510e+03,-5.000000000015627499e-01,-9.662684148705511511e-01
3.443499307633384433e+03,-5.000000000017680302e-01,-9.865020713857772794e-01
3.515604405282979769e+03,-5.000000000020009550e-01,-1.007159441962821367e+00
3.589219346450049670e+03,-5.000000000022676305e-01,-1.028249400991757101e+00
3.664375746478329347e+03,-5.000000000025668356e-01,-1.049781008818470696e+00
3.741105882720528825e+03,-5.000000000029060088e-01,-1.071763515646863896e+00
3.819442708400464653e+03,-5.000000000032890357e-01,-1.094206365523311408e+00
3.899419866765431834e+03,-5.000000000037272407e-01,-1.117119200405114032e+00
3.981071705534969169e+03,-5.000000000042227333e-01,-1.140511864314766699e+00
4.064433291652123444e+03,-5.000000000047783999e-01,-1.164394407581851532e+00
4.149540426343628496e+03,-5.000000000054126703e-01,-1.188777091174450629e+00
4.236429660495408825e+03,-5.000000000061297634e-01,-1.213670391121988157e+00
4.325138310350083884e+03,-5.000000000069417805e-01,-1.239085003031473065e+00
4.415704473533121018e+03,-5.000000000078590467e-01,-1.265031846699137708e+00
4.508167045414600580e+03,-5.000000000089019903e-01,-1.291522070819526968e+00
4.602565735813558604e+03,-5.000000000100788267e-01,-1.318567057794137298e+00
4.698941086052151149e+03,-5.000000000114127596e-01,-1.346178428641756630e+00
4.797334486366887177e+03,-5.000000000129265487e-01,-1.374368048012684085e+00
4.897788193684456019e+03,-5.000000000146355150e-01,-1.403148029309085665e+00
5.000345349769782842e+03,-5.000000000165751857e-01,-1.432530739913779216e+00
5.105049999754059172e+03,-5.000000000187694305e-01,-1.462528806529790337e+00
5.211947111050800231e+03,-5.000000000212535545e-01,-1.493155120633097743e+00
5.321082592667935387e+03,-5.000000000240687470e-01,-1.524422844041004366e+00
5.432503314924330880e+03,-5.000000000272537548e-01,-1.556345414598669263e+00
5.546257129579104912e+03,-5.000000000308615355e-01,-1.588936551986352086e+00
5.662392890382529004e+03,-5.000000000349483775e-01,-1.622210263650042616e+00
5.780960474057174906e+03,-5.000000000395745658e-01,-1.656180850858121500e+00
5.902010801718442963e+03,-5.000000000448147075e-01,-1.690862914886857471e+00
6.025595860743575031e+03,-5.000000000507485165e-01,-1.726271363337527509e+00
6.151768727098677118e+03,-5.000000000574676973e-01,-1.762421416588102030e+00
6.280583588133173180e+03,-5.000000000650776100e-01,-1.799328614382400104e+00
6.412095765851609031e+03,-5.000000000736906092e-01,-1.837008822559796029e+00
6.546361740672747146e+03,-5.000000000834508018e-01,-1.875478239928558555e+00
6.683439175686142335e+03,-5.000000000944999634e-01,-1.914753405286012899e+00
6.823386941416690206e+03,-5.000000001070108446e-01,-1.954851204588801128e+00
6.966265141107679483e+03,-5.000000001211776235e-01,-1.995788878276552047e+00
7.112135136533288460e+03,-5.000000001372207903e-01,-2.037584028752417620e+00
7.261059574351543233e+03,-5.000000001553916995e-01,-2.080254628023955554e+00
7.413102413009169140e+03,-5.000000001759661306e-01,-2.123819025507995839e+00
7.568328950209735922e+03,-5.000000001992617182e-01,-2.168295956003131852e+00
7.726805850957020994e+03,-5.000000002256430598e-01,-2.213704547833662772e+00
7.888601176185541590e+03,-5.000000002555200496e-01,-2.260064331168833984e+00
8.053784411990660374e+03,-5.000000002893509876e-01,-2.307395246521380727e+00
8.222426499470704584e+03,-5.000000003276621197e-01,-2.355717653429443725e+00
8.394599865193964433e+03,-5.000000003710418639e-01,-2.405052339326050781e+00
8.570378452303692029e+03,-5.000000004201703430e-01,-2.455420528600463559e+00
8.749837752274355807e+03,-5.000000004758005101e-01,-2.506843891855803363e+00
8.933054837332943862e+03,-5.000000005387943425e-01,-2.559344555367506491e+00
9.120108393559086835e+03,-5.000000006101326111e-01,-2.612945110747236122e+00
9.311078754678301266e+03,-5.000000006909174344e-01,-2.667668624817053580e+00
9.506047936562808900e+03,-5.000000007823939274e-01,-2.723538649698751701e+00
9.705099672454889514e+03,-5.000000008859799561e-01,-2.780579233123426253e+00
9.908319448927664780e+03,-5.000000010032852327e-01,-2.838814928966435946e+00
1.011579454259898193e+04,-5.000000011361219743e-01,-2.898270808013128086e+00
1.032761405761395872e+04,-5.000000012865423171e-01,-2.958972468960782365e+00
1.054386896391258051e+04,-5.000000014568821705e-01,-3.020946049662487809e+00
1.076465213629834943e+04,-5.000000016497730959e-01,-3.084218238618666064e+00
1.099005839432519679e+04,-5.000000018682035918e-01,-3.148816286722310842e+00
1.122018454301962993e+04,-5.000000021155550645e-01,-3.214768019264104826e+00
1.145512941445533761e+04,-5.000000023956556738e-01,-3.282101848203648142e+00
1.169499391019870200e+04,-5.000000027128397306e-01,-3.350846784713521487e+00
1.193988104464272874e+04,-5.000000030720214150e-01,-3.421032452002724433e+00
1.218989598924864913e+04,-5.000000034787586145e-01,-3.492689098426600136e+00
1.244514611771384443e+04,-5.000000039393474038e-01,-3.565847610890335417e+00
1.270574105208541914e+04,-5.000000044609178573e-01,-3.640539528553394799e+00
1.297179270983954666e+04,-5.000000050515477357e-01,-3.716797056842608082e+00
1.324341535194664539e+04,-5.000000057203729531e-01,-3.794653081781750981e+00
1.352072563194275244e+04,-5.000000064777522235e-01,-3.874141184645667924e+00
1.380384264602883741e+04,-5.000000073354100572e-01,-3.955295656947547034e+00
1.409288798421874526e+04,-5.000000083066202805e-01,-4.038151515767769872e+00
1.438798578255843677e+04,-5.000000094064189771e-01,-4.122744519433570787e+00
1.468926277643866160e+04,-5.000000106518329712e-01,-4.209111183558673197e+00
1.499684835502371061e+04,-5.000000120621393984e-01,-4.297288797452455178e+00
1.531087461682028697e+04,-5.000000136591721267e-01,-4.387315440908839292e+00
1.563147642640953745e+04,-5.000000154676496056e-01,-4.479230001384921778e+00
1.595879147236730387e+04,-5.000000175155744353e-01,-4.573072191580286550e+00
1.629296032639721489e+04,-5.000000198346415958e-01,-4.668882567427988128e+00
1.663412650370169649e+04,-5.000000224607548116e-01,-4.766702546508602367e+00
1.698243652461742386e+04,-5.000000254345683404e-01,-4.866574426899497041e+00
1.733803997754137526e+04,-5.000000288021136940e-01,-4.968541406471553401e+00
1.770108958317418364e+04,-5.000000326155253916e-01,-5.072647602646171983e+00
1.807174126010925829e+04,-5.000000369338302164e-01,-5.178938072626171341e+00
1.845015419179473611e+04,-5.000000418238841338e-01,-5.287458834114148409e+00
1.883649089489798280e+04,-5.000000473613798180e-01,-5.398256886533107313e+00
1.923091728910157690e+04,-5.000000536320449163e-01,-5.511380232764236276e+00
1.963360276836043340e+04,-5.000000607329486702e-01,-5.626877901417478789e+00
2.004472027365159374e+04,-5.000000687740120409e-01,-5.744799969651485760e+00
2.046444636724673910e+04,-5.000000778797173417e-01,-5.865197586559690812e+00
2.089296130854036528e+04,-5.000000881910198203e-01,-5.988122997140558290e+00
2.133044913146574982e+04,-5.000000998675411257e-01,-6.113629566870490528e+00
2.177709772353159133e+04,-5.000001130900412205e-01,-6.241771806898644748e+00
2.223309890651400565e+04,-5.000001280632028200e-01,-6.372605399884181843e+00
2.269864851883821393e+04,-5.000001450188152896e-01,-6.506187226497029741e+00
2.317394649968474914e+04,-5.000001642193588891e-01,-6.642575392604184614e+00
2.365919697485756478e+04,-5.000001859620644140e-01,-6.781829257165144398e+00
2.415460834444940701e+04,-5.000002105835075206e-01,-6.924009460860382603e+00
2.466039337234336199e+04,-5.000002384648374321e-01,-7.069177955478696873e+00
2.517676927758854436e+04,-5.000002700376682263e-01,-7.217398034090069636e+00
2.570395782768859135e+04,-5.000003057907538295e-01,-7.368734362031966967e+00
2.624218543384439181e+04,-5.000003462775568508e-01,-7.523253008738928216e+00
2.679168324819031477e+04,-5.000003921248306060e-01,-7.681021480446003302e+00
2.735268726306708049e+04,-5.000004440422968210e-01,-7.842108753798979315e+00
2.792543841237336164e+04,-5.000005028336564905e-01,-8.006585310405590405e+00
2.851018267503909738e+04,-5.000005694090108310e-01,-8.174523172363615586e+00
2.910717118066602052e+04,-5.000006447989634450e-01,-8.345995938804239955e+00
2.971666031738025413e+04,-5.000007301705750029e-01,-8.521078823490622511e+00
3.033891184194265588e+04,-5.000008268454133598e-01,-8.699848693513850151e+00
3.097419299216578293e+04,-5.000009363200361712e-01,-8.882384109131294281e+00
3.162277660168379225e+04,-5.000010602891331590e-01,-9.068765364794156625e+00
3.228494121712631022e+04,-5.000012006717801105e-01,-9.259074531414386300e+00
3.296097121774576226e+04,-5.000013596411339023e-01,-9.453395499923667344e+00
3.365115693754901440e+04,-5.000015396580825833e-01,-9.651814026180025152e+00
3.435579478998742707e+04,-5.000017435093302431e-01,-9.854417777281703650e+00
3.507518739525679121e+04,-5.000019743505486058e-01,-1.006129637935039511e+01
3.580964371026355366e+04,-5.000022357552100782e-01,-1.027254146685074332e+01
3.655947916131246893e+04,-5.000025317699261507e-01,-1.048824673351641756e+01
3.732501577957206609e+04,-5.000028669770744116e-01,-1.070850798495748180e+01
3.810658233937725890e+04,-5.000032465657373582e-01,-1.093342319302889010e+01
3.890451449942804902e+04,-5.000036764120395771e-01,-1.116309255204453699e+01
3.971915494694397057e+04,-5.000041631700944400e-01,-1.139761853692649574e+01
4.055085354483834817e+04,-5.000047143750275813e-01,-1.163710596338581738e+01
4.139996748197304260e+04,-5.000053385596113786e-01,-1.188166205023607169e+01
4.226686142656025186e+04,-5.000060453863498511e-01,-1.213139648394888859e+01
4.315190768277650204e+04,-5.000068457970668900e-01,-1.238642148556707134e+01
4.405548635065524286e+04,-5.000077521822773319e-01,-1.264685188009868888e+01
4.497798548932874837e+04,-5.000087785729891987e-01,-1.291280516852454952e+01
4.591980128368685109e+04,-5.000099408579108395e-01,-1.318440160255937066e+01
4.688133821452645498e+04,-5.000112570294030778e-01,-1.346176426231770762e+01
4.786300923226379382e+04,-5.000127474619990853e-01,-1.374501913704549771e+01
4.886523593428335880e+04,-5.000144352277928750e-01,-1.403429520908915507e+01
4.988844874600117328e+04,-5.000163464535991587e-01,-1.432972454128701401e+01
5.093308710571951815e+04,-5.000185107253802830e-01,-1.463144236798040509e+01
5.199959965335150628e+04,-5.000209615462303248e-01,-1.493958718985545886e+01
5.308844442309880105e+04,-5.000237368549799166e-01,-1.525430087284309266e+01
5.420008904016238375e+04,-5.000268796134774707e-01,-1.557572875131933010e+01
5.533501092157360108e+04,-5.000304384715932304e-01,-1.590401973586766360e+01
5.649369748123022146e+04,-5.000344685202937622e-01,-1.623932642588266262e+01
5.767664633922497160e+04,-5.000390321443960451e-01,-1.658180522731540663e+01
5.888436553555884166e+04,-5.000441999881922728e-01,-1.693161647588387098e+01
6.011737374832779460e+04,-5.000500520489638001e-01,-1.728892456609410644e+01
6.137620051647932996e+04,-5.000566789151826841e-01,-1.765389808644565051e+01
6.266138646723349666e+04,-5.000641831686877259e-01,-1.802670996122122560e+01
6.397348354826481955e+04,-5.000726809724277411e-01,-1.840753759929097910e+01
6.531305526474716316e+04,-5.000823038683940291e-01,-1.879656305039507558e+01
6.668067692136218830e+04,-5.000932008135401396e-01,-1.919397316940232656e+01
6.807693586937403597e+04,-5.001055404851690867e-01,-1.959995978908031233e+01
6.950243175887962570e+04,-5.001195138914736882e-01,-2.001471990195440043e+01
7.095777679633887601e+04,-5.001353373275665426e-01,-2.043845585187468217e+01
7.244359600749891251e+04,-5.001532557227351683e-01,-2.087137553595914241e+01
7.396052750582374574e+04,-5.001735464306779066e-01,-2.131369261763043355e+01
7.550922276654325833e+04,-5.001965235212624261e-01,-2.176562675151818382e+01
7.709034690644292277e+04,-5.002225426402159281e-01,-2.222740382105823187e+01
7.870457896950985014e+04,-5.002520065117612713e-01,-2.269925618968074588e+01
8.035261221856161137e+04,-5.002853711692613059e-01,-2.318142296654805889e+01
8.203515443298176979e+04,-5.003231530100599178e-01,-2.367415028787323550e+01
8.375292821268824628e+04,-5.003659367834624172e-01,-2.417769161492668673e+01
8.550667128846823471e+04,-5.004143846351304381e-01,-2.469230804992033512e+01
8.729713683881112956e+04,-5.004692463474357256e-01,-2.521826867104408976e+01
8.912509381337440573e+04,-5.005313709336420835e-01,-2.575585088802061051e+01
9.099132726322507369e+04,-5.006017197646888128e-01,-2.630534081964214721e+01
9.289663867799362924e+04,-5.006813814307032873e-01,-2.686703369485248771e+01
9.484184633008958190e+04,-5.007715885660481980e-01,-2.744123427904558810e+01
9.682778562612486712e+04,-5.008737368967035586e-01,-2.802825732736182829e+01
9.885530946569370280e+04,-5.009894068027198610e-01,-2.862842806687699238e+01
1.009252886076683208e+05,-5.011203877268251006e-01,-2.924208270969934986e+01
1.030386120441615931e+05,-5.012687058035402154e-01,-2.986956899910689955e+01
1.051961873823221395e+05,-5.014366551320640353e-01,-3.051124679098086645e+01
1.073989412341244024e+05,-5.016268331713074069e-01,-3.116748867290998604e+01
1.096478196143185050e+05,-5.018421807976627402e-01,-3.183868062345608152e+01
1.119437883467150095e+05,-5.020860276362398844e-01,-3.252522271418476407e+01
1.142878334789771034e+05,-5.023621433552301063e-01,-3.322752985716375207e+01
1.166809617060960591e+05,-5.026747957020134550e-01,-3.394603260071834683e+01
1.191242008027373813e+05,-5.030288161596874197e-01,-3.468117797630253563e+01
1.216186000646367902e+05,-5.034296742149930726e-01,-3.543343039938099537e+01
1.241652307592409343e+05,-5.038835613548827697e-01,-3.620327262722493344e+01
1.267651865857844823e+05,-5.043974860504422120e-01,-3.699120677648211597e+01
1.294195841449983709e+05,-5.049793811452245595e-01,-3.779775540328073191e+01
1.321295634186573734e+05,-5.056382252422255696e-01,-3.862346264845659505e+01
1.348962882591653324e+05,-5.063841798812257489e-01,-3.946889545022189338e+01
1.377209468893944577e+05,-5.072287445182238619e-01,-4.033464482621737801e+01
1.406047524129912781e+05,-5.081849315630320163e-01,-4.122132722636318647e+01
1.435489433353655913e+05,-5.092674640014955845e-01,-4.212958595722552246e+01
1.465547840955909924e+05,-5.104929984274755306e-01,-4.306009267770803461e+01
1.496235656094432925e+05,-5.118803766377012510e-01,-4.401354896470398614e+01
1.527566058238070109e+05,-5.134509093014972825e-01,-4.499068794586198550e+01
1.559552502826952259e+05,-5.152286956077222202e-01,-4.599227599475982942e+01
1.592208727051169844e+05,-5.172409832126509954e-01,-4.701911448146190509e+01
1.625548755750481796e+05,-5.195185732639476806e-01,-4.807204156858476551e+01
1.659586907437559566e+05,-5.220962757540883459e-01,-4.915193403949347584e+01
1.694337800447325280e+05,-5.250134209566146293e-01,-5.025970914098848397e+01
1.729816359215099656e+05,-5.283144332123431708e-01,-5.139632641768815802e+01
1.766037820686163905e+05,-5.320494738484731201e-01,-5.256278950909474190e+01
1.803017740859565965e+05,-5.362751605146334200e-01,-5.376014787290372254e+01
1.840772001468954550e+05,-5.410553706835898868e-01,-5.498949838926370148e+01
1.879316816803268448e+05,-5.464621374598215287e-01,-5.625198679022609127e+01
1.918668740670287225e+05,-5.525766461259243867e-01,-5.754880884631989346e+01
1.958844673505988903e+05,-5.594903399823427659e-01,-5.888121122781632977e+01
1.999861869632740854e+05,-5.673061439325416400e-01,-6.025049194160476418e+01
2.041737944669527351e+05,-5.761398138490704257e-01,-6.165800022549363035e+01
2.084490883097288606e+05,-5.861214189193615365e-01,-6.310513576002321656e+01
2.128139045982708922e+05,-5.973969627847544039e-01,-6.459334703349117035e+01
2.172701178863743262e+05,-6.101301471949729383e-01,-6.612412866889808072e+01
2.218196419800214935e+05,-6.245042789182110310e-01,-6.769901749218776388e+01
2.264644307593057165e+05,-6.407243165593388134e-01,-6.931958709002246621e+01
2.312064790175594098e+05,-6.590190485031379719e-01,-7.098744057327020585e+01
2.360478233180573443e+05,-6.796433861525242870e-01,-7.270420123080326391e+01
2.409905428686593077e+05,-7.028807476988597758e-01,-7.447150072908812035e+01
2.460367604147627426e+05,-7.290454965787265262e-01,-7.629096448918015483e+01
2.511886431509577087e+05,-7.584853853130044676e-01,-7.816419385782752727e+01
2.564484036517716304e+05,-7.915839394474866175e-01,-8.009274468818058779e+01
2.618183008218980685e+05,-8.287626978181659165e-01,-8.207810196402228087e+01
2.673006408663308830e+05,-8.704832045663324358e-01,-8.412165014652504169e+01
2.728977782808040502e+05,-9.172486257577592283e-01,-8.622463900230025047e+01
2.786121168629766325e+05,-9.696048400644673437e-01,-8.838814479456651441e+01
2.844461107447913964e+05,-1.028140830223980062e+00,-9.061302689405134458e+01
2.904022654464445077e+05,-1.093488182002743336e+00,-9.289988009998461393e+01
2.964831389524339465e+05,-1.166319482946751807e+00,-9.524898325864180038e+01
3.026913428101304453e+05,-1.247345407758078117e+00,-9.766024512686092862e+01
3.090295432513585547e+05,-1.337310284681337169e+00,-1.001331488431628571e+02
3.155004623374624061e+05,-1.436985962038557663e+00,-1.026666968221511098e+02
3.221068791283434839e+05,-1.547163839967856447e+00,-1.052593583496511371e+02
3.288516308759826352e+05,-1.668645002472500138e+00,-1.079090225845919235e+02
3.357376142429545289e+05,-1.802228480175450009e+00,-1.106129600148326091e+02
3.427677865464497590e+05,-1.948697792978676624e+00,-1.133677956051993476e+02
3.499451670283568674e+05,-2.108806058749585155e+00,-1.161694968519644107e+02
3.572728381519288523e+05,-2.283260099635451734e+00,-1.190133796614891679e+02
3.647539469256072771e+05,-2.472704118060329748e+00,-1.218941343642328832e+02
3.723917062545683002e+05,-2.677703633286591778e+00,-1.248058732534783104e+02
3.801893963205604814e+05,-2.898730448963140915e+00,-1.277421998381646659e+02
3.881503659906478133e+05,-3.136149446355952719e+00,-1.306962986052572830e+02
3.962780342554393574e+05,-3.390207955776757931e+00,-1.336610426260185704e+02
4.045758916974420426e+05,-3.661028346530423416e+00,-1.366291149684325319e+02
4.130475019901610212e+05,-3.948604299307033827e+00,-1.395931387575244003e+02
4.216965034285822767e+05,-4.252800999675493188e+00,-1.425458099988942706e+02
4.305266104917101329e+05,-4.573359240205014942e+00,-1.454800270448381241e+02
4.395416154378242791e+05,-4.909903168972732601e+00,-1.483890108688746636e+02
4.487453899331313442e+05,-5.261951200812092111e+00,-1.512664110846203869e+02
4.581418867145330296e+05,-5.628929437011077397e+00,-1.541063937968912683e+02
4.677351412871981156e+05,-6.010186833719195931e+00,-1.569037087609887635e+02
4.775292736576902098e+05,-6.405011323941134371e+00,-1.596537347871893076e+02
4.875284901033859933e+05,-6.812646128265315681e+00,-1.623525037074335842e+02
4.977370849789350177e+05,-7.232305573612642924e+00,-1.649967043969283225e+02
5.081594425605599536e+05,-7.663189861015685445e+00,-1.675836692352922910e+02
5.188000389289609739e+05,-8.104498365076151956e+00,-1.701113459672380941e+02
5.296634438916569343e+05,-8.555441192932146777e+00,-1.725782581905740756e+02
5.407543229455804685e+05,-9.015248866069589084e+00,-1.749834576995723978e+02
5.520774392807573313e+05,-9.483180104990379888e+00,-1.773264717031081830e+02
5.636376558259536978e+05,-9.958527789595335022e+00,-1.796072475845672898e+02
5.754399373371566180e+05,-1.044062323574351758e+01,-1.818260974365198592e+02
5.874893525297757005e+05,-1.092883897214411881e+01,-1.839836441405831522e+02
5.997910762555088149e+05,-1.142259022462701168e+01,-1.860807703124710599e+02
6.123503917247733334e+05,-1.192133532092485915e+01,-1.881185710218306042e+02
6.251726927756848745e+05,-1.242457522260920655e+01,-1.900983108424434818e+02
6.382634861905482830e+05,-1.293185237569311852e+01,-1.920213854975443439e+02
6.516283940608414123e+05,-1.344274905104354367e+01,-1.938892881372772479e+02
6.652731562017406104e+05,-1.395688532285891803e+01,-1.957035801159355231e+02
6.792036326171841938e+05,-1.447391681009381870e+01,-1.974658660181808898e+02
6.934258060165678617e+05,-1.499353228328366150e+01,-1.991777726074460588e+02
7.079457843841373688e+05,-1.551545121863001597e+01,-2.008409313275803640e+02
7.227698036021701992e+05,-1.603942136295225751e+01,-2.024569639725912111e+02
7.379042301291001495e+05,-1.656521635738499398e+01,-2.040274711421251936e+02
7.533555637337169610e+05,-1.709263345448105298e+01,-2.055540231163080307e+02
7.691304402866082964e+05,-1.762149135251838317e+01,-2.070381528080904161e+02
7.852356346100709634e+05,-1.815162816207422125e+01,-2.084813504807164577e+02
8.016780633876789361e+05,-1.868289951304998198e+01,-2.098850599496314260e+02
8.184647881347886287e+05,-1.921517680504058845e+01,-2.112506760201725058e+02
8.356030182312475517e+05,-1.974834559997091432e+01,-2.125795429433762251e+02
8.531001140175877372e+05,-2.028230415303596601e+01,-2.138729537013573747e+02
8.709635899560794933e+05,-2.081696207596891313e+01,-2.151321499604634653e+02
8.892011178579480620e+05,-2.135223912533259849e+01,-2.163583225545321227e+02
9.078205301781842718e+05,-2.188806410774327915e+01,-2.175526123820476698e+02
9.268298233793484978e+05,-2.242437389355133348e+01,-2.187161116198517163e+02
9.462371613657929702e+05,-2.296111253042646538e+01,-2.198498651724742103e+02
9.660508789898121031e+05,-2.349823044844027820e+01,-2.209548722903112719e+02
9.862794856312099146e+05,-2.403568374853703205e+01,-2.220320883019894609e+02
1.006931668851802358e+06,-2.457343356668741308e+01,-2.230824264165580644e+02
1.028016298126472509e+06,-2.511144550649021312e+01,-2.241067595598538560e+02
1.049542428652322153e+06,-2.564968913348755208e+01,-2.251059222166861957e+02
1.071519305237604771e+06,-2.618813752497835523e+01,-2.260807122565940688e+02
1.093956366272093030e+06,-2.672676686962595483e+01,-2.270318927259903319e+02
1.116863247780558886e+06,-2.726555611165349546e+01,-2.279601935936885297e+02
1.140249787561167264e+06,-2.780448663489900696e+01,-2.288663134402432320e+02
1.164126029410490766e+06,-2.834354198244711043e+01,-2.297509210843275582e+02
1.188502227437016554e+06,-2.888270760797610137e+01,-2.306146571416437041e+02
1.213388850464976160e+06,-2.942197065534423928e+01,-2.314581355136791103e+02
1.238796586530369008e+06,-2.996131976329509783e+01,-2.322819448050725555e+02
1.264736347471149638e+06,-3.050074489248827803e+01,-2.330866496694976036e+02
1.291219273613533471e+06,-3.104023717235618562e+01,-2.338727920848585313e+02
1.318256738556404831e+06,-3.157978876555530334e+01,-2.346408925592717765e+02
1.345860354055946926e+06,-3.211939274802409727e+01,-2.353914512698181341e+02
1.374041975012514740e+06,-3.265904300287454021e+01,-2.361249491364144149e+02
1.402813704561955994e+06,-3.319873412654247602e+01,-2.368418488334147298e+02
1.432187899273542454e+06,-3.373846134579559930e+01,-2.375425957417145071e+02
1.462177174456715351e+06,-3.427822044435428950e+01,-2.382276188442224907e+02
1.492794409578994382e+06,-3.481800769802249107e+01,-2.388973315676069262e+02
1.524052753797290614e+06,-3.535781981734739077e+01,-2.395521325732068760e+02
1.555965631605071947e+06,-3.589765389694120756e+01,-2.401924064999634822e+02
1.588546748597777449e+06,-3.643750737069477452e+01,-2.408185246621507076e+02
1.621810097358929925e+06,-3.697737797220113265e+01,-2.414308457046016656e+02
1.655769963469525799e+06,-3.751726369978647568e+01,-2.420297162180207238e+02
1.690440931643263437e+06,-3.805716278561394006e+01,-2.426154713168633350e+02
1.725837891990200384e+06,-3.859707366838675568e+01,-2.431884351821450991e+02
1.761976046411627438e+06,-3.913699496923419474e+01,-2.437489215714241766e+02
1.798870915128787281e+06,-3.967692547040860518e+01,-2.442972342980785925e+02
1.836538343348343624e+06,-4.021686409646784455e+01,-2.448336676818807689e+02
1.874994508067417424e+06,-4.075680989765325535e+01,-2.453585069727537302e+02
1.914255925021081930e+06,-4.129676203520701705e+01,-2.458720287494787442e+02
1.954339455775392242e+06,-4.183671976840422957e+01,-2.463745012950159037e+02
1.995262314968878636e+06,-4.237668244309821830e+01,-2.468661849499890195e+02
2.037042077705714619e+06,-4.291664948160391191e+01,-2.473473324457912952e+02
2.079696687103693839e+06,-4.345662037376285980e+01,-2.478181892186660775e+02
2.123244462000219151e+06,-4.399659466905126237e+01,-2.482789937060309171e+02
2.167704104819691740e+06,-4.453657196961056997e+01,-2.487299776262250930e+02
2.213094709605636541e+06,-4.507655192409213640e+01,-2.491713662427803797e+02
2.259435770220973529e+06,-4.561653422222073573e+01,-2.496033786142390056e+02
2.306747188720066566e+06,-4.615651858999395785e+01,-2.500262278304736014e+02
2.355049283896008972e+06,-4.669650478544191685e+01,-2.504401212363930540e+02
2.404362800006929785e+06,-4.723649259488293239e+01,-2.508452606438617636e+02
2.454708915685028769e+06,-4.777648182961691958e+01,-2.512418425325972748e+02
2.506109253032108769e+06,-4.831647232300464623e+01,-2.516300582407592401e+02
2.558585886905642692e+06,-4.885646392788916614e+01,-2.520100941458933903e+02
2.612161354399205185e+06,-4.939645651431794704e+01,-2.523821318368442803e+02
2.666858664521475323e+06,-4.993644996753162246e+01,-2.527463482772112968e+02
2.722701308077909518e+06,-5.047644418618806128e+01,-2.531029159608786188e+02
2.779713267759288196e+06,-5.101643908079336143e+01,-2.534520030601135829e+02
2.837919028441552538e+06,-5.155643457231688842e+01,-2.537937735666940569e+02
2.897343587701321580e+06,-5.209643059096809026e+01,-2.541283874264920541e+02
2.958012466551540419e+06,-5.263642707511589691e+01,-2.544560006679107289e+02
3.019951720402013045e+06,-5.317642397033517199e+01,-2.547767655245456240e+02
3.083187950249353424e+06,-5.371642122856387402e+01,-2.550908305524131094e+02
3.147748314101310913e+06,-5.425641880735927458e+01,-2.553983407420680862e+02
3.213660538640314713e+06,-5.479641666924106858e+01,-2.556994376259080752e+02
3.280952931131183635e+06,-5.533641478111094614e+01,-2.559942593809418838e+02
3.349654391578272451e+06,-5.587641311374053998e+01,-2.562829409272822545e+02
3.419794425137087237e+06,-5.641641164131872443e+01,-2.565656140226035973e+02
3.491403154785855208e+06,-5.695641034105214828e+01,-2.568424073527896212e+02
3.564511334262439050e+06,-5.749640919281259244e+01,-2.571134466189822092e+02
3.639150361272070557e+06,-5.803640817882507008e+01,-2.573788546212255142e+02
3.715352290971720126e+06,-5.857640728339282532e+01,-2.576387513388905290e+02
3.793149849736816715e+06,-5.911640649265449809e+01,-2.578932540080501781e+02
3.872576449216164649e+06,-5.965640579436920632e+01,-2.581424771959646591e+02
3.953666200681274757e+06,-6.019640517772745625e+01,-2.583865328728272175e+02
