 frequency       v(L_dB)         v(L_arg)        v(Tmb_dB)       v(Tmb_arg)      v(Ttian_dB)     v(Ttian_arg)   
 1.00000000e+00  2.12856233e+01  7.17179351e-03  2.12171015e+01 -1.02083303e-03  2.12170997e+01 -1.02090736e-03 
 1.02305973e+00  2.12856233e+01  7.00347661e-03  2.12171015e+01 -1.04437317e-03  2.12170997e+01 -1.04444921e-03 
 1.04665121e+00  2.12856233e+01  6.83879987e-03  2.12171015e+01 -1.06845613e-03  2.12170997e+01 -1.06853392e-03 
 1.07078670e+00  2.12856233e+01  6.67767770e-03  2.12171015e+01 -1.09309444e-03  2.12170997e+01 -1.09317403e-03 
 1.09547876e+00  2.12856233e+01  6.52002636e-03  2.12171015e+01 -1.11830090e-03  2.12170997e+01 -1.11838233e-03 
 1.12074020e+00  2.12856233e+01  6.36576391e-03  2.12171015e+01 -1.14408862e-03  2.12170997e+01 -1.14417192e-03 
 1.14658417e+00  2.12856233e+01  6.21481016e-03  2.12171015e+01 -1.17047100e-03  2.12170997e+01 -1.17055621e-03 
 1.17302409e+00  2.12856233e+01  6.06708665e-03  2.12171015e+01 -1.19746174e-03  2.12170997e+01 -1.19754892e-03 
 1.20007371e+00  2.12856233e+01  5.92251660e-03  2.12171015e+01 -1.22507488e-03  2.12170997e+01 -1.22516408e-03 
 1.22774708e+00  2.12856233e+01  5.78102488e-03  2.12171015e+01 -1.25332478e-03  2.12170997e+01 -1.25341603e-03 
 1.25605860e+00  2.12856233e+01  5.64253793e-03  2.12171015e+01 -1.28222611e-03  2.12170997e+01 -1.28231947e-03 
 1.28502297e+00  2.12856233e+01  5.50698378e-03  2.12171015e+01 -1.31179390e-03  2.12170997e+01 -1.31188941e-03 
 1.31465525e+00  2.12856233e+01  5.37429197e-03  2.12171015e+01 -1.34204351e-03  2.12170997e+01 -1.34214122e-03 
 1.34497085e+00  2.12856233e+01  5.24439353e-03  2.12171015e+01 -1.37299067e-03  2.12170997e+01 -1.37309064e-03 
 1.37598551e+00  2.12856233e+01  5.11722094e-03  2.12171015e+01 -1.40465147e-03  2.12170997e+01 -1.40475374e-03 
 1.40771537e+00  2.12856233e+01  4.99270811e-03  2.12171015e+01 -1.43704235e-03  2.12170997e+01 -1.43714698e-03 
 1.44017690e+00  2.12856233e+01  4.87079032e-03  2.12171015e+01 -1.47018016e-03  2.12170997e+01 -1.47028720e-03 
 1.47338699e+00  2.12856233e+01  4.75140419e-03  2.12171015e+01 -1.50408212e-03  2.12170997e+01 -1.50419162e-03 
 1.50736290e+00  2.12856233e+01  4.63448768e-03  2.12171015e+01 -1.53876584e-03  2.12170997e+01 -1.53887788e-03 
 1.54212228e+00  2.12856233e+01  4.51998002e-03  2.12171015e+01 -1.57424937e-03  2.12170997e+01 -1.57436399e-03 
 1.57768320e+00  2.12856233e+01  4.40782169e-03  2.12171015e+01 -1.61055113e-03  2.12170997e+01 -1.61066839e-03 
 1.61406415e+00  2.12856233e+01  4.29795439e-03  2.12171015e+01 -1.64769001e-03  2.12170997e+01 -1.64780997e-03 
 1.65128404e+00  2.12856233e+01  4.19032102e-03  2.12171015e+01 -1.68568529e-03  2.12170997e+01 -1.68580802e-03 
 1.68936220e+00  2.12856233e+01  4.08486563e-03  2.12171015e+01 -1.72455674e-03  2.12170997e+01 -1.72468230e-03 
 1.72831844e+00  2.12856233e+01  3.98153342e-03  2.12171015e+01 -1.76432455e-03  2.12170997e+01 -1.76445301e-03 
 1.76817299e+00  2.12856233e+01  3.88027066e-03  2.12171015e+01 -1.80500940e-03  2.12170997e+01 -1.80514082e-03 
 1.80894658e+00  2.12856233e+01  3.78102474e-03  2.12171015e+01 -1.84663243e-03  2.12170997e+01 -1.84676688e-03 
 1.85066040e+00  2.12856233e+01  3.68374407e-03  2.12171015e+01 -1.88921527e-03  2.12170997e+01 -1.88935282e-03 
 1.89333613e+00  2.12856233e+01  3.58837808e-03  2.12171015e+01 -1.93278007e-03  2.12170997e+01 -1.93292079e-03 
 1.93699595e+00  2.12856233e+01  3.49487720e-03  2.12171015e+01 -1.97734945e-03  2.12170997e+01 -1.97749342e-03 
 1.98166255e+00  2.12856233e+01  3.40319284e-03  2.12171015e+01 -2.02294660e-03  2.12170997e+01 -2.02309388e-03 
 2.02735916e+00  2.12856233e+01  3.31327735e-03  2.12171015e+01 -2.06959520e-03  2.12170997e+01 -2.06974588e-03 
 2.07410951e+00  2.12856233e+01  3.22508398e-03  2.12171015e+01 -2.11731951e-03  2.12170997e+01 -2.11747366e-03 
 2.12193792e+00  2.12856233e+01  3.13856689e-03  2.12171015e+01 -2.16614432e-03  2.12170997e+01 -2.16630203e-03 
 2.17086923e+00  2.12856233e+01  3.05368113e-03  2.12171015e+01 -2.21609502e-03  2.12170997e+01 -2.21625637e-03 
 2.22092889e+00  2.12856233e+01  2.97038256e-03  2.12171015e+01 -2.26719758e-03  2.12170997e+01 -2.26736265e-03 
 2.27214291e+00  2.12856233e+01  2.88862790e-03  2.12171015e+01 -2.31947854e-03  2.12170997e+01 -2.31964742e-03 
 2.32453791e+00  2.12856233e+01  2.80837465e-03  2.12171015e+01 -2.37296509e-03  2.12170997e+01 -2.37313786e-03 
 2.37814113e+00  2.12856233e+01  2.72958109e-03  2.12171015e+01 -2.42768502e-03  2.12170997e+01 -2.42786178e-03 
 2.43298042e+00  2.12856233e+01  2.65220627e-03  2.12171015e+01 -2.48366678e-03  2.12170997e+01 -2.48384762e-03 
 2.48908429e+00  2.12856233e+01  2.57620998e-03  2.12171015e+01 -2.54093947e-03  2.12170997e+01 -2.54112447e-03 
 2.54648190e+00  2.12856233e+01  2.50155272e-03  2.12171015e+01 -2.59953285e-03  2.12170997e+01 -2.59972211e-03 
 2.60520309e+00  2.12856233e+01  2.42819567e-03  2.12171015e+01 -2.65947737e-03  2.12170997e+01 -2.65967100e-03 
 2.66527837e+00  2.12856233e+01  2.35610072e-03  2.12171015e+01 -2.72080420e-03  2.12170997e+01 -2.72100230e-03 
 2.72673897e+00  2.12856233e+01  2.28523039e-03  2.12171015e+01 -2.78354521e-03  2.12170997e+01 -2.78374788e-03 
 2.78961683e+00  2.12856233e+01  2.21554784e-03  2.12171015e+01 -2.84773301e-03  2.12170997e+01 -2.84794035e-03 
 2.85394464e+00  2.12856233e+01  2.14701685e-03  2.12171015e+01 -2.91340097e-03  2.12170997e+01 -2.91361308e-03 
