 time            v(vind)         v(vout)         v(vinp)         v(vinn)         v(voutp)        v(voutn)       
 1.90280000e-04  1.86084537e-02  5.87618218e-01  9.09304227e-01  8.90695773e-01  1.18442270e+00  5.96804481e-01 
 1.91280000e-04  1.86541404e-02  5.88808898e-01  9.09327070e-01  8.90672930e-01  1.18503366e+00  5.96224763e-01 
 1.92280000e-04  1.86990906e-02  5.89978589e-01  9.09349545e-01  8.90650455e-01  1.18563381e+00  5.95655224e-01 
 1.93280000e-04  1.87433026e-02  5.91127333e-01  9.09371651e-01  8.90628349e-01  1.18622318e+00  5.95095846e-01 
 1.94280000e-04  1.87867746e-02  5.92255169e-01  9.09393387e-01  8.90606613e-01  1.18680178e+00  5.94546611e-01 
 1.95280000e-04  1.88295050e-02  5.93362138e-01  9.09414753e-01  8.90585247e-01  1.18736964e+00  5.94007502e-01 
 1.96280000e-04  1.88714921e-02  5.94448279e-01  9.09435746e-01  8.90564254e-01  1.18792678e+00  5.93478500e-01 
 1.97280000e-04  1.89127341e-02  5.95513634e-01  9.09456367e-01  8.90543633e-01  1.18847322e+00  5.92959588e-01 
 1.98280000e-04  1.89532295e-02  5.96558242e-01  9.09476615e-01  8.90523385e-01  1.18900899e+00  5.92450748e-01 
 1.99280000e-04  1.89929766e-02  5.97582141e-01  9.09496488e-01  8.90503512e-01  1.18953410e+00  5.91951963e-01 
 2.00280000e-04  1.90319739e-02  5.98585372e-01  9.09515987e-01  8.90484013e-01  1.19004859e+00  5.91463215e-01 
 2.01280000e-04  1.90702199e-02  5.99567972e-01  9.09535110e-01  8.90464890e-01  1.19055246e+00  5.90984487e-01 
 2.02280000e-04  1.91077130e-02  6.00529981e-01  9.09553856e-01  8.90446144e-01  1.19104574e+00  5.90515763e-01 
 2.03280000e-04  1.91444518e-02  6.01471435e-01  9.09572226e-01  8.90427774e-01  1.19152846e+00  5.90057024e-01 
