 time            v(vin_tg)       v(vout_tg_on)   v(vout_tg_off) 
 3.54280000e-03  6.60878345e-01  6.60885277e-01  8.27877144e-01 
 3.55280000e-03  6.06869846e-01  6.06875626e-01  8.27877143e-01 
 3.56280000e-03  5.54018199e-01  5.54023166e-01  8.27877143e-01 
 3.57280000e-03  5.02531984e-01  5.02536339e-01  8.27877143e-01 
 3.58280000e-03  4.52614393e-01  4.52618265e-01  8.27877144e-01 
 3.59280000e-03  4.04462429e-01  4.04465902e-01  8.27877146e-01 
 3.60280000e-03  3.58266125e-01  3.58269257e-01  8.27877151e-01 
 3.61280000e-03  3.14207797e-01  3.14210630e-01  8.27877160e-01 
 3.62280000e-03  2.72461324e-01  2.72463887e-01  8.27877172e-01 
 3.63280000e-03  2.33191459e-01  2.33193774e-01  8.27877191e-01 
 3.64280000e-03  1.96553183e-01  1.96555266e-01  8.27877216e-01 
 3.65280000e-03  1.62691090e-01  1.62692954e-01  8.27877246e-01 
 3.66280000e-03  1.31738818e-01  1.31740473e-01  8.27877278e-01 
 3.67280000e-03  1.03818522e-01  1.03819975e-01  8.27877298e-01 
 3.68280000e-03  7.90403910e-02  7.90416473e-02  8.27877279e-01 
 3.69280000e-03  5.75022123e-02  5.75032759e-02  8.27877175e-01 
 3.70280000e-03  3.92889875e-02  3.92898616e-02  8.27876914e-01 
 3.71280000e-03  2.44725958e-02  2.44732826e-02  8.27876414e-01 
 3.72280000e-03  1.31115109e-02  1.31120120e-02  8.27875607e-01 
 3.73280000e-03  5.25056955e-03  5.25088627e-03  8.27874475e-01 
 3.74280000e-03  9.20795471e-04  9.20928407e-04  8.27873079e-01 
 3.75280000e-03  1.39276265e-04  1.39225686e-04  8.27871552e-01 
 3.76280000e-03  2.90909623e-03  2.90886201e-03  8.27870065e-01 
 3.77280000e-03  9.21932415e-03  9.21890577e-03  8.27868770e-01 
 3.78280000e-03  1.90450564e-02  1.90444530e-02  8.27867754e-01 
 3.79280000e-03  3.23475154e-02  3.23467254e-02  8.27867029e-01 
 3.80280000e-03  4.90742024e-02  4.90732237e-02  8.27866550e-01 
 3.81280000e-03  6.91591047e-02  6.91579347e-02  8.27866251e-01 
 3.82280000e-03  9.25229564e-02  9.25215915e-02  8.27866069e-01 
 3.83280000e-03  1.19073551e-01  1.19071986e-01  8.27865955e-01 
 3.84280000e-03  1.48706106e-01  1.48704335e-01  8.27865881e-01 
 3.85280000e-03  1.81303674e-01  1.81301689e-01  8.27865830e-01 
 3.86280000e-03  2.16737609e-01  2.16735398e-01  8.27865793e-01 
 3.87280000e-03  2.54868068e-01  2.54865617e-01  8.27865767e-01 
 3.88280000e-03  2.95544568e-01  2.95541858e-01  8.27865748e-01 
 3.89280000e-03  3.38606577e-01  3.38603582e-01  8.27865734e-01 
 3.90280000e-03  3.83884150e-01  3.83880833e-01  8.27865725e-01 
 3.91280000e-03  4.31198596e-01  4.31194908e-01  8.27865718e-01 
 3.92280000e-03  4.80363188e-01  4.80359057e-01  8.27865713e-01 
 3.93280000e-03  5.31183894e-01  5.31179215e-01  8.27865709e-01 
 3.94280000e-03  5.83460148e-01  5.83454757e-01  8.27865707e-01 
 3.95280000e-03  6.36985641e-01  6.36979270e-01  8.27865705e-01 
 3.96280000e-03  6.91549132e-01  6.91541312e-01  8.27865703e-01 
 3.97280000e-03  7.46935282e-01  7.46925129e-01  8.27865701e-01 
 3.98280000e-03  8.02925510e-01  8.02911273e-01  8.27865699e-01 
 3.99280000e-03  8.59298845e-01  8.59277495e-01  8.27865698e-01 
 4.00280000e-03  9.15832810e-01  9.15803330e-01  8.27865696e-01 
 4.01280000e-03  9.72304290e-01  9.72275565e-01  8.27865694e-01 
 4.02280000e-03  1.02849042e+00  1.02846912e+00  8.27865692e-01 
 4.03280000e-03  1.08416945e+00  1.08415413e+00  8.27865689e-01 
 4.04280000e-03  1.13912166e+00  1.13911002e+00  8.27865684e-01 
 4.05280000e-03  1.19313015e+00  1.19312084e+00  8.27865679e-01 
 4.06280000e-03  1.24598180e+00  1.24597406e+00  8.27865669e-01 
 4.07280000e-03  1.29746802e+00  1.29746141e+00  8.27865655e-01 
 4.08280000e-03  1.34738561e+00  1.34737986e+00  8.27865632e-01 
 4.09280000e-03  1.39553757e+00  1.39553251e+00  8.27865596e-01 
 4.10280000e-03  1.44173388e+00  1.44172938e+00  8.27865542e-01 
 4.11280000e-03  1.48579220e+00  1.48578819e+00  8.27865463e-01 
 4.12280000e-03  1.52753868e+00  1.52753509e+00  8.27865369e-01 
 4.13280000e-03  1.56680854e+00  1.56680533e+00  8.27865326e-01 
 4.14280000e-03  1.60344682e+00  1.60344395e+00  8.27865630e-01 
 4.15280000e-03  1.63730891e+00  1.63730636e+00  8.27867327e-01 
 4.16280000e-03  1.66826118e+00  1.66825893e+00  8.27873568e-01 
 4.17280000e-03  1.69618148e+00  1.69617951e+00  8.27892368e-01 
 4.18280000e-03  1.72095961e+00  1.72095791e+00  8.27941086e-01 
 4.19280000e-03  1.74249779e+00  1.74249636e+00  8.28051085e-01 
 4.20280000e-03  1.76071101e+00  1.76070984e+00  8.28268467e-01 
 4.21280000e-03  1.77552740e+00  1.77552648e+00  8.28645759e-01 
 4.22280000e-03  1.78688849e+00  1.78688782e+00  8.29223048e-01 
 4.23280000e-03  1.79474943e+00  1.79474901e+00  8.30005015e-01 
 4.24280000e-03  1.79907920e+00  1.79907903e+00  8.30946476e-01 
 4.25280000e-03  1.79986072e+00  1.79986079e+00  8.31957273e-01 
 4.26280000e-03  1.79709090e+00  1.79709122e+00  8.32927203e-01 
 4.27280000e-03  1.79078068e+00  1.79078124e+00  8.33759997e-01 
 4.28280000e-03  1.78095494e+00  1.78095575e+00  8.34400110e-01 
 4.29280000e-03  1.76765248e+00  1.76765355e+00  8.34840775e-01 
 4.30280000e-03  1.75092580e+00  1.75092711e+00  8.35112876e-01 
 4.31280000e-03  1.73084090e+00  1.73084247e+00  8.35264109e-01 
 4.32280000e-03  1.70747704e+00  1.70747889e+00  8.35340253e-01 
 4.33280000e-03  1.68092645e+00  1.68092857e+00  8.35375337e-01 
 4.34280000e-03  1.65129389e+00  1.65129631e+00  8.35390347e-01 
 4.35280000e-03  1.61869633e+00  1.61869905e+00  8.35396426e-01 
 4.36280000e-03  1.58326239e+00  1.58326545e+00  8.35398827e-01 
 4.37280000e-03  1.54513193e+00  1.54513535e+00  8.35399786e-01 
 4.38280000e-03  1.50445543e+00  1.50445925e+00  8.35400191e-01 
 4.39280000e-03  1.46139342e+00  1.46139769e+00  8.35400377e-01 
 4.40280000e-03  1.41611585e+00  1.41612064e+00  8.35400470e-01 
 4.41280000e-03  1.36880140e+00  1.36880683e+00  8.35400520e-01 
 4.42280000e-03  1.31963681e+00  1.31964301e+00  8.35400548e-01 
 4.43280000e-03  1.26881611e+00  1.26882331e+00  8.35400563e-01 
 4.44280000e-03  1.21653985e+00  1.21654840e+00  8.35400571e-01 
 4.45280000e-03  1.16301436e+00  1.16302485e+00  8.35400575e-01 
 4.46280000e-03  1.10845087e+00  1.10846434e+00  8.35400577e-01 
 4.47280000e-03  1.05306472e+00  1.05308304e+00  8.35400577e-01 
 4.48280000e-03  9.97074490e-01  9.97100055e-01  8.35400576e-01 
 4.49280000e-03  9.40701155e-01  9.40731794e-01  8.35400574e-01 
 4.50280000e-03  8.84167190e-01  8.84192487e-01  8.35400573e-01 
 4.51280000e-03  8.27695710e-01  8.27712668e-01  8.35400571e-01 
 4.52280000e-03  7.71509582e-01  7.71521244e-01  8.35400569e-01 
 4.53280000e-03  7.15830547e-01  7.15839245e-01  8.35400568e-01 
 4.54280000e-03  6.60878345e-01  6.60885277e-01  8.35400566e-01 
 4.55280000e-03  6.06869846e-01  6.06875626e-01  8.35400565e-01 
 4.56280000e-03  5.54018199e-01  5.54023166e-01  8.35400564e-01 
 4.57280000e-03  5.02531984e-01  5.02536339e-01  8.35400563e-01 
 4.58280000e-03  4.52614393e-01  4.52618265e-01  8.35400564e-01 
 4.59280000e-03  4.04462429e-01  4.04465902e-01  8.35400567e-01 
 4.60280000e-03  3.58266125e-01  3.58269257e-01  8.35400571e-01 
 4.61280000e-03  3.14207797e-01  3.14210630e-01  8.35400579e-01 
 4.62280000e-03  2.72461324e-01  2.72463887e-01  8.35400592e-01 
 4.63280000e-03  2.33191459e-01  2.33193774e-01  8.35400610e-01 
 4.64280000e-03  1.96553183e-01  1.96555266e-01  8.35400635e-01 
 4.65280000e-03  1.62691090e-01  1.62692954e-01  8.35400665e-01 
 4.66280000e-03  1.31738818e-01  1.31740473e-01  8.35400696e-01 
 4.67280000e-03  1.03818522e-01  1.03819975e-01  8.35400715e-01 
 4.68280000e-03  7.90403910e-02  7.90416473e-02  8.35400696e-01 
 4.69280000e-03  5.75022123e-02  5.75032759e-02  8.35400589e-01 
 4.70280000e-03  3.92889875e-02  3.92898616e-02  8.35400325e-01 
 4.71280000e-03  2.44725958e-02  2.44732826e-02  8.35399819e-01 
 4.72280000e-03  1.31115109e-02  1.31120120e-02  8.35399003e-01 
 4.73280000e-03  5.25056955e-03  5.25088627e-03  8.35397859e-01 
 4.74280000e-03  9.20795471e-04  9.20928407e-04  8.35396448e-01 
 4.75280000e-03  1.39276265e-04  1.39225686e-04  8.35394906e-01 
 4.76280000e-03  2.90909623e-03  2.90886201e-03  8.35393404e-01 
 4.77280000e-03  9.21932415e-03  9.21890577e-03  8.35392097e-01 
 4.78280000e-03  1.90450564e-02  1.90444530e-02  8.35391071e-01 
 4.79280000e-03  3.23475154e-02  3.23467254e-02  8.35390338e-01 
 4.80280000e-03  4.90742024e-02  4.90732237e-02  8.35389855e-01 
 4.81280000e-03  6.91591047e-02  6.91579347e-02  8.35389553e-01 
 4.82280000e-03  9.25229564e-02  9.25215915e-02  8.35389369e-01 
 4.83280000e-03  1.19073551e-01  1.19071986e-01  8.35389254e-01 
 4.84280000e-03  1.48706106e-01  1.48704335e-01  8.35389179e-01 
 4.85280000e-03  1.81303674e-01  1.81301689e-01  8.35389128e-01 
 4.86280000e-03  2.16737609e-01  2.16735398e-01  8.35389091e-01 
 4.87280000e-03  2.54868068e-01  2.54865617e-01  8.35389064e-01 
 4.88280000e-03  2.95544568e-01  2.95541858e-01  8.35389045e-01 
 4.89280000e-03  3.38606577e-01  3.38603582e-01  8.35389031e-01 
 4.90280000e-03  3.83884150e-01  3.83880833e-01  8.35389021e-01 
 4.91280000e-03  4.31198596e-01  4.31194908e-01  8.35389014e-01 
 4.92280000e-03  4.80363188e-01  4.80359057e-01  8.35389009e-01 
 4.93280000e-03  5.31183894e-01  5.31179215e-01  8.35389005e-01 
 4.94280000e-03  5.83460148e-01  5.83454757e-01  8.35389002e-01 
 4.95280000e-03  6.36985641e-01  6.36979270e-01  8.35389000e-01 
 4.96280000e-03  6.91549132e-01  6.91541312e-01  8.35388997e-01 
 4.97280000e-03  7.46935282e-01  7.46925129e-01  8.35388995e-01 
 4.98280000e-03  8.02925510e-01  8.02911273e-01  8.35388993e-01 
 4.99280000e-03  8.59298845e-01  8.59277495e-01  8.35388991e-01 
 5.00280000e-03  9.15832810e-01  9.15803330e-01  8.35388989e-01 
 5.01280000e-03  9.72304290e-01  9.72275565e-01  8.35388987e-01 
 5.02280000e-03  1.02849042e+00  1.02846912e+00  8.35388985e-01 
 5.03280000e-03  1.08416945e+00  1.08415413e+00  8.35388981e-01 
 5.04280000e-03  1.13912166e+00  1.13911002e+00  8.35388977e-01 
 5.05280000e-03  1.19313015e+00  1.19312084e+00  8.35388971e-01 
 5.06280000e-03  1.24598180e+00  1.24597406e+00  8.35388962e-01 
 5.07280000e-03  1.29746802e+00  1.29746141e+00  8.35388947e-01 
 5.08280000e-03  1.34738561e+00  1.34737986e+00  8.35388924e-01 
 5.09280000e-03  1.39553757e+00  1.39553251e+00  8.35388888e-01 
 5.10280000e-03  1.44173388e+00  1.44172938e+00  8.35388834e-01 
 5.11280000e-03  1.48579220e+00  1.48578819e+00  8.35388755e-01 
 5.12280000e-03  1.52753868e+00  1.52753509e+00  8.35388661e-01 
 5.13280000e-03  1.56680854e+00  1.56680533e+00  8.35388615e-01 
 5.14280000e-03  1.60344682e+00  1.60344395e+00  8.35388906e-01 
 5.15280000e-03  1.63730891e+00  1.63730636e+00  8.35390551e-01 
 5.16280000e-03  1.66826118e+00  1.66825893e+00  8.35396622e-01 
 5.17280000e-03  1.69618148e+00  1.69617951e+00  8.35414931e-01 
 5.18280000e-03  1.72095961e+00  1.72095791e+00  8.35462413e-01 
 5.19280000e-03  1.74249779e+00  1.74249636e+00  8.35569685e-01 
 5.20280000e-03  1.76071101e+00  1.76070984e+00  8.35781805e-01 
 5.21280000e-03  1.77552740e+00  1.77552648e+00  8.36150168e-01 
 5.22280000e-03  1.78688849e+00  1.78688782e+00  8.36714073e-01 
 5.23280000e-03  1.79474943e+00  1.79474901e+00  8.37478217e-01 
 5.24280000e-03  1.79907920e+00  1.79907903e+00  8.38398481e-01 
 5.25280000e-03  1.79986072e+00  1.79986079e+00  8.39386664e-01 
 5.26280000e-03  1.79709090e+00  1.79709122e+00  8.40334898e-01 
 5.27280000e-03  1.79078068e+00  1.79078124e+00  8.41148955e-01 
 5.28280000e-03  1.78095494e+00  1.78095575e+00  8.41774516e-01 
 5.29280000e-03  1.76765248e+00  1.76765355e+00  8.42205024e-01 
 5.30280000e-03  1.75092580e+00  1.75092711e+00  8.42470759e-01 
 5.31280000e-03  1.73084090e+00  1.73084247e+00  8.42618402e-01 
 5.32280000e-03  1.70747704e+00  1.70747889e+00  8.42692719e-01 
 5.33280000e-03  1.68092645e+00  1.68092857e+00  8.42726954e-01 
 5.34280000e-03  1.65129389e+00  1.65129631e+00  8.42741601e-01 
 5.35280000e-03  1.61869633e+00  1.61869905e+00  8.42747535e-01 
 5.36280000e-03  1.58326239e+00  1.58326545e+00  8.42749880e-01 
 5.37280000e-03  1.54513193e+00  1.54513535e+00  8.42750819e-01 
 5.38280000e-03  1.50445543e+00  1.50445925e+00  8.42751216e-01 
 5.39280000e-03  1.46139342e+00  1.46139769e+00  8.42751399e-01 
 5.40280000e-03  1.41611585e+00  1.41612064e+00  8.42751491e-01 
 5.41280000e-03  1.36880140e+00  1.36880683e+00  8.42751540e-01 
 5.42280000e-03  1.31963681e+00  1.31964301e+00  8.42751567e-01 
 5.43280000e-03  1.26881611e+00  1.26882331e+00  8.42751582e-01 
 5.44280000e-03  1.21653985e+00  1.21654840e+00  8.42751590e-01 
 5.45280000e-03  1.16301436e+00  1.16302485e+00  8.42751594e-01 
 5.46280000e-03  1.10845087e+00  1.10846434e+00  8.42751595e-01 
 5.47280000e-03  1.05306472e+00  1.05308304e+00  8.42751594e-01 
 5.48280000e-03  9.97074490e-01  9.97100055e-01  8.42751593e-01 
 5.49280000e-03  9.40701155e-01  9.40731794e-01  8.42751592e-01 
 5.50280000e-03  8.84167190e-01  8.84192487e-01  8.42751590e-01 
 5.51280000e-03  8.27695710e-01  8.27712668e-01  8.42751588e-01 
 5.52280000e-03  7.71509582e-01  7.71521244e-01  8.42751586e-01 
 5.53280000e-03  7.15830547e-01  7.15839245e-01  8.42751584e-01 
 5.54280000e-03  6.60878345e-01  6.60885277e-01  8.42751582e-01 
 5.55280000e-03  6.06869846e-01  6.06875626e-01  8.42751580e-01 
 5.56280000e-03  5.54018199e-01  5.54023166e-01  8.42751579e-01 
 5.57280000e-03  5.02531984e-01  5.02536339e-01  8.42751579e-01 
 5.58280000e-03  4.52614393e-01  4.52618265e-01  8.42751579e-01 
 5.59280000e-03  4.04462429e-01  4.04465902e-01  8.42751581e-01 
 5.60280000e-03  3.58266125e-01  3.58269257e-01  8.42751586e-01 
 5.61280000e-03  3.14207797e-01  3.14210630e-01  8.42751594e-01 
 5.62280000e-03  2.72461324e-01  2.72463887e-01  8.42751606e-01 
 5.63280000e-03  2.33191459e-01  2.33193774e-01  8.42751624e-01 
 5.64280000e-03  1.96553183e-01  1.96555266e-01  8.42751649e-01 
 5.65280000e-03  1.62691090e-01  1.62692954e-01  8.42751679e-01 
 5.66280000e-03  1.31738818e-01  1.31740473e-01  8.42751709e-01 
 5.67280000e-03  1.03818522e-01  1.03819975e-01  8.42751728e-01 
 5.68280000e-03  7.90403910e-02  7.90416473e-02  8.42751707e-01 
 5.69280000e-03  5.75022123e-02  5.75032759e-02  8.42751599e-01 
 5.70280000e-03  3.92889875e-02  3.92898616e-02  8.42751330e-01 
 5.71280000e-03  2.44725958e-02  2.44732826e-02  8.42750819e-01 
 5.72280000e-03  1.31115109e-02  1.31120120e-02  8.42749994e-01 
 5.73280000e-03  5.25056955e-03  5.25088627e-03  8.42748839e-01 
 5.74280000e-03  9.20795471e-04  9.20928407e-04  8.42747414e-01 
 5.75280000e-03  1.39276265e-04  1.39225686e-04  8.42745856e-01 
 5.76280000e-03  2.90909623e-03  2.90886201e-03  8.42744340e-01 
 5.77280000e-03  9.21932415e-03  9.21890577e-03  8.42743020e-01 
 5.78280000e-03  1.90450564e-02  1.90444530e-02  8.42741984e-01 
 5.79280000e-03  3.23475154e-02  3.23467254e-02  8.42741244e-01 
 5.80280000e-03  4.90742024e-02  4.90732237e-02  8.42740757e-01 
 5.81280000e-03  6.91591047e-02  6.91579347e-02  8.42740452e-01 
 5.82280000e-03  9.25229564e-02  9.25215915e-02  8.42740267e-01 
 5.83280000e-03  1.19073551e-01  1.19071986e-01  8.42740151e-01 
 5.84280000e-03  1.48706106e-01  1.48704335e-01  8.42740076e-01 
 5.85280000e-03  1.81303674e-01  1.81301689e-01  8.42740024e-01 
 5.86280000e-03  2.16737609e-01  2.16735398e-01  8.42739986e-01 
 5.87280000e-03  2.54868068e-01  2.54865617e-01  8.42739959e-01 
 5.88280000e-03  2.95544568e-01  2.95541858e-01  8.42739940e-01 
 5.89280000e-03  3.38606577e-01  3.38603582e-01  8.42739925e-01 
 5.90280000e-03  3.83884150e-01  3.83880833e-01  8.42739915e-01 
 5.91280000e-03  4.31198596e-01  4.31194908e-01  8.42739908e-01 
 5.92280000e-03  4.80363188e-01  4.80359057e-01  8.42739903e-01 
 5.93280000e-03  5.31183894e-01  5.31179215e-01  8.42739899e-01 
 5.94280000e-03  5.83460148e-01  5.83454757e-01  8.42739896e-01 
 5.95280000e-03  6.36985641e-01  6.36979270e-01  8.42739893e-01 
 5.96280000e-03  6.91549132e-01  6.91541312e-01  8.42739890e-01 
 5.97280000e-03  7.46935282e-01  7.46925129e-01  8.42739888e-01 
 5.98280000e-03  8.02925510e-01  8.02911273e-01  8.42739886e-01 
 5.99280000e-03  8.59298845e-01  8.59277495e-01  8.42739884e-01 
 6.00280000e-03  9.15832810e-01  9.15803330e-01  8.42739882e-01 
 6.01280000e-03  9.72304290e-01  9.72275565e-01  8.42739879e-01 
 6.02280000e-03  1.02849042e+00  1.02846912e+00  8.42739876e-01 
 6.03280000e-03  1.08416945e+00  1.08415413e+00  8.42739873e-01 
 6.04280000e-03  1.13912166e+00  1.13911002e+00  8.42739868e-01 
 6.05280000e-03  1.19313015e+00  1.19312084e+00  8.42739862e-01 
 6.06280000e-03  1.24598180e+00  1.24597406e+00  8.42739853e-01 
 6.07280000e-03  1.29746802e+00  1.29746141e+00  8.42739838e-01 
 6.08280000e-03  1.34738561e+00  1.34737986e+00  8.42739815e-01 
 6.09280000e-03  1.39553757e+00  1.39553251e+00  8.42739779e-01 
 6.10280000e-03  1.44173388e+00  1.44172938e+00  8.42739725e-01 
 6.11280000e-03  1.48579220e+00  1.48578819e+00  8.42739647e-01 
 6.12280000e-03  1.52753868e+00  1.52753509e+00  8.42739552e-01 
 6.13280000e-03  1.56680854e+00  1.56680533e+00  8.42739503e-01 
 6.14280000e-03  1.60344682e+00  1.60344395e+00  8.42739783e-01 
 6.15280000e-03  1.63730891e+00  1.63730636e+00  8.42741379e-01 
 6.16280000e-03  1.66826118e+00  1.66825893e+00  8.42747288e-01 
 6.17280000e-03  1.69618148e+00  1.69617951e+00  8.42765129e-01 
 6.18280000e-03  1.72095961e+00  1.72095791e+00  8.42811431e-01 
 6.19280000e-03  1.74249779e+00  1.74249636e+00  8.42916103e-01 
 6.20280000e-03  1.76071101e+00  1.76070984e+00  8.43123200e-01 
 6.21280000e-03  1.77552740e+00  1.77552648e+00  8.43483032e-01 
 6.22280000e-03  1.78688849e+00  1.78688782e+00  8.44034142e-01 
 6.23280000e-03  1.79474943e+00  1.79474901e+00  8.44781239e-01 
 6.24280000e-03  1.79907920e+00  1.79907903e+00  8.45681220e-01 
 6.25280000e-03  1.79986072e+00  1.79986079e+00  8.46647760e-01 
 6.26280000e-03  1.79709090e+00  1.79709122e+00  8.47575227e-01 
 6.27280000e-03  1.79078068e+00  1.79078124e+00  8.48371355e-01 
 6.28280000e-03  1.78095494e+00  1.78095575e+00  8.48982993e-01 
 6.29280000e-03  1.76765248e+00  1.76765355e+00  8.49403788e-01 
 6.30280000e-03  1.75092580e+00  1.75092711e+00  8.49663439e-01 
 6.31280000e-03  1.73084090e+00  1.73084247e+00  8.49807653e-01 
 6.32280000e-03  1.70747704e+00  1.70747889e+00  8.49880224e-01 
 6.33280000e-03  1.68092645e+00  1.68092857e+00  8.49913649e-01 
 6.34280000e-03  1.65129389e+00  1.65129631e+00  8.49927950e-01 
 6.35280000e-03  1.61869633e+00  1.61869905e+00  8.49933745e-01 
 6.36280000e-03  1.58326239e+00  1.58326545e+00  8.49936038e-01 
 6.37280000e-03  1.54513193e+00  1.54513535e+00  8.49936957e-01 
 6.38280000e-03  1.50445543e+00  1.50445925e+00  8.49937346e-01 
 6.39280000e-03  1.46139342e+00  1.46139769e+00  8.49937526e-01 
 6.40280000e-03  1.41611585e+00  1.41612064e+00  8.49937617e-01 
 6.41280000e-03  1.36880140e+00  1.36880683e+00  8.49937665e-01 
 6.42280000e-03  1.31963681e+00  1.31964301e+00  8.49937692e-01 
 6.43280000e-03  1.26881611e+00  1.26882331e+00  8.49937707e-01 
 6.44280000e-03  1.21653985e+00  1.21654840e+00  8.49937714e-01 
 6.45280000e-03  1.16301436e+00  1.16302485e+00  8.49937717e-01 
 6.46280000e-03  1.10845087e+00  1.10846434e+00  8.49937718e-01 
 6.47280000e-03  1.05306472e+00  1.05308304e+00  8.49937718e-01 
 6.48280000e-03  9.97074490e-01  9.97100055e-01  8.49937716e-01 
 6.49280000e-03  9.40701155e-01  9.40731794e-01  8.49937715e-01 
 6.50280000e-03  8.84167190e-01  8.84192487e-01  8.49937713e-01 
 6.51280000e-03  8.27695710e-01  8.27712668e-01  8.49937710e-01 
 6.52280000e-03  7.71509582e-01  7.71521244e-01  8.49937708e-01 
 6.53280000e-03  7.15830547e-01  7.15839245e-01  8.49937706e-01 
 6.54280000e-03  6.60878345e-01  6.60885277e-01  8.49937704e-01 
 6.55280000e-03  6.06869846e-01  6.06875626e-01  8.49937702e-01 
 6.56280000e-03  5.54018199e-01  5.54023166e-01  8.49937701e-01 
 6.57280000e-03  5.02531984e-01  5.02536339e-01  8.49937700e-01 
 6.58280000e-03  4.52614393e-01  4.52618265e-01  8.49937700e-01 
 6.59280000e-03  4.04462429e-01  4.04465902e-01  8.49937702e-01 
 6.60280000e-03  3.58266125e-01  3.58269257e-01  8.49937707e-01 
 6.61280000e-03  3.14207797e-01  3.14210630e-01  8.49937714e-01 
 6.62280000e-03  2.72461324e-01  2.72463887e-01  8.49937726e-01 
 6.63280000e-03  2.33191459e-01  2.33193774e-01  8.49937744e-01 
 6.64280000e-03  1.96553183e-01  1.96555266e-01  8.49937769e-01 
 6.65280000e-03  1.62691090e-01  1.62692954e-01  8.49937798e-01 
 6.66280000e-03  1.31738818e-01  1.31740473e-01  8.49937829e-01 
 6.67280000e-03  1.03818522e-01  1.03819975e-01  8.49937847e-01 
 6.68280000e-03  7.90403910e-02  7.90416473e-02  8.49937825e-01 
 6.69280000e-03  5.75022123e-02  5.75032759e-02  8.49937715e-01 
 6.70280000e-03  3.92889875e-02  3.92898616e-02  8.49937443e-01 
 6.71280000e-03  2.44725958e-02  2.44732826e-02  8.49936926e-01 
 6.72280000e-03  1.31115109e-02  1.31120120e-02  8.49936092e-01 
 6.73280000e-03  5.25056955e-03  5.25088627e-03  8.49934925e-01 
 6.74280000e-03  9.20795471e-04  9.20928407e-04  8.49933486e-01 
 6.75280000e-03  1.39276265e-04  1.39225686e-04  8.49931914e-01 
 6.76280000e-03  2.90909623e-03  2.90886201e-03  8.49930384e-01 
 6.77280000e-03  9.21932415e-03  9.21890577e-03  8.49929051e-01 
 6.78280000e-03  1.90450564e-02  1.90444530e-02  8.49928006e-01 
 6.79280000e-03  3.23475154e-02  3.23467254e-02  8.49927259e-01 
 6.80280000e-03  4.90742024e-02  4.90732237e-02  8.49926767e-01 
 6.81280000e-03  6.91591047e-02  6.91579347e-02  8.49926460e-01 
 6.82280000e-03  9.25229564e-02  9.25215915e-02  8.49926273e-01 
 6.83280000e-03  1.19073551e-01  1.19071986e-01  8.49926156e-01 
 6.84280000e-03  1.48706106e-01  1.48704335e-01  8.49926080e-01 
 6.85280000e-03  1.81303674e-01  1.81301689e-01  8.49926028e-01 
 6.86280000e-03  2.16737609e-01  2.16735398e-01  8.49925990e-01 
 6.87280000e-03  2.54868068e-01  2.54865617e-01  8.49925963e-01 
 6.88280000e-03  2.95544568e-01  2.95541858e-01  8.49925943e-01 
 6.89280000e-03  3.38606577e-01  3.38603582e-01  8.49925929e-01 
 6.90280000e-03  3.83884150e-01  3.83880833e-01  8.49925919e-01 
 6.91280000e-03  4.31198596e-01  4.31194908e-01  8.49925911e-01 
 6.92280000e-03  4.80363188e-01  4.80359057e-01  8.49925906e-01 
 6.93280000e-03  5.31183894e-01  5.31179215e-01  8.49925901e-01 
 6.94280000e-03  5.83460148e-01  5.83454757e-01  8.49925898e-01 
 6.95280000e-03  6.36985641e-01  6.36979270e-01  8.49925895e-01 
 6.96280000e-03  6.91549132e-01  6.91541312e-01  8.49925892e-01 
 6.97280000e-03  7.46935282e-01  7.46925129e-01  8.49925890e-01 
 6.98280000e-03  8.02925510e-01  8.02911273e-01  8.49925888e-01 
 6.99280000e-03  8.59298845e-01  8.59277495e-01  8.49925885e-01 
 7.00280000e-03  9.15832810e-01  9.15803330e-01  8.49925883e-01 
 7.01280000e-03  9.72304290e-01  9.72275565e-01  8.49925880e-01 
 7.02280000e-03  1.02849042e+00  1.02846912e+00  8.49925877e-01 
 7.03280000e-03  1.08416945e+00  1.08415413e+00  8.49925873e-01 
 7.04280000e-03  1.13912166e+00  1.13911002e+00  8.49925869e-01 
 7.05280000e-03  1.19313015e+00  1.19312084e+00  8.49925862e-01 
 7.06280000e-03  1.24598180e+00  1.24597406e+00  8.49925852e-01 
 7.07280000e-03  1.29746802e+00  1.29746141e+00  8.49925838e-01 
 7.08280000e-03  1.34738561e+00  1.34737986e+00  8.49925814e-01 
 7.09280000e-03  1.39553757e+00  1.39553251e+00  8.49925779e-01 
 7.10280000e-03  1.44173388e+00  1.44172938e+00  8.49925724e-01 
 7.11280000e-03  1.48579220e+00  1.48578819e+00  8.49925647e-01 
 7.12280000e-03  1.52753868e+00  1.52753509e+00  8.49925551e-01 
 7.13280000e-03  1.56680854e+00  1.56680533e+00  8.49925501e-01 
 7.14280000e-03  1.60344682e+00  1.60344395e+00  8.49925768e-01 
 7.15280000e-03  1.63730891e+00  1.63730636e+00  8.49927318e-01 
 7.16280000e-03  1.66826118e+00  1.66825893e+00  8.49933072e-01 
 7.17280000e-03  1.69618148e+00  1.69617951e+00  8.49950467e-01 
 7.18280000e-03  1.72095961e+00  1.72095791e+00  8.49995644e-01 
 7.19280000e-03  1.74249779e+00  1.74249636e+00  8.50097834e-01 
 7.20280000e-03  1.76071101e+00  1.76070984e+00  8.50300130e-01 
